时间,币价,挖矿难度
"2016-01-15 00:00","1.20801461","9202357320652.9140000000",
"2016-01-16 00:00","1.22029054","9068025912262.2730000000",
"2016-01-17 00:00","1.32746649","9453949920663.3900000000",
"2016-01-18 00:00","1.42633688","9538638577307.5230000000",
"2016-01-19 00:00","1.37139285","9413915812864.9300000000",
"2016-01-20 00:00","1.53181744","9598498035044.6430000000",
"2016-01-21 00:00","1.55356717","9897015391775.1800000000",
"2016-01-22 00:00","1.50126517","10058506402711.9860000000",
"2016-01-23 00:00","1.97266793","10133271762313.0620000000",
"2016-01-24 00:00","2.14119911","10330115760968.4000000000",
"2016-01-25 00:00","2.49927235","10610740377311.1200000000",
"2016-01-26 00:00","2.27637196","10820104860440.1390000000",
"2016-01-27 00:00","2.38854671","10448729611758.8070000000",
"2016-01-28 00:00","2.52648711","10883144596126.6400000000",
"2016-01-29 00:00","2.49496174","10876076582573.3520000000",
"2016-01-30 00:00","2.44506311","10695941618405.1800000000",
"2016-01-31 00:00","2.30604291","10917496712103.7010000000",
"2016-02-01 00:00","2.21168852","10674149809000.1860000000",
"2016-02-02 00:00","2.43964028","10857187473954.5060000000",
"2016-02-03 00:00","2.52868819","11113782318763.8480000000",
"2016-02-04 00:00","2.57804036","11176125215395.7090000000",
"2016-02-05 00:00","2.53899145","10866809984202.2290000000",
"2016-02-06 00:00","2.53446054","11050374664895.6200000000",
"2016-02-07 00:00","2.96433783","11539861599131.4820000000",
"2016-02-08 00:00","3.17978644","11245300787262.0590000000",
"2016-02-09 00:00","4.04464245","11659329295274.5700000000",
"2016-02-10 00:00","4.43626165","11993771419072.7090000000",
"2016-02-11 00:00","6.01310158","11553025501417.1840000000",
"2016-02-12 00:00","5.54697657","12097405750509.7420000000",
"2016-02-13 00:00","5.38531876","12496874954741.4180000000",
"2016-02-14 00:00","5.2397294","12874765159967.0250000000",
"2016-02-15 00:00","5.28835154","12696234323475.3520000000",
"2016-02-16 00:00","4.31529093","12721918819636.3630000000",
"2016-02-17 00:00","3.75724053","12182109035011.4510000000",
"2016-02-18 00:00","4.39913368","12651425826479.1300000000",
"2016-02-19 00:00","4.73789215","12814163599943.2170000000",
"2016-02-20 00:00","4.34132528","12958930145497.9530000000",
"2016-02-21 00:00","4.65361786","13431503887478.4630000000",
"2016-02-22 00:00","5.61650419","13783585059878.3500000000",
"2016-02-23 00:00","5.58620644","13623470026220.5140000000",
"2016-02-24 00:00","6.23647213","13573804476022.7250000000",
"2016-02-25 00:00","6.1048007","14049401938205.2440000000",
"2016-02-26 00:00","5.92166948","14564934405736.2050000000",
"2016-02-27 00:00","6.4258585","14737238949086.2440000000",
"2016-02-28 00:00","6.46834803","14936560617533.0160000000",
"2016-02-29 00:00","6.33699465","14453452049415.4750000000",
"2016-03-01 00:00","7.65368795","14989908705152.2380000000",
"2016-03-02 00:00","8.46539021","15598739569339.4900000000",
"2016-03-03 00:00","9.29415035","16140974830921.8000000000",
"2016-03-04 00:00","10.4059763","16473095997036.9040000000",
"2016-03-05 00:00","11.00372696","17342300214192.8340000000",
"2016-03-06 00:00","11.38289928","17164269285635.0490000000",
"2016-03-07 00:00","9.55262756","17491910018497.1290000000",
"2016-03-08 00:00","9.84720898","17866774613765.2580000000",
"2016-03-09 00:00","11.89802456","18006278290286.7900000000",
"2016-03-10 00:00","11.30498314","18682021537566.8600000000",
"2016-03-11 00:00","11.08280182","19654913106689.3700000000",
"2016-03-12 00:00","13.53334332","20149570959696.7700000000",
"2016-03-13 00:00","14.47500515","20065505230856.0300000000",
"2016-03-14 00:00","12.45259762","17572301377575.2360000000",
"2016-03-15 00:00","13.01002026","17777795755128.4060000000",
"2016-03-16 00:00","12.52089119","18038767959467.5040000000",
"2016-03-17 00:00","11.08146954","18300379671848.3630000000",
"2016-03-18 00:00","10.99812794","18651701693615.2030000000",
"2016-03-19 00:00","10.53070736","19423415211247.2420000000",
"2016-03-20 00:00","10.3197794","19268502008579.2660000000",
"2016-03-21 00:00","11.86412048","19567681020917.6840000000",
"2016-03-22 00:00","11.27481174","18765991442708.1700000000",
"2016-03-23 00:00","12.41674995","19801092917696.9000000000",
"2016-03-24 00:00","11.23501301","20871590725201.4340000000",
"2016-03-25 00:00","10.74315929","21414194355380.0350000000",
"2016-03-26 00:00","10.97396755","21976992064253.0900000000",
"2016-03-27 00:00","10.4192009","21768012224480.2000000000",
"2016-03-28 00:00","11.66560268","22513734563842.3440000000",
"2016-03-29 00:00","11.6564436","22822470238900.5800000000",
"2016-03-30 00:00","11.952878","23889368498740.0700000000",
"2016-03-31 00:00","11.40353775","23749184001915.4960000000",
"2016-04-01 00:00","11.66358757","23519625245384.3160000000",
"2016-04-02 00:00","11.598876","24295726637776.6200000000",
"2016-04-03 00:00","11.61833286","25245856096051.1300000000",
"2016-04-04 00:00","11.15727425","25705810157076.4700000000",
"2016-04-05 00:00","10.43812466","25667142451061.6050000000",
"2016-04-06 00:00","10.68538189","24640313534811.9570000000",
"2016-04-07 00:00","10.06968307","26139886978680.2500000000",
"2016-04-08 00:00","9.71958637","26843451780218.7770000000",
"2016-04-09 00:00","9.15061855","27083828046070.0400000000",
"2016-04-10 00:00","8.93634224","27012246684282.8750000000",
"2016-04-11 00:00","8.64378929","26095428773644.8440000000",
"2016-04-12 00:00","7.44231272","27243186215274.9770000000",
"2016-04-13 00:00","8.04442024","27545262683292.5980000000",
"2016-04-14 00:00","8.38724041","28306534530571.2930000000",
"2016-04-15 00:00","8.24278069","28880936928077.9020000000",
"2016-04-16 00:00","8.60949898","28221429752158.7930000000",
"2016-04-17 00:00","9.30909824","29523844031977.5940000000",
"2016-04-18 00:00","9.03599834","30029498659251.0550000000",
"2016-04-19 00:00","8.71487713","30156012963421.3870000000",
"2016-04-20 00:00","8.46579361","30871752725767.4100000000",
"2016-04-21 00:00","8.10217285","29740314823372.9300000000",
"2016-04-22 00:00","7.82126379","30869146732545.2420000000",
"2016-04-23 00:00","8.29479218","30604025165804.8480000000",
"2016-04-24 00:00","8.00135231","31524069461264.8550000000",
"2016-04-25 00:00","7.5543375","31493382681039.3300000000",
"2016-04-26 00:00","7.39704084","31083174173487.4570000000",
"2016-04-27 00:00","7.75997066","32024006272663.4770000000",
"2016-04-28 00:00","7.17252827","32660935988733.3670000000",
"2016-04-29 00:00","7.45728827","33709009937441.4700000000",
"2016-04-30 00:00","8.81397915","34484421796504.7200000000",
"2016-05-01 00:00","8.8465023","32280889382512.4060000000",
"2016-05-02 00:00","10.16323185","34161609204974.7150000000",
"2016-05-03 00:00","9.31127167","34166289192929.4060000000",
"2016-05-04 00:00","9.41376877","33872427102189.0860000000",
"2016-05-05 00:00","9.8261013","34080544388463.9960000000",
"2016-05-06 00:00","9.34663868","34085336706042.1520000000",
"2016-05-07 00:00","9.37050915","34463404033410.0660000000",
"2016-05-08 00:00","9.48293018","34882607577232.3000000000",
"2016-05-09 00:00","9.29773235","35703011453119.7900000000",
"2016-05-10 00:00","9.36151505","34839727897735.4140000000",
"2016-05-11 00:00","9.99627781","34608512198165.6760000000",
"2016-05-12 00:00","10.05779934","36814650249264.3500000000",
"2016-05-13 00:00","10.50657082","36846069041979.2900000000",
"2016-05-14 00:00","10.23973179","37114899680921.2900000000",
"2016-05-15 00:00","9.9623518","37376623466503.1640000000",
"2016-05-16 00:00","11.17129898","36463139572998.2700000000",
"2016-05-17 00:00","12.1987505","37900960505086.8200000000",
"2016-05-18 00:00","13.55858231","39517401677763.8200000000",
"2016-05-19 00:00","14.76970387","40047746083289.4200000000",
"2016-05-20 00:00","13.63562298","40654525787850.0700000000",
"2016-05-21 00:00","14.01504421","40058981490722.8750000000",
"2016-05-22 00:00","14.28610992","40332255283090.6000000000",
"2016-05-23 00:00","13.46151066","41104663045274.5700000000",
"2016-05-24 00:00","12.73231983","41015841728827.9700000000",
"2016-05-25 00:00","12.52603245","41950285242070.7900000000",
"2016-05-26 00:00","12.43041801","41742234718648.3500000000",
"2016-05-27 00:00","11.29575253","42703696493831.0800000000",
"2016-05-28 00:00","11.89294243","43618542041732.7600000000",
"2016-05-29 00:00","12.35042667","43392447615367.0100000000",
"2016-05-30 00:00","12.72528076","43586142396051.2100000000",
"2016-05-31 00:00","14.07725048","42000407824271.2400000000",
"2016-06-01 00:00","14.00150299","42903044759328.3200000000",
"2016-06-02 00:00","13.73803997","44992049996386.1600000000",
"2016-06-03 00:00","13.8466959","44999428189553.2660000000",
"2016-06-04 00:00","13.74044323","44880971424896.4400000000",
"2016-06-05 00:00","13.97502708","45278057471813.7400000000",
"2016-06-06 00:00","13.93407631","46207450596923.6100000000",
"2016-06-07 00:00","14.51203537","45850620155154.5600000000",
"2016-06-08 00:00","14.41773224","48157817866210.6250000000",
"2016-06-09 00:00","14.39861774","46862157371591.2340000000",
"2016-06-10 00:00","13.90864468","46817185510804.7900000000",
"2016-06-11 00:00","14.19161892","47367807453291.6900000000",
"2016-06-12 00:00","15.74371529","49146195319200.8750000000",
"2016-06-13 00:00","17.60272408","49640268914919.0200000000",
"2016-06-14 00:00","18.89321709","49733793897127.5160000000",
"2016-06-15 00:00","18.35429001","49684925896550.9900000000",
"2016-06-16 00:00","20.58860207","48374588782331.8600000000",
"2016-06-17 00:00","15.37683868","45684736911911.1640000000",
"2016-06-18 00:00","11.33068657","49439350923955.5550000000",
"2016-06-19 00:00","12.23420715","51170755663800.0700000000",
"2016-06-20 00:00","11.83953381","49998634763389.5550000000",
"2016-06-21 00:00","13.30673122","51003976141944.0860000000",
"2016-06-22 00:00","13.09510899","53456647788163.9840000000",
"2016-06-23 00:00","13.67622185","52791881070020.5550000000",
"2016-06-24 00:00","14.33205795","53445634197051.0500000000",
"2016-06-25 00:00","14.28302765","53892495389682.9840000000",
"2016-06-26 00:00","13.85019493","55306308815143.1500000000",
"2016-06-27 00:00","13.88386536","55833352404452.0800000000",
"2016-06-28 00:00","12.17556","54938285777453.4200000000",
"2016-06-29 00:00","12.61120892","54998811559619.2400000000",
"2016-06-30 00:00","12.46150208","55250198968442.3800000000",
"2016-07-01 00:00","12.19946003","56611950439754.1100000000",
"2016-07-02 00:00","12.128438","57748654813312.2340000000",
"2016-07-03 00:00","11.7202177","57434077769050.3750000000",
"2016-07-04 00:00","11.47100258","58422132175057.3000000000",
"2016-07-05 00:00","10.61136818","57054356483458.6200000000",
"2016-07-06 00:00","10.52893353","57701438555504.4140000000",
"2016-07-07 00:00","10.10936642","57863292797925.0800000000",
"2016-07-08 00:00","11.39457512","56397382202773.5400000000",
"2016-07-09 00:00","10.96547318","58464106349394.0900000000",
"2016-07-10 00:00","10.94762325","59261327451818.3700000000",
"2016-07-11 00:00","10.45902729","59736577470535.2900000000",
"2016-07-12 00:00","10.51609421","59851040240448.1000000000",
"2016-07-13 00:00","10.50051498","59835050330498.4600000000",
"2016-07-14 00:00","11.51319122","58712475117658.6000000000",
"2016-07-15 00:00","11.95162392","58591318439182.0160000000",
"2016-07-16 00:00","11.65283012","59611231131586.7900000000",
"2016-07-17 00:00","11.15869617","59773542463192.4800000000",
"2016-07-18 00:00","11.03442764","60392956399108.2300000000",
"2016-07-19 00:00","11.61912441","58929113774390.7000000000",
"2016-07-20 00:00","12.45060062","59762632002726.2700000000",
"2016-07-21 00:00","12.65074444","59595509484016.3360000000",
"2016-07-22 00:00","14.66192436","60796529061177.0200000000",
"2016-07-23 00:00","14.29966831","60911953245187.1900000000",
"2016-07-24 00:00","12.74947929","58041221653187.3750000000",
"2016-07-25 00:00","13.83611584","57484752193098.2500000000",
"2016-07-26 00:00","11.98951626","51386968380957.6700000000",
"2016-07-27 00:00","12.97279072","55687364932490.3400000000",
"2016-07-28 00:00","12.84363079","55145824712934.5000000000",
"2016-07-29 00:00","12.79463482","54679107435443.5200000000",
"2016-07-30 00:00","12.46101952","54482543366798.2300000000",
"2016-07-31 00:00","11.87594414","54442484651246.6640000000",
"2016-08-01 00:00","10.94160366","50796904183648.5300000000",
"2016-08-02 00:00","8.78727818","48632916886891.1800000000",
"2016-08-03 00:00","10.29389095","51089912313124.4800000000",
"2016-08-04 00:00","11.0427866","53305074165704.0100000000",
"2016-08-05 00:00","10.92538166","53004484865259.8000000000",
"2016-08-06 00:00","10.88107681","53577776788041.3300000000",
"2016-08-07 00:00","10.91155529","54810196442943.1950000000",
"2016-08-08 00:00","11.2454319","56754741398785.8600000000",
"2016-08-09 00:00","12.2443018","58859667311532.6600000000",
"2016-08-10 00:00","12.14320564","60119489659430.7700000000",
"2016-08-11 00:00","11.69089794","60031378269376.3300000000",
"2016-08-12 00:00","11.77854824","59674470740230.8200000000",
"2016-08-13 00:00","11.57128239","59899407846695.1200000000",
"2016-08-14 00:00","11.19476032","59513861569380.9700000000",
"2016-08-15 00:00","11.21837139","61567314128600.0900000000",
"2016-08-16 00:00","11.13965511","61462888119906.7000000000",
"2016-08-17 00:00","10.75275326","61110173225302.0160000000",
"2016-08-18 00:00","10.75610638","62459105280757.6900000000",
"2016-08-19 00:00","10.74868679","63447188528480.9700000000",
"2016-08-20 00:00","11.24738789","63102927461072.6300000000",
"2016-08-21 00:00","11.17916775","64445867907624.7900000000",
"2016-08-22 00:00","11.12092113","65758103112503.0860000000",
"2016-08-23 00:00","11.03055477","65492730197364.0000000000",
"2016-08-24 00:00","11.03602505","67337962999723.5200000000",
"2016-08-25 00:00","11.35740757","70034672663921.6300000000",
"2016-08-26 00:00","11.29538727","69019820278747.7000000000",
"2016-08-27 00:00","11.1482029","68797829802066.8700000000",
"2016-08-28 00:00","10.92926788","68147882283449.4840000000",
"2016-08-29 00:00","10.98382664","68219697735023.2200000000",
"2016-08-30 00:00","11.22885418","69058725654723.6950000000",
"2016-08-31 00:00","11.67238045","70595857020692.0000000000",
"2016-09-01 00:00","11.99490738","70130151569578.8360000000",
"2016-09-02 00:00","12.11295128","68510100107468.1500000000",
"2016-09-03 00:00","11.75873947","65871410022756.4600000000",
"2016-09-04 00:00","11.67991734","67661361367206.5860000000",
"2016-09-05 00:00","11.71703339","68158019829501.1600000000",
"2016-09-06 00:00","11.68914032","68604908925659.4000000000",
"2016-09-07 00:00","11.54791069","68487010668140.4900000000",
"2016-09-08 00:00","11.34593678","68267961806404.0400000000",
"2016-09-09 00:00","11.65284252","69729338832157.1250000000",
"2016-09-10 00:00","12.1684866","71177645474006.9800000000",
"2016-09-11 00:00","11.63843155","71225398356074.8900000000",
"2016-09-12 00:00","11.89369202","71654132181855.0600000000",
"2016-09-13 00:00","11.91872501","72546107767733.5200000000",
"2016-09-14 00:00","11.92320633","73116164184274.5500000000",
"2016-09-15 00:00","11.93702698","72645356475324.3600000000",
"2016-09-16 00:00","12.55577183","75420715213750.3100000000",
"2016-09-17 00:00","12.69864559","72224104055815.8000000000",
"2016-09-18 00:00","12.43123531","62900571466766.3500000000",
"2016-09-19 00:00","13.18900108","74757688262877.1000000000",
"2016-09-20 00:00","14.43027496","77929117021431.5800000000",
"2016-09-21 00:00","13.76851273","71323356954973.0000000000",
"2016-09-22 00:00","13.24758434","72669784730825.9000000000",
"2016-09-23 00:00","13.3313179","74210960201205.3100000000",
"2016-09-24 00:00","12.87793636","75467953969813.2700000000",
"2016-09-25 00:00","13.10085487","75443249396426.7200000000",
"2016-09-26 00:00","12.8230505","71521862268249.1700000000",
"2016-09-27 00:00","13.09827995","81378594783266.5600000000",
"2016-09-28 00:00","13.27484035","83711044710374.7500000000",
"2016-09-29 00:00","13.07335472","83323439950597.6000000000",
