时间,币价,平均算力
"2015-10-20 00:00","0.434829","359015928569.0000000000",
"2015-10-21 00:00","0.44732895","341132964351.0000000000",
"2015-10-22 00:00","0.56770235","380733704574.0000000000",
"2015-10-23 00:00","0.53965724","400712364373.0000000000",
"2015-10-24 00:00","0.56359017","415421916600.0000000000",
"2015-10-25 00:00","0.61603856","399352419352.0000000000",
"2015-10-26 00:00","0.73131728","423606935733.0000000000",
"2015-10-27 00:00","0.86964136","425217897401.0000000000",
"2015-10-28 00:00","1.00247657","457118050623.0000000000",
"2015-10-29 00:00","1.2066561","485181790381.0000000000",
"2015-10-30 00:00","1.04121816","512482245181.0000000000",
"2015-10-31 00:00","0.91662681","520751967660.0000000000",
"2015-11-01 00:00","1.05566883","494438532536.0000000000",
"2015-11-02 00:00","0.98978895","480200507887.0000000000",
"2015-11-03 00:00","1.01336348","508443346288.0000000000",
"2015-11-04 00:00","0.89904976","489331291050.0000000000",
"2015-11-05 00:00","0.89563733","491429618713.0000000000",
"2015-11-06 00:00","0.92603213","478048414470.0000000000",
"2015-11-07 00:00","0.92797416","498826132097.0000000000",
"2015-11-08 00:00","1.02746606","496545107608.0000000000",
"2015-11-09 00:00","0.99927813","505390345518.0000000000",
"2015-11-10 00:00","0.93434829","509043487357.0000000000",
"2015-11-11 00:00","0.79182917","517330958183.0000000000",
"2015-11-12 00:00","0.89571095","528346135781.0000000000",
"2015-11-13 00:00","0.90409559","534865998776.0000000000",
"2015-11-14 00:00","0.88881159","550254722975.0000000000",
"2015-11-15 00:00","0.90636796","541283940502.0000000000",
"2015-11-16 00:00","0.92896181","535672271869.0000000000",
"2015-11-17 00:00","1.00797558","550612437839.0000000000",
"2015-11-18 00:00","0.99331909","552743812355.0000000000",
"2015-11-19 00:00","0.95553195","472848994780.0000000000",
"2015-11-20 00:00","0.92491966","480042302797.0000000000",
"2015-11-21 00:00","0.97613966","480238901991.0000000000",
"2015-11-22 00:00","0.96801782","487941982010.0000000000",
"2015-11-23 00:00","0.94696921","486567873808.0000000000",
"2015-11-24 00:00","0.90019119","470159496207.0000000000",
"2015-11-25 00:00","0.86353725","470861416175.0000000000",
"2015-11-26 00:00","0.88418305","492944670594.0000000000",
"2015-11-27 00:00","0.8679511","498720992634.0000000000",
"2015-11-28 00:00","0.91570282","500380846291.0000000000",
"2015-11-29 00:00","0.87861377","503871991566.0000000000",
"2015-11-30 00:00","0.87311912","514321990762.0000000000",
"2015-12-01 00:00","0.87479961","481807290452.0000000000",
"2015-12-02 00:00","0.82120973","504306948388.0000000000",
"2015-12-03 00:00","0.81214267","493198143647.0000000000",
"2015-12-04 00:00","0.8400414","511916968889.0000000000",
"2015-12-05 00:00","0.86243778","487659801017.0000000000",
"2015-12-06 00:00","0.83550012","483667889043.0000000000",
"2015-12-07 00:00","0.81126428","469523295122.0000000000",
"2015-12-08 00:00","0.82211804","494321277216.0000000000",
"2015-12-09 00:00","0.79216707","504825004080.0000000000",
"2015-12-10 00:00","0.84039587","514558594892.0000000000",
"2015-12-11 00:00","0.92976224","517896070712.0000000000",
"2015-12-12 00:00","0.97697264","556792870328.0000000000",
"2015-12-13 00:00","0.95288384","541236871655.0000000000",
"2015-12-14 00:00","0.99302226","559707647367.0000000000",
"2015-12-15 00:00","1.01414597","534079108914.0000000000",
"2015-12-16 00:00","0.99118167","553982448707.0000000000",
"2015-12-17 00:00","0.94070083","552164106190.0000000000",
"2015-12-18 00:00","0.92012739","548837540000.0000000000",
"2015-12-19 00:00","0.90807152","533099835937.0000000000",
"2015-12-20 00:00","0.90388465","531446645564.0000000000",
"2015-12-21 00:00","0.9007706","564947516476.0000000000",
"2015-12-22 00:00","0.86420166","553008752220.0000000000",
"2015-12-23 00:00","0.85807729","539483402900.0000000000",
"2015-12-24 00:00","0.86326188","539187075853.0000000000",
"2015-12-25 00:00","0.87036282","529362229713.0000000000",
"2015-12-26 00:00","0.85460323","545440760250.0000000000",
"2015-12-27 00:00","0.85636461","545158448549.0000000000",
"2015-12-28 00:00","0.8450051","542193003611.0000000000",
"2015-12-29 00:00","0.87305421","534548572972.0000000000",
"2015-12-30 00:00","0.91195798","542725192824.0000000000",
"2015-12-31 00:00","0.93354231","526080043796.0000000000",
"2016-01-01 00:00","0.94802439","528053698175.0000000000",
"2016-01-02 00:00","0.93712407","544840649374.0000000000",
"2016-01-03 00:00","0.97190481","541290799401.0000000000",
"2016-01-04 00:00","0.95448023","548861090240.0000000000",
"2016-01-05 00:00","0.95017588","552182610632.0000000000",
"2016-01-06 00:00","0.95085979","526218703270.0000000000",
"2016-01-07 00:00","0.94200456","550687942230.0000000000",
"2016-01-08 00:00","0.98678917","551657034472.0000000000",
"2016-01-09 00:00","0.98683339","537946675624.0000000000",
"2016-01-10 00:00","0.99923068","561657576052.0000000000",
"2016-01-11 00:00","1.0615958","541092686637.0000000000",
"2016-01-12 00:00","1.14100134","530560897082.0000000000",
"2016-01-13 00:00","1.12520289","553750991919.0000000000",
"2016-01-14 00:00","1.18958628","567139411682.0000000000",
"2016-01-15 00:00","1.20801461","574085617131.0000000000",
"2016-01-16 00:00","1.22029054","568321719087.0000000000",
"2016-01-17 00:00","1.32746649","591499464715.0000000000",
"2016-01-18 00:00","1.42633688","584880064828.0000000000",
"2016-01-19 00:00","1.37139285","588126075577.0000000000",
"2016-01-20 00:00","1.53181744","584138167496.0000000000",
"2016-01-21 00:00","1.55356717","610658435633.0000000000",
"2016-01-22 00:00","1.50126517","608804210103.0000000000",
"2016-01-23 00:00","1.97266793","650658976677.0000000000",
"2016-01-24 00:00","2.14119911","624622219811.0000000000",
"2016-01-25 00:00","2.49927235","673085445474.0000000000",
"2016-01-26 00:00","2.27637196","663597075386.0000000000",
"2016-01-27 00:00","2.38854671","652271801201.0000000000",
"2016-01-28 00:00","2.52648711","670039338114.0000000000",
"2016-01-29 00:00","2.49496174","668791594515.0000000000",
"2016-01-30 00:00","2.44506311","646688845759.0000000000",
"2016-01-31 00:00","2.30604291","679240541887.0000000000",
"2016-02-01 00:00","2.21168852","648634013329.0000000000",
"2016-02-02 00:00","2.43964028","696796696967.0000000000",
"2016-02-03 00:00","2.52868819","694226017950.0000000000",
"2016-02-04 00:00","2.57804036","698595552827.0000000000",
"2016-02-05 00:00","2.53899145","674528669042.0000000000",
"2016-02-06 00:00","2.53446054","693340554522.0000000000",
"2016-02-07 00:00","2.96433783","723386657108.0000000000",
"2016-02-08 00:00","3.17978644","699338436984.0000000000",
"2016-02-09 00:00","4.04464245","718057329716.0000000000",
"2016-02-10 00:00","4.43626165","747546711562.0000000000",
"2016-02-11 00:00","6.01310158","720869052804.0000000000",
"2016-02-12 00:00","5.54697657","765950669837.0000000000",
"2016-02-13 00:00","5.38531876","775298804747.0000000000",
"2016-02-14 00:00","5.2397294","794712612388.0000000000",
"2016-02-15 00:00","5.28835154","789639709927.0000000000",
"2016-02-16 00:00","4.31529093","770078994275.0000000000",
"2016-02-17 00:00","3.75724053","750945258002.0000000000",
"2016-02-18 00:00","4.39913368","794783219653.0000000000",
"2016-02-19 00:00","4.73789215","800295691793.0000000000",
"2016-02-20 00:00","4.34132528","808846880926.0000000000",
"2016-02-21 00:00","4.65361786","844642383440.0000000000",
"2016-02-22 00:00","5.61650419","849490910313.0000000000",
"2016-02-23 00:00","5.58620644","846587713730.0000000000",
"2016-02-24 00:00","6.23647213","855874001111.0000000000",
"2016-02-25 00:00","6.1048007","881651031093.0000000000",
"2016-02-26 00:00","5.92166948","896853524619.0000000000",
"2016-02-27 00:00","6.4258585","915812758040.0000000000",
"2016-02-28 00:00","6.46834803","885965041543.0000000000",
"2016-02-29 00:00","6.33699465","900562920443.0000000000",
"2016-03-01 00:00","7.65368795","939133918966.0000000000",
"2016-03-02 00:00","8.46539021","957272847075.0000000000",
"2016-03-03 00:00","9.29415035","982821086060.0000000000",
"2016-03-04 00:00","10.4059763","1030054717986.0000000000",
"2016-03-05 00:00","11.00372696","1036733655665.0000000000",
"2016-03-06 00:00","11.38289928","1047340044431.0000000000",
"2016-03-07 00:00","9.55262756","1060230669041.0000000000",
"2016-03-08 00:00","9.84720898","1080955371409.0000000000",
"2016-03-09 00:00","11.89802456","1124356306383.0000000000",
"2016-03-10 00:00","11.30498314","1152216595865.0000000000",
"2016-03-11 00:00","11.08280182","1215700099243.0000000000",
"2016-03-12 00:00","13.53334332","1291076502129.0000000000",
"2016-03-13 00:00","14.47500515","1246558725868.0000000000",
"2016-03-14 00:00","12.45259762","1295479530865.0000000000",
"2016-03-15 00:00","13.01002026","1322233879118.0000000000",
"2016-03-16 00:00","12.52089119","1369126446533.0000000000",
"2016-03-17 00:00","11.08146954","1354841058934.0000000000",
"2016-03-18 00:00","10.99812794","1419687675841.0000000000",
"2016-03-19 00:00","10.53070736","1451318582726.0000000000",
"2016-03-20 00:00","10.3197794","1429138053075.0000000000",
"2016-03-21 00:00","11.86412048","1466450428498.0000000000",
"2016-03-22 00:00","11.27481174","1389293532704.0000000000",
"2016-03-23 00:00","12.41674995","1505188788529.0000000000",
"2016-03-24 00:00","11.23501301","1574226191933.0000000000",
"2016-03-25 00:00","10.74315929","1620682564584.0000000000",
"2016-03-26 00:00","10.97396755","1641833074167.0000000000",
"2016-03-27 00:00","10.4192009","1608136382092.0000000000",
"2016-03-28 00:00","11.66560268","1670778019603.0000000000",
"2016-03-29 00:00","11.6564436","1712185700381.0000000000",
"2016-03-30 00:00","11.952878","1769035745511.0000000000",
"2016-03-31 00:00","11.40353775","1789817393680.0000000000",
"2016-04-01 00:00","11.66358757","1726949885023.0000000000",
"2016-04-02 00:00","11.598876","1825846322391.0000000000",
"2016-04-03 00:00","11.61833286","1909197642345.0000000000",
"2016-04-04 00:00","11.15727425","1918397536244.0000000000",
"2016-04-05 00:00","10.43812466","1894439759421.0000000000",
"2016-04-06 00:00","10.68538189","1812659262510.0000000000",
"2016-04-07 00:00","10.06968307","1973048220070.0000000000",
"2016-04-08 00:00","9.71958637","1960189595187.0000000000",
"2016-04-09 00:00","9.15061855","2037024862972.0000000000",
"2016-04-10 00:00","8.93634224","1971575627451.0000000000",
"2016-04-11 00:00","8.64378929","1930473092384.0000000000",
"2016-04-12 00:00","7.44231272","2027421380537.0000000000",
"2016-04-13 00:00","8.04442024","2040375130699.0000000000",
"2016-04-14 00:00","8.38724041","2122167529802.0000000000",
"2016-04-15 00:00","8.24278069","2151074943474.0000000000",
"2016-04-16 00:00","8.60949898","2099280806855.0000000000",
"2016-04-17 00:00","9.30909824","2224801291535.0000000000",
"2016-04-18 00:00","9.03599834","2223765137484.0000000000",
"2016-04-19 00:00","8.71487713","2269763007714.0000000000",
"2016-04-20 00:00","8.46579361","2289254378967.0000000000",
"2016-04-21 00:00","8.10217285","2219076317705.0000000000",
"2016-04-22 00:00","7.82126379","2314448469916.0000000000",
"2016-04-23 00:00","8.29479218","2282030666868.0000000000",
"2016-04-24 00:00","8.00135231","2397721099664.0000000000",
"2016-04-25 00:00","7.5543375","2327815891337.0000000000",
"2016-04-26 00:00","7.39704084","2343464828717.0000000000",
"2016-04-27 00:00","7.75997066","2397904794417.0000000000",
"2016-04-28 00:00","7.17252827","2445448200824.0000000000",
"2016-04-29 00:00","7.45728827","2541228932038.0000000000",
"2016-04-30 00:00","8.81397915","2519767225621.0000000000",
"2016-05-01 00:00","8.8465023","2435219840603.0000000000",
"2016-05-02 00:00","10.16323185","2570410522390.0000000000",
"2016-05-03 00:00","9.31127167","2540344787717.0000000000",
"2016-05-04 00:00","9.41376877","2548701166409.0000000000",
"2016-05-05 00:00","9.8261013","2558523712818.0000000000",
"2016-05-06 00:00","9.34663868","2546813749285.0000000000",
"2016-05-07 00:00","9.37050915","2596710290954.0000000000",
"2016-05-08 00:00","9.48293018","2619743999545.0000000000",
"2016-05-09 00:00","9.29773235","2678717440177.0000000000",
"2016-05-10 00:00","9.36151505","2576603383368.0000000000",
"2016-05-11 00:00","9.99627781","2640637107458.0000000000",
"2016-05-12 00:00","10.05779934","2813675684482.0000000000",
"2016-05-13 00:00","10.50657082","2768627001262.0000000000",
"2016-05-14 00:00","10.23973179","2788563368348.0000000000",
"2016-05-15 00:00","9.9623518","2781613597347.0000000000",
"2016-05-16 00:00","11.17129898","2777192964685.0000000000",
"2016-05-17 00:00","12.1987505","2892843814287.0000000000",
"2016-05-18 00:00","13.55858231","2959044583329.0000000000",
"2016-05-19 00:00","14.76970387","3019774847808.0000000000",
"2016-05-20 00:00","13.63562298","3043448414846.0000000000",
"2016-05-21 00:00","14.01504421","3033650218078.0000000000",
"2016-05-22 00:00","14.28610992","3047866153189.0000000000",
"2016-05-23 00:00","13.46151066","3097543437134.0000000000",
"2016-05-24 00:00","12.73231983","3126327811496.0000000000",
"2016-05-25 00:00","12.52603245","3161298629924.0000000000",
"2016-05-26 00:00","12.43041801","3175261885373.0000000000",
"2016-05-27 00:00","11.29575253","3252982017093.0000000000",
"2016-05-28 00:00","11.89294243","3275694018885.0000000000",
"2016-05-29 00:00","12.35042667","3266297530676.0000000000",
"2016-05-30 00:00","12.72528076","3226586976636.0000000000",
"2016-05-31 00:00","14.07725048","3169792296894.0000000000",
"2016-06-01 00:00","14.00150299","3240178229617.0000000000",
"2016-06-02 00:00","13.73803997","3413333089837.0000000000",
"2016-06-03 00:00","13.8466959","3396866078719.0000000000",
"2016-06-04 00:00","13.74044323","3326191023565.0000000000",
"2016-06-05 00:00","13.97502708","3441892302428.0000000000",
"2016-06-06 00:00","13.93407631","3465442263387.0000000000",
"2016-06-07 00:00","14.51203537","3478174070680.0000000000",
"2016-06-08 00:00","14.41773224","3639714923172.0000000000",
"2016-06-09 00:00","14.39861774","3423547415654.0000000000",
"2016-06-10 00:00","13.90864468","3555787603259.0000000000",
"2016-06-11 00:00","14.19161892","3581064327399.0000000000",
"2016-06-12 00:00","15.74371529","3715149232170.0000000000",
"2016-06-13 00:00","17.60272408","3749406503192.0000000000",
"2016-06-14 00:00","18.89321709","3718384153629.0000000000",
"2016-06-15 00:00","18.35429001","3717038953443.0000000000",
"2016-06-16 00:00","20.58860207","3856724752027.0000000000",
"2016-06-17 00:00","15.37683868","3763134226515.0000000000",
"2016-06-18 00:00","11.33068657","3854049984436.0000000000",
"2016-06-19 00:00","12.23420715","3813587474124.0000000000",
"2016-06-20 00:00","11.83953381","3755188733715.0000000000",
"2016-06-21 00:00","13.30673122","3913920422087.0000000000",
"2016-06-22 00:00","13.09510899","3993617789516.0000000000",
"2016-06-23 00:00","13.67622185","3987681765878.0000000000",
"2016-06-24 00:00","14.33205795","3971150219540.0000000000",
"2016-06-25 00:00","14.28302765","4090308262819.0000000000",
"2016-06-26 00:00","13.85019493","4165065826116.0000000000",
"2016-06-27 00:00","13.88386536","4215914871751.0000000000",
"2016-06-28 00:00","12.17556","4115126939838.0000000000",
"2016-06-29 00:00","12.61120892","4138141994846.0000000000",
"2016-06-30 00:00","12.46150208","4234255557706.0000000000",
"2016-07-01 00:00","12.19946003","4246288363046.0000000000",
"2016-07-02 00:00","12.128438","4343521691235.0000000000",
"2016-07-03 00:00","11.7202177","4332688742843.0000000000",
"2016-07-04 00:00","11.47100258","4334015062396.0000000000",
"2016-07-05 00:00","10.61136818","4336923604526.0000000000",
"2016-07-06 00:00","10.52893353","4321273099862.0000000000",
"2016-07-07 00:00","10.10936642","4345648467793.0000000000",
"2016-07-08 00:00","11.39457512","4355709093042.0000000000",
"2016-07-09 00:00","10.96547318","4385782907557.0000000000",
"2016-07-10 00:00","10.94762325","4454897495875.0000000000",
"2016-07-11 00:00","10.45902729","4454066920182.0000000000",
"2016-07-12 00:00","10.51609421","4517358014101.0000000000",
"2016-07-13 00:00","10.50051498","4471449708708.0000000000",
"2016-07-14 00:00","11.51319122","4401908333529.0000000000",
"2016-07-15 00:00","11.95162392","4427690388551.0000000000",
"2016-07-16 00:00","11.65283012","4445281837909.0000000000",
"2016-07-17 00:00","11.15869617","4569667322186.0000000000",
"2016-07-18 00:00","11.03442764","4514037582813.0000000000",
"2016-07-19 00:00","11.61912441","4425692444449.0000000000",
"2016-07-20 00:00","12.45060062","4601325592901.0000000000",
"2016-07-21 00:00","12.65074444","4434067480648.0000000000",
"2016-07-22 00:00","14.66192436","4620428149188.0000000000",
"2016-07-23 00:00","14.29966831","4497641817329.0000000000",
"2016-07-24 00:00","12.74947929","4352798934013.0000000000",
"2016-07-25 00:00","13.83611584","4147535225344.0000000000",
"2016-07-26 00:00","11.98951626","3974787711235.0000000000",
"2016-07-27 00:00","12.97279072","4230899907958.0000000000",
"2016-07-28 00:00","12.84363079","4137606101683.0000000000",
"2016-07-29 00:00","12.79463482","4058070741443.0000000000",
"2016-07-30 00:00","12.46101952","4120254389555.0000000000",
"2016-07-31 00:00","11.87594414","4033375880514.0000000000",
"2016-08-01 00:00","10.94160366","3736337701640.0000000000",
"2016-08-02 00:00","8.78727818","3614636398718.0000000000",
"2016-08-03 00:00","10.29389095","3935860678507.0000000000",
"2016-08-04 00:00","11.0427866","4031183899245.0000000000",
"2016-08-05 00:00","10.92538166","3924809359558.0000000000",
"2016-08-06 00:00","10.88107681","4057566463839.0000000000",
"2016-08-07 00:00","10.91155529","4136885718543.0000000000",
"2016-08-08 00:00","11.2454319","4353321145857.0000000000",
"2016-08-09 00:00","12.2443018","4442388028996.0000000000",
"2016-08-10 00:00","12.14320564","4539975826097.0000000000",
"2016-08-11 00:00","11.69089794","4528215404511.0000000000",
"2016-08-12 00:00","11.77854824","4479007633116.0000000000",
"2016-08-13 00:00","11.57128239","4489678502019.0000000000",
"2016-08-14 00:00","11.19476032","4511128562479.0000000000",
"2016-08-15 00:00","11.21837139","4622474361691.0000000000",
"2016-08-16 00:00","11.13965511","4616770688048.0000000000",
"2016-08-17 00:00","10.75275326","4716782171136.0000000000",
"2016-08-18 00:00","10.75610638","4666174949021.0000000000",
"2016-08-19 00:00","10.74868679","4808963420746.0000000000",
"2016-08-20 00:00","11.24738789","4859174821378.0000000000",
"2016-08-21 00:00","11.17916775","4890827822999.0000000000",
"2016-08-22 00:00","11.12092113","4979463377275.0000000000",
"2016-08-23 00:00","11.03055477","4968598031878.0000000000",
"2016-08-24 00:00","11.03602505","5076635939694.0000000000",
"2016-08-25 00:00","11.35740757","5242074400511.0000000000",
"2016-08-26 00:00","11.29538727","5240906111792.0000000000",
"2016-08-27 00:00","11.1482029","5174788189237.0000000000",
"2016-08-28 00:00","10.92926788","5109615112202.0000000000",
"2016-08-29 00:00","10.98382664","5105237416201.0000000000",
"2016-08-30 00:00","11.22885418","5212281330355.0000000000",
"2016-08-31 00:00","11.67238045","5264592356650.0000000000",
"2016-09-01 00:00","11.99490738","5339215306304.0000000000",
"2016-09-02 00:00","12.11295128","5064148018535.0000000000",
"2016-09-03 00:00","11.75873947","4926821438165.0000000000",
"2016-09-04 00:00","11.67991734","5115919825049.0000000000",
"2016-09-05 00:00","11.71703339","5066067359084.0000000000",
"2016-09-06 00:00","11.68914032","5191916302042.0000000000",
"2016-09-07 00:00","11.54791069","5135603106466.0000000000",
"2016-09-08 00:00","11.34593678","5165513697069.0000000000",
"2016-09-09 00:00","11.65284252","5212562052532.0000000000",
"2016-09-10 00:00","12.1684866","5414214307149.0000000000",
"2016-09-11 00:00","11.63843155","5397753845864.0000000000",
"2016-09-12 00:00","11.89369202","5368991270296.0000000000",
"2016-09-13 00:00","11.91872501","5550815463191.0000000000",
"2016-09-14 00:00","11.92320633","5538613239828.0000000000",
"2016-09-15 00:00","11.93702698","5504613845325.0000000000",
"2016-09-16 00:00","12.55577183","5705668907509.0000000000",
"2016-09-17 00:00","12.69864559","5038401364910.0000000000",
"2016-09-18 00:00","12.43123531","5154735261225.0000000000",
"2016-09-19 00:00","13.18900108","5747673908171.0000000000",
"2016-09-20 00:00","14.43027496","5918559502963.0000000000",
"2016-09-21 00:00","13.76851273","5407052047400.0000000000",
"2016-09-22 00:00","13.24758434","5966677050154.0000000000",
"2016-09-23 00:00","13.3313179","5986874545945.0000000000",
"2016-09-24 00:00","12.87793636","6210908011922.0000000000",
"2016-09-25 00:00","13.10085487","5860603209924.0000000000",
"2016-09-26 00:00","12.8230505","6183216760227.0000000000",
"2016-09-27 00:00","13.09827995","6242795375692.0000000000",
"2016-09-28 00:00","13.27484035","6382146651150.0000000000",
"2016-09-29 00:00","13.07335472","6211431586203.0000000000",
"2016-09-30 00:00","13.22480297","6429507249084.0000000000",
"2016-10-01 00:00","13.17269611","6609471605187.0000000000",
"2016-10-02 00:00","13.19970989","6475198340174.0000000000",
"2016-10-03 00:00","13.45236683","6617234595975.0000000000",
"2016-10-04 00:00","13.27698708","6578741272468.0000000000",
"2016-10-05 00:00","13.03569317","6633222989212.0000000000",
"2016-10-06 00:00","12.85433292","6419073464507.0000000000",
"2016-10-07 00:00","12.66705894","6690447174344.0000000000",
"2016-10-08 00:00","12.21911621","6812695135426.0000000000",
"2016-10-09 00:00","12.05368328","6855611030795.0000000000",
"2016-10-10 00:00","11.75553703","6936505421897.0000000000",
"2016-10-11 00:00","11.78567982","6697249894525.0000000000",
"2016-10-12 00:00","11.93353081","6954090469601.0000000000",
"2016-10-13 00:00","11.9630022","7223457825489.0000000000",
"2016-10-14 00:00","11.93824577","7301581737604.0000000000",
"2016-10-15 00:00","11.98343563","7491259106460.0000000000",
"2016-10-16 00:00","11.9515667","7123331984755.0000000000",
"2016-10-17 00:00","12.0050087","7389812047545.0000000000",
"2016-10-18 00:00","12.58848763","7384622520342.0000000000",
"2016-10-19 00:00","12.02256203","7641027798448.0000000000",
"2016-10-20 00:00","12.098979","7757501088671.0000000000",
"2016-10-21 00:00","12.17536449","7767737651432.0000000000",
"2016-10-22 00:00","12.07148743","7558216010463.0000000000",
"2016-10-23 00:00","12.03603363","7712454634484.0000000000",
"2016-10-24 00:00","11.96895885","7817568737950.0000000000",
"2016-10-25 00:00","11.41400719","7897002715176.0000000000",
"2016-10-26 00:00","11.53199673","7754708478185.0000000000",
"2016-10-27 00:00","11.49969292","7447345107079.0000000000",
"2016-10-28 00:00","11.08507824","5934101483043.0000000000",
"2016-10-29 00:00","10.44459438","5767185826259.0000000000",
"2016-10-30 00:00","11.18276787","6170146292986.0000000000",
"2016-10-31 00:00","10.99822712","5264344460861.0000000000",
"2016-11-01 00:00","10.76613426","4743955573511.0000000000",
"2016-11-02 00:00","10.75260258","4528247898556.0000000000",
"2016-11-03 00:00","10.80099678","4164223377819.0000000000",
"2016-11-04 00:00","11.09069157","3926610001662.0000000000",
"2016-11-05 00:00","11.0025177","3870623424145.0000000000",
"2016-11-06 00:00","10.87350655","4600510545734.0000000000",
"2016-11-07 00:00","10.80883884","5126400228977.0000000000",
"2016-11-08 00:00","10.83365059","5000551438007.0000000000",
"2016-11-09 00:00","10.65554047","4596658342083.0000000000",
"2016-11-10 00:00","10.52449417","4470953656485.0000000000",
"2016-11-11 00:00","10.28994465","4556290367110.0000000000",
"2016-11-12 00:00","9.87795925","4936709823390.0000000000",
"2016-11-13 00:00","10.10153484","5122431700696.0000000000",
"2016-11-14 00:00","9.96647644","5155448643602.0000000000",
"2016-11-15 00:00","10.21750355","5050248888061.0000000000",
"2016-11-16 00:00","10.05912781","4837876540772.0000000000",
"2016-11-17 00:00","9.99117851","5192955809769.0000000000",
"2016-11-18 00:00","9.47615719","5480853319418.0000000000",
"2016-11-19 00:00","9.66276073","5988916058367.0000000000",
"2016-11-20 00:00","9.57928467","6324216351917.0000000000",
"2016-11-21 00:00","9.62081528","5955185513094.0000000000",
"2016-11-22 00:00","9.9057169","5901229126833.0000000000",
"2016-11-23 00:00","9.84361649","5290842718223.0000000000",
"2016-11-24 00:00","9.23167324","5298406734969.0000000000",
"2016-11-25 00:00","9.40205097","5361820116963.0000000000",
"2016-11-26 00:00","9.3281126","5348315574625.0000000000",
"2016-11-27 00:00","8.99847031","5543472225129.0000000000",
"2016-11-28 00:00","8.72482395","5451866153863.0000000000",
"2016-11-29 00:00","8.17411613","5209584283120.0000000000",
"2016-11-30 00:00","8.58754253","5268317373670.0000000000",
"2016-12-01 00:00","8.4525013","5341342479592.0000000000",
"2016-12-02 00:00","7.75996161","5613994404618.0000000000",
"2016-12-03 00:00","7.92134237","5551353977925.0000000000",
"2016-12-04 00:00","7.44367933","5410063894432.0000000000",
"2016-12-05 00:00","6.82166243","5366883343469.0000000000",
"2016-12-06 00:00","7.86892748","5497013104241.0000000000",
"2016-12-07 00:00","8.38148212","5783461856585.0000000000",
"2016-12-08 00:00","8.23051453","5914498236056.0000000000",
"2016-12-09 00:00","8.44601345","6040528556964.0000000000",
"2016-12-10 00:00","8.12516308","6205280528794.0000000000",
"2016-12-11 00:00","8.19362354","5974147134604.0000000000",
"2016-12-12 00:00","8.52221107","6168933997548.0000000000",
"2016-12-13 00:00","8.4228487","6132463114477.0000000000",
"2016-12-14 00:00","8.26523495","6097211968301.0000000000",
"2016-12-15 00:00","7.82846737","6289786272862.0000000000",
"2016-12-16 00:00","7.8582139","6369426664620.0000000000",
"2016-12-17 00:00","7.87658596","6595238075294.0000000000",
"2016-12-18 00:00","7.86532021","6587402137653.0000000000",
"2016-12-19 00:00","7.64382315","6748577273753.0000000000",
"2016-12-20 00:00","7.66003942","6697088680121.0000000000",
"2016-12-21 00:00","7.91440153","6475574731777.0000000000",
"2016-12-22 00:00","7.58500481","6022843642180.0000000000",
"2016-12-23 00:00","7.16614914","5671700772749.0000000000",
"2016-12-24 00:00","7.2657733","5939614677772.0000000000",
"2016-12-25 00:00","7.17507982","6147497385530.0000000000",
"2016-12-26 00:00","7.27409172","5944281884058.0000000000",
"2016-12-27 00:00","7.1708231","5906054665049.0000000000",
"2016-12-28 00:00","7.52010679","5885490261280.0000000000",
"2016-12-29 00:00","8.28415871","5892064520235.0000000000",
"2016-12-30 00:00","8.15998363","5957323400156.0000000000",
"2016-12-31 00:00","7.96909714","5962954525922.0000000000",
"2017-01-01 00:00","8.17257118","5980211427913.0000000000",
"2017-01-02 00:00","8.37851238","5984178836632.0000000000",
"2017-01-03 00:00","9.72524548","6603631484689.0000000000",
"2017-01-04 00:00","11.25155067","6749130445039.0000000000",
"2017-01-05 00:00","10.25437069","6783053065833.0000000000",
"2017-01-06 00:00","10.25465107","7025644445007.0000000000",
"2017-01-07 00:00","9.8671875","7052193421394.0000000000",
"2017-01-08 00:00","10.2897892","7280987777442.0000000000",
"2017-01-09 00:00","10.32563591","7282948747267.0000000000",
"2017-01-10 00:00","10.54957294","7356760661755.0000000000",
"2017-01-11 00:00","9.71775723","7432161814724.0000000000",
"2017-01-12 00:00","9.86132526","7568450607947.0000000000",
"2017-01-13 00:00","9.76949883","7587787876489.0000000000",
"2017-01-14 00:00","9.6466608","7741465213588.0000000000",
"2017-01-15 00:00","9.90425682","7734976409405.0000000000",
"2017-01-16 00:00","9.63650227","7657616507291.0000000000",
"2017-01-17 00:00","10.30234909","7593546802973.0000000000",
"2017-01-18 00:00","10.22776699","8111084485563.0000000000",
"2017-01-19 00:00","10.39718246","7838909666799.0000000000",
"2017-01-20 00:00","10.60062504","8044098901852.0000000000",
"2017-01-21 00:00","10.90918159","8084044428462.0000000000",
"2017-01-22 00:00","10.70322132","8232968691545.0000000000",
"2017-01-23 00:00","10.82081127","8124636572855.0000000000",
"2017-01-24 00:00","10.63247776","8145156577091.0000000000",
"2017-01-25 00:00","10.57054901","8367276354162.0000000000",
"2017-01-26 00:00","10.58913231","8243101735427.0000000000",
"2017-01-27 00:00","10.53732777","8278939903902.0000000000",
"2017-01-28 00:00","10.5649662","8116559422024.0000000000",
"2017-01-29 00:00","10.48404408","8343037780448.0000000000",
"2017-01-30 00:00","10.57116795","8338932534519.0000000000",
"2017-01-31 00:00","10.72754002","8225635341901.0000000000",
"2017-02-01 00:00","10.73209953","8407666756899.0000000000",
