时间,币价,链上交易量
"2015-09-17 00:00","0.8742314","407818.2501988100",
"2015-09-18 00:00","0.8536852","390749.9322659100",
"2015-09-19 00:00","0.88239104","131582.4529694700",
"2015-09-20 00:00","0.93844545","157720.6985295700",
"2015-09-21 00:00","0.91904688","194639.3985317000",
"2015-09-22 00:00","0.90179598","131118.9177107200",
"2015-09-23 00:00","0.89340615","306733.5181282500",
"2015-09-24 00:00","0.8136102","661625.3918466600",
"2015-09-25 00:00","0.7362234","251352.7009656100",
"2015-09-26 00:00","0.78596431","382909.8419898800",
"2015-09-27 00:00","0.72083902","713763.0938773800",
"2015-09-28 00:00","0.58288598","404225.6246705800",
"2015-09-29 00:00","0.66114628","509768.0448994800",
"2015-09-30 00:00","0.738644","538507.9221844700",
"2015-10-01 00:00","0.69021457","148855.2878559000",
"2015-10-02 00:00","0.67857432","122983.3456505800",
"2015-10-03 00:00","0.68717146","277548.7727494700",
"2015-10-04 00:00","0.66837901","163926.1045266500",
"2015-10-05 00:00","0.62864339","506651.1588253800",
"2015-10-06 00:00","0.65064549","310207.9920080600",
"2015-10-07 00:00","0.60938817","313438.5813740900",
"2015-10-08 00:00","0.62171555","224260.3604356300",
"2015-10-09 00:00","0.65062761","128500.4636355700",
"2015-10-10 00:00","0.62785739","152917.9772988900",
"2015-10-11 00:00","0.63496256","270884.6299066000",
"2015-10-12 00:00","0.62603021","411216.6553056500",
"2015-10-13 00:00","0.60765463","992513.6880181500",
"2015-10-14 00:00","0.52296817","799857.2724872000",
"2015-10-15 00:00","0.56187755","360139.7604293400",
"2015-10-16 00:00","0.53649473","243865.2615633900",
"2015-10-17 00:00","0.54717755","181329.2849583100",
"2015-10-18 00:00","0.51773423","514725.1630243400",
"2015-10-19 00:00","0.48901403","501608.7859379400",
"2015-10-20 00:00","0.434829","697044.2089749600",
"2015-10-21 00:00","0.44732895","619266.1066899700",
"2015-10-22 00:00","0.56770235","772955.1259463100",
"2015-10-23 00:00","0.53965724","99864.2852649600",
"2015-10-24 00:00","0.56359017","261617.6252863300",
"2015-10-25 00:00","0.61603856","715471.7457636100",
"2015-10-26 00:00","0.73131728","1893412.0973172200",
"2015-10-27 00:00","0.86964136","976148.6603797600",
"2015-10-28 00:00","1.00247657","517744.6168134100",
"2015-10-29 00:00","1.2066561","1209385.9305194000",
"2015-10-30 00:00","1.04121816","276433.0481582300",
"2015-10-31 00:00","0.91662681","145540.5439243100",
"2015-11-01 00:00","1.05566883","351741.0512697800",
"2015-11-02 00:00","0.98978895","594734.2869263000",
"2015-11-03 00:00","1.01336348","805288.6738308900",
"2015-11-04 00:00","0.89904976","344187.8084994700",
"2015-11-05 00:00","0.89563733","938192.5687972800",
"2015-11-06 00:00","0.92603213","426000.4990315300",
"2015-11-07 00:00","0.92797416","896718.2421737700",
"2015-11-08 00:00","1.02746606","946983.7817781900",
"2015-11-09 00:00","0.99927813","891147.8521725300",
"2015-11-10 00:00","0.93434829","301427.0569057800",
"2015-11-11 00:00","0.79182917","280954.0688366100",
"2015-11-12 00:00","0.89571095","466124.6138399800",
"2015-11-13 00:00","0.90409559","283631.4476886300",
"2015-11-14 00:00","0.88881159","175569.8049713500",
"2015-11-15 00:00","0.90636796","435428.4366039900",
"2015-11-16 00:00","0.92896181","1157265.0472353100",
"2015-11-17 00:00","1.00797558","199021.7962513100",
"2015-11-18 00:00","0.99331909","274444.9449121100",
"2015-11-19 00:00","0.95553195","194586.8582097400",
"2015-11-20 00:00","0.92491966","134105.7147975700",
"2015-11-21 00:00","0.97613966","256043.9533415900",
"2015-11-22 00:00","0.96801782","684605.2702062300",
"2015-11-23 00:00","0.94696921","393650.3398675400",
"2015-11-24 00:00","0.90019119","188362.6900449000",
"2015-11-25 00:00","0.86353725","970692.0184049300",
"2015-11-26 00:00","0.88418305","679074.4316016000",
"2015-11-27 00:00","0.8679511","120708.4542317000",
"2015-11-28 00:00","0.91570282","190346.0674597600",
"2015-11-29 00:00","0.87861377","235641.3758422700",
"2015-11-30 00:00","0.87311912","223161.4435038500",
"2015-12-01 00:00","0.87479961","294742.9645180100",
"2015-12-02 00:00","0.82120973","221309.2106051800",
"2015-12-03 00:00","0.81214267","167920.0277357800",
"2015-12-04 00:00","0.8400414","143953.2954349900",
"2015-12-05 00:00","0.86243778","239360.0459947700",
"2015-12-06 00:00","0.83550012","451676.4767103800",
"2015-12-07 00:00","0.81126428","177352.7053823100",
"2015-12-08 00:00","0.82211804","245125.7200418500",
"2015-12-09 00:00","0.79216707","216579.1637297500",
"2015-12-10 00:00","0.84039587","319155.7210831900",
"2015-12-11 00:00","0.92976224","484631.1592777900",
"2015-12-12 00:00","0.97697264","323476.8820199000",
"2015-12-13 00:00","0.95288384","308797.7018928000",
"2015-12-14 00:00","0.99302226","535300.0340560400",
"2015-12-15 00:00","1.01414597","1458720.5601113300",
"2015-12-16 00:00","0.99118167","439487.6464520100",
"2015-12-17 00:00","0.94070083","237335.7728508200",
"2015-12-18 00:00","0.92012739","227897.5800570600",
"2015-12-19 00:00","0.90807152","205526.6756524900",
"2015-12-20 00:00","0.90388465","234237.6731808100",
"2015-12-21 00:00","0.9007706","237699.9286702600",
"2015-12-22 00:00","0.86420166","143518.3160086900",
"2015-12-23 00:00","0.85807729","125625.6095994100",
"2015-12-24 00:00","0.86326188","68633.9633882300",
"2015-12-25 00:00","0.87036282","145271.1736478900",
"2015-12-26 00:00","0.85460323","79481.0435629500",
"2015-12-27 00:00","0.85636461","441986.9775440600",
"2015-12-28 00:00","0.8450051","286284.5909191500",
"2015-12-29 00:00","0.87305421","215262.7909226400",
"2015-12-30 00:00","0.91195798","389572.1034961400",
"2015-12-31 00:00","0.93354231","344563.4075245700",
"2016-01-01 00:00","0.94802439","259259.3697808700",
"2016-01-02 00:00","0.93712407","370839.4418146500",
"2016-01-03 00:00","0.97190481","154146.7823646500",
"2016-01-04 00:00","0.95448023","1036350.9913523300",
"2016-01-05 00:00","0.95017588","261940.5577414000",
"2016-01-06 00:00","0.95085979","350295.3356066800",
"2016-01-07 00:00","0.94200456","196319.5401039700",
"2016-01-08 00:00","0.98678917","210817.9726976800",
"2016-01-09 00:00","0.98683339","140928.2235112100",
"2016-01-10 00:00","0.99923068","504583.0362632200",
"2016-01-11 00:00","1.0615958","990482.1848875800",
"2016-01-12 00:00","1.14100134","423286.0552534300",
"2016-01-13 00:00","1.12520289","332525.8243713600",
"2016-01-14 00:00","1.18958628","945400.9348616300",
"2016-01-15 00:00","1.20801461","571239.4336821100",
"2016-01-16 00:00","1.22029054","370972.3182306400",
"2016-01-17 00:00","1.32746649","2265969.4156801300",
"2016-01-18 00:00","1.42633688","1240760.9464523600",
"2016-01-19 00:00","1.37139285","600186.3292948000",
"2016-01-20 00:00","1.53181744","495039.4137927900",
"2016-01-21 00:00","1.55356717","919055.9474560600",
"2016-01-22 00:00","1.50126517","1143847.8562229100",
"2016-01-23 00:00","1.97266793","1920518.0144389800",
"2016-01-24 00:00","2.14119911","2139422.7107129200",
"2016-01-25 00:00","2.49927235","1445149.4698616800",
"2016-01-26 00:00","2.27637196","1177826.4360769200",
"2016-01-27 00:00","2.38854671","921959.1623588600",
"2016-01-28 00:00","2.52648711","863517.7343712200",
"2016-01-29 00:00","2.49496174","989841.6764454200",
"2016-01-30 00:00","2.44506311","1095095.0573379100",
"2016-01-31 00:00","2.30604291","599951.4150722800",
"2016-02-01 00:00","2.21168852","619294.7474630200",
"2016-02-02 00:00","2.43964028","620394.5581585500",
"2016-02-03 00:00","2.52868819","329962.6522173700",
"2016-02-04 00:00","2.57804036","576522.5973015900",
"2016-02-05 00:00","2.53899145","234252.5703955700",
"2016-02-06 00:00","2.53446054","895501.5867233600",
"2016-02-07 00:00","2.96433783","1473225.7676047800",
"2016-02-08 00:00","3.17978644","1566635.1927805000",
"2016-02-09 00:00","4.04464245","1936786.0916980000",
"2016-02-10 00:00","4.43626165","1796930.0463177200",
"2016-02-11 00:00","6.01310158","2102348.5527756700",
"2016-02-12 00:00","5.54697657","1291954.0234015000",
"2016-02-13 00:00","5.38531876","919543.3277820200",
"2016-02-14 00:00","5.2397294","732592.8641838100",
"2016-02-15 00:00","5.28835154","1299475.7526505600",
"2016-02-16 00:00","4.31529093","753944.6704650500",
"2016-02-17 00:00","3.75724053","1126192.1486958300",
"2016-02-18 00:00","4.39913368","493989.7068960900",
"2016-02-19 00:00","4.73789215","1191875.6118100800",
"2016-02-20 00:00","4.34132528","477052.2026468500",
"2016-02-21 00:00","4.65361786","804434.5857082000",
"2016-02-22 00:00","5.61650419","1550365.3870964900",
"2016-02-23 00:00","5.58620644","2094759.2427030800",
"2016-02-24 00:00","6.23647213","922770.4166456700",
"2016-02-25 00:00","6.1048007","4011464.1594919200",
"2016-02-26 00:00","5.92166948","2172725.9073360600",
"2016-02-27 00:00","6.4258585","779366.5656141300",
"2016-02-28 00:00","6.46834803","711541.9714998000",
"2016-02-29 00:00","6.33699465","1303708.8477344600",
"2016-03-01 00:00","7.65368795","3558487.1058766100",
"2016-03-02 00:00","8.46539021","2098559.0769562000",
"2016-03-03 00:00","9.29415035","1511212.8541521500",
"2016-03-04 00:00","10.4059763","2863769.2815944100",
"2016-03-05 00:00","11.00372696","1613158.8429673400",
"2016-03-06 00:00","11.38289928","1479003.9910379100",
"2016-03-07 00:00","9.55262756","2147065.4130416700",
"2016-03-08 00:00","9.84720898","1124809.1623671900",
"2016-03-09 00:00","11.89802456","857259.2728471500",
"2016-03-10 00:00","11.30498314","939814.5448277000",
"2016-03-11 00:00","11.08280182","1522161.9909867900",
"2016-03-12 00:00","13.53334332","1982248.4256134500",
"2016-03-13 00:00","14.47500515","1632686.8651991800",
"2016-03-14 00:00","12.45259762","1289709.1671354500",
"2016-03-15 00:00","13.01002026","1106232.1326191700",
"2016-03-16 00:00","12.52089119","1743841.7719179600",
"2016-03-17 00:00","11.08146954","2355468.1550245100",
"2016-03-18 00:00","10.99812794","791565.9187641700",
"2016-03-19 00:00","10.53070736","555695.0198218000",
"2016-03-20 00:00","10.3197794","890515.2185719900",
"2016-03-21 00:00","11.86412048","684591.2578881400",
"2016-03-22 00:00","11.27481174","573281.0795419400",
"2016-03-23 00:00","12.41674995","954185.1549155100",
"2016-03-24 00:00","11.23501301","554279.7288545300",
"2016-03-25 00:00","10.74315929","333286.0049645200",
"2016-03-26 00:00","10.97396755","1173341.4082974700",
"2016-03-27 00:00","10.4192009","793254.4436217600",
"2016-03-28 00:00","11.66560268","1289804.3301817000",
"2016-03-29 00:00","11.6564436","1347553.5903960200",
"2016-03-30 00:00","11.952878","895883.7549398100",
"2016-03-31 00:00","11.40353775","382132.4872777100",
"2016-04-01 00:00","11.66358757","375145.5194034200",
"2016-04-02 00:00","11.598876","218411.6251435900",
"2016-04-03 00:00","11.61833286","439268.0188991600",
"2016-04-04 00:00","11.15727425","689147.0421475100",
"2016-04-05 00:00","10.43812466","588867.9576256700",
"2016-04-06 00:00","10.68538189","724062.2329583100",
"2016-04-07 00:00","10.06968307","549966.8434033200",
"2016-04-08 00:00","9.71958637","1306933.3337044100",
"2016-04-09 00:00","9.15061855","1178296.9148265500",
"2016-04-10 00:00","8.93634224","623491.9297913700",
"2016-04-11 00:00","8.64378929","1090455.3945304500",
"2016-04-12 00:00","7.44231272","1138031.5437093500",
"2016-04-13 00:00","8.04442024","943933.9498878400",
"2016-04-14 00:00","8.38724041","591143.2206803700",
"2016-04-15 00:00","8.24278069","433493.2770802900",
"2016-04-16 00:00","8.60949898","824841.7839136800",
"2016-04-17 00:00","9.30909824","638555.1117947900",
"2016-04-18 00:00","9.03599834","408633.5131051200",
"2016-04-19 00:00","8.71487713","674679.1146952900",
"2016-04-20 00:00","8.46579361","473361.4716577100",
"2016-04-21 00:00","8.10217285","754248.2342026100",
"2016-04-22 00:00","7.82126379","1014181.7333951100",
"2016-04-23 00:00","8.29479218","375229.6731076000",
"2016-04-24 00:00","8.00135231","712843.1169304900",
"2016-04-25 00:00","7.5543375","1163251.1559193500",
"2016-04-26 00:00","7.39704084","778592.0142258300",
"2016-04-27 00:00","7.75997066","767233.1739410500",
"2016-04-28 00:00","7.17252827","585268.6711322900",
"2016-04-29 00:00","7.45728827","2643665.7707409700",
"2016-04-30 00:00","8.81397915","1699801.6719913400",
"2016-05-01 00:00","8.8465023","1859346.6983796500",
"2016-05-02 00:00","10.16323185","1335204.8920034100",
"2016-05-03 00:00","9.31127167","1084654.4497498600",
"2016-05-04 00:00","9.41376877","1089474.2181406200",
"2016-05-05 00:00","9.8261013","2019571.4461030000",
"2016-05-06 00:00","9.34663868","1507127.4104321200",
"2016-05-07 00:00","9.37050915","1399476.6080598800",
"2016-05-08 00:00","9.48293018","1962537.9177039100",
"2016-05-09 00:00","9.29773235","2014582.2371732900",
"2016-05-10 00:00","9.36151505","2985528.6327230700",
"2016-05-11 00:00","9.99627781","3178787.0145362100",
"2016-05-12 00:00","10.05779934","7932833.6143321700",
"2016-05-13 00:00","10.50657082","5844898.3166480600",
"2016-05-14 00:00","10.23973179","1469698.5874664300",
"2016-05-15 00:00","9.9623518","1474212.8068545000",
"2016-05-16 00:00","11.17129898","1309467.7651253500",
"2016-05-17 00:00","12.1987505","1811546.5880127800",
"2016-05-18 00:00","13.55858231","2654224.5686878500",
"2016-05-19 00:00","14.76970387","2251170.2984891700",
"2016-05-20 00:00","13.63562298","991902.3478006800",
"2016-05-21 00:00","14.01504421","665272.1033512400",
"2016-05-22 00:00","14.28610992","1245202.5306655900",
"2016-05-23 00:00","13.46151066","1757916.9582412400",
"2016-05-24 00:00","12.73231983","1707781.5157814700",
"2016-05-25 00:00","12.52603245","1273188.6887076600",
"2016-05-26 00:00","12.43041801","2575379.7421407400",
"2016-05-27 00:00","11.29575253","2198978.9445408600",
"2016-05-28 00:00","11.89294243","1005279.0011145200",
"2016-05-29 00:00","12.35042667","1012377.1395389700",
"2016-05-30 00:00","12.72528076","1021010.4072151700",
"2016-05-31 00:00","14.07725048","787950.6823684000",
"2016-06-01 00:00","14.00150299","499534.8487614200",
"2016-06-02 00:00","13.73803997","626476.8426615700",
"2016-06-03 00:00","13.8466959","465207.9401720700",
"2016-06-04 00:00","13.74044323","455036.0204010100",
"2016-06-05 00:00","13.97502708","480242.0318958800",
"2016-06-06 00:00","13.93407631","1000293.9710819200",
"2016-06-07 00:00","14.51203537","2152102.0525027700",
"2016-06-08 00:00","14.41773224","462183.6620259600",
"2016-06-09 00:00","14.39861774","895173.8766332500",
"2016-06-10 00:00","13.90864468","527071.3780129900",
"2016-06-11 00:00","14.19161892","1100016.2992934800",
"2016-06-12 00:00","15.74371529","1180300.5745240300",
"2016-06-13 00:00","17.60272408","1414098.3019654000",
"2016-06-14 00:00","18.89321709","916536.1414467800",
"2016-06-15 00:00","18.35429001","1482096.0873977200",
"2016-06-16 00:00","20.58860207","4205734.8390877100",
"2016-06-17 00:00","15.37683868","5143789.2224691800",
"2016-06-18 00:00","11.33068657","1814573.9031736900",
"2016-06-19 00:00","12.23420715","2614770.6219778800",
"2016-06-20 00:00","11.83953381","1786991.4032060600",
"2016-06-21 00:00","13.30673122","2062570.9341163800",
"2016-06-22 00:00","13.09510899","1776397.0421151800",
"2016-06-23 00:00","13.67622185","1123234.3036342300",
"2016-06-24 00:00","14.33205795","1257356.8237563100",
"2016-06-25 00:00","14.28302765","622576.5529588400",
"2016-06-26 00:00","13.85019493","652689.0574536500",
"2016-06-27 00:00","13.88386536","1559169.7403188100",
"2016-06-28 00:00","12.17556","1266289.8764677500",
"2016-06-29 00:00","12.61120892","867930.2782494500",
"2016-06-30 00:00","12.46150208","859866.5288565500",
"2016-07-01 00:00","12.19946003","462898.6122835400",
"2016-07-02 00:00","12.128438","514003.3213713700",
"2016-07-03 00:00","11.7202177","1169967.6492869700",
"2016-07-04 00:00","11.47100258","3549616.5478709200",
"2016-07-05 00:00","10.61136818","1061796.6097850500",
"2016-07-06 00:00","10.52893353","985972.2722422200",
"2016-07-07 00:00","10.10936642","689362.9051004400",
"2016-07-08 00:00","11.39457512","592197.9083273000",
"2016-07-09 00:00","10.96547318","664318.8719980400",
"2016-07-10 00:00","10.94762325","806122.8643363800",
"2016-07-11 00:00","10.45902729","865779.6249223300",
"2016-07-12 00:00","10.51609421","942457.9094156400",
"2016-07-13 00:00","10.50051498","929976.9950688500",
"2016-07-14 00:00","11.51319122","3905603.2479241100",
"2016-07-15 00:00","11.95162392","781977.7715339400",
"2016-07-16 00:00","11.65283012","764347.4976921100",
"2016-07-17 00:00","11.15869617","2860565.5744758900",
"2016-07-18 00:00","11.03442764","9752094.7447659900",
"2016-07-19 00:00","11.61912441","14045609.2225840600",
"2016-07-20 00:00","12.45060062","1758769.1304607900",
"2016-07-21 00:00","12.65074444","3021146.9137187200",
"2016-07-22 00:00","14.66192436","2628889.3455421800",
"2016-07-23 00:00","14.29966831","12465370.1175281700",
"2016-07-24 00:00","12.74947929","9712823.9227770800",
"2016-07-25 00:00","13.83611584","20749789.0875701400",
"2016-07-26 00:00","11.98951626","12384938.6989014700",
"2016-07-27 00:00","12.97279072","7431863.9816508300",
"2016-07-28 00:00","12.84363079","5318470.5043921800",
"2016-07-29 00:00","12.79463482","3547139.2909044700",
"2016-07-30 00:00","12.46101952","3623264.2036529900",
"2016-07-31 00:00","11.87594414","5348717.7800811900",
"2016-08-01 00:00","10.94160366","10150259.7437998800",
"2016-08-02 00:00","8.78727818","8755915.2749774000",
"2016-08-03 00:00","10.29389095","3683331.8346838300",
"2016-08-04 00:00","11.0427866","4194852.5110035500",
"2016-08-05 00:00","10.92538166","1805446.2171311300",
"2016-08-06 00:00","10.88107681","2096573.4736410800",
"2016-08-07 00:00","10.91155529","2104413.3635509000",
"2016-08-08 00:00","11.2454319","3168073.3599817000",
"2016-08-09 00:00","12.2443018","4821309.8801604200",
"2016-08-10 00:00","12.14320564","3890394.4756948000",
"2016-08-11 00:00","11.69089794","2295394.2012664500",
"2016-08-12 00:00","11.77854824","1996862.9550440800",
"2016-08-13 00:00","11.57128239","1610545.1616366100",
"2016-08-14 00:00","11.19476032","1431533.7578387100",
"2016-08-15 00:00","11.21837139","933805.4262868900",
"2016-08-16 00:00","11.13965511","1765012.8126029300",
"2016-08-17 00:00","10.75275326","1167743.8490128300",
"2016-08-18 00:00","10.75610638","1024535.0856086500",
"2016-08-19 00:00","10.74868679","1548186.4341837700",
"2016-08-20 00:00","11.24738789","3552737.9372598800",
"2016-08-21 00:00","11.17916775","2227048.9284381100",
"2016-08-22 00:00","11.12092113","4477997.1332188800",
"2016-08-23 00:00","11.03055477","1000850.5953723800",
"2016-08-24 00:00","11.03602505","889419.6001514200",
"2016-08-25 00:00","11.35740757","1911042.8594534400",
"2016-08-26 00:00","11.29538727","895334.1645585400",
"2016-08-27 00:00","11.1482029","750381.5189399600",
"2016-08-28 00:00","10.92926788","1112508.3467674600",
"2016-08-29 00:00","10.98382664","778447.3231303000",
"2016-08-30 00:00","11.22885418","1009890.8792069700",
"2016-08-31 00:00","11.67238045","1901546.7702794600",
"2016-09-01 00:00","11.99490738","1676713.8403741800",
"2016-09-02 00:00","12.11295128","1163029.8776551000",
"2016-09-03 00:00","11.75873947","1388103.3550198700",
"2016-09-04 00:00","11.67991734","733576.3363758500",
"2016-09-05 00:00","11.71703339","868497.2679888700",
"2016-09-06 00:00","11.68914032","802593.7932659100",
"2016-09-07 00:00","11.54791069","1437422.5408361300",
"2016-09-08 00:00","11.34593678","616767.7093841300",
"2016-09-09 00:00","11.65284252","588626.5133590500",
"2016-09-10 00:00","12.1684866","766814.3183952400",
"2016-09-11 00:00","11.63843155","901585.8334201400",
"2016-09-12 00:00","11.89369202","956796.9791361900",
"2016-09-13 00:00","11.91872501","752526.4049338700",
"2016-09-14 00:00","11.92320633","616608.6585357600",
"2016-09-15 00:00","11.93702698","2269503.9740300900",
"2016-09-16 00:00","12.55577183","798878.5921648700",
"2016-09-17 00:00","12.69864559","1565712.0540661200",
"2016-09-18 00:00","12.43123531","917294.2096006400",
"2016-09-19 00:00","13.18900108","3685774.5704534500",
"2016-09-20 00:00","14.43027496","4006256.0925393900",
"2016-09-21 00:00","13.76851273","1871932.9597839500",
"2016-09-22 00:00","13.24758434","2000256.9972266900",
"2016-09-23 00:00","13.3313179","1338922.1928974500",
"2016-09-24 00:00","12.87793636","2416626.4029853000",
"2016-09-25 00:00","13.10085487","987440.9096301100",
"2016-09-26 00:00","12.8230505","1130463.0491229800",
"2016-09-27 00:00","13.09827995","2492796.2824244200",
"2016-09-28 00:00","13.27484035","2106925.5692087300",
"2016-09-29 00:00","13.07335472","909859.5626343400",
"2016-09-30 00:00","13.22480297","821508.3832418000",
"2016-10-01 00:00","13.17269611","1751212.6463946300",
"2016-10-02 00:00","13.19970989","610456.4119842900",
"2016-10-03 00:00","13.45236683","700052.3332522600",
"2016-10-04 00:00","13.27698708","968897.1435534300",
"2016-10-05 00:00","13.03569317","931472.2943042600",
"2016-10-06 00:00","12.85433292","935783.5334569000",
"2016-10-07 00:00","12.66705894","1051652.5696150300",
"2016-10-08 00:00","12.21911621","2585104.4783834200",
"2016-10-09 00:00","12.05368328","2585079.1722158400",
"2016-10-10 00:00","11.75553703","2300430.6462311200",
"2016-10-11 00:00","11.78567982","2628598.2815136200",
"2016-10-12 00:00","11.93353081","1020459.9038421400",
"2016-10-13 00:00","11.9630022","2626704.6356338900",
"2016-10-14 00:00","11.93824577","976407.4110625500",
"2016-10-15 00:00","11.98343563","1598695.1053124500",
"2016-10-16 00:00","11.9515667","1830179.7175627900",
"2016-10-17 00:00","12.0050087","2767225.4252903000",
"2016-10-18 00:00","12.58848763","664798.1823463100",
"2016-10-19 00:00","12.02256203","726469.0244634400",
"2016-10-20 00:00","12.098979","619972.5477828800",
"2016-10-21 00:00","12.17536449","501764.6453623900",
"2016-10-22 00:00","12.07148743","432769.7838877800",
"2016-10-23 00:00","12.03603363","651107.5872147400",
"2016-10-24 00:00","11.96895885","1105480.0621678900",
"2016-10-25 00:00","11.41400719","931739.9336741300",
"2016-10-26 00:00","11.53199673","922721.7985117900",
"2016-10-27 00:00","11.49969292","1540893.6768673400",
"2016-10-28 00:00","11.08507824","1867747.2929532700",
"2016-10-29 00:00","10.44459438","2428072.8578125900",
"2016-10-30 00:00","11.18276787","1227428.3107737200",
"2016-10-31 00:00","10.99822712","2874365.0873041000",
"2016-11-01 00:00","10.76613426","4310131.0925149000",
"2016-11-02 00:00","10.75260258","9943487.0475101100",
"2016-11-03 00:00","10.80099678","1198338.2547481700",
"2016-11-04 00:00","11.09069157","863546.3839493200",
"2016-11-05 00:00","11.0025177","511648.2885022700",
"2016-11-06 00:00","10.87350655","641446.8629776300",
"2016-11-07 00:00","10.80883884","675462.4973022900",
"2016-11-08 00:00","10.83365059","2036201.5346635900",
"2016-11-09 00:00","10.65554047","1020908.6742364200",
"2016-11-10 00:00","10.52449417","3569523.7572329300",
"2016-11-11 00:00","10.28994465","1242534.9874591600",
"2016-11-12 00:00","9.87795925","1266462.8562390700",
"2016-11-13 00:00","10.10153484","534324.7650348500",
"2016-11-14 00:00","9.96647644","1030288.2189459000",
"2016-11-15 00:00","10.21750355","1081266.7557930700",
"2016-11-16 00:00","10.05912781","3211404.5395309000",
"2016-11-17 00:00","9.99117851","1081696.4138185700",
"2016-11-18 00:00","9.47615719","860631.6221948800",
"2016-11-19 00:00","9.66276073","637572.1434015600",
"2016-11-20 00:00","9.57928467","660631.6512114100",
"2016-11-21 00:00","9.62081528","2588993.5015767600",
"2016-11-22 00:00","9.9057169","2426682.1153622000",
"2016-11-23 00:00","9.84361649","836752.6560822000",
"2016-11-24 00:00","9.23167324","1515055.5819134000",
"2016-11-25 00:00","9.40205097","703048.5063966700",
"2016-11-26 00:00","9.3281126","712688.4718669900",
"2016-11-27 00:00","8.99847031","795181.5519162100",
"2016-11-28 00:00","8.72482395","1317959.7563980200",
"2016-11-29 00:00","8.17411613","1186543.5419851400",
"2016-11-30 00:00","8.58754253","1037318.2080673400",
"2016-12-01 00:00","8.4525013","3315308.2759233000",
"2016-12-02 00:00","7.75996161","4826006.2211648100",
"2016-12-03 00:00","7.92134237","1692332.8366088000",
"2016-12-04 00:00","7.44367933","3643166.5021427100",
"2016-12-05 00:00","6.82166243","6260393.5141904800",
"2016-12-06 00:00","7.86892748","2444063.2836522500",
"2016-12-07 00:00","8.38148212","2505935.8403381900",
"2016-12-08 00:00","8.23051453","2526956.0140232000",
"2016-12-09 00:00","8.44601345","1412853.7364517000",
"2016-12-10 00:00","8.12516308","1947047.1075832500",
"2016-12-11 00:00","8.19362354","1064201.4132832600",
"2016-12-12 00:00","8.52221107","1106479.2370728400",
"2016-12-13 00:00","8.4228487","1052678.9978833200",
"2016-12-14 00:00","8.26523495","2119917.2016025600",
"2016-12-15 00:00","7.82846737","1379378.9745197000",
"2016-12-16 00:00","7.8582139","3105268.3718826600",
"2016-12-17 00:00","7.87658596","2159798.9941197300",
"2016-12-18 00:00","7.86532021","1382432.4883383200",
"2016-12-19 00:00","7.64382315","1392257.2523246900",
"2016-12-20 00:00","7.66003942","2078931.2462062200",
"2016-12-21 00:00","7.91440153","3335131.9777981900",
"2016-12-22 00:00","7.58500481","6254100.4430930200",
"2016-12-23 00:00","7.16614914","2353322.6692231300",
"2016-12-24 00:00","7.2657733","1059748.2210958900",
"2016-12-25 00:00","7.17507982","831218.8666063900",
"2016-12-26 00:00","7.27409172","1416672.9619921900",
"2016-12-27 00:00","7.1708231","2901201.0731418400",
"2016-12-28 00:00","7.52010679","4563323.9103119400",
"2016-12-29 00:00","8.28415871","3278541.9496131200",
"2016-12-30 00:00","8.15998363","6360000.9949265000",
"2016-12-31 00:00","7.96909714","1818155.8787657600",
"2017-01-01 00:00","8.17257118","2857225.0738318100",
"2017-01-02 00:00","8.37851238","5066955.2882840400",
"2017-01-03 00:00","9.72524548","7864406.9660947000",
"2017-01-04 00:00","11.25155067","8078485.5242001000",
"2017-01-05 00:00","10.25437069","7418417.1259799100",
"2017-01-06 00:00","10.25465107","4401856.3364854300",
"2017-01-07 00:00","9.8671875","2502166.9016995000",
"2017-01-08 00:00","10.2897892","4412018.8833955800",
"2017-01-09 00:00","10.32563591","4590352.9462806800",
"2017-01-10 00:00","10.54957294","4615585.7792506000",
"2017-01-11 00:00","9.71775723","4551320.8674606400",
"2017-01-12 00:00","9.86132526","2495599.5295652800",
"2017-01-13 00:00","9.76949883","937724.7395186300",
"2017-01-14 00:00","9.6466608","585191.9492845200",
"2017-01-15 00:00","9.90425682","804381.3874447700",
"2017-01-16 00:00","9.63650227","1557503.2836692300",
"2017-01-17 00:00","10.30234909","872882.4582564000",
"2017-01-18 00:00","10.22776699","1002430.8807170100",
"2017-01-19 00:00","10.39718246","2698676.5934559500",
"2017-01-20 00:00","10.60062504","945909.7828935200",
"2017-01-21 00:00","10.90918159","979911.6258439900",
"2017-01-22 00:00","10.70322132","882385.5675729200",
"2017-01-23 00:00","10.82081127","789014.6875183900",
"2017-01-24 00:00","10.63247776","947402.2649284300",
"2017-01-25 00:00","10.57054901","1069294.8829551400",
"2017-01-26 00:00","10.58913231","1025233.4345294400",
"2017-01-27 00:00","10.53732777","599858.6844559700",
"2017-01-28 00:00","10.5649662","871102.9385090600",
"2017-01-29 00:00","10.48404408","696747.7381474900",
"2017-01-30 00:00","10.57116795","1277404.9520651400",
"2017-01-31 00:00","10.72754002","1269728.4655005400",
"2017-02-01 00:00","10.73209953","1230255.7639800700",
"2017-02-02 00:00","10.82135391","1638945.8407523400",
"2017-02-03 00:00","11.11449337","1769249.3678307800",
"2017-02-04 00:00","11.43353271","745134.9241676600",
"2017-02-05 00:00","11.3530283","1343920.0209497800",
"2017-02-06 00:00","11.38935947","1276107.1336295200",
