时间,币价,新增地址数
"2017-01-11 00:00","9.71775723","3611.0000000000",
"2017-01-12 00:00","9.86132526","3676.0000000000",
"2017-01-13 00:00","9.76949883","3460.0000000000",
"2017-01-14 00:00","9.6466608","2426.0000000000",
"2017-01-15 00:00","9.90425682","2559.0000000000",
"2017-01-16 00:00","9.63650227","2734.0000000000",
"2017-01-17 00:00","10.30234909","2602.0000000000",
"2017-01-18 00:00","10.22776699","2605.0000000000",
"2017-01-19 00:00","10.39718246","3116.0000000000",
"2017-01-20 00:00","10.60062504","2391.0000000000",
"2017-01-21 00:00","10.90918159","2636.0000000000",
"2017-01-22 00:00","10.70322132","2721.0000000000",
"2017-01-23 00:00","10.82081127","2434.0000000000",
"2017-01-24 00:00","10.63247776","2502.0000000000",
"2017-01-25 00:00","10.57054901","3234.0000000000",
"2017-01-26 00:00","10.58913231","2396.0000000000",
"2017-01-27 00:00","10.53732777","2689.0000000000",
"2017-01-28 00:00","10.5649662","2135.0000000000",
"2017-01-29 00:00","10.48404408","2638.0000000000",
"2017-01-30 00:00","10.57116795","1791.0000000000",
"2017-01-31 00:00","10.72754002","1978.0000000000",
"2017-02-01 00:00","10.73209953","1981.0000000000",
"2017-02-02 00:00","10.82135391","1846.0000000000",
"2017-02-03 00:00","11.11449337","2217.0000000000",
"2017-02-04 00:00","11.43353271","1834.0000000000",
"2017-02-05 00:00","11.3530283","1696.0000000000",
"2017-02-06 00:00","11.38935947","2215.0000000000",
"2017-02-07 00:00","11.51529217","2562.0000000000",
"2017-02-08 00:00","11.43119621","1922.0000000000",
"2017-02-09 00:00","11.03224182","2069.0000000000",
"2017-02-10 00:00","11.2789278","1995.0000000000",
"2017-02-11 00:00","11.34952068","2650.0000000000",
"2017-02-12 00:00","11.39915657","2225.0000000000",
"2017-02-13 00:00","11.26952076","2838.0000000000",
"2017-02-14 00:00","13.02523708","2786.0000000000",
"2017-02-15 00:00","12.91972351","2154.0000000000",
"2017-02-16 00:00","12.90366554","2128.0000000000",
"2017-02-17 00:00","12.6764822","2964.0000000000",
"2017-02-18 00:00","12.81015205","2062.0000000000",
"2017-02-19 00:00","12.75846291","2517.0000000000",
"2017-02-20 00:00","12.43014431","3079.0000000000",
"2017-02-21 00:00","12.66839504","2390.0000000000",
"2017-02-22 00:00","12.59969425","2366.0000000000",
"2017-02-23 00:00","13.1193552","2721.0000000000",
"2017-02-24 00:00","13.06915283","3704.0000000000",
"2017-02-25 00:00","13.54866791","2436.0000000000",
"2017-02-26 00:00","14.5199604","3385.0000000000",
"2017-02-27 00:00","15.39652157","4516.0000000000",
"2017-02-28 00:00","15.81719875","6999.0000000000",
"2017-03-01 00:00","17.34967995","6502.0000000000",
"2017-03-02 00:00","19.03023911","6988.0000000000",
"2017-03-03 00:00","19.45896912","4331.0000000000",
"2017-03-04 00:00","18.61887932","4075.0000000000",
"2017-03-05 00:00","19.30225182","4665.0000000000",
"2017-03-06 00:00","19.60566902","3834.0000000000",
"2017-03-07 00:00","18.88864517","4296.0000000000",
"2017-03-08 00:00","16.6512928","6622.0000000000",
"2017-03-09 00:00","17.75471878","6143.0000000000",
"2017-03-10 00:00","19.33226776","6132.0000000000",
"2017-03-11 00:00","21.47252274","7373.0000000000",
"2017-03-12 00:00","23.43771935","11892.0000000000",
"2017-03-13 00:00","28.59292221","9654.0000000000",
"2017-03-14 00:00","28.65459824","10582.0000000000",
"2017-03-15 00:00","35.05591965","17727.0000000000",
"2017-03-16 00:00","46.34581375","15764.0000000000",
"2017-03-17 00:00","46.82799149","12154.0000000000",
"2017-03-18 00:00","34.16022873","8651.0000000000",
"2017-03-19 00:00","44.74007416","9281.0000000000",
"2017-03-20 00:00","43.39022446","10215.0000000000",
"2017-03-21 00:00","43.14509201","8309.0000000000",
"2017-03-22 00:00","42.34205627","8110.0000000000",
"2017-03-23 00:00","43.67842865","11472.0000000000",
"2017-03-24 00:00","53.10752487","9602.0000000000",
"2017-03-25 00:00","51.25004578","7403.0000000000",
"2017-03-26 00:00","50.52159882","12657.0000000000",
"2017-03-27 00:00","49.66692734","9044.0000000000",
"2017-03-28 00:00","50.77490234","15068.0000000000",
"2017-03-29 00:00","53.12607574","15102.0000000000",
"2017-03-30 00:00","52.20576096","14419.0000000000",
"2017-03-31 00:00","50.03727722","7797.0000000000",
"2017-04-01 00:00","50.69946289","10370.0000000000",
"2017-04-02 00:00","48.74874878","12989.0000000000",
"2017-04-03 00:00","44.35643387","10228.0000000000",
"2017-04-04 00:00","44.641922","10494.0000000000",
"2017-04-05 00:00","45.30395126","13923.0000000000",
"2017-04-06 00:00","43.24213791","8258.0000000000",
"2017-04-07 00:00","42.16263199","6859.0000000000",
"2017-04-08 00:00","44.30706787","6100.0000000000",
"2017-04-09 00:00","43.26697159","7404.0000000000",
"2017-04-10 00:00","43.43519592","7125.0000000000",
"2017-04-11 00:00","43.40720367","10098.0000000000",
"2017-04-12 00:00","46.28725052","8448.0000000000",
"2017-04-13 00:00","50.21942139","7228.0000000000",
"2017-04-14 00:00","47.57413483","6638.0000000000",
"2017-04-15 00:00","49.10149002","4629.0000000000",
"2017-04-16 00:00","48.71854782","6489.0000000000",
"2017-04-17 00:00","48.30456924","8765.0000000000",
"2017-04-18 00:00","50.70747375","9128.0000000000",
"2017-04-19 00:00","48.30527878","9995.0000000000",
"2017-04-20 00:00","49.6721611","11297.0000000000",
"2017-04-21 00:00","48.22444916","7797.0000000000",
"2017-04-22 00:00","48.55300522","6733.0000000000",
"2017-04-23 00:00","48.48928833","9931.0000000000",
"2017-04-24 00:00","50.03145981","8259.0000000000",
"2017-04-25 00:00","49.89123154","16715.0000000000",
"2017-04-26 00:00","52.72032928","16444.0000000000",
"2017-04-27 00:00","62.16772842","12673.0000000000",
"2017-04-28 00:00","70.15920258","11023.0000000000",
"2017-04-29 00:00","68.37693024","12275.0000000000",
"2017-04-30 00:00","79.02124786","21710.0000000000",
"2017-05-01 00:00","76.29698181","15661.0000000000",
"2017-05-02 00:00","77.26377869","12060.0000000000",
"2017-05-03 00:00","79.7181778","18838.0000000000",
"2017-05-04 00:00","96.98135376","15858.0000000000",
"2017-05-05 00:00","94.39853668","15472.0000000000",
"2017-05-06 00:00","97.81348419","19210.0000000000",
"2017-05-07 00:00","94.00731659","19117.0000000000",
"2017-05-08 00:00","91.42037964","20436.0000000000",
"2017-05-09 00:00","91.16291809","20637.0000000000",
"2017-05-10 00:00","89.52485657","19806.0000000000",
"2017-05-11 00:00","89.87966919","16728.0000000000",
"2017-05-12 00:00","88.65538025","14389.0000000000",
"2017-05-13 00:00","90.83539581","13872.0000000000",
"2017-05-14 00:00","90.7865448","18062.0000000000",
"2017-05-15 00:00","92.4148941","20786.0000000000",
"2017-05-16 00:00","89.43795013","23072.0000000000",
"2017-05-17 00:00","89.86037445","22494.0000000000",
"2017-05-18 00:00","96.90627289","29283.0000000000",
"2017-05-19 00:00","129.52746582","23922.0000000000",
"2017-05-20 00:00","126.5211792","24922.0000000000",
"2017-05-21 00:00","157.93659973","33532.0000000000",
"2017-05-22 00:00","174.2613678","45220.0000000000",
"2017-05-23 00:00","181.95245361","43015.0000000000",
"2017-05-24 00:00","190.04576111","39587.0000000000",
"2017-05-25 00:00","174.44638062","34772.0000000000",
"2017-05-26 00:00","160.40330505","27432.0000000000",
"2017-05-27 00:00","157.75782776","26385.0000000000",
"2017-05-28 00:00","170.51091003","29292.0000000000",
"2017-05-29 00:00","194.90939331","44207.0000000000",
"2017-05-30 00:00","231.91082764","45567.0000000000",
"2017-05-31 00:00","230.66937256","39799.0000000000",
"2017-06-01 00:00","222.23916626","47647.0000000000",
"2017-06-02 00:00","223.77507019","35094.0000000000",
"2017-06-03 00:00","224.37557983","36188.0000000000",
"2017-06-04 00:00","245.33224487","38676.0000000000",
"2017-06-05 00:00","248.46400452","44206.0000000000",
"2017-06-06 00:00","264.46560669","46127.0000000000",
"2017-06-07 00:00","258.07122803","38663.0000000000",
"2017-06-08 00:00","261.66629028","43474.0000000000",
"2017-06-09 00:00","281.73681641","43931.0000000000",
"2017-06-10 00:00","337.66799927","56618.0000000000",
"2017-06-11 00:00","340.60888672","60116.0000000000",
"2017-06-12 00:00","401.49038696","60658.0000000000",
"2017-06-13 00:00","397.53710938","54626.0000000000",
"2017-06-14 00:00","359.05300903","53402.0000000000",
"2017-06-15 00:00","361.93295288","49098.0000000000",
"2017-06-16 00:00","370.22747803","47147.0000000000",
"2017-06-17 00:00","379.41421509","53221.0000000000",
"2017-06-18 00:00","371.45806885","62768.0000000000",
"2017-06-19 00:00","370.05587769","62049.0000000000",
"2017-06-20 00:00","359.00543213","32892.0000000000",
"2017-06-21 00:00","336.87182617","56858.0000000000",
"2017-06-22 00:00","336.37051392","57229.0000000000",
"2017-06-23 00:00","341.73861694","50065.0000000000",
"2017-06-24 00:00","323.69592285","44267.0000000000",
"2017-06-25 00:00","303.2482605","52147.0000000000",
"2017-06-26 00:00","272.69189453","41509.0000000000",
"2017-06-27 00:00","293.08795166","51111.0000000000",
"2017-06-28 00:00","327.92669678","50863.0000000000",
"2017-06-29 00:00","302.88327026","47627.0000000000",
"2017-06-30 00:00","294.91583252","36826.0000000000",
"2017-07-01 00:00","274.60055542","34177.0000000000",
"2017-07-02 00:00","287.98687744","53837.0000000000",
"2017-07-03 00:00","282.89752197","45235.0000000000",
"2017-07-04 00:00","273.30322266","47039.0000000000",
"2017-07-05 00:00","268.77432251","37421.0000000000",
"2017-07-06 00:00","270.54934692","40823.0000000000",
"2017-07-07 00:00","245.99084473","40474.0000000000",
"2017-07-08 00:00","251.69714355","34828.0000000000",
"2017-07-09 00:00","242.13729858","38371.0000000000",
"2017-07-10 00:00","215.35661316","45596.0000000000",
"2017-07-11 00:00","197.40393066","43620.0000000000",
"2017-07-12 00:00","230.77400208","46971.0000000000",
"2017-07-13 00:00","209.73280334","33430.0000000000",
"2017-07-14 00:00","199.66233826","28943.0000000000",
"2017-07-15 00:00","170.65452576","35197.0000000000",
"2017-07-16 00:00","157.36277771","39311.0000000000",
"2017-07-17 00:00","193.42442322","51034.0000000000",
"2017-07-18 00:00","234.39085388","37548.0000000000",
"2017-07-19 00:00","199.70274353","40178.0000000000",
"2017-07-20 00:00","227.26464844","40011.0000000000",
"2017-07-21 00:00","218.30462646","28241.0000000000",
"2017-07-22 00:00","229.47618103","37656.0000000000",
"2017-07-23 00:00","225.95077515","39208.0000000000",
"2017-07-24 00:00","224.71099854","42111.0000000000",
"2017-07-25 00:00","206.70994568","35799.0000000000",
"2017-07-26 00:00","203.95339966","31928.0000000000",
"2017-07-27 00:00","204.31762695","34497.0000000000",
"2017-07-28 00:00","193.34088135","27343.0000000000",
"2017-07-29 00:00","205.78875732","30901.0000000000",
"2017-07-30 00:00","197.97784424","37054.0000000000",
"2017-07-31 00:00","203.87060547","39891.0000000000",
"2017-08-01 00:00","226.76872253","40405.0000000000",
"2017-08-02 00:00","219.9524231","42585.0000000000",
"2017-08-03 00:00","225.34230042","40141.0000000000",
"2017-08-04 00:00","222.85162354","39511.0000000000",
"2017-08-05 00:00","256.50653076","47577.0000000000",
"2017-08-06 00:00","261.56741333","53726.0000000000",
"2017-08-07 00:00","269.17980957","55598.0000000000",
"2017-08-08 00:00","296.76889038","54059.0000000000",
"2017-08-09 00:00","296.02682495","60991.0000000000",
"2017-08-10 00:00","295.89163208","62185.0000000000",
"2017-08-11 00:00","308.86364746","60221.0000000000",
"2017-08-12 00:00","310.60092163","64297.0000000000",
"2017-08-13 00:00","298.06408691","80028.0000000000",
"2017-08-14 00:00","300.09729004","89611.0000000000",
"2017-08-15 00:00","289.81842041","58897.0000000000",
"2017-08-16 00:00","302.26663208","70884.0000000000",
"2017-08-17 00:00","301.45706177","73503.0000000000",
"2017-08-18 00:00","295.58984375","64725.0000000000",
"2017-08-19 00:00","297.4704895","61788.0000000000",
"2017-08-20 00:00","301.4284668","66714.0000000000",
"2017-08-21 00:00","321.59127808","74931.0000000000",
"2017-08-22 00:00","314.78482056","73428.0000000000",
"2017-08-23 00:00","317.51852417","58110.0000000000",
"2017-08-24 00:00","325.61141968","52684.0000000000",
"2017-08-25 00:00","331.91531372","48403.0000000000",
"2017-08-26 00:00","333.8817749","50878.0000000000",
"2017-08-27 00:00","347.89300537","58214.0000000000",
"2017-08-28 00:00","347.74728394","65074.0000000000",
"2017-08-29 00:00","370.66699219","68455.0000000000",
"2017-08-30 00:00","378.48522949","70501.0000000000",
"2017-08-31 00:00","383.04241943","69495.0000000000",
"2017-09-01 00:00","387.74066162","58587.0000000000",
"2017-09-02 00:00","348.98428345","51390.0000000000",
"2017-09-03 00:00","347.48413086","64756.0000000000",
"2017-09-04 00:00","295.17092896","64971.0000000000",
"2017-09-05 00:00","312.98809814","79527.0000000000",
"2017-09-06 00:00","334.33804321","76461.0000000000",
"2017-09-07 00:00","329.42797852","78392.0000000000",
"2017-09-08 00:00","296.49658203","63278.0000000000",
"2017-09-09 00:00","294.40472412","55269.0000000000",
"2017-09-10 00:00","288.74688721","68829.0000000000",
"2017-09-11 00:00","294.53234863","66277.0000000000",
"2017-09-12 00:00","291.12164307","58240.0000000000",
"2017-09-13 00:00","277.1116333","56716.0000000000",
"2017-09-14 00:00","213.90843201","64873.0000000000",
"2017-09-15 00:00","250.46438599","55706.0000000000",
"2017-09-16 00:00","246.52172852","46190.0000000000",
"2017-09-17 00:00","251.74935913","52343.0000000000",
"2017-09-18 00:00","293.4967041","59838.0000000000",
"2017-09-19 00:00","282.80383301","69297.0000000000",
"2017-09-20 00:00","283.74209595","67280.0000000000",
"2017-09-21 00:00","258.58004761","41487.0000000000",
"2017-09-22 00:00","264.30957031","42318.0000000000",
"2017-09-23 00:00","286.16784668","41317.0000000000",
"2017-09-24 00:00","282.48339844","50998.0000000000",
"2017-09-25 00:00","292.33215332","68336.0000000000",
"2017-09-26 00:00","287.43795776","70956.0000000000",
"2017-09-27 00:00","306.46713257","65793.0000000000",
"2017-09-28 00:00","299.15545654","51162.0000000000",
"2017-09-29 00:00","291.46737671","51402.0000000000",
"2017-09-30 00:00","301.46524048","44919.0000000000",
"2017-10-01 00:00","302.33682251","58407.0000000000",
"2017-10-02 00:00","297.47497559","59750.0000000000",
"2017-10-03 00:00","292.46264648","55383.0000000000",
"2017-10-04 00:00","292.65756226","46969.0000000000",
"2017-10-05 00:00","295.86300659","44012.0000000000",
"2017-10-06 00:00","308.58810425","45033.0000000000",
"2017-10-07 00:00","311.1242981","54286.0000000000",
"2017-10-08 00:00","308.60794067","63337.0000000000",
"2017-10-09 00:00","297.39175415","56661.0000000000",
"2017-10-10 00:00","299.86999512","54411.0000000000",
"2017-10-11 00:00","303.45602417","58721.0000000000",
"2017-10-12 00:00","304.13616943","61493.0000000000",
"2017-10-13 00:00","338.75732422","51964.0000000000",
"2017-10-14 00:00","339.62789917","61902.0000000000",
"2017-10-15 00:00","336.5949707","98417.0000000000",
"2017-10-16 00:00","333.38421631","109342.0000000000",
"2017-10-17 00:00","317.0819397","93347.0000000000",
"2017-10-18 00:00","314.31869507","95179.0000000000",
"2017-10-19 00:00","308.08755493","90830.0000000000",
"2017-10-20 00:00","304.00613403","62437.0000000000",
"2017-10-21 00:00","300.18743896","56825.0000000000",
"2017-10-22 00:00","295.44625854","78786.0000000000",
"2017-10-23 00:00","286.94973755","91211.0000000000",
"2017-10-24 00:00","298.32757568","76594.0000000000",
"2017-10-25 00:00","297.92541504","75142.0000000000",
"2017-10-26 00:00","296.52716064","64455.0000000000",
"2017-10-27 00:00","297.4225769","46880.0000000000",
"2017-10-28 00:00","296.29800415","51371.0000000000",
"2017-10-29 00:00","305.08795166","77672.0000000000",
"2017-10-30 00:00","307.75115967","88404.0000000000",
"2017-10-31 00:00","305.87939453","88735.0000000000",
"2017-11-01 00:00","291.69442749","99342.0000000000",
"2017-11-02 00:00","287.42855835","79006.0000000000",
"2017-11-03 00:00","305.71130371","61078.0000000000",
"2017-11-04 00:00","300.46865845","57025.0000000000",
"2017-11-05 00:00","296.26263428","64911.0000000000",
"2017-11-06 00:00","298.89205933","69399.0000000000",
"2017-11-07 00:00","294.65856934","75872.0000000000",
"2017-11-08 00:00","309.0697937","108860.0000000000",
"2017-11-09 00:00","320.88391113","102072.0000000000",
"2017-11-10 00:00","299.25253296","85366.0000000000",
"2017-11-11 00:00","314.6812439","94464.0000000000",
"2017-11-12 00:00","307.90823364","90181.0000000000",
"2017-11-13 00:00","316.71585083","88714.0000000000",
"2017-11-14 00:00","337.63098145","108639.0000000000",
"2017-11-15 00:00","333.35681152","102530.0000000000",
"2017-11-16 00:00","330.92422485","101290.0000000000",
"2017-11-17 00:00","332.394104","98829.0000000000",
"2017-11-18 00:00","347.61239624","84180.0000000000",
"2017-11-19 00:00","354.38577271","100002.0000000000",
"2017-11-20 00:00","366.72973633","97884.0000000000",
"2017-11-21 00:00","360.40063477","97785.0000000000",
"2017-11-22 00:00","380.65209961","101332.0000000000",
"2017-11-23 00:00","410.16558838","107326.0000000000",
"2017-11-24 00:00","474.91140747","144748.0000000000",
"2017-11-25 00:00","466.27633667","91117.0000000000",
"2017-11-26 00:00","471.33026123","105674.0000000000",
"2017-11-27 00:00","480.35513306","131063.0000000000",
"2017-11-28 00:00","472.90206909","126505.0000000000",
"2017-11-29 00:00","427.52328491","116969.0000000000",
"2017-11-30 00:00","447.11431885","120762.0000000000",
"2017-12-01 00:00","466.5397644","104530.0000000000",
"2017-12-02 00:00","463.4493103","111221.0000000000",
"2017-12-03 00:00","465.85339355","131191.0000000000",
"2017-12-04 00:00","470.20385742","124326.0000000000",
"2017-12-05 00:00","463.28088379","199879.0000000000",
"2017-12-06 00:00","428.58764648","163573.0000000000",
"2017-12-07 00:00","434.40774536","132551.0000000000",
"2017-12-08 00:00","456.03131104","117630.0000000000",
"2017-12-09 00:00","473.50195313","119136.0000000000",
"2017-12-10 00:00","441.72088623","127395.0000000000",
"2017-12-11 00:00","515.13641357","153291.0000000000",
"2017-12-12 00:00","651.43145752","204130.0000000000",
"2017-12-13 00:00","702.7668457","232784.0000000000",
"2017-12-14 00:00","695.81555176","205819.0000000000",
"2017-12-15 00:00","684.44830322","186024.0000000000",
"2017-12-16 00:00","696.20947266","211943.0000000000",
"2017-12-17 00:00","719.97515869","227270.0000000000",
"2017-12-18 00:00","794.64483643","236664.0000000000",
"2017-12-19 00:00","826.82305908","244675.0000000000",
"2017-12-20 00:00","819.08557129","286366.0000000000",
"2017-12-21 00:00","821.06335449","264109.0000000000",
"2017-12-22 00:00","674.86010742","224787.0000000000",
"2017-12-23 00:00","719.38726807","217768.0000000000",
"2017-12-24 00:00","694.14837646","194047.0000000000",
"2017-12-25 00:00","765.83428955","230885.0000000000",
"2017-12-26 00:00","773.83575439","264907.0000000000",
"2017-12-27 00:00","762.84216309","244246.0000000000",
"2017-12-28 00:00","737.02301025","285023.0000000000",
"2017-12-29 00:00","753.59210205","302210.0000000000",
"2017-12-30 00:00","717.25653076","242529.0000000000",
"2017-12-31 00:00","756.73260498","233277.0000000000",
"2018-01-01 00:00","772.64080811","286678.0000000000",
"2018-01-02 00:00","884.44439697","337512.0000000000",
"2018-01-03 00:00","962.71966553","369473.0000000000",
"2018-01-04 00:00","980.92175293","363363.0000000000",
"2018-01-05 00:00","997.71966553","330663.0000000000",
"2018-01-06 00:00","1041.67834473","272917.0000000000",
"2018-01-07 00:00","1153.16833496","293407.0000000000",
"2018-01-08 00:00","1148.52941895","303843.0000000000",
"2018-01-09 00:00","1299.73547363","326365.0000000000",
"2018-01-10 00:00","1255.82006836","321892.0000000000",
"2018-01-11 00:00","1154.93151855","287046.0000000000",
"2018-01-12 00:00","1273.2019043","266848.0000000000",
"2018-01-13 00:00","1396.41760254","246315.0000000000",
"2018-01-14 00:00","1366.7722168","258939.0000000000",
"2018-01-15 00:00","1291.91772461","293744.0000000000",
"2018-01-16 00:00","1053.69177246","293847.0000000000",
"2018-01-17 00:00","1014.25457764","260406.0000000000",
"2018-01-18 00:00","1036.28295898","204774.0000000000",
"2018-01-19 00:00","1039.10131836","192178.0000000000",
"2018-01-20 00:00","1155.15332031","220029.0000000000",
"2018-01-21 00:00","1049.58117676","251790.0000000000",
"2018-01-22 00:00","1003.26080322","248896.0000000000",
"2018-01-23 00:00","986.22924805","259182.0000000000",
"2018-01-24 00:00","1058.78198242","197617.0000000000",
"2018-01-25 00:00","1056.03320313","225837.0000000000",
"2018-01-26 00:00","1055.17150879","177786.0000000000",
"2018-01-27 00:00","1107.0670166","169527.0000000000",
"2018-01-28 00:00","1246.00585938","171865.0000000000",
"2018-01-29 00:00","1182.3605957","189422.0000000000",
"2018-01-30 00:00","1071.13110352","191289.0000000000",
"2018-01-31 00:00","1118.30627441","178903.0000000000",
"2018-02-01 00:00","1036.78674316","192913.0000000000",
"2018-02-02 00:00","915.78546143","172586.0000000000",
"2018-02-03 00:00","964.01947021","177900.0000000000",
"2018-02-04 00:00","834.68206787","178909.0000000000",
"2018-02-05 00:00","697.95056152","185399.0000000000",
"2018-02-06 00:00","793.12243652","154526.0000000000",
"2018-02-07 00:00","757.0682373","121894.0000000000",
"2018-02-08 00:00","817.80725098","142015.0000000000",
"2018-02-09 00:00","883.86456299","150823.0000000000",
"2018-02-10 00:00","860.4152832","147092.0000000000",
"2018-02-11 00:00","814.66021729","161376.0000000000",
"2018-02-12 00:00","868.70678711","141001.0000000000",
"2018-02-13 00:00","845.25823975","134866.0000000000",
"2018-02-14 00:00","923.5612793","147958.0000000000",
"2018-02-15 00:00","936.97589111","146080.0000000000",
"2018-02-16 00:00","944.20953369","140402.0000000000",
"2018-02-17 00:00","974.11486816","119354.0000000000",
"2018-02-18 00:00","923.92132568","135802.0000000000",
"2018-02-19 00:00","943.86541748","151598.0000000000",
"2018-02-20 00:00","895.3706665","153260.0000000000",
"2018-02-21 00:00","849.97149658","175376.0000000000",
"2018-02-22 00:00","812.84454346","177430.0000000000",
"2018-02-23 00:00","864.18914795","247648.0000000000",
"2018-02-24 00:00","840.51525879","157338.0000000000",
"2018-02-25 00:00","844.81036377","146561.0000000000",
"2018-02-26 00:00","869.31518555","139102.0000000000",
"2018-02-27 00:00","878.26507568","160715.0000000000",
"2018-02-28 00:00","855.19885254","132849.0000000000",
"2018-03-01 00:00","872.1998291","133507.0000000000",
"2018-03-02 00:00","856.85302734","122772.0000000000",
"2018-03-03 00:00","857.22509766","117710.0000000000",
"2018-03-04 00:00","866.67797852","117271.0000000000",
"2018-03-05 00:00","853.6842041","121712.0000000000",
"2018-03-06 00:00","816.95141602","134915.0000000000",
"2018-03-07 00:00","752.83148193","137857.0000000000",
"2018-03-08 00:00","704.59552002","159193.0000000000",
"2018-03-09 00:00","728.9163208","109990.0000000000",
"2018-03-10 00:00","686.88995361","101846.0000000000",
"2018-03-11 00:00","723.33917236","127281.0000000000",
"2018-03-12 00:00","699.83099365","157211.0000000000",
"2018-03-13 00:00","690.82659912","154227.0000000000",
"2018-03-14 00:00","614.29095459","137846.0000000000",
"2018-03-15 00:00","611.30407715","132396.0000000000",
"2018-03-16 00:00","601.66625977","95277.0000000000",
"2018-03-17 00:00","552.7789917","148166.0000000000",
"2018-03-18 00:00","538.64367676","133024.0000000000",
"2018-03-19 00:00","556.72595215","101096.0000000000",
"2018-03-20 00:00","557.17492676","110832.0000000000",
"2018-03-21 00:00","561.73150635","104985.0000000000",
"2018-03-22 00:00","539.70202637","111193.0000000000",
"2018-03-23 00:00","539.61895752","98707.0000000000",
"2018-03-24 00:00","526.43859863","87230.0000000000",
"2018-03-25 00:00","524.28692627","100534.0000000000",
"2018-03-26 00:00","489.95123291","97012.0000000000",
"2018-03-27 00:00","450.11608887","105635.0000000000",
"2018-03-28 00:00","446.27914429","104226.0000000000",
"2018-03-29 00:00","385.96838379","108768.0000000000",
"2018-03-30 00:00","394.64483643","102267.0000000000",
"2018-03-31 00:00","396.45709229","114654.0000000000",
"2018-04-01 00:00","379.60650635","109448.0000000000",
"2018-04-02 00:00","386.42462158","138024.0000000000",
"2018-04-03 00:00","416.89306641","125572.0000000000",
"2018-04-04 00:00","380.5428772","149868.0000000000",
"2018-04-05 00:00","383.23168945","131429.0000000000",
"2018-04-06 00:00","370.28515625","109407.0000000000",
"2018-04-07 00:00","385.3142395","97765.0000000000",
"2018-04-08 00:00","400.50817871","106670.0000000000",
"2018-04-09 00:00","398.52563477","93963.0000000000",
"2018-04-10 00:00","414.24258423","117263.0000000000",
"2018-04-11 00:00","430.54003906","111379.0000000000",
"2018-04-12 00:00","492.9413147","111919.0000000000",
"2018-04-13 00:00","492.73477173","96546.0000000000",
"2018-04-14 00:00","501.47833252","104126.0000000000",
"2018-04-15 00:00","531.70196533","133570.0000000000",
"2018-04-16 00:00","511.146698","126258.0000000000",
"2018-04-17 00:00","502.89364624","175832.0000000000",
"2018-04-18 00:00","524.78881836","186711.0000000000",
"2018-04-19 00:00","567.88903809","122122.0000000000",
"2018-04-20 00:00","615.71801758","126324.0000000000",
"2018-04-21 00:00","605.39532471","109935.0000000000",
"2018-04-22 00:00","621.8604126","111758.0000000000",
"2018-04-23 00:00","642.54797363","128559.0000000000",
"2018-04-24 00:00","708.15808105","103313.0000000000",
"2018-04-25 00:00","615.41564941","98135.0000000000",
"2018-04-26 00:00","662.80865479","94418.0000000000",
"2018-04-27 00:00","647.03192139","86337.0000000000",
"2018-04-28 00:00","683.67791748","82693.0000000000",
"2018-04-29 00:00","688.88079834","115206.0000000000",
"2018-04-30 00:00","669.92364502","123067.0000000000",
"2018-05-01 00:00","673.61328125","110275.0000000000",
"2018-05-02 00:00","687.14935303","118864.0000000000",
"2018-05-03 00:00","779.54278564","103320.0000000000",
"2018-05-04 00:00","785.62414551","103504.0000000000",
"2018-05-05 00:00","816.11968994","111914.0000000000",
"2018-05-06 00:00","792.31085205","116860.0000000000",
"2018-05-07 00:00","753.72546387","109562.0000000000",
"2018-05-08 00:00","752.85717773","121712.0000000000",
"2018-05-09 00:00","752.27526855","104785.0000000000",
"2018-05-10 00:00","727.27740479","131006.0000000000",
"2018-05-11 00:00","679.58630371","118654.0000000000",
"2018-05-12 00:00","686.04827881","127610.0000000000",
"2018-05-13 00:00","733.49645996","107691.0000000000",
"2018-05-14 00:00","730.5491333","135467.0000000000",
"2018-05-15 00:00","708.87139893","126756.0000000000",
"2018-05-16 00:00","707.05023193","118963.0000000000",
"2018-05-17 00:00","672.65655518","157753.0000000000",
"2018-05-18 00:00","694.36688232","127062.0000000000",
"2018-05-19 00:00","696.52954102","134091.0000000000",
"2018-05-20 00:00","715.36877441","128551.0000000000",
"2018-05-21 00:00","699.22198486","103861.0000000000",
"2018-05-22 00:00","647.74053955","131624.0000000000",
"2018-05-23 00:00","583.58459473","107606.0000000000",
"2018-05-24 00:00","601.75463867","107328.0000000000",
"2018-05-25 00:00","586.73449707","113495.0000000000",
"2018-05-26 00:00","587.28039551","118027.0000000000",
"2018-05-27 00:00","572.66790771","115790.0000000000",
"2018-05-28 00:00","516.03570557","108159.0000000000",
"2018-05-29 00:00","565.38775635","130674.0000000000",
"2018-05-30 00:00","559.59008789","98418.0000000000",
"2018-05-31 00:00","577.64489746","118336.0000000000",
"2018-06-01 00:00","580.04315186","100303.0000000000",
"2018-06-02 00:00","591.80847168","112662.0000000000",
"2018-06-03 00:00","619.43743896","148988.0000000000",
"2018-06-04 00:00","592.98468018","114115.0000000000",
"2018-06-05 00:00","609.30285645","116139.0000000000",
"2018-06-06 00:00","607.12353516","110605.0000000000",
"2018-06-07 00:00","605.18737793","179773.0000000000",
"2018-06-08 00:00","601.07727051","102002.0000000000",
"2018-06-09 00:00","597.56231689","107100.0000000000",
"2018-06-10 00:00","526.47912598","97436.0000000000",
"2018-06-11 00:00","533.28424072","106091.0000000000",
