时间,前100持仓量,前50持仓量,前30持仓量,前10持仓量
"2019-06-23 00:00","34757657.08947009","26573835.168777812","21715259.17790582","12514098.540340345",
"2019-06-24 00:00","34825534.22032213","26642516.48730436","21759024.29734533","12610435.78043311",
"2019-06-25 00:00","34810682.00103361","26655492.785982482","21753146.09506719","12565852.214571064",
"2019-06-26 00:00","34773579.837481596","26622390.62385558","21693449.73245988","12491395.704218104",
"2019-06-27 00:00","34789445.39419771","26612937.915231958","21630791.63716514","12466080.71063264",
"2019-06-28 00:00","34635780.82578111","26419040.585067138","21589946.829908323","12402610.358557208",
"2019-06-29 00:00","34613227.86757285","26364342.90193267","21555529.891333047","12388065.71906047",
"2019-06-30 00:00","34615519.93511231","26341089.118322518","21547100.140046228","12391114.629439509",
"2019-07-01 00:00","34572114.52199448","26279923.42022925","21497773.327715814","12393854.917160524",
"2019-07-02 00:00","34569585.11625738","26272138.013887648","21484897.026529547","12421722.036548609",
"2019-07-03 00:00","34616568.456975825","26326736.113185104","21497808.581573687","12451950.529805254",
"2019-07-04 00:00","34623592.94773067","26333401.15816768","21505811.022503406","12479740.713273946",
"2019-07-05 00:00","34602536.29363341","26310577.09938511","21482826.202432297","12478184.056055974",
"2019-07-06 00:00","34593363.99156923","26298006.286214907","21473693.990967605","12476264.572123136",
"2019-07-07 00:00","34609741.39461701","26313531.021377407","21472358.30707454","12471696.115153456",
"2019-07-08 00:00","34642235.30372729","26332130.677408","21466080.88757101","12463323.713824484",
"2019-07-09 00:00","34594749.88713498","26271831.049015433","21456666.738456663","12451389.141263595",
"2019-07-10 00:00","34511968.71308277","26212734.03373786","21450233.68442605","12468095.073800895",
"2019-07-11 00:00","34535491.660444245","26217766.609277945","21506205.245303016","12473013.750800172",
"2019-07-12 00:00","34385050.002654426","26068285.289562874","21509119.139640644","12562779.534002105",
"2019-07-13 00:00","34362772.18314244","26054463.38272984","21501265.738999497","12552998.133360958",
"2019-07-14 00:00","34402728.88058384","26044922.471264195","21478328.882057745","12530061.276419207",
"2019-07-15 00:00","34543273.66917416","26166819.18395356","21559966.0052131","12608560.879080247",
"2019-07-16 00:00","34456160.67953334","26104893.745398283","21534512.404044226","12557524.1341214",
"2019-07-17 00:00","34525137.06888314","26189099.952663653","21615863.774074882","12639400.288328638",
"2019-07-18 00:00","34537653.20790474","26185930.70284316","21612563.92864189","12620515.758248022",
"2019-07-19 00:00","34556208.62852405","26215003.893603247","21631111.496411823","12613384.123576762",
"2019-07-20 00:00","34576925.853711486","26232691.925806865","21615041.397104573","12587320.731663492",
"2019-07-21 00:00","34599218.359178655","26254126.033128757","21631068.622740455","12587569.017596863",
"2019-07-22 00:00","34623877.635282524","26278577.152552437","21638054.56617458","12583259.92684388",
"2019-07-23 00:00","34586892.60597273","26241443.20983826","21573409.88718351","12499937.046539214",
"2019-07-24 00:00","34580389.38127526","26237329.61910602","21558569.74287141","12442238.581446161",
"2019-07-25 00:00","34599559.28862141","26252978.60341647","21570999.363510966","12430861.013607796",
"2019-07-26 00:00","34524965.75284424","26132672.44355992","21350218.416898288","12016984.030015022",
"2019-07-27 00:00","34515770.17994084","26111597.241395753","21340229.13205594","12017078.11787724",
"2019-07-28 00:00","34535781.07801335","26123632.06033761","21344245.69042698","12020723.220944313",
"2019-07-29 00:00","34581055.653254084","26122608.273593318","21338816.153530937","12020087.201400455",
"2019-07-30 00:00","34587193.27365313","26130678.323993113","21340134.75868589","12030136.138680112",
"2019-07-31 00:00","34568605.21444544","26114099.42285135","21332803.370252885","12026884.456318855",
"2019-08-01 00:00","34626736.77292819","26170108.988406707","21406412.12914279","12003085.76557359",
"2019-08-02 00:00","34600147.18997705","26140401.73007344","21413408.429864425","12005566.307135414",
"2019-08-03 00:00","34468791.564285226","26031356.39548957","21346268.23495555","12013060.809723694",
"2019-08-04 00:00","34426164.190857686","26029523.335190453","21346551.279331304","12015463.00906982",
"2019-08-05 00:00","34612221.974538274","26130903.047346905","21388232.280182403","12029889.827160733",
"2019-08-06 00:00","34666503.50758103","26205097.079260137","21437589.654183302","12071938.262364296",
"2019-08-07 00:00","34713232.327661395","26237130.78688845","21421060.746036425","12042900.97485072",
"2019-08-08 00:00","34824103.69422678","26338426.413440265","21507748.314839154","12174617.552353425",
"2019-08-09 00:00","34790109.83400063","26339045.070939656","21502766.43476467","12178096.534402328",
"2019-08-10 00:00","34804920.242964454","26367430.5988066","21509544.14821066","12182168.472489933",
"2019-08-11 00:00","34801487.3511733","26365459.70810179","21492757.725409728","12164519.671176318",
"2019-08-12 00:00","34811695.69666197","26374267.29893773","21513846.520757996","12164503.825722937",
"2019-08-13 00:00","34849309.243632905","26413547.485294357","21517139.494526047","12168943.529422855",
"2019-08-14 00:00","34877649.67821785","26445321.307755385","21528812.483201586","12167153.559467593",
"2019-08-15 00:00","34818459.90934836","26433908.200568117","21528340.479527462","12221371.780786728",
"2019-08-16 00:00","34769051.99025516","26384710.736478627","21501701.46973329","12198420.996694578",
"2019-08-17 00:00","34779255.29500997","26392499.620483056","21505988.93043072","12197617.503109165",
"2019-08-19 00:00","34827815.53958079","26420542.474526864","21532207.706341088","12208568.34882782",
"2019-08-20 00:00","34784225.741989695","26386561.877949715","21514375.2083004","12185301.469423698",
"2019-08-21 00:00","34735180.71979011","26367170.09716623","21516183.755557463","12187953.777237639",
"2019-08-22 00:00","34729147.10984813","26360277.79139793","21517951.921723522","12188473.968359713",
"2019-08-23 00:00","34731265.21992761","26367369.784085453","21517431.367880393","12181547.975416226",
"2019-08-24 00:00","34742802.762757525","26373463.64114979","21518976.58072534","12175127.677367916",
"2019-08-25 00:00","34753456.21623202","26388419.660571393","21519221.356658425","12175155.971811604",
"2019-08-26 00:00","34769746.14810913","26404193.614347488","21533193.525880788","12179079.97463315",
"2019-08-27 00:00","34798001.45079449","26429982.9934171","21545168.371689096","12198518.74888309",
"2019-08-28 00:00","34814352.84952594","26467000.7176601","21544409.24439551","12199182.740604108",
"2019-08-29 00:00","34783089.63690508","26454132.205219585","21582114.539448738","12231303.437389366",
"2019-08-30 00:00","34841475.90015196","26518944.450632356","21615166.621559452","12232852.8626205",
