时间,币价,发行量
"2015-09-16 00:00","0.90717465","73263013.1557300000",
"2015-09-17 00:00","0.8742314","73287521.1244800000",
"2015-09-18 00:00","0.8536852","73312987.6869800000",
"2015-09-19 00:00","0.88239104","73339573.4682300000",
"2015-09-20 00:00","0.93844545","73365001.5932300000",
"2015-09-21 00:00","0.91904688","73390303.1557300000",
"2015-09-22 00:00","0.90179598","73416180.3432300000",
"2015-09-23 00:00","0.89340615","73441338.6244800000",
"2015-09-24 00:00","0.8136102","73467025.8119800000",
"2015-09-25 00:00","0.7362234","73491728.6244800000",
"2015-09-26 00:00","0.78596431","73515641.5932300000",
"2015-09-27 00:00","0.72083902","73539374.5619800000",
"2015-09-28 00:00","0.58288598","73562623.6244800000",
"2015-09-29 00:00","0.66114628","73586464.2494800000",
"2015-09-30 00:00","0.738644","73612572.5307300000",
"2015-10-01 00:00","0.69021457","73638338.1557300000",
"2015-10-02 00:00","0.67857432","73663768.7807300000",
"2015-10-03 00:00","0.68717146","73688242.6869800000",
"2015-10-04 00:00","0.66837901","73713333.3119800000",
"2015-10-05 00:00","0.62864339","73737404.8744800000",
"2015-10-06 00:00","0.65064549","73762470.9682300000",
"2015-10-07 00:00","0.60938817","73788273.1557300000",
"2015-10-08 00:00","0.62171555","73812836.4369800000",
"2015-10-09 00:00","0.65062761","73837358.6244800000",
"2015-10-10 00:00","0.62785739","73862770.6557300000",
"2015-10-11 00:00","0.63496256","73888555.0307300000",
"2015-10-12 00:00","0.62603021","73914142.0619800000",
"2015-10-13 00:00","0.60765463","73938862.0619800000",
"2015-10-14 00:00","0.52296817","73963533.1557300000",
"2015-10-15 00:00","0.56187755","73987990.8119800000",
"2015-10-16 00:00","0.53649473","74013319.5619800000",
"2015-10-17 00:00","0.54717755","74038090.9682300000",
"2015-10-18 00:00","0.51773423","74063011.4369800000",
"2015-10-19 00:00","0.48901403","74088013.3119800000",
"2015-10-20 00:00","0.434829","74113008.4682300000",
"2015-10-21 00:00","0.44732895","74137231.1244800000",
"2015-10-22 00:00","0.56770235","74163597.8432300000",
"2015-10-23 00:00","0.53965724","74189505.3432300000",
"2015-10-24 00:00","0.56359017","74215040.1869800000",
"2015-10-25 00:00","0.61603856","74239637.3744800000",
"2015-10-26 00:00","0.73131728","74265796.1244800000",
"2015-10-27 00:00","0.86964136","74290693.3119800000",
"2015-10-28 00:00","1.00247657","74316554.0932300000",
"2015-10-29 00:00","1.2066561","74342777.9994800000",
"2015-10-30 00:00","1.04121816","74368509.5619800000",
"2015-10-31 00:00","0.91662681","74394397.2182300000",
"2015-11-01 00:00","1.05566883","74419600.1869800000",
"2015-11-02 00:00","0.98978895","74445114.7182300000",
"2015-11-03 00:00","1.01336348","74470825.4994800000",
"2015-11-04 00:00","0.89904976","74496414.4057300000",
"2015-11-05 00:00","0.89563733","74522194.7182300000",
"2015-11-06 00:00","0.92603213","74546890.6557300000",
"2015-11-07 00:00","0.92797416","74572084.7182300000",
"2015-11-08 00:00","1.02746606","74597284.2494800000",
"2015-11-09 00:00","0.99927813","74622638.9369800000",
"2015-11-10 00:00","0.93434829","74647888.6244800000",
"2015-11-11 00:00","0.79182917","74673391.9057300000",
"2015-11-12 00:00","0.89571095","74699093.3119800000",
"2015-11-13 00:00","0.90409559","74724839.7182300000",
"2015-11-14 00:00","0.88881159","74750902.3744800000",
"2015-11-15 00:00","0.90636796","74776187.5307300000",
"2015-11-16 00:00","0.92896181","74802082.9994800000",
"2015-11-17 00:00","1.00797558","74827534.4057300000",
"2015-11-18 00:00","0.99331909","74852489.0932300000",
"2015-11-19 00:00","0.95553195","74876157.0619800000",
"2015-11-20 00:00","0.92491966","74901397.9994800000",
"2015-11-21 00:00","0.97613966","74926714.7182300000",
"2015-11-22 00:00","0.96801782","74952235.1869800000",
"2015-11-23 00:00","0.94696921","74977315.8119800000",
"2015-11-24 00:00","0.90019119","75002088.3119800000",
"2015-11-25 00:00","0.86353725","75026864.2494800000",
"2015-11-26 00:00","0.88418305","75052816.7494800000",
"2015-11-27 00:00","0.8679511","75077945.9682300000",
"2015-11-28 00:00","0.91570282","75103281.9057300000",
"2015-11-29 00:00","0.87861377","75128762.5307300000",
"2015-11-30 00:00","0.87311912","75154240.9682300000",
"2015-12-01 00:00","0.87479961","75178439.2494800000",
"2015-12-02 00:00","0.82120973","75204548.1557300000",
"2015-12-03 00:00","0.81214267","75229655.6557300000",
"2015-12-04 00:00","0.8400414","75254750.0307300000",
"2015-12-05 00:00","0.86243778","75279385.8119800000",
"2015-12-06 00:00","0.83550012","75304317.8432300000",
"2015-12-07 00:00","0.81126428","75328945.3432300000",
"2015-12-08 00:00","0.82211804","75355079.4057300000",
"2015-12-09 00:00","0.79216707","75380872.3744800000",
"2015-12-10 00:00","0.84039587","75406253.3119800000",
"2015-12-11 00:00","0.92976224","75431709.2494800000",
"2015-12-12 00:00","0.97697264","75458171.5932300000",
"2015-12-13 00:00","0.95288384","75483237.6869800000",
"2015-12-14 00:00","0.99302226","75508657.2182300000",
"2015-12-15 00:00","1.01414597","75533630.8119800000",
"2015-12-16 00:00","0.99118167","75558996.4369800000",
"2015-12-17 00:00","0.94070083","75584161.1244800000",
"2015-12-18 00:00","0.92012739","75609413.7807300000",
"2015-12-19 00:00","0.90807152","75634218.6244800000",
"2015-12-20 00:00","0.90388465","75659163.9369800000",
"2015-12-21 00:00","0.9007706","75684880.1869800000",
"2015-12-22 00:00","0.86420166","75710516.4369800000",
"2015-12-23 00:00","0.85807729","75735672.3744800000",
"2015-12-24 00:00","0.86326188","75761130.3432300000",
"2015-12-25 00:00","0.87036282","75786213.6244800000",
"2015-12-26 00:00","0.85460323","75811376.7494800000",
"2015-12-27 00:00","0.85636461","75836850.3432300000",
"2015-12-28 00:00","0.8450051","75861827.6869800000",
"2015-12-29 00:00","0.87305421","75887033.3119800000",
"2015-12-30 00:00","0.91195798","75912303.4682300000",
"2015-12-31 00:00","0.93354231","75936796.2807300000",
"2016-01-01 00:00","0.94802439","75962350.1869800000",
"2016-01-02 00:00","0.93712407","75988102.8432300000",
"2016-01-03 00:00","0.97190481","76013663.4682300000",
"2016-01-04 00:00","0.95448023","76039384.5619800000",
"2016-01-05 00:00","0.95017588","76064924.4057300000",
"2016-01-06 00:00","0.95085979","76089916.5932300000",
"2016-01-07 00:00","0.94200456","76115883.3119800000",
"2016-01-08 00:00","0.98678917","76141464.7182300000",
"2016-01-09 00:00","0.98683339","76167005.1869800000",
"2016-01-10 00:00","0.99923068","76192600.9682300000",
"2016-01-11 00:00","1.0615958","76217302.3744800000",
"2016-01-12 00:00","1.14100134","76242375.1869800000",
"2016-01-13 00:00","1.12520289","76267885.6557300000",
"2016-01-14 00:00","1.18958628","76293362.3744800000",
"2016-01-15 00:00","1.20801461","76318646.1244800000",
"2016-01-16 00:00","1.22029054","76343885.3432300000",
"2016-01-17 00:00","1.32746649","76369297.3744800000",
"2016-01-18 00:00","1.42633688","76394208.3119800000",
"2016-01-19 00:00","1.37139285","76419454.5619800000",
"2016-01-20 00:00","1.53181744","76444315.6557300000",
"2016-01-21 00:00","1.55356717","76469401.2807300000",
"2016-01-22 00:00","1.50126517","76494088.4682300000",
"2016-01-23 00:00","1.97266793","76519987.6869800000",
"2016-01-24 00:00","2.14119911","76544446.5932300000",
"2016-01-25 00:00","2.49927235","76570257.6869800000",
"2016-01-26 00:00","2.27637196","76595222.2182300000",
"2016-01-27 00:00","2.38854671","76620569.4057300000",
"2016-01-28 00:00","2.52648711","76645527.3744800000",
"2016-01-29 00:00","2.49496174","76670658.6244800000",
"2016-01-30 00:00","2.44506311","76695073.6244800000",
"2016-01-31 00:00","2.30604291","76720204.8744800000",
"2016-02-01 00:00","2.21168852","76745025.8119800000",
"2016-02-02 00:00","2.43964028","76771075.0307300000",
"2016-02-03 00:00","2.52868819","76796437.3744800000",
"2016-02-04 00:00","2.57804036","76821722.8432300000",
"2016-02-05 00:00","2.53899145","76846716.7494800000",
"2016-02-06 00:00","2.53446054","76872203.9369800000",
"2016-02-07 00:00","2.96433783","76897612.6869800000",
"2016-02-08 00:00","3.17978644","76922937.5307300000",
"2016-02-09 00:00","4.04464245","76947798.7807300000",
"2016-02-10 00:00","4.43626165","76972950.9682300000",
"2016-02-11 00:00","6.01310158","76998171.7494800000",
"2016-02-12 00:00","5.54697657","77023695.8119800000",
"2016-02-13 00:00","5.38531876","77048703.6244800000",
"2016-02-14 00:00","5.2397294","77073634.5619800000",
"2016-02-15 00:00","5.28835154","77098814.0932300000",
"2016-02-16 00:00","4.31529093","77123157.3744800000",
"2016-02-17 00:00","3.75724053","77148203.4682300000",
"2016-02-18 00:00","4.39913368","77173430.1869800000",
"2016-02-19 00:00","4.73789215","77198739.0932300000",
"2016-02-20 00:00","4.34132528","77224066.9057300000",
"2016-02-21 00:00","4.65361786","77249633.4682300000",
"2016-02-22 00:00","5.61650419","77274534.0932300000",
"2016-02-23 00:00","5.58620644","77299732.2182300000",
"2016-02-24 00:00","6.23647213","77325422.2182300000",
"2016-02-25 00:00","6.1048007","77350754.4057300000",
"2016-02-26 00:00","5.92166948","77375765.4994800000",
"2016-02-27 00:00","6.4258585","77400963.7807300000",
"2016-02-28 00:00","6.46834803","77425111.4369800000",
"2016-02-29 00:00","6.33699465","77450423.1557300000",
"2016-03-01 00:00","7.65368795","77475904.2494800000",
"2016-03-02 00:00","8.46539021","77501019.2494800000",
"2016-03-03 00:00","9.29415035","77526030.8119800000",
"2016-03-04 00:00","10.4059763","77551762.3744800000",
"2016-03-05 00:00","11.00372696","77576337.6869800000",
"2016-03-06 00:00","11.38289928","77601506.2807300000",
"2016-03-07 00:00","9.55262756","77626625.6557300000",
"2016-03-08 00:00","9.84720898","77651607.6869800000",
"2016-03-09 00:00","11.89802456","77677618.9369800000",
"2016-03-10 00:00","11.30498314","77702985.1869800000",
"2016-03-11 00:00","11.08280182","77728150.3432300000",
"2016-03-12 00:00","13.53334332","77754135.1869800000",
"2016-03-13 00:00","14.47500515","77779715.6557300000",
"2016-03-14 00:00","12.45259762","77809671.7494800000",
"2016-03-15 00:00","13.01002026","77839859.4057300000",
"2016-03-16 00:00","12.52089119","77870343.9369800000",
"2016-03-17 00:00","11.08146954","77900221.7494800000",
"2016-03-18 00:00","10.99812794","77930708.9369800000",
"2016-03-19 00:00","10.53070736","77960910.3432300000",
"2016-03-20 00:00","10.3197794","77990945.8119800000",
"2016-03-21 00:00","11.86412048","78021363.9369800000",
"2016-03-22 00:00","11.27481174","78051299.8744800000",
"2016-03-23 00:00","12.41674995","78081877.8432300000",
"2016-03-24 00:00","11.23501301","78112278.3119800000",
"2016-03-25 00:00","10.74315929","78142822.3744800000",
"2016-03-26 00:00","10.97396755","78173116.2807300000",
"2016-03-27 00:00","10.4192009","78203171.5932300000",
"2016-03-28 00:00","11.66560268","78233284.4057300000",
"2016-03-29 00:00","11.6564436","78263587.3744800000",
"2016-03-30 00:00","11.952878","78293751.2807300000",
"2016-03-31 00:00","11.40353775","78324223.4682300000",
"2016-04-01 00:00","11.66358757","78353967.2182300000",
"2016-04-02 00:00","11.598876","78384213.7807300000",
"2016-04-03 00:00","11.61833286","78414713.7807300000",
"2016-04-04 00:00","11.15727425","78444943.6244800000",
"2016-04-05 00:00","10.43812466","78475021.9057300000",
"2016-04-06 00:00","10.68538189","78504849.8744800000",
"2016-04-07 00:00","10.06968307","78535425.4994800000",
"2016-04-08 00:00","9.71958637","78565149.0932300000",
"2016-04-09 00:00","9.15061855","78595541.4369800000",
"2016-04-10 00:00","8.93634224","78625284.2494800000",
"2016-04-11 00:00","8.64378929","78655418.3119800000",
"2016-04-12 00:00","7.44231272","78685558.1557300000",
"2016-04-13 00:00","8.04442024","78715722.3744800000",
"2016-04-14 00:00","8.38724041","78746082.6869800000",
"2016-04-15 00:00","8.24278069","78776242.6869800000",
"2016-04-16 00:00","8.60949898","78806382.0619800000",
"2016-04-17 00:00","9.30909824","78836728.4682300000",
"2016-04-18 00:00","9.03599834","78866640.6557300000",
"2016-04-19 00:00","8.71487713","78896961.4369800000",
"2016-04-20 00:00","8.46579361","78926976.5932300000",
"2016-04-21 00:00","8.10217285","78957196.4369800000",
"2016-04-22 00:00","7.82126379","78987518.1557300000",
"2016-04-23 00:00","8.29479218","79017495.0307300000",
"2016-04-24 00:00","8.00135231","79048088.3119800000",
"2016-04-25 00:00","7.5543375","79077916.1244800000",
"2016-04-26 00:00","7.39704084","79108296.7494800000",
"2016-04-27 00:00","7.75997066","79138515.4994800000",
"2016-04-28 00:00","7.17252827","79168734.0932300000",
"2016-04-29 00:00","7.45728827","79199095.1869800000",
"2016-04-30 00:00","8.81397915","79228862.9994800000",
"2016-05-01 00:00","8.8465023","79259331.4369800000",
"2016-05-02 00:00","10.16323185","79289671.4369800000",
"2016-05-03 00:00","9.31127167","79319640.8119800000",
"2016-05-04 00:00","9.41376877","79349898.3119800000",
"2016-05-05 00:00","9.8261013","79380080.9682300000",
"2016-05-06 00:00","9.34663868","79410094.0932300000",
"2016-05-07 00:00","9.37050915","79440420.8119800000",
"2016-05-08 00:00","9.48293018","79470710.3432300000",
"2016-05-09 00:00","9.29773235","79500843.7807300000",
"2016-05-10 00:00","9.36151505","79530488.1557300000",
"2016-05-11 00:00","9.99627781","79561060.1869800000",
"2016-05-12 00:00","10.05779934","79591464.4057300000",
"2016-05-13 00:00","10.50657082","79621337.8432300000",
"2016-05-14 00:00","10.23973179","79651487.0619800000",
"2016-05-15 00:00","9.9623518","79681365.4994800000",
"2016-05-16 00:00","11.17129898","79711800.1869800000",
"2016-05-17 00:00","12.1987505","79742198.3119800000",
"2016-05-18 00:00","13.55858231","79772325.0307300000",
"2016-05-19 00:00","14.76970387","79802584.7182300000",
"2016-05-20 00:00","13.63562298","79832565.4994800000",
"2016-05-21 00:00","14.01504421","79863057.3744800000",
"2016-05-22 00:00","14.28610992","79893202.9994800000",
"2016-05-23 00:00","13.46151066","79923331.2807300000",
"2016-05-24 00:00","12.73231983","79953563.3119800000",
"2016-05-25 00:00","12.52603245","79983735.1869800000",
"2016-05-26 00:00","12.43041801","80014042.5307300000",
"2016-05-27 00:00","11.29575253","80044225.4994800000",
"2016-05-28 00:00","11.89294243","80074306.5932300000",
"2016-05-29 00:00","12.35042667","80104419.4057300000",
"2016-05-30 00:00","12.72528076","80134171.1244800000",
"2016-05-31 00:00","14.07725048","80164441.5932300000",
"2016-06-01 00:00","14.00150299","80194872.5307300000",
"2016-06-02 00:00","13.73803997","80225099.7182300000",
"2016-06-03 00:00","13.8466959","80255258.7807300000",
"2016-06-04 00:00","13.74044323","80285142.5307300000",
"2016-06-05 00:00","13.97502708","80315754.4057300000",
"2016-06-06 00:00","13.93407631","80345780.9682300000",
"2016-06-07 00:00","14.51203537","80376308.3119800000",
"2016-06-08 00:00","14.41773224","80406836.7494800000",
"2016-06-09 00:00","14.39861774","80436410.9682300000",
"2016-06-10 00:00","13.90864468","80467050.8119800000",
"2016-06-11 00:00","14.19161892","80497448.9369800000",
"2016-06-12 00:00","15.74371529","80527938.7807300000",
"2016-06-13 00:00","17.60272408","80558190.4994800000",
"2016-06-14 00:00","18.89321709","80588296.2807300000",
"2016-06-15 00:00","18.35429001","80618441.4369800000",
"2016-06-16 00:00","20.58860207","80647850.9682300000",
"2016-06-17 00:00","15.37683868","80677488.1557300000",
"2016-06-18 00:00","11.33068657","80708678.6244800000",
"2016-06-19 00:00","12.23420715","80738500.3432300000",
"2016-06-20 00:00","11.83953381","80768571.9057300000",
"2016-06-21 00:00","13.30673122","80799343.7807300000",
"2016-06-22 00:00","13.09510899","80829429.4057300000",
"2016-06-23 00:00","13.67622185","80859715.0307300000",
"2016-06-24 00:00","14.33205795","80889770.9682300000",
"2016-06-25 00:00","14.28302765","80920110.0307300000",
"2016-06-26 00:00","13.85019493","80950441.1244800000",
"2016-06-27 00:00","13.88386536","80980847.5307300000",
"2016-06-28 00:00","12.17556","81010877.5307300000",
"2016-06-29 00:00","12.61120892","81040882.9994800000",
"2016-06-30 00:00","12.46150208","81071595.6557300000",
"2016-07-01 00:00","12.19946003","81101685.3432300000",
"2016-07-02 00:00","12.128438","81131981.2807300000",
"2016-07-03 00:00","11.7202177","81162386.5932300000",
"2016-07-04 00:00","11.47100258","81192203.7807300000",
"2016-07-05 00:00","10.61136818","81222718.6244800000",
"2016-07-06 00:00","10.52893353","81252966.4369800000",
"2016-07-07 00:00","10.10936642","81283023.4682300000",
"2016-07-08 00:00","11.39457512","81313739.0932300000",
"2016-07-09 00:00","10.96547318","81344037.0619800000",
"2016-07-10 00:00","10.94762325","81374254.8744800000",
"2016-07-11 00:00","10.45902729","81404352.8432300000",
"2016-07-12 00:00","10.51609421","81434850.8119800000",
"2016-07-13 00:00","10.50051498","81464927.2182300000",
"2016-07-14 00:00","11.51319122","81494943.7807300000",
"2016-07-15 00:00","11.95162392","81525418.6244800000",
"2016-07-16 00:00","11.65283012","81555628.4682300000",
"2016-07-17 00:00","11.15869617","81586250.9682300000",
"2016-07-18 00:00","11.03442764","81616177.3744800000",
"2016-07-19 00:00","11.61912441","81645992.2182300000",
"2016-07-20 00:00","12.45060062","81676840.3432300000",
"2016-07-21 00:00","12.65074444","81706699.0932300000",
"2016-07-22 00:00","14.66192436","81737237.8432300000",
"2016-07-23 00:00","14.29966831","81766992.2182300000",
"2016-07-24 00:00","12.74947929","81797212.5307300000",
"2016-07-25 00:00","13.83611584","81826323.7807300000",
"2016-07-26 00:00","11.98951626","81857278.4682300000",
"2016-07-27 00:00","12.97279072","81887758.9369800000",
"2016-07-28 00:00","12.84363079","81917732.6869800000",
"2016-07-29 00:00","12.79463482","81947705.0307300000",
"2016-07-30 00:00","12.46101952","81977928.9369800000",
"2016-07-31 00:00","11.87594414","82007802.6869800000",
"2016-08-01 00:00","10.94160366","82037344.7182300000",
"2016-08-02 00:00","8.78727818","82067332.9994800000",
"2016-08-03 00:00","10.29389095","82098365.8119800000",
"2016-08-04 00:00","11.0427866","82128764.0932300000",
"2016-08-05 00:00","10.92538166","82158719.5619800000",
"2016-08-06 00:00","10.88107681","82189177.5307300000",
"2016-08-07 00:00","10.91155529","82219544.7182300000",
"2016-08-08 00:00","11.2454319","82250272.3744800000",
"2016-08-09 00:00","12.2443018","82280615.3432300000",
"2016-08-10 00:00","12.14320564","82311026.4369800000",
"2016-08-11 00:00","11.69089794","82341175.3432300000",
"2016-08-12 00:00","11.77854824","82371406.1244800000",
"2016-08-13 00:00","11.57128239","82401645.0307300000",
"2016-08-14 00:00","11.19476032","82432167.0619800000",
"2016-08-15 00:00","11.21837139","82462504.8744800000",
"2016-08-16 00:00","11.13965511","82492625.0307300000",
"2016-08-17 00:00","10.75275326","82523214.0932300000",
"2016-08-18 00:00","10.75610638","82553352.9994800000",
"2016-08-19 00:00","10.74868679","82583704.8744800000",
"2016-08-20 00:00","11.24738789","82614214.0932300000",
"2016-08-21 00:00","11.17916775","82644678.7807300000",
"2016-08-22 00:00","11.12092113","82674836.4369800000",
"2016-08-23 00:00","11.03055477","82705179.8744800000",
"2016-08-24 00:00","11.03602505","82735715.4994800000",
"2016-08-25 00:00","11.35740757","82765817.5307300000",
"2016-08-26 00:00","11.29538727","82796273.3119800000",
"2016-08-27 00:00","11.1482029","82826520.6557300000",
"2016-08-28 00:00","10.92926788","82856663.3119800000",
"2016-08-29 00:00","10.98382664","82886861.9057300000",
"2016-08-30 00:00","11.22885418","82917297.0619800000",
"2016-08-31 00:00","11.67238045","82947312.9994800000",
"2016-09-01 00:00","11.99490738","82977829.5619800000",
"2016-09-02 00:00","12.11295128","83007642.9994800000",
"2016-09-03 00:00","11.75873947","83037826.4369800000",
"2016-09-04 00:00","11.67991734","83068277.9994800000",
"2016-09-05 00:00","11.71703339","83098310.0307300000",
"2016-09-06 00:00","11.68914032","83128965.9682300000",
"2016-09-07 00:00","11.54791069","83159118.3119800000",
"2016-09-08 00:00","11.34593678","83189560.8119800000",
"2016-09-09 00:00","11.65284252","83219627.6869800000",
"2016-09-10 00:00","12.1684866","83250167.5307300000",
"2016-09-11 00:00","11.63843155","83280558.3119800000",
"2016-09-12 00:00","11.89369202","83310646.9057300000",
"2016-09-13 00:00","11.91872501","83341183.1557300000",
"2016-09-14 00:00","11.92320633","83371418.4682300000",
"2016-09-15 00:00","11.93702698","83401818.7807300000",
"2016-09-16 00:00","12.55577183","83432115.6557300000",
"2016-09-17 00:00","12.69864559","83460172.6869800000",
"2016-09-18 00:00","12.43123531","83492322.6869800000",
"2016-09-19 00:00","13.18900108","83523232.0619800000",
"2016-09-20 00:00","14.43027496","83553620.1869800000",
"2016-09-21 00:00","13.76851273","83582482.6869800000",
"2016-09-22 00:00","13.24758434","83613748.3119800000",
"2016-09-23 00:00","13.3313179","83643305.6557300000",
"2016-09-24 00:00","12.87793636","83674775.4994800000",
"2016-09-25 00:00","13.10085487","83704127.5307300000",
"2016-09-26 00:00","12.8230505","83734616.9057300000",
"2016-09-27 00:00","13.09827995","83765228.4682300000",
"2016-09-28 00:00","13.27484035","83795930.6557300000",
"2016-09-29 00:00","13.07335472","83826038.3119800000",
"2016-09-30 00:00","13.22480297","83855173.7807300000",
"2016-10-01 00:00","13.17269611","83885739.5619800000",
"2016-10-02 00:00","13.19970989","83916862.8432300000",
"2016-10-03 00:00","13.45236683","83947331.1244800000",
"2016-10-04 00:00","13.27698708","83976608.9369800000",
"2016-10-05 00:00","13.03569317","84006513.9369800000",
"2016-10-06 00:00","12.85433292","84036268.3119800000",
"2016-10-07 00:00","12.66705894","84067486.1244800000",
"2016-10-08 00:00","12.21911621","84097868.6244800000",
"2016-10-09 00:00","12.05368328","84128200.8119800000",
"2016-10-10 00:00","11.75553703","84158549.7182300000",
"2016-10-11 00:00","11.78567982","84188251.1244800000",
"2016-10-12 00:00","11.93353081","84219009.8744800000",
"2016-10-13 00:00","11.9630022","84249515.4994800000",
"2016-10-14 00:00","11.93824577","84279741.4369800000",
"2016-10-15 00:00","11.98343563","84310132.9994800000",
"2016-10-16 00:00","11.9515667","84340040.1869800000",
"2016-10-17 00:00","12.0050087","84370753.6244800000",
"2016-10-18 00:00","12.58848763","84399807.6869800000",
"2016-10-19 00:00","12.02256203","84431429.2494800000",
"2016-10-20 00:00","12.098979","84461986.7494800000",
"2016-10-21 00:00","12.17536449","84492258.1557300000",
"2016-10-22 00:00","12.07148743","84522283.7807300000",
"2016-10-23 00:00","12.03603363","84552685.0307300000",
"2016-10-24 00:00","11.96895885","84582891.4369800000",
"2016-10-25 00:00","11.41400719","84613436.4369800000",
"2016-10-26 00:00","11.53199673","84643586.4369800000",
"2016-10-27 00:00","11.49969292","84673361.1244800000",
"2016-10-28 00:00","11.08507824","84701757.5307300000",
"2016-10-29 00:00","10.44459438","84732125.4994800000",
"2016-10-30 00:00","11.18276787","84762653.6244800000",
"2016-10-31 00:00","10.99822712","84791905.1869800000",
"2016-11-01 00:00","10.76613426","84821724.7182300000",
"2016-11-02 00:00","10.75260258","84851538.7807300000",
"2016-11-03 00:00","10.80099678","84881119.8744800000",
"2016-11-04 00:00","11.09069157","84911163.1557300000",
"2016-11-05 00:00","11.0025177","84941498.9369800000",
"2016-11-06 00:00","10.87350655","84973147.3744800000",
"2016-11-07 00:00","10.80883884","85004008.9369800000",
"2016-11-08 00:00","10.83365059","85033688.7807300000",
"2016-11-09 00:00","10.65554047","85063578.9369800000",
"2016-11-10 00:00","10.52449417","85093598.9369800000",
"2016-11-11 00:00","10.28994465","85124095.1869800000",
"2016-11-12 00:00","9.87795925","85155171.9057300000",
"2016-11-13 00:00","10.10153484","85185574.2494800000",
"2016-11-14 00:00","9.96647644","85215665.6557300000",
"2016-11-15 00:00","10.21750355","85245949.5619800000",
"2016-11-16 00:00","10.05912781","85275354.4057300000",
"2016-11-17 00:00","9.99117851","85306872.0619800000",
"2016-11-18 00:00","9.47615719","85337689.4057300000",
"2016-11-19 00:00","9.66276073","85368650.8119800000",
"2016-11-20 00:00","9.57928467","85399077.9994800000",
"2016-11-21 00:00","9.62081528","85428754.2494800000",
"2016-11-22 00:00","9.9057169","85458082.3744800000",
"2016-11-23 00:00","9.84361649","85487776.2807300000",
"2016-11-24 00:00","9.23167324","85518461.1244800000",
"2016-11-25 00:00","9.40205097","85548272.6869800000",
"2016-11-26 00:00","9.3281126","85578170.6557300000",
"2016-11-27 00:00","8.99847031","85608542.9994800000",
"2016-11-28 00:00","8.72482395","85638614.7182300000",
"2016-11-29 00:00","8.17411613","85668987.8432300000",
"2016-11-30 00:00","8.58754253","85699337.9994800000",
"2016-12-01 00:00","8.4525013","85729775.6557300000",
"2016-12-02 00:00","7.75996161","85760633.9369800000",
"2016-12-03 00:00","7.92134237","85790604.5619800000",
"2016-12-04 00:00","7.44367933","85820678.6244800000",
"2016-12-05 00:00","6.82166243","85851189.8744800000",
"2016-12-06 00:00","7.86892748","85881613.6244800000",
"2016-12-07 00:00","8.38148212","85912303.9369800000",
"2016-12-08 00:00","8.23051453","85942615.8119800000",
"2016-12-09 00:00","8.44601345","85973048.4682300000",
"2016-12-10 00:00","8.12516308","86003595.4994800000",
"2016-12-11 00:00","8.19362354","86033650.4994800000",
"2016-12-12 00:00","8.52221107","86064064.8744800000",
"2016-12-13 00:00","8.4228487","86094528.4682300000",
"2016-12-14 00:00","8.26523495","86124593.1557300000",
"2016-12-15 00:00","7.82846737","86155028.3119800000",
"2016-12-16 00:00","7.8582139","86185670.0307300000",
"2016-12-17 00:00","7.87658596","86216211.9057300000",
"2016-12-18 00:00","7.86532021","86246429.8744800000",
"2016-12-19 00:00","7.64382315","86276833.1557300000",
"2016-12-20 00:00","7.66003942","86307237.9994800000",
"2016-12-21 00:00","7.91440153","86337074.5619800000",
"2016-12-22 00:00","7.58500481","86366903.7807300000",
"2016-12-23 00:00","7.16614914","86396990.6557300000",
"2016-12-24 00:00","7.2657733","86427686.5932300000",
"2016-12-25 00:00","7.17507982","86458074.4057300000",
"2016-12-26 00:00","7.27409172","86488118.4682300000",
"2016-12-27 00:00","7.1708231","86518455.4994800000",
"2016-12-28 00:00","7.52010679","86548927.3744800000",
"2016-12-29 00:00","8.28415871","86579302.0619800000",
"2016-12-30 00:00","8.15998363","86609322.6869800000",
"2016-12-31 00:00","7.96909714","86639930.3432300000",
"2017-01-01 00:00","8.17257118","86670275.4994800000",
"2017-01-02 00:00","8.37851238","86700510.6557300000",
"2017-01-03 00:00","9.72524548","86731277.0619800000",
"2017-01-04 00:00","11.25155067","86761791.5932300000",
"2017-01-05 00:00","10.25437069","86791894.8744800000",
"2017-01-06 00:00","10.25465107","86822495.4994800000",
"2017-01-07 00:00","9.8671875","86852923.6244800000",
"2017-01-08 00:00","10.2897892","86883392.6869800000",
"2017-01-09 00:00","10.32563591","86913596.4369800000",
"2017-01-10 00:00","10.54957294","86943888.7807300000",
"2017-01-11 00:00","9.71775723","86974226.1244800000",
"2017-01-12 00:00","9.86132526","87004810.1869800000",
"2017-01-13 00:00","9.76949883","87035196.4369800000",
"2017-01-14 00:00","9.6466608","87065679.0932300000",
"2017-01-15 00:00","9.90425682","87095996.2807300000",
"2017-01-16 00:00","9.63650227","87126064.2494800000",
"2017-01-17 00:00","10.30234909","87156445.9682300000",
"2017-01-18 00:00","10.22776699","87187295.8119800000",
"2017-01-19 00:00","10.39718246","87217169.4057300000",
"2017-01-20 00:00","10.60062504","87247456.9057300000",
"2017-01-21 00:00","10.90918159","87277837.2182300000",
"2017-01-22 00:00","10.70322132","87308132.5307300000",
"2017-01-23 00:00","10.82081127","87338372.3744800000",
"2017-01-24 00:00","10.63247776","87368482.8432300000",
"2017-01-25 00:00","10.57054901","87398949.4057300000",
"2017-01-26 00:00","10.58913231","87428926.7494800000",
