时间,币价,区块大小
"2017-01-08 00:00","10.2897892","1595.4245000000",
"2017-01-09 00:00","10.32563591","1685.8844000000",
"2017-01-10 00:00","10.54957294","1591.4690000000",
"2017-01-11 00:00","9.71775723","1696.7132000000",
"2017-01-12 00:00","9.86132526","1728.9252000000",
"2017-01-13 00:00","9.76949883","1499.3318000000",
"2017-01-14 00:00","9.6466608","1497.7753000000",
"2017-01-15 00:00","9.90425682","1574.8025000000",
"2017-01-16 00:00","9.63650227","1642.4937000000",
"2017-01-17 00:00","10.30234909","1582.9589000000",
"2017-01-18 00:00","10.22776699","1552.2449000000",
"2017-01-19 00:00","10.39718246","1608.5296000000",
"2017-01-20 00:00","10.60062504","1503.9449000000",
"2017-01-21 00:00","10.90918159","1616.3270000000",
"2017-01-22 00:00","10.70322132","1612.3275000000",
"2017-01-23 00:00","10.82081127","1753.9379000000",
"2017-01-24 00:00","10.63247776","1643.7727000000",
"2017-01-25 00:00","10.57054901","1672.9857000000",
"2017-01-26 00:00","10.58913231","1657.7906000000",
"2017-01-27 00:00","10.53732777","1627.6398000000",
"2017-01-28 00:00","10.5649662","1522.5426000000",
"2017-01-29 00:00","10.48404408","1578.8613000000",
"2017-01-30 00:00","10.57116795","1538.7459000000",
"2017-01-31 00:00","10.72754002","1607.3596000000",
"2017-02-01 00:00","10.73209953","1578.1224000000",
"2017-02-02 00:00","10.82135391","1568.2748000000",
"2017-02-03 00:00","11.11449337","1560.4220000000",
"2017-02-04 00:00","11.43353271","1614.2513000000",
"2017-02-05 00:00","11.3530283","1605.9387000000",
"2017-02-06 00:00","11.38935947","1826.9940000000",
"2017-02-07 00:00","11.51529217","1764.2177000000",
"2017-02-08 00:00","11.43119621","1629.5195000000",
"2017-02-09 00:00","11.03224182","1735.3384000000",
"2017-02-10 00:00","11.2789278","1593.9286000000",
"2017-02-11 00:00","11.34952068","1571.1187000000",
"2017-02-12 00:00","11.39915657","1823.4771000000",
"2017-02-13 00:00","11.26952076","1913.9079000000",
"2017-02-14 00:00","13.02523708","1817.6242000000",
"2017-02-15 00:00","12.91972351","1661.0631000000",
"2017-02-16 00:00","12.90366554","1660.8889000000",
"2017-02-17 00:00","12.6764822","1773.0793000000",
"2017-02-18 00:00","12.81015205","1634.9593000000",
"2017-02-19 00:00","12.75846291","1696.2495000000",
"2017-02-20 00:00","12.43014431","1989.2926000000",
"2017-02-21 00:00","12.66839504","1790.4323000000",
"2017-02-22 00:00","12.59969425","1667.1942000000",
"2017-02-23 00:00","13.1193552","1778.3880000000",
"2017-02-24 00:00","13.06915283","1760.6693000000",
"2017-02-25 00:00","13.54866791","1712.7497000000",
"2017-02-26 00:00","14.5199604","1818.7255000000",
"2017-02-27 00:00","15.39652157","1935.2753000000",
"2017-02-28 00:00","15.81719875","2234.9528000000",
"2017-03-01 00:00","17.34967995","2209.4229000000",
"2017-03-02 00:00","19.03023911","2083.7667000000",
"2017-03-03 00:00","19.45896912","1859.6309000000",
"2017-03-04 00:00","18.61887932","1821.2468000000",
"2017-03-05 00:00","19.30225182","1808.0942000000",
"2017-03-06 00:00","19.60566902","1963.4140000000",
"2017-03-07 00:00","18.88864517","1799.6666000000",
"2017-03-08 00:00","16.6512928","2403.3544000000",
"2017-03-09 00:00","17.75471878","2190.1950000000",
"2017-03-10 00:00","19.33226776","2013.8560000000",
"2017-03-11 00:00","21.47252274","2042.8907000000",
"2017-03-12 00:00","23.43771935","2451.7207000000",
"2017-03-13 00:00","28.59292221","2433.4791000000",
"2017-03-14 00:00","28.65459824","2455.9240000000",
"2017-03-15 00:00","35.05591965","3070.9850000000",
"2017-03-16 00:00","46.34581375","2879.5562000000",
"2017-03-17 00:00","46.82799149","2512.5528000000",
"2017-03-18 00:00","34.16022873","2395.8884000000",
"2017-03-19 00:00","44.74007416","2316.0348000000",
"2017-03-20 00:00","43.39022446","2507.1279000000",
"2017-03-21 00:00","43.14509201","2368.4655000000",
"2017-03-22 00:00","42.34205627","2512.8204000000",
"2017-03-23 00:00","43.67842865","2557.0027000000",
"2017-03-24 00:00","53.10752487","2427.7677000000",
"2017-03-25 00:00","51.25004578","2374.5874000000",
"2017-03-26 00:00","50.52159882","2896.2084000000",
"2017-03-27 00:00","49.66692734","2543.0705000000",
"2017-03-28 00:00","50.77490234","2744.1895000000",
"2017-03-29 00:00","53.12607574","2852.6838000000",
"2017-03-30 00:00","52.20576096","2948.8136000000",
"2017-03-31 00:00","50.03727722","2402.8140000000",
"2017-04-01 00:00","50.69946289","2668.8484000000",
"2017-04-02 00:00","48.74874878","2788.2358000000",
"2017-04-03 00:00","44.35643387","2518.1438000000",
"2017-04-04 00:00","44.641922","2557.5840000000",
"2017-04-05 00:00","45.30395126","2799.1386000000",
"2017-04-06 00:00","43.24213791","2776.3920000000",
"2017-04-07 00:00","42.16263199","2248.5138000000",
"2017-04-08 00:00","44.30706787","2358.3759000000",
"2017-04-09 00:00","43.26697159","2460.4733000000",
"2017-04-10 00:00","43.43519592","2376.7124000000",
"2017-04-11 00:00","43.40720367","2696.5709000000",
"2017-04-12 00:00","46.28725052","2588.8008000000",
"2017-04-13 00:00","50.21942139","2450.8629000000",
"2017-04-14 00:00","47.57413483","2348.1042000000",
"2017-04-15 00:00","49.10149002","2219.7002000000",
"2017-04-16 00:00","48.71854782","2309.4153000000",
"2017-04-17 00:00","48.30456924","2602.8033000000",
"2017-04-18 00:00","50.70747375","2664.0220000000",
"2017-04-19 00:00","48.30527878","2581.4706000000",
"2017-04-20 00:00","49.6721611","2690.8118000000",
"2017-04-21 00:00","48.22444916","2429.3149000000",
"2017-04-22 00:00","48.55300522","2393.0486000000",
"2017-04-23 00:00","48.48928833","2553.0843000000",
"2017-04-24 00:00","50.03145981","2803.2488000000",
"2017-04-25 00:00","49.89123154","2723.5565000000",
"2017-04-26 00:00","52.72032928","3094.9777000000",
"2017-04-27 00:00","62.16772842","3177.6335000000",
"2017-04-28 00:00","70.15920258","2792.8219000000",
"2017-04-29 00:00","68.37693024","3063.6827000000",
"2017-04-30 00:00","79.02124786","3544.4495000000",
"2017-05-01 00:00","76.29698181","3461.0249000000",
"2017-05-02 00:00","77.26377869","3027.5438000000",
"2017-05-03 00:00","79.7181778","3350.6925000000",
"2017-05-04 00:00","96.98135376","3170.6981000000",
"2017-05-05 00:00","94.39853668","2933.9783000000",
"2017-05-06 00:00","97.81348419","3321.8358000000",
"2017-05-07 00:00","94.00731659","3408.8652000000",
"2017-05-08 00:00","91.42037964","3376.0619000000",
"2017-05-09 00:00","91.16291809","3227.0320000000",
"2017-05-10 00:00","89.52485657","3351.7038000000",
"2017-05-11 00:00","89.87966919","3154.3092000000",
"2017-05-12 00:00","88.65538025","3065.1011000000",
"2017-05-13 00:00","90.83539581","3140.4198000000",
"2017-05-14 00:00","90.7865448","3831.3573000000",
"2017-05-15 00:00","92.4148941","3643.7788000000",
"2017-05-16 00:00","89.43795013","4304.9557000000",
"2017-05-17 00:00","89.86037445","4245.1119000000",
"2017-05-18 00:00","96.90627289","4801.2714000000",
"2017-05-19 00:00","129.52746582","4178.7814000000",
"2017-05-20 00:00","126.5211792","4586.0910000000",
"2017-05-21 00:00","157.93659973","5328.4674000000",
"2017-05-22 00:00","174.2613678","6626.5704000000",
"2017-05-23 00:00","181.95245361","6665.5012000000",
"2017-05-24 00:00","190.04576111","5952.1877000000",
"2017-05-25 00:00","174.44638062","5559.1970000000",
"2017-05-26 00:00","160.40330505","5126.7582000000",
"2017-05-27 00:00","157.75782776","5378.8162000000",
"2017-05-28 00:00","170.51091003","4922.1110000000",
"2017-05-29 00:00","194.90939331","7068.8948000000",
"2017-05-30 00:00","231.91082764","6842.5798000000",
"2017-05-31 00:00","230.66937256","6540.8654000000",
"2017-06-01 00:00","222.23916626","7542.2740000000",
"2017-06-02 00:00","223.77507019","6635.9201000000",
"2017-06-03 00:00","224.37557983","6458.0215000000",
"2017-06-04 00:00","245.33224487","6438.7632000000",
"2017-06-05 00:00","248.46400452","7373.6323000000",
"2017-06-06 00:00","264.46560669","7387.7297000000",
"2017-06-07 00:00","258.07122803","6932.0561000000",
"2017-06-08 00:00","261.66629028","7482.0988000000",
"2017-06-09 00:00","281.73681641","6591.9537000000",
"2017-06-10 00:00","337.66799927","8658.3422000000",
"2017-06-11 00:00","340.60888672","9450.9544000000",
"2017-06-12 00:00","401.49038696","8806.9427000000",
"2017-06-13 00:00","397.53710938","7942.3361000000",
"2017-06-14 00:00","359.05300903","8191.8386000000",
"2017-06-15 00:00","361.93295288","8034.3971000000",
"2017-06-16 00:00","370.22747803","7957.5344000000",
"2017-06-17 00:00","379.41421509","7931.1994000000",
"2017-06-18 00:00","371.45806885","8956.3579000000",
"2017-06-19 00:00","370.05587769","9258.2770000000",
"2017-06-20 00:00","359.00543213","6194.7013000000",
"2017-06-21 00:00","336.87182617","8691.4021000000",
"2017-06-22 00:00","336.37051392","9122.9235000000",
"2017-06-23 00:00","341.73861694","8934.8014000000",
"2017-06-24 00:00","323.69592285","8979.3096000000",
"2017-06-25 00:00","303.2482605","9544.1496000000",
"2017-06-26 00:00","272.69189453","7910.6763000000",
"2017-06-27 00:00","293.08795166","10005.1576000000",
"2017-06-28 00:00","327.92669678","9460.4824000000",
"2017-06-29 00:00","302.88327026","8800.1237000000",
"2017-06-30 00:00","294.91583252","8105.7205000000",
"2017-07-01 00:00","274.60055542","8502.9595000000",
"2017-07-02 00:00","287.98687744","10142.6346000000",
"2017-07-03 00:00","282.89752197","10131.8324000000",
"2017-07-04 00:00","273.30322266","10094.2084000000",
"2017-07-05 00:00","268.77432251","8829.9108000000",
"2017-07-06 00:00","270.54934692","9708.8397000000",
"2017-07-07 00:00","245.99084473","8884.1474000000",
"2017-07-08 00:00","251.69714355","6980.3465000000",
"2017-07-09 00:00","242.13729858","10586.0842000000",
"2017-07-10 00:00","215.35661316","10484.2071000000",
"2017-07-11 00:00","197.40393066","10734.8632000000",
"2017-07-12 00:00","230.77400208","10675.6642000000",
"2017-07-13 00:00","209.73280334","10039.8245000000",
"2017-07-14 00:00","199.66233826","8747.4873000000",
"2017-07-15 00:00","170.65452576","9224.6444000000",
"2017-07-16 00:00","157.36277771","9814.1736000000",
"2017-07-17 00:00","193.42442322","11286.3160000000",
"2017-07-18 00:00","234.39085388","10282.1469000000",
"2017-07-19 00:00","199.70274353","9369.9229000000",
"2017-07-20 00:00","227.26464844","8661.0222000000",
"2017-07-21 00:00","218.30462646","7991.5197000000",
"2017-07-22 00:00","229.47618103","9282.4427000000",
"2017-07-23 00:00","225.95077515","10559.6990000000",
"2017-07-24 00:00","224.71099854","9765.8696000000",
"2017-07-25 00:00","206.70994568","8403.1256000000",
"2017-07-26 00:00","203.95339966","8345.7829000000",
"2017-07-27 00:00","204.31762695","9257.6314000000",
"2017-07-28 00:00","193.34088135","7452.4805000000",
"2017-07-29 00:00","205.78875732","7620.6724000000",
"2017-07-30 00:00","197.97784424","9290.7356000000",
"2017-07-31 00:00","203.87060547","9503.4284000000",
"2017-08-01 00:00","226.76872253","9426.0680000000",
"2017-08-02 00:00","219.9524231","9596.5760000000",
"2017-08-03 00:00","225.34230042","10507.0978000000",
"2017-08-04 00:00","222.85162354","10426.7945000000",
"2017-08-05 00:00","256.50653076","10462.6133000000",
"2017-08-06 00:00","261.56741333","11866.9739000000",
"2017-08-07 00:00","269.17980957","13278.2824000000",
"2017-08-08 00:00","296.76889038","11372.5570000000",
"2017-08-09 00:00","296.02682495","13580.7784000000",
"2017-08-10 00:00","295.89163208","14429.2555000000",
"2017-08-11 00:00","308.86364746","13641.5565000000",
"2017-08-12 00:00","310.60092163","12993.4035000000",
"2017-08-13 00:00","298.06408691","15655.1989000000",
"2017-08-14 00:00","300.09729004","16402.7253000000",
"2017-08-15 00:00","289.81842041","17360.2436000000",
"2017-08-16 00:00","302.26663208","17330.3330000000",
"2017-08-17 00:00","301.45706177","17335.2935000000",
"2017-08-18 00:00","295.58984375","16348.2626000000",
"2017-08-19 00:00","297.4704895","12824.7259000000",
"2017-08-20 00:00","301.4284668","15178.7475000000",
"2017-08-21 00:00","321.59127808","14258.6585000000",
"2017-08-22 00:00","314.78482056","14351.9305000000",
"2017-08-23 00:00","317.51852417","13796.0954000000",
"2017-08-24 00:00","325.61141968","15771.6795000000",
"2017-08-25 00:00","331.91531372","14625.4979000000",
"2017-08-26 00:00","333.8817749","14944.5472000000",
"2017-08-27 00:00","347.89300537","17756.8906000000",
"2017-08-28 00:00","347.74728394","18455.4247000000",
"2017-08-29 00:00","370.66699219","18827.4656000000",
"2017-08-30 00:00","378.48522949","17436.4688000000",
"2017-08-31 00:00","383.04241943","18436.1170000000",
"2017-09-01 00:00","387.74066162","15334.0209000000",
"2017-09-02 00:00","348.98428345","13870.5013000000",
"2017-09-03 00:00","347.48413086","19759.7607000000",
"2017-09-04 00:00","295.17092896","19704.4105000000",
"2017-09-05 00:00","312.98809814","22602.6234000000",
"2017-09-06 00:00","334.33804321","21134.5749000000",
"2017-09-07 00:00","329.42797852","20975.2728000000",
"2017-09-08 00:00","296.49658203","17147.4993000000",
"2017-09-09 00:00","294.40472412","14679.6539000000",
"2017-09-10 00:00","288.74688721","16764.0845000000",
"2017-09-11 00:00","294.53234863","18036.8601000000",
"2017-09-12 00:00","291.12164307","16933.1867000000",
"2017-09-13 00:00","277.1116333","17287.9019000000",
"2017-09-14 00:00","213.90843201","19311.5589000000",
"2017-09-15 00:00","250.46438599","16697.5392000000",
"2017-09-16 00:00","246.52172852","14349.6510000000",
"2017-09-17 00:00","251.74935913","17536.4417000000",
"2017-09-18 00:00","293.4967041","16595.5879000000",
"2017-09-19 00:00","282.80383301","16027.6369000000",
"2017-09-20 00:00","283.74209595","16104.3034000000",
"2017-09-21 00:00","258.58004761","16972.1033000000",
"2017-09-22 00:00","264.30957031","15950.5579000000",
"2017-09-23 00:00","286.16784668","17983.3380000000",
"2017-09-24 00:00","282.48339844","19577.0550000000",
"2017-09-25 00:00","292.33215332","18526.9142000000",
"2017-09-26 00:00","287.43795776","18892.6346000000",
"2017-09-27 00:00","306.46713257","20552.8113000000",
"2017-09-28 00:00","299.15545654","21539.8074000000",
"2017-09-29 00:00","291.46737671","21998.1546000000",
"2017-09-30 00:00","301.46524048","21781.0363000000",
"2017-10-01 00:00","302.33682251","21143.1749000000",
"2017-10-02 00:00","297.47497559","20917.7984000000",
"2017-10-03 00:00","292.46264648","20394.6431000000",
"2017-10-04 00:00","292.65756226","20312.5275000000",
"2017-10-05 00:00","295.86300659","21656.4663000000",
"2017-10-06 00:00","308.58810425","19657.0435000000",
"2017-10-07 00:00","311.1242981","19149.6523000000",
"2017-10-08 00:00","308.60794067","19670.7471000000",
"2017-10-09 00:00","297.39175415","21438.4943000000",
"2017-10-10 00:00","299.86999512","20045.3578000000",
"2017-10-11 00:00","303.45602417","21136.8762000000",
"2017-10-12 00:00","304.13616943","21845.3158000000",
"2017-10-13 00:00","338.75732422","19951.4219000000",
"2017-10-14 00:00","339.62789917","19011.2359000000",
"2017-10-15 00:00","336.5949707","16294.2372000000",
"2017-10-16 00:00","333.38421631","14412.0182000000",
"2017-10-17 00:00","317.0819397","13060.4337000000",
"2017-10-18 00:00","314.31869507","12978.3910000000",
"2017-10-19 00:00","308.08755493","15253.6535000000",
"2017-10-20 00:00","304.00613403","11982.9343000000",
"2017-10-21 00:00","300.18743896","10947.4546000000",
"2017-10-22 00:00","295.44625854","12827.6409000000",
"2017-10-23 00:00","286.94973755","13945.9193000000",
"2017-10-24 00:00","298.32757568","14346.7396000000",
"2017-10-25 00:00","297.92541504","14417.0926000000",
"2017-10-26 00:00","296.52716064","14923.5832000000",
"2017-10-27 00:00","297.4225769","14317.2688000000",
"2017-10-28 00:00","296.29800415","14872.2990000000",
"2017-10-29 00:00","305.08795166","16448.3750000000",
"2017-10-30 00:00","307.75115967","15604.3726000000",
"2017-10-31 00:00","305.87939453","15757.8821000000",
"2017-11-01 00:00","291.69442749","15695.9059000000",
"2017-11-02 00:00","287.42855835","15830.6074000000",
"2017-11-03 00:00","305.71130371","12156.2361000000",
"2017-11-04 00:00","300.46865845","11640.2461000000",
"2017-11-05 00:00","296.26263428","13795.9037000000",
"2017-11-06 00:00","298.89205933","14266.6917000000",
"2017-11-07 00:00","294.65856934","14220.0587000000",
"2017-11-08 00:00","309.0697937","13928.8415000000",
"2017-11-09 00:00","320.88391113","13412.8063000000",
"2017-11-10 00:00","299.25253296","12664.7999000000",
"2017-11-11 00:00","314.6812439","13232.9196000000",
"2017-11-12 00:00","307.90823364","14443.0406000000",
"2017-11-13 00:00","316.71585083","16232.3478000000",
"2017-11-14 00:00","337.63098145","16453.0895000000",
"2017-11-15 00:00","333.35681152","15278.2938000000",
"2017-11-16 00:00","330.92422485","15300.5528000000",
"2017-11-17 00:00","332.394104","14627.9475000000",
"2017-11-18 00:00","347.61239624","14550.5712000000",
"2017-11-19 00:00","354.38577271","16653.5721000000",
"2017-11-20 00:00","366.72973633","16182.3729000000",
"2017-11-21 00:00","360.40063477","15978.4516000000",
"2017-11-22 00:00","380.65209961","16028.7365000000",
"2017-11-23 00:00","410.16558838","15103.8481000000",
"2017-11-24 00:00","474.91140747","16191.5667000000",
"2017-11-25 00:00","466.27633667","16098.9514000000",
"2017-11-26 00:00","471.33026123","22187.1683000000",
"2017-11-27 00:00","480.35513306","18980.0694000000",
"2017-11-28 00:00","472.90206909","18539.3227000000",
"2017-11-29 00:00","427.52328491","18059.2622000000",
"2017-11-30 00:00","447.11431885","18183.6032000000",
"2017-12-01 00:00","466.5397644","17953.5179000000",
"2017-12-02 00:00","463.4493103","19325.5459000000",
"2017-12-03 00:00","465.85339355","19740.9392000000",
"2017-12-04 00:00","470.20385742","19799.6190000000",
"2017-12-05 00:00","463.28088379","21174.1650000000",
"2017-12-06 00:00","428.58764648","17899.0285000000",
"2017-12-07 00:00","434.40774536","21220.4770000000",
"2017-12-08 00:00","456.03131104","19891.1636000000",
"2017-12-09 00:00","473.50195313","20864.2742000000",
"2017-12-10 00:00","441.72088623","23553.8579000000",
"2017-12-11 00:00","515.13641357","25607.1102000000",
"2017-12-12 00:00","651.43145752","26215.5155000000",
"2017-12-13 00:00","702.7668457","26049.3193000000",
"2017-12-14 00:00","695.81555176","26179.9600000000",
"2017-12-15 00:00","684.44830322","26388.9697000000",
"2017-12-16 00:00","696.20947266","25965.2830000000",
"2017-12-17 00:00","719.97515869","27932.2349000000",
"2017-12-18 00:00","794.64483643","31463.3820000000",
"2017-12-19 00:00","826.82305908","27465.2572000000",
"2017-12-20 00:00","819.08557129","30221.0880000000",
"2017-12-21 00:00","821.06335449","29197.6684000000",
"2017-12-22 00:00","674.86010742","26198.3968000000",
"2017-12-23 00:00","719.38726807","20519.1981000000",
"2017-12-24 00:00","694.14837646","21721.0005000000",
"2017-12-25 00:00","765.83428955","22433.4177000000",
"2017-12-26 00:00","773.83575439","24733.5902000000",
"2017-12-27 00:00","762.84216309","25965.3697000000",
"2017-12-28 00:00","737.02301025","29542.3604000000",
"2017-12-29 00:00","753.59210205","29346.0405000000",
"2017-12-30 00:00","717.25653076","25037.6093000000",
"2017-12-31 00:00","756.73260498","24025.4330000000",
"2018-01-01 00:00","772.64080811","30157.3657000000",
"2018-01-02 00:00","884.44439697","32472.8428000000",
"2018-01-03 00:00","962.71966553","33680.6835000000",
"2018-01-04 00:00","980.92175293","33416.3557000000",
"2018-01-05 00:00","997.71966553","32655.2452000000",
"2018-01-06 00:00","1041.67834473","31266.1065000000",
"2018-01-07 00:00","1153.16833496","32502.2162000000",
"2018-01-08 00:00","1148.52941895","33037.4010000000",
"2018-01-09 00:00","1299.73547363","30646.0140000000",
"2018-01-10 00:00","1255.82006836","31298.0621000000",
"2018-01-11 00:00","1154.93151855","30655.0253000000",
"2018-01-12 00:00","1273.2019043","31263.7492000000",
"2018-01-13 00:00","1396.41760254","29323.1127000000",
"2018-01-14 00:00","1366.7722168","31845.8009000000",
"2018-01-15 00:00","1291.91772461","32767.4520000000",
"2018-01-16 00:00","1053.69177246","32426.7608000000",
"2018-01-17 00:00","1014.25457764","31705.2038000000",
"2018-01-18 00:00","1036.28295898","28846.3828000000",
"2018-01-19 00:00","1039.10131836","27414.1778000000",
"2018-01-20 00:00","1155.15332031","26798.0050000000",
"2018-01-21 00:00","1049.58117676","25863.5006000000",
"2018-01-22 00:00","1003.26080322","25079.2642000000",
"2018-01-23 00:00","986.22924805","24565.6803000000",
"2018-01-24 00:00","1058.78198242","23670.9558000000",
"2018-01-25 00:00","1056.03320313","26058.5294000000",
"2018-01-26 00:00","1055.17150879","22449.6919000000",
"2018-01-27 00:00","1107.0670166","24197.0449000000",
"2018-01-28 00:00","1246.00585938","25247.7414000000",
"2018-01-29 00:00","1182.3605957","25224.1089000000",
"2018-01-30 00:00","1071.13110352","24901.7503000000",
"2018-01-31 00:00","1118.30627441","26327.5348000000",
"2018-02-01 00:00","1036.78674316","26185.8095000000",
"2018-02-02 00:00","915.78546143","22591.9454000000",
"2018-02-03 00:00","964.01947021","22741.7864000000",
"2018-02-04 00:00","834.68206787","24175.2944000000",
"2018-02-05 00:00","697.95056152","24934.1068000000",
"2018-02-06 00:00","793.12243652","22971.5510000000",
"2018-02-07 00:00","757.0682373","20093.2154000000",
"2018-02-08 00:00","817.80725098","22095.3991000000",
"2018-02-09 00:00","883.86456299","22121.1700000000",
"2018-02-10 00:00","860.4152832","20981.7219000000",
"2018-02-11 00:00","814.66021729","22177.6081000000",
"2018-02-12 00:00","868.70678711","20432.0951000000",
"2018-02-13 00:00","845.25823975","21848.2232000000",
"2018-02-14 00:00","923.5612793","21804.6896000000",
"2018-02-15 00:00","936.97589111","20710.5013000000",
"2018-02-16 00:00","944.20953369","21890.9919000000",
"2018-02-17 00:00","974.11486816","20735.0643000000",
"2018-02-18 00:00","923.92132568","21811.3581000000",
"2018-02-19 00:00","943.86541748","24413.3548000000",
"2018-02-20 00:00","895.3706665","23307.4662000000",
"2018-02-21 00:00","849.97149658","21747.0528000000",
"2018-02-22 00:00","812.84454346","20792.5560000000",
"2018-02-23 00:00","864.18914795","21264.8908000000",
"2018-02-24 00:00","840.51525879","20566.3774000000",
"2018-02-25 00:00","844.81036377","21651.7491000000",
"2018-02-26 00:00","869.31518555","20963.5841000000",
"2018-02-27 00:00","878.26507568","21593.2292000000",
"2018-02-28 00:00","855.19885254","20663.0939000000",
"2018-03-01 00:00","872.1998291","22549.5408000000",
"2018-03-02 00:00","856.85302734","21172.9719000000",
"2018-03-03 00:00","857.22509766","20793.9318000000",
"2018-03-04 00:00","866.67797852","22565.6641000000",
"2018-03-05 00:00","853.6842041","21622.6864000000",
"2018-03-06 00:00","816.95141602","22824.4818000000",
"2018-03-07 00:00","752.83148193","21478.3019000000",
"2018-03-08 00:00","704.59552002","20374.0131000000",
"2018-03-09 00:00","728.9163208","18861.7772000000",
"2018-03-10 00:00","686.88995361","18612.2949000000",
"2018-03-11 00:00","723.33917236","21667.5095000000",
"2018-03-12 00:00","699.83099365","20945.8708000000",
"2018-03-13 00:00","690.82659912","20106.0736000000",
"2018-03-14 00:00","614.29095459","20055.9794000000",
"2018-03-15 00:00","611.30407715","19501.8935000000",
"2018-03-16 00:00","601.66625977","17375.9085000000",
"2018-03-17 00:00","552.7789917","20197.2088000000",
"2018-03-18 00:00","538.64367676","20641.9235000000",
"2018-03-19 00:00","556.72595215","20067.1181000000",
"2018-03-20 00:00","557.17492676","20630.2452000000",
"2018-03-21 00:00","561.73150635","17882.6882000000",
"2018-03-22 00:00","539.70202637","18847.1054000000",
"2018-03-23 00:00","539.61895752","16599.0906000000",
"2018-03-24 00:00","526.43859863","14982.3939000000",
"2018-03-25 00:00","524.28692627","17841.0641000000",
"2018-03-26 00:00","489.95123291","17229.6865000000",
"2018-03-27 00:00","450.11608887","17283.1656000000",
"2018-03-28 00:00","446.27914429","17508.0297000000",
"2018-03-29 00:00","385.96838379","18456.8764000000",
"2018-03-30 00:00","394.64483643","17024.5223000000",
"2018-03-31 00:00","396.45709229","15893.4834000000",
"2018-04-01 00:00","379.60650635","16870.8786000000",
"2018-04-02 00:00","386.42462158","19076.0953000000",
"2018-04-03 00:00","416.89306641","18675.5699000000",
"2018-04-04 00:00","380.5428772","19495.8203000000",
"2018-04-05 00:00","383.23168945","17768.8480000000",
"2018-04-06 00:00","370.28515625","15831.0597000000",
"2018-04-07 00:00","385.3142395","17232.7603000000",
"2018-04-08 00:00","400.50817871","18630.2093000000",
"2018-04-09 00:00","398.52563477","17581.8003000000",
"2018-04-10 00:00","414.24258423","18495.9289000000",
"2018-04-11 00:00","430.54003906","21244.4947000000",
"2018-04-12 00:00","492.9413147","21135.8759000000",
"2018-04-13 00:00","492.73477173","18148.0304000000",
"2018-04-14 00:00","501.47833252","18672.3001000000",
"2018-04-15 00:00","531.70196533","20767.6345000000",
"2018-04-16 00:00","511.146698","22300.0127000000",
"2018-04-17 00:00","502.89364624","22474.3282000000",
"2018-04-18 00:00","524.78881836","25206.0790000000",
"2018-04-19 00:00","567.88903809","26386.0401000000",
"2018-04-20 00:00","615.71801758","21671.9014000000",
"2018-04-21 00:00","605.39532471","23073.6799000000",
"2018-04-22 00:00","621.8604126","24240.8902000000",
"2018-04-23 00:00","642.54797363","25599.4086000000",
"2018-04-24 00:00","708.15808105","25145.1800000000",
"2018-04-25 00:00","615.41564941","24705.1737000000",
"2018-04-26 00:00","662.80865479","24120.1642000000",
"2018-04-27 00:00","647.03192139","24554.8076000000",
"2018-04-28 00:00","683.67791748","24653.8910000000",
"2018-04-29 00:00","688.88079834","25891.2781000000",
"2018-04-30 00:00","669.92364502","24618.2078000000",
"2018-05-01 00:00","673.61328125","25626.1796000000",
"2018-05-02 00:00","687.14935303","26337.5291000000",
"2018-05-03 00:00","779.54278564","27765.9043000000",
"2018-05-04 00:00","785.62414551","24103.4294000000",
"2018-05-05 00:00","816.11968994","22387.7255000000",
"2018-05-06 00:00","792.31085205","23088.4730000000",
"2018-05-07 00:00","753.72546387","23859.1866000000",
"2018-05-08 00:00","752.85717773","24509.7724000000",
"2018-05-09 00:00","752.27526855","26750.1830000000",
"2018-05-10 00:00","727.27740479","25118.2386000000",
"2018-05-11 00:00","679.58630371","23751.8801000000",
"2018-05-12 00:00","686.04827881","23519.9226000000",
"2018-05-13 00:00","733.49645996","25931.5552000000",
"2018-05-14 00:00","730.5491333","24791.8550000000",
"2018-05-15 00:00","708.87139893","24743.4787000000",
"2018-05-16 00:00","707.05023193","24608.4122000000",
"2018-05-17 00:00","672.65655518","24643.0956000000",
"2018-05-18 00:00","694.36688232","24459.1697000000",
"2018-05-19 00:00","696.52954102","23759.4156000000",
"2018-05-20 00:00","715.36877441","25580.2956000000",
"2018-05-21 00:00","699.22198486","25326.0400000000",
"2018-05-22 00:00","647.74053955","25964.9401000000",
"2018-05-23 00:00","583.58459473","25467.4413000000",
"2018-05-24 00:00","601.75463867","24929.7812000000",
"2018-05-25 00:00","586.73449707","23052.6393000000",
"2018-05-26 00:00","587.28039551","23497.0721000000",
"2018-05-27 00:00","572.66790771","25414.1408000000",
"2018-05-28 00:00","516.03570557","25332.3038000000",
"2018-05-29 00:00","565.38775635","25508.1369000000",
"2018-05-30 00:00","559.59008789","27436.2389000000",
"2018-05-31 00:00","577.64489746","25129.5766000000",
"2018-06-01 00:00","580.04315186","24616.5178000000",
"2018-06-02 00:00","591.80847168","25076.8671000000",
"2018-06-03 00:00","619.43743896","26426.7662000000",
"2018-06-04 00:00","592.98468018","25847.7020000000",
"2018-06-05 00:00","609.30285645","24376.0041000000",
"2018-06-06 00:00","607.12353516","24383.7062000000",
"2018-06-07 00:00","605.18737793","24506.3694000000",
"2018-06-08 00:00","601.07727051","24161.7904000000",
