时间,币价,平均Gas价格
"2015-09-11 00:00","0.98297846","25150247686.4027000000",
"2015-09-12 00:00","1.03874159","17024138880.0507000000",
"2015-09-13 00:00","0.93600327","19799055399.3521000000",
"2015-09-14 00:00","0.87562162","19124827480.1043000000",
"2015-09-15 00:00","0.94440961","25418322842.4687000000",
"2015-09-16 00:00","0.90717465","22898012201.8883000000",
"2015-09-17 00:00","0.8742314","21480924643.2988000000",
"2015-09-18 00:00","0.8536852","18563474744.1172000000",
"2015-09-19 00:00","0.88239104","23225593678.9597000000",
"2015-09-20 00:00","0.93844545","20053618423.5880000000",
"2015-09-21 00:00","0.91904688","22617621911.7294000000",
"2015-09-22 00:00","0.90179598","23624165697.8823000000",
"2015-09-23 00:00","0.89340615","23477015809.2261000000",
"2015-09-24 00:00","0.8136102","20309471590.7173000000",
"2015-09-25 00:00","0.7362234","19486170160.8039000000",
"2015-09-26 00:00","0.78596431","19107012598.6776000000",
"2015-09-27 00:00","0.72083902","21842259534.6321000000",
"2015-09-28 00:00","0.58288598","21481263216.0675000000",
"2015-09-29 00:00","0.66114628","19445956828.5733000000",
"2015-09-30 00:00","0.738644","21031399416.8762000000",
"2015-10-01 00:00","0.69021457","20818719569.8872000000",
"2015-10-02 00:00","0.67857432","21904251503.4861000000",
"2015-10-03 00:00","0.68717146","22437954617.0561000000",
"2015-10-04 00:00","0.66837901","20293501668.1843000000",
"2015-10-05 00:00","0.62864339","21465953333.3346000000",
"2015-10-06 00:00","0.65064549","23807839784.5222000000",
"2015-10-07 00:00","0.60938817","27299325406.1479000000",
"2015-10-08 00:00","0.62171555","24922397934.2948000000",
"2015-10-09 00:00","0.65062761","26540824839.8558000000",
"2015-10-10 00:00","0.62785739","25344306568.0617000000",
"2015-10-11 00:00","0.63496256","23430096924.7964000000",
"2015-10-12 00:00","0.62603021","24179897590.7956000000",
"2015-10-13 00:00","0.60765463","28798488267.7521000000",
"2015-10-14 00:00","0.52296817","26068239797.5562000000",
"2015-10-15 00:00","0.56187755","25817195554.8353000000",
"2015-10-16 00:00","0.53649473","23885689999.5403000000",
"2015-10-17 00:00","0.54717755","24820947855.2097000000",
"2015-10-18 00:00","0.51773423","23950081803.3520000000",
"2015-10-19 00:00","0.48901403","22420319145.5134000000",
"2015-10-20 00:00","0.434829","25603564972.3976000000",
"2015-10-21 00:00","0.44732895","28504138450.7129000000",
"2015-10-22 00:00","0.56770235","24253044850.8915000000",
"2015-10-23 00:00","0.53965724","24280180782.3767000000",
"2015-10-24 00:00","0.56359017","22101273756.1128000000",
"2015-10-25 00:00","0.61603856","23233984210.8299000000",
"2015-10-26 00:00","0.73131728","24508846244.0161000000",
"2015-10-27 00:00","0.86964136","28566798122.6745000000",
"2015-10-28 00:00","1.00247657","27279375374.8154000000",
"2015-10-29 00:00","1.2066561","27917497290.9532000000",
"2015-10-30 00:00","1.04121816","27308700391.4342000000",
"2015-10-31 00:00","0.91662681","24490124650.1722000000",
"2015-11-01 00:00","1.05566883","23177234986.2170000000",
"2015-11-02 00:00","0.98978895","25541245118.2665000000",
"2015-11-03 00:00","1.01336348","24821838035.3387000000",
"2015-11-04 00:00","0.89904976","25451804880.0999000000",
"2015-11-05 00:00","0.89563733","26351250636.4403000000",
"2015-11-06 00:00","0.92603213","30746823122.8590000000",
"2015-11-07 00:00","0.92797416","31871223624.5383000000",
"2015-11-08 00:00","1.02746606","25858661628.2201000000",
"2015-11-09 00:00","0.99927813","28209688496.7016000000",
"2015-11-10 00:00","0.93434829","34058822474.6275000000",
"2015-11-11 00:00","0.79182917","31192724937.2217000000",
"2015-11-12 00:00","0.89571095","27771222143.5902000000",
"2015-11-13 00:00","0.90409559","24675976810.8114000000",
"2015-11-14 00:00","0.88881159","25009652866.7363000000",
"2015-11-15 00:00","0.90636796","29818949421.2266000000",
"2015-11-16 00:00","0.92896181","26853606482.6967000000",
"2015-11-17 00:00","1.00797558","25149446670.7235000000",
"2015-11-18 00:00","0.99331909","28993154407.2620000000",
"2015-11-19 00:00","0.95553195","24388718339.5300000000",
"2015-11-20 00:00","0.92491966","24780322800.2008000000",
"2015-11-21 00:00","0.97613966","27163357689.7809000000",
"2015-11-22 00:00","0.96801782","29083798900.8876000000",
"2015-11-23 00:00","0.94696921","28250990103.5365000000",
"2015-11-24 00:00","0.90019119","25216314869.4561000000",
"2015-11-25 00:00","0.86353725","24660167491.9496000000",
"2015-11-26 00:00","0.88418305","24250270124.8212000000",
"2015-11-27 00:00","0.8679511","23810918501.1070000000",
"2015-11-28 00:00","0.91570282","24094143953.0584000000",
"2015-11-29 00:00","0.87861377","28591504978.2459000000",
"2015-11-30 00:00","0.87311912","24712339547.4996000000",
"2015-12-01 00:00","0.87479961","24183110145.4030000000",
"2015-12-02 00:00","0.82120973","24813239476.2159000000",
"2015-12-03 00:00","0.81214267","25129864526.5545000000",
"2015-12-04 00:00","0.8400414","24889921973.6033000000",
"2015-12-05 00:00","0.86243778","26830599027.3686000000",
"2015-12-06 00:00","0.83550012","26189920999.9135000000",
"2015-12-07 00:00","0.81126428","25875481115.9886000000",
"2015-12-08 00:00","0.82211804","25251294086.4871000000",
"2015-12-09 00:00","0.79216707","27484720551.8806000000",
"2015-12-10 00:00","0.84039587","31828658564.8368000000",
"2015-12-11 00:00","0.92976224","30740411065.9880000000",
"2015-12-12 00:00","0.97697264","26268712801.6676000000",
"2015-12-13 00:00","0.95288384","43402465151.9978000000",
"2015-12-14 00:00","0.99302226","37837371085.8020000000",
"2015-12-15 00:00","1.01414597","33172248514.5333000000",
"2015-12-16 00:00","0.99118167","31154765595.2911000000",
"2015-12-17 00:00","0.94070083","32123460619.2653000000",
"2015-12-18 00:00","0.92012739","30022117989.1528000000",
"2015-12-19 00:00","0.90807152","29326126152.2656000000",
"2015-12-20 00:00","0.90388465","33102773288.9407000000",
"2015-12-21 00:00","0.9007706","32437279346.6570000000",
"2015-12-22 00:00","0.86420166","35979331411.0644000000",
"2015-12-23 00:00","0.85807729","35149391917.9994000000",
"2015-12-24 00:00","0.86326188","30263247106.2557000000",
"2015-12-25 00:00","0.87036282","31306419434.6239000000",
"2015-12-26 00:00","0.85460323","33284785116.5305000000",
"2015-12-27 00:00","0.85636461","33602250632.7154000000",
"2015-12-28 00:00","0.8450051","33606756569.5035000000",
"2015-12-29 00:00","0.87305421","33845120050.6177000000",
"2015-12-30 00:00","0.91195798","32431470025.2563000000",
"2015-12-31 00:00","0.93354231","27528497373.7345000000",
"2016-01-01 00:00","0.94802439","29610980283.0192000000",
"2016-01-02 00:00","0.93712407","29509521842.0777000000",
"2016-01-03 00:00","0.97190481","29827335528.0369000000",
"2016-01-04 00:00","0.95448023","33715770429.2663000000",
"2016-01-05 00:00","0.95017588","37502115641.4674000000",
"2016-01-06 00:00","0.95085979","35085686107.5647000000",
"2016-01-07 00:00","0.94200456","31538643916.8091000000",
"2016-01-08 00:00","0.98678917","33287512697.8476000000",
"2016-01-09 00:00","0.98683339","30643882244.5519000000",
"2016-01-10 00:00","0.99923068","30920400698.5571000000",
"2016-01-11 00:00","1.0615958","31779591035.6787000000",
"2016-01-12 00:00","1.14100134","33765252073.0554000000",
"2016-01-13 00:00","1.12520289","30983967996.2770000000",
"2016-01-14 00:00","1.18958628","30862583221.0161000000",
"2016-01-15 00:00","1.20801461","30373732068.4590000000",
"2016-01-16 00:00","1.22029054","27990025308.3300000000",
"2016-01-17 00:00","1.32746649","31811308920.7851000000",
"2016-01-18 00:00","1.42633688","32663621610.8494000000",
"2016-01-19 00:00","1.37139285","29567133180.9454000000",
"2016-01-20 00:00","1.53181744","31482057574.7014000000",
"2016-01-21 00:00","1.55356717","31840178274.9900000000",
"2016-01-22 00:00","1.50126517","32059888899.6646000000",
"2016-01-23 00:00","1.97266793","35018751539.1370000000",
"2016-01-24 00:00","2.14119911","37058068271.1535000000",
"2016-01-25 00:00","2.49927235","43253105270.1683000000",
"2016-01-26 00:00","2.27637196","39843819488.6558000000",
"2016-01-27 00:00","2.38854671","36963444097.7745000000",
"2016-01-28 00:00","2.52648711","38127967770.1197000000",
"2016-01-29 00:00","2.49496174","39476528691.1758000000",
"2016-01-30 00:00","2.44506311","40119113685.8454000000",
"2016-01-31 00:00","2.30604291","36325031964.1725000000",
"2016-02-01 00:00","2.21168852","36230896657.5195000000",
"2016-02-02 00:00","2.43964028","43176097131.8252000000",
"2016-02-03 00:00","2.52868819","43486614546.1845000000",
"2016-02-04 00:00","2.57804036","47011072754.3569000000",
"2016-02-05 00:00","2.53899145","57667986806.2037000000",
"2016-02-06 00:00","2.53446054","38043513841.9790000000",
"2016-02-07 00:00","2.96433783","40967082446.9712000000",
"2016-02-08 00:00","3.17978644","69243919612.2398000000",
"2016-02-09 00:00","4.04464245","83485141274.7382000000",
"2016-02-10 00:00","4.43626165","43657157766.8484000000",
"2016-02-11 00:00","6.01310158","38761572038.7789000000",
"2016-02-12 00:00","5.54697657","38006992696.4214000000",
"2016-02-13 00:00","5.38531876","35262214214.6860000000",
"2016-02-14 00:00","5.2397294","39221174387.2227000000",
"2016-02-15 00:00","5.28835154","36519686119.1530000000",
"2016-02-16 00:00","4.31529093","36588319755.6224000000",
"2016-02-17 00:00","3.75724053","36144417899.8692000000",
"2016-02-18 00:00","4.39913368","36874910181.4306000000",
"2016-02-19 00:00","4.73789215","35289938776.0984000000",
"2016-02-20 00:00","4.34132528","37169413059.5614000000",
"2016-02-21 00:00","4.65361786","46429004507.7094000000",
"2016-02-22 00:00","5.61650419","41030095517.9996000000",
"2016-02-23 00:00","5.58620644","38645835251.9236000000",
"2016-02-24 00:00","6.23647213","42737136300.8298000000",
"2016-02-25 00:00","6.1048007","37658997063.1539000000",
"2016-02-26 00:00","5.92166948","37945459480.3103000000",
"2016-02-27 00:00","6.4258585","38993111235.8002000000",
"2016-02-28 00:00","6.46834803","40116019223.3427000000",
"2016-02-29 00:00","6.33699465","38449167531.9551000000",
"2016-03-01 00:00","7.65368795","42365807081.3270000000",
"2016-03-02 00:00","8.46539021","37105461969.3610000000",
"2016-03-03 00:00","9.29415035","30197305878.1486000000",
"2016-03-04 00:00","10.4059763","29603813457.5732000000",
"2016-03-05 00:00","11.00372696","29245434276.7783000000",
"2016-03-06 00:00","11.38289928","29155901699.5567000000",
"2016-03-07 00:00","9.55262756","26946733054.9703000000",
"2016-03-08 00:00","9.84720898","22652727654.8016000000",
"2016-03-09 00:00","11.89802456","19542740336.6688000000",
"2016-03-10 00:00","11.30498314","16022527399.1335000000",
"2016-03-11 00:00","11.08280182","17480507033.5007000000",
"2016-03-12 00:00","13.53334332","17932586278.6348000000",
"2016-03-13 00:00","14.47500515","17830756575.7737000000",
"2016-03-14 00:00","12.45259762","17309244871.2607000000",
"2016-03-15 00:00","13.01002026","16987542830.9089000000",
"2016-03-16 00:00","12.52089119","17773651372.7465000000",
"2016-03-17 00:00","11.08146954","18123569076.3870000000",
"2016-03-18 00:00","10.99812794","20923539608.2415000000",
"2016-03-19 00:00","10.53070736","18056259091.4969000000",
"2016-03-20 00:00","10.3197794","17090827544.0140000000",
"2016-03-21 00:00","11.86412048","16150828291.8582000000",
"2016-03-22 00:00","11.27481174","16738016716.0850000000",
"2016-03-23 00:00","12.41674995","18119392086.9674000000",
"2016-03-24 00:00","11.23501301","19955002295.8173000000",
"2016-03-25 00:00","10.74315929","18211532025.6637000000",
"2016-03-26 00:00","10.97396755","16245783255.6626000000",
"2016-03-27 00:00","10.4192009","16435335393.8808000000",
"2016-03-28 00:00","11.66560268","17083261009.5739000000",
"2016-03-29 00:00","11.6564436","17071028792.9631000000",
"2016-03-30 00:00","11.952878","16801072150.7575000000",
"2016-03-31 00:00","11.40353775","16498334677.5019000000",
"2016-04-01 00:00","11.66358757","15603983775.3703000000",
"2016-04-02 00:00","11.598876","15571584863.7927000000",
"2016-04-03 00:00","11.61833286","16780613719.8748000000",
"2016-04-04 00:00","11.15727425","16095083169.0988000000",
"2016-04-05 00:00","10.43812466","16178439740.3424000000",
"2016-04-06 00:00","10.68538189","15482097949.5758000000",
"2016-04-07 00:00","10.06968307","16328374329.0326000000",
"2016-04-08 00:00","9.71958637","15457856070.2852000000",
"2016-04-09 00:00","9.15061855","16515190672.8158000000",
"2016-04-10 00:00","8.93634224","15897772421.9360000000",
"2016-04-11 00:00","8.64378929","16290021514.2381000000",
"2016-04-12 00:00","7.44231272","16276765028.8457000000",
"2016-04-13 00:00","8.04442024","17053754030.7467000000",
"2016-04-14 00:00","8.38724041","15805935235.7807000000",
"2016-04-15 00:00","8.24278069","15610929579.3015000000",
"2016-04-16 00:00","8.60949898","16444510714.5413000000",
"2016-04-17 00:00","9.30909824","16080834770.2763000000",
"2016-04-18 00:00","9.03599834","15980226939.8140000000",
"2016-04-19 00:00","8.71487713","16502415154.8873000000",
"2016-04-20 00:00","8.46579361","16598524837.7317000000",
"2016-04-21 00:00","8.10217285","15993590714.3432000000",
"2016-04-22 00:00","7.82126379","15717120844.5300000000",
"2016-04-23 00:00","8.29479218","16305117812.0525000000",
"2016-04-24 00:00","8.00135231","16238969401.7734000000",
"2016-04-25 00:00","7.5543375","17059463330.3108000000",
"2016-04-26 00:00","7.39704084","16455852888.1158000000",
"2016-04-27 00:00","7.75997066","16662205659.3915000000",
"2016-04-28 00:00","7.17252827","17017169157.6149000000",
"2016-04-29 00:00","7.45728827","17340471632.4163000000",
"2016-04-30 00:00","8.81397915","17677612806.7020000000",
"2016-05-01 00:00","8.8465023","17566200398.2944000000",
"2016-05-02 00:00","10.16323185","17717220447.1001000000",
"2016-05-03 00:00","9.31127167","17100351404.5627000000",
"2016-05-04 00:00","9.41376877","17459950835.8004000000",
"2016-05-05 00:00","9.8261013","17453505685.7232000000",
"2016-05-06 00:00","9.34663868","17365444422.6697000000",
"2016-05-07 00:00","9.37050915","17216006743.3251000000",
"2016-05-08 00:00","9.48293018","16838921648.8809000000",
"2016-05-09 00:00","9.29773235","17547442810.6083000000",
"2016-05-10 00:00","9.36151505","17499329634.4246000000",
"2016-05-11 00:00","9.99627781","18726225566.5411000000",
"2016-05-12 00:00","10.05779934","19006727839.4296000000",
"2016-05-13 00:00","10.50657082","19571046498.0534000000",
"2016-05-14 00:00","10.23973179","17326692762.9405000000",
"2016-05-15 00:00","9.9623518","17166277768.9165000000",
"2016-05-16 00:00","11.17129898","17325543215.8868000000",
"2016-05-17 00:00","12.1987505","17520252381.8245000000",
"2016-05-18 00:00","13.55858231","17614339065.9281000000",
"2016-05-19 00:00","14.76970387","18097346620.5968000000",
"2016-05-20 00:00","13.63562298","17343406349.5193000000",
"2016-05-21 00:00","14.01504421","16902597967.4052000000",
"2016-05-22 00:00","14.28610992","17929419466.4984000000",
"2016-05-23 00:00","13.46151066","18045466291.4714000000",
"2016-05-24 00:00","12.73231983","17769390984.6049000000",
"2016-05-25 00:00","12.52603245","17458811130.6759000000",
"2016-05-26 00:00","12.43041801","18020189126.7070000000",
"2016-05-27 00:00","11.29575253","18847007839.5820000000",
"2016-05-28 00:00","11.89294243","17873459386.4223000000",
"2016-05-29 00:00","12.35042667","17398980429.8815000000",
"2016-05-30 00:00","12.72528076","17595824292.7188000000",
"2016-05-31 00:00","14.07725048","17092551831.9790000000",
"2016-06-01 00:00","14.00150299","16806929407.6840000000",
"2016-06-02 00:00","13.73803997","16901591985.3460000000",
"2016-06-03 00:00","13.8466959","16436937554.7573000000",
"2016-06-04 00:00","13.74044323","16724858282.3497000000",
"2016-06-05 00:00","13.97502708","16921022553.0512000000",
"2016-06-06 00:00","13.93407631","17594734532.8227000000",
"2016-06-07 00:00","14.51203537","16888375910.6414000000",
"2016-06-08 00:00","14.41773224","16798471225.9993000000",
"2016-06-09 00:00","14.39861774","17311636689.9832000000",
"2016-06-10 00:00","13.90864468","16938351013.4581000000",
"2016-06-11 00:00","14.19161892","16977403344.9550000000",
"2016-06-12 00:00","15.74371529","17723676432.8813000000",
"2016-06-13 00:00","17.60272408","17971687960.1498000000",
"2016-06-14 00:00","18.89321709","17433469549.7598000000",
"2016-06-15 00:00","18.35429001","18053768874.0753000000",
"2016-06-16 00:00","20.58860207","15366622252.5259000000",
"2016-06-17 00:00","15.37683868","12769113880.3425000000",
"2016-06-18 00:00","11.33068657","12741059003.9688000000",
"2016-06-19 00:00","12.23420715","13097297716.1770000000",
"2016-06-20 00:00","11.83953381","14247642354.0300000000",
"2016-06-21 00:00","13.30673122","13345317892.0526000000",
"2016-06-22 00:00","13.09510899","12878189385.7090000000",
"2016-06-23 00:00","13.67622185","13010805832.0339000000",
"2016-06-24 00:00","14.33205795","14621000199.5042000000",
"2016-06-25 00:00","14.28302765","16449696432.4451000000",
"2016-06-26 00:00","13.85019493","17127354507.0041000000",
"2016-06-27 00:00","13.88386536","17261220853.8535000000",
"2016-06-28 00:00","12.17556","17588901344.3120000000",
"2016-06-29 00:00","12.61120892","18400013277.4596000000",
"2016-06-30 00:00","12.46150208","16707826205.1551000000",
"2016-07-01 00:00","12.19946003","16833787646.0428000000",
"2016-07-02 00:00","12.128438","16850416423.0673000000",
"2016-07-03 00:00","11.7202177","17233774980.7195000000",
"2016-07-04 00:00","11.47100258","17445147010.3664000000",
"2016-07-05 00:00","10.61136818","16595694049.8385000000",
"2016-07-06 00:00","10.52893353","16499657357.9319000000",
"2016-07-07 00:00","10.10936642","16797657179.6429000000",
"2016-07-08 00:00","11.39457512","16806782405.6151000000",
"2016-07-09 00:00","10.96547318","16426507020.6138000000",
"2016-07-10 00:00","10.94762325","16677222340.2115000000",
"2016-07-11 00:00","10.45902729","17027185000.0140000000",
"2016-07-12 00:00","10.51609421","16297400860.2129000000",
"2016-07-13 00:00","10.50051498","16338278186.3786000000",
"2016-07-14 00:00","11.51319122","16109525127.1820000000",
"2016-07-15 00:00","11.95162392","15796185570.0303000000",
"2016-07-16 00:00","11.65283012","16130539827.5822000000",
"2016-07-17 00:00","11.15869617","16286658145.5731000000",
"2016-07-18 00:00","11.03442764","15986710388.3975000000",
"2016-07-19 00:00","11.61912441","16441295525.2602000000",
"2016-07-20 00:00","12.45060062","16566164555.5873000000",
"2016-07-21 00:00","12.65074444","16678726128.1138000000",
"2016-07-22 00:00","14.66192436","16135163600.1331000000",
"2016-07-23 00:00","14.29966831","17649371817.7420000000",
"2016-07-24 00:00","12.74947929","18463626291.8962000000",
"2016-07-25 00:00","13.83611584","18742626694.8831000000",
"2016-07-26 00:00","11.98951626","17611387226.4235000000",
"2016-07-27 00:00","12.97279072","18212012110.9903000000",
"2016-07-28 00:00","12.84363079","17285141787.7140000000",
"2016-07-29 00:00","12.79463482","16140473412.1179000000",
"2016-07-30 00:00","12.46101952","16748282163.2403000000",
"2016-07-31 00:00","11.87594414","16617346508.3387000000",
"2016-08-01 00:00","10.94160366","17724186913.4433000000",
"2016-08-02 00:00","8.78727818","16721683070.3524000000",
"2016-08-03 00:00","10.29389095","16356424024.8786000000",
"2016-08-04 00:00","11.0427866","16172074539.1113000000",
"2016-08-05 00:00","10.92538166","15281701764.4450000000",
"2016-08-06 00:00","10.88107681","15327974406.9413000000",
"2016-08-07 00:00","10.91155529","16029446353.0555000000",
"2016-08-08 00:00","11.2454319","16098572783.8197000000",
"2016-08-09 00:00","12.2443018","16386624977.1615000000",
"2016-08-10 00:00","12.14320564","16171780132.5966000000",
"2016-08-11 00:00","11.69089794","15553412643.8555000000",
"2016-08-12 00:00","11.77854824","15125958051.7853000000",
"2016-08-13 00:00","11.57128239","15081528740.0958000000",
"2016-08-14 00:00","11.19476032","15442518125.1202000000",
"2016-08-15 00:00","11.21837139","15602945116.1934000000",
"2016-08-16 00:00","11.13965511","15193793094.6340000000",
"2016-08-17 00:00","10.75275326","15058079776.1757000000",
"2016-08-18 00:00","10.75610638","14577082635.2265000000",
"2016-08-19 00:00","10.74868679","14332944444.9671000000",
"2016-08-20 00:00","11.24738789","14640063956.8540000000",
"2016-08-21 00:00","11.17916775","14799879923.3942000000",
"2016-08-22 00:00","11.12092113","16105855270.4527000000",
"2016-08-23 00:00","11.03055477","14627398494.6446000000",
"2016-08-24 00:00","11.03602505","15171338520.4381000000",
"2016-08-25 00:00","11.35740757","14924453900.6414000000",
"2016-08-26 00:00","11.29538727","14394910070.1378000000",
"2016-08-27 00:00","11.1482029","14188627062.3365000000",
"2016-08-28 00:00","10.92926788","16655526551.8583000000",
"2016-08-29 00:00","10.98382664","15049724051.3973000000",
"2016-08-30 00:00","11.22885418","14891212397.7924000000",
"2016-08-31 00:00","11.67238045","16057079543.4906000000",
"2016-09-01 00:00","11.99490738","16306683637.4213000000",
"2016-09-02 00:00","12.11295128","15563911082.5591000000",
"2016-09-03 00:00","11.75873947","15923426239.5821000000",
"2016-09-04 00:00","11.67991734","14782159113.5360000000",
"2016-09-05 00:00","11.71703339","15029630097.3134000000",
"2016-09-06 00:00","11.68914032","15091789331.7151000000",
"2016-09-07 00:00","11.54791069","17697741803.9488000000",
"2016-09-08 00:00","11.34593678","15907192268.7563000000",
"2016-09-09 00:00","11.65284252","14997115857.5021000000",
"2016-09-10 00:00","12.1684866","15952891259.5593000000",
"2016-09-11 00:00","11.63843155","15338162807.1184000000",
"2016-09-12 00:00","11.89369202","15917192935.9585000000",
"2016-09-13 00:00","11.91872501","16093905818.5559000000",
"2016-09-14 00:00","11.92320633","16280136846.0126000000",
"2016-09-15 00:00","11.93702698","16744037429.0935000000",
"2016-09-16 00:00","12.55577183","16078568086.7336000000",
"2016-09-17 00:00","12.69864559","15063842733.1688000000",
"2016-09-18 00:00","12.43123531","15285514770.7347000000",
"2016-09-19 00:00","13.18900108","17758231182.8716000000",
"2016-09-20 00:00","14.43027496","17728079868.1943000000",
"2016-09-21 00:00","13.76851273","14011917609.6408000000",
"2016-09-22 00:00","13.24758434","11097187131.5472000000",
"2016-09-23 00:00","13.3313179","14040917864.7158000000",
"2016-09-24 00:00","12.87793636","16705735321.4118000000",
"2016-09-25 00:00","13.10085487","18929042557.2562000000",
"2016-09-26 00:00","12.8230505","15596718525.1672000000",
"2016-09-27 00:00","13.09827995","16196239900.6281000000",
"2016-09-28 00:00","13.27484035","14165196236.2524000000",
"2016-09-29 00:00","13.07335472","13281273692.7613000000",
"2016-09-30 00:00","13.22480297","13429951994.0888000000",
"2016-10-01 00:00","13.17269611","12643377104.8693000000",
"2016-10-02 00:00","13.19970989","13895691344.5600000000",
"2016-10-03 00:00","13.45236683","11896119720.0815000000",
"2016-10-04 00:00","13.27698708","9933569360.9916000000",
"2016-10-05 00:00","13.03569317","9978217825.2735000000",
"2016-10-06 00:00","12.85433292","10980411937.9456000000",
"2016-10-07 00:00","12.66705894","12471251795.7750000000",
"2016-10-08 00:00","12.21911621","12618841987.2091000000",
"2016-10-09 00:00","12.05368328","12743845237.5022000000",
"2016-10-10 00:00","11.75553703","10685329439.2332000000",
"2016-10-11 00:00","11.78567982","9094671592.7046000000",
"2016-10-12 00:00","11.93353081","23244746789.0607000000",
"2016-10-13 00:00","11.9630022","19298922173.8383000000",
"2016-10-14 00:00","11.93824577","30725683961.7831000000",
"2016-10-15 00:00","11.98343563","26383955989.3987000000",
"2016-10-16 00:00","11.9515667","35020139317.3907000000",
"2016-10-17 00:00","12.0050087","31306291469.7768000000",
"2016-10-18 00:00","12.58848763","16098092071.9063000000",
"2016-10-19 00:00","12.02256203","15812125753.9093000000",
"2016-10-20 00:00","12.098979","15570296990.4563000000",
"2016-10-21 00:00","12.17536449","15239904219.9818000000",
"2016-10-22 00:00","12.07148743","16203708715.5803000000",
"2016-10-23 00:00","12.03603363","16001711046.5410000000",
"2016-10-24 00:00","11.96895885","16658637266.7732000000",
"2016-10-25 00:00","11.41400719","16305499394.0735000000",
"2016-10-26 00:00","11.53199673","16048894322.0605000000",
"2016-10-27 00:00","11.49969292","16379693711.7919000000",
"2016-10-28 00:00","11.08507824","16686866316.3686000000",
"2016-10-29 00:00","10.44459438","16592038786.3895000000",
"2016-10-30 00:00","11.18276787","16763102896.9345000000",
"2016-10-31 00:00","10.99822712","16891277004.6530000000",
"2016-11-01 00:00","10.76613426","18308139867.3441000000",
"2016-11-02 00:00","10.75260258","17876436826.0518000000",
"2016-11-03 00:00","10.80099678","14821732600.8787000000",
"2016-11-04 00:00","11.09069157","13324643542.4588000000",
"2016-11-05 00:00","11.0025177","14520187452.0872000000",
"2016-11-06 00:00","10.87350655","16859400034.5717000000",
"2016-11-07 00:00","10.80883884","16177376932.0581000000",
"2016-11-08 00:00","10.83365059","18783919040.7319000000",
"2016-11-09 00:00","10.65554047","17386952262.6361000000",
"2016-11-10 00:00","10.52449417","22163844805.7288000000",
"2016-11-11 00:00","10.28994465","16714452519.6476000000",
"2016-11-12 00:00","9.87795925","16825143890.2410000000",
"2016-11-13 00:00","10.10153484","16978510701.2317000000",
"2016-11-14 00:00","9.96647644","16739876147.2709000000",
"2016-11-15 00:00","10.21750355","16132163662.4012000000",
"2016-11-16 00:00","10.05912781","14756302009.5869000000",
"2016-11-17 00:00","9.99117851","16402774704.2579000000",
"2016-11-18 00:00","9.47615719","12812569519.4668000000",
"2016-11-19 00:00","9.66276073","13592844757.9179000000",
"2016-11-20 00:00","9.57928467","14771078443.4751000000",
"2016-11-21 00:00","9.62081528","13660410937.1749000000",
"2016-11-22 00:00","9.9057169","14803382791.9820000000",
"2016-11-23 00:00","9.84361649","15953019063.1513000000",
"2016-11-24 00:00","9.23167324","12382704546.1401000000",
"2016-11-25 00:00","9.40205097","14525671041.2193000000",
"2016-11-26 00:00","9.3281126","14340897247.8775000000",
"2016-11-27 00:00","8.99847031","14644267632.4323000000",
"2016-11-28 00:00","8.72482395","14828687548.0052000000",
"2016-11-29 00:00","8.17411613","12730495817.1366000000",
"2016-11-30 00:00","8.58754253","13142728705.0023000000",
"2016-12-01 00:00","8.4525013","13205819871.5534000000",
"2016-12-02 00:00","7.75996161","12258694866.7146000000",
"2016-12-03 00:00","7.92134237","12555540712.0207000000",
"2016-12-04 00:00","7.44367933","13907839961.7295000000",
"2016-12-05 00:00","6.82166243","14539848493.7909000000",
"2016-12-06 00:00","7.86892748","14125713482.1533000000",
"2016-12-07 00:00","8.38148212","5934830457331.7100000000",
"2016-12-08 00:00","8.23051453","13686217877.2977000000",
"2016-12-09 00:00","8.44601345","13259272827.5516000000",
"2016-12-10 00:00","8.12516308","13400065809.6015000000",
"2016-12-11 00:00","8.19362354","14727317642.4674000000",
"2016-12-12 00:00","8.52221107","15393002737.2231000000",
"2016-12-13 00:00","8.4228487","14738567729.1921000000",
"2016-12-14 00:00","8.26523495","14839087139.4751000000",
"2016-12-15 00:00","7.82846737","14315101448.4849000000",
"2016-12-16 00:00","7.8582139","16902267505.2874000000",
"2016-12-17 00:00","7.87658596","18344205113.5340000000",
"2016-12-18 00:00","7.86532021","15733589879.5269000000",
"2016-12-19 00:00","7.64382315","16643791216.3856000000",
"2016-12-20 00:00","7.66003942","18748425948.9554000000",
"2016-12-21 00:00","7.91440153","16145523724.3897000000",
"2016-12-22 00:00","7.58500481","15632728390.8401000000",
"2016-12-23 00:00","7.16614914","14314182807.2636000000",
"2016-12-24 00:00","7.2657733","13863199607.6832000000",
"2016-12-25 00:00","7.17507982","14546437236.2730000000",
"2016-12-26 00:00","7.27409172","15581084936.8795000000",
"2016-12-27 00:00","7.1708231","15239026429.0778000000",
"2016-12-28 00:00","7.52010679","15927212227.0210000000",
"2016-12-29 00:00","8.28415871","15944242593.8464000000",
"2016-12-30 00:00","8.15998363","14303589867.6337000000",
"2016-12-31 00:00","7.96909714","14161721338.4826000000",
"2017-01-01 00:00","8.17257118","14884622147.4751000000",
"2017-01-02 00:00","8.37851238","16108328068.2696000000",
"2017-01-03 00:00","9.72524548","16791158905.3014000000",
"2017-01-04 00:00","11.25155067","16249002467.2448000000",
