时间,币价,区块数
"2017-01-03 00:00","9.72524548","6141.0000000000",
"2017-01-04 00:00","11.25155067","6091.0000000000",
"2017-01-05 00:00","10.25437069","6009.0000000000",
"2017-01-06 00:00","10.25465107","6108.0000000000",
"2017-01-07 00:00","9.8671875","6074.0000000000",
"2017-01-08 00:00","10.2897892","6082.0000000000",
"2017-01-09 00:00","10.32563591","6030.0000000000",
"2017-01-10 00:00","10.54957294","6047.0000000000",
"2017-01-11 00:00","9.71775723","6056.0000000000",
"2017-01-12 00:00","9.86132526","6106.0000000000",
"2017-01-13 00:00","9.76949883","6067.0000000000",
"2017-01-14 00:00","9.6466608","6085.0000000000",
"2017-01-15 00:00","9.90425682","6052.0000000000",
"2017-01-16 00:00","9.63650227","6002.0000000000",
"2017-01-17 00:00","10.30234909","6065.0000000000",
"2017-01-18 00:00","10.22776699","6158.0000000000",
"2017-01-19 00:00","10.39718246","5963.0000000000",
"2017-01-20 00:00","10.60062504","6046.0000000000",
"2017-01-21 00:00","10.90918159","6065.0000000000",
"2017-01-22 00:00","10.70322132","6048.0000000000",
"2017-01-23 00:00","10.82081127","6037.0000000000",
"2017-01-24 00:00","10.63247776","6010.0000000000",
"2017-01-25 00:00","10.57054901","6081.0000000000",
"2017-01-26 00:00","10.58913231","5985.0000000000",
"2017-01-27 00:00","10.53732777","6063.0000000000",
"2017-01-28 00:00","10.5649662","5960.0000000000",
"2017-01-29 00:00","10.48404408","6094.0000000000",
"2017-01-30 00:00","10.57116795","6018.0000000000",
"2017-01-31 00:00","10.72754002","6009.0000000000",
"2017-02-01 00:00","10.73209953","6047.0000000000",
"2017-02-02 00:00","10.82135391","5990.0000000000",
"2017-02-03 00:00","11.11449337","6078.0000000000",
"2017-02-04 00:00","11.43353271","6077.0000000000",
"2017-02-05 00:00","11.3530283","6050.0000000000",
"2017-02-06 00:00","11.38935947","5998.0000000000",
"2017-02-07 00:00","11.51529217","6067.0000000000",
"2017-02-08 00:00","11.43119621","6029.0000000000",
"2017-02-09 00:00","11.03224182","6040.0000000000",
"2017-02-10 00:00","11.2789278","6038.0000000000",
"2017-02-11 00:00","11.34952068","6059.0000000000",
"2017-02-12 00:00","11.39915657","6070.0000000000",
"2017-02-13 00:00","11.26952076","6023.0000000000",
"2017-02-14 00:00","13.02523708","6089.0000000000",
"2017-02-15 00:00","12.91972351","6052.0000000000",
"2017-02-16 00:00","12.90366554","6012.0000000000",
"2017-02-17 00:00","12.6764822","5999.0000000000",
"2017-02-18 00:00","12.81015205","6019.0000000000",
"2017-02-19 00:00","12.75846291","6015.0000000000",
"2017-02-20 00:00","12.43014431","6052.0000000000",
"2017-02-21 00:00","12.66839504","5968.0000000000",
"2017-02-22 00:00","12.59969425","6019.0000000000",
"2017-02-23 00:00","13.1193552","6011.0000000000",
"2017-02-24 00:00","13.06915283","6039.0000000000",
"2017-02-25 00:00","13.54866791","6089.0000000000",
"2017-02-26 00:00","14.5199604","5988.0000000000",
"2017-02-27 00:00","15.39652157","6107.0000000000",
"2017-02-28 00:00","15.81719875","5958.0000000000",
"2017-03-01 00:00","17.34967995","6061.0000000000",
"2017-03-02 00:00","19.03023911","6006.0000000000",
"2017-03-03 00:00","19.45896912","5985.0000000000",
"2017-03-04 00:00","18.61887932","6073.0000000000",
"2017-03-05 00:00","19.30225182","5977.0000000000",
"2017-03-06 00:00","19.60566902","5978.0000000000",
"2017-03-07 00:00","18.88864517","6016.0000000000",
"2017-03-08 00:00","16.6512928","5928.0000000000",
"2017-03-09 00:00","17.75471878","5953.0000000000",
"2017-03-10 00:00","19.33226776","6002.0000000000",
"2017-03-11 00:00","21.47252274","5919.0000000000",
"2017-03-12 00:00","23.43771935","6040.0000000000",
"2017-03-13 00:00","28.59292221","5961.0000000000",
"2017-03-14 00:00","28.65459824","5986.0000000000",
"2017-03-15 00:00","35.05591965","5990.0000000000",
"2017-03-16 00:00","46.34581375","6046.0000000000",
"2017-03-17 00:00","46.82799149","5991.0000000000",
"2017-03-18 00:00","34.16022873","5950.0000000000",
"2017-03-19 00:00","44.74007416","6066.0000000000",
"2017-03-20 00:00","43.39022446","5957.0000000000",
"2017-03-21 00:00","43.14509201","6008.0000000000",
"2017-03-22 00:00","42.34205627","5914.0000000000",
"2017-03-23 00:00","43.67842865","5913.0000000000",
"2017-03-24 00:00","53.10752487","5962.0000000000",
"2017-03-25 00:00","51.25004578","5981.0000000000",
"2017-03-26 00:00","50.52159882","5951.0000000000",
"2017-03-27 00:00","49.66692734","5900.0000000000",
"2017-03-28 00:00","50.77490234","5988.0000000000",
"2017-03-29 00:00","53.12607574","5910.0000000000",
"2017-03-30 00:00","52.20576096","5971.0000000000",
"2017-03-31 00:00","50.03727722","5926.0000000000",
"2017-04-01 00:00","50.69946289","5846.0000000000",
"2017-04-02 00:00","48.74874878","5979.0000000000",
"2017-04-03 00:00","44.35643387","5932.0000000000",
"2017-04-04 00:00","44.641922","5986.0000000000",
"2017-04-05 00:00","45.30395126","5880.0000000000",
"2017-04-06 00:00","43.24213791","5946.0000000000",
"2017-04-07 00:00","42.16263199","5936.0000000000",
"2017-04-08 00:00","44.30706787","5797.0000000000",
"2017-04-09 00:00","43.26697159","5758.0000000000",
"2017-04-10 00:00","43.43519592","5849.0000000000",
"2017-04-11 00:00","43.40720367","5779.0000000000",
"2017-04-12 00:00","46.28725052","5798.0000000000",
"2017-04-13 00:00","50.21942139","5908.0000000000",
"2017-04-14 00:00","47.57413483","5721.0000000000",
"2017-04-15 00:00","49.10149002","5820.0000000000",
"2017-04-16 00:00","48.71854782","5861.0000000000",
"2017-04-17 00:00","48.30456924","5861.0000000000",
"2017-04-18 00:00","50.70747375","5718.0000000000",
"2017-04-19 00:00","48.30527878","5859.0000000000",
"2017-04-20 00:00","49.6721611","5878.0000000000",
"2017-04-21 00:00","48.22444916","5792.0000000000",
"2017-04-22 00:00","48.55300522","5864.0000000000",
"2017-04-23 00:00","48.48928833","5721.0000000000",
"2017-04-24 00:00","50.03145981","5897.0000000000",
"2017-04-25 00:00","49.89123154","5637.0000000000",
"2017-04-26 00:00","52.72032928","5642.0000000000",
"2017-04-27 00:00","62.16772842","5697.0000000000",
"2017-04-28 00:00","70.15920258","5626.0000000000",
"2017-04-29 00:00","68.37693024","5648.0000000000",
"2017-04-30 00:00","79.02124786","5624.0000000000",
"2017-05-01 00:00","76.29698181","5619.0000000000",
"2017-05-02 00:00","77.26377869","5649.0000000000",
"2017-05-03 00:00","79.7181778","5649.0000000000",
"2017-05-04 00:00","96.98135376","5675.0000000000",
"2017-05-05 00:00","94.39853668","5678.0000000000",
"2017-05-06 00:00","97.81348419","5718.0000000000",
"2017-05-07 00:00","94.00731659","5640.0000000000",
"2017-05-08 00:00","91.42037964","5672.0000000000",
"2017-05-09 00:00","91.16291809","5648.0000000000",
"2017-05-10 00:00","89.52485657","5702.0000000000",
"2017-05-11 00:00","89.87966919","5688.0000000000",
"2017-05-12 00:00","88.65538025","5591.0000000000",
"2017-05-13 00:00","90.83539581","5402.0000000000",
"2017-05-14 00:00","90.7865448","5401.0000000000",
"2017-05-15 00:00","92.4148941","5457.0000000000",
"2017-05-16 00:00","89.43795013","5325.0000000000",
"2017-05-17 00:00","89.86037445","5462.0000000000",
"2017-05-18 00:00","96.90627289","5424.0000000000",
"2017-05-19 00:00","129.52746582","5489.0000000000",
"2017-05-20 00:00","126.5211792","5437.0000000000",
"2017-05-21 00:00","157.93659973","5468.0000000000",
"2017-05-22 00:00","174.2613678","5419.0000000000",
"2017-05-23 00:00","181.95245361","5427.0000000000",
"2017-05-24 00:00","190.04576111","5465.0000000000",
"2017-05-25 00:00","174.44638062","5492.0000000000",
"2017-05-26 00:00","160.40330505","5439.0000000000",
"2017-05-27 00:00","157.75782776","5453.0000000000",
"2017-05-28 00:00","170.51091003","5579.0000000000",
"2017-05-29 00:00","194.90939331","5581.0000000000",
"2017-05-30 00:00","231.91082764","5412.0000000000",
"2017-05-31 00:00","230.66937256","5276.0000000000",
"2017-06-01 00:00","222.23916626","5087.0000000000",
"2017-06-02 00:00","223.77507019","5206.0000000000",
"2017-06-03 00:00","224.37557983","5160.0000000000",
"2017-06-04 00:00","245.33224487","5249.0000000000",
"2017-06-05 00:00","248.46400452","5208.0000000000",
"2017-06-06 00:00","264.46560669","5239.0000000000",
"2017-06-07 00:00","258.07122803","5209.0000000000",
"2017-06-08 00:00","261.66629028","5214.0000000000",
"2017-06-09 00:00","281.73681641","5332.0000000000",
"2017-06-10 00:00","337.66799927","5246.0000000000",
"2017-06-11 00:00","340.60888672","5237.0000000000",
"2017-06-12 00:00","401.49038696","5272.0000000000",
"2017-06-13 00:00","397.53710938","5293.0000000000",
"2017-06-14 00:00","359.05300903","5305.0000000000",
"2017-06-15 00:00","361.93295288","5336.0000000000",
"2017-06-16 00:00","370.22747803","5279.0000000000",
"2017-06-17 00:00","379.41421509","5347.0000000000",
"2017-06-18 00:00","371.45806885","5334.0000000000",
"2017-06-19 00:00","370.05587769","4967.0000000000",
"2017-06-20 00:00","359.00543213","4898.0000000000",
"2017-06-21 00:00","336.87182617","4944.0000000000",
"2017-06-22 00:00","336.37051392","4890.0000000000",
"2017-06-23 00:00","341.73861694","4939.0000000000",
"2017-06-24 00:00","323.69592285","4926.0000000000",
"2017-06-25 00:00","303.2482605","4965.0000000000",
"2017-06-26 00:00","272.69189453","5001.0000000000",
"2017-06-27 00:00","293.08795166","4961.0000000000",
"2017-06-28 00:00","327.92669678","5027.0000000000",
"2017-06-29 00:00","302.88327026","5036.0000000000",
"2017-06-30 00:00","294.91583252","5009.0000000000",
"2017-07-01 00:00","274.60055542","5034.0000000000",
"2017-07-02 00:00","287.98687744","5052.0000000000",
"2017-07-03 00:00","282.89752197","5078.0000000000",
"2017-07-04 00:00","273.30322266","4985.0000000000",
"2017-07-05 00:00","268.77432251","5046.0000000000",
"2017-07-06 00:00","270.54934692","5084.0000000000",
"2017-07-07 00:00","245.99084473","5087.0000000000",
"2017-07-08 00:00","251.69714355","5094.0000000000",
"2017-07-09 00:00","242.13729858","4594.0000000000",
"2017-07-10 00:00","215.35661316","4520.0000000000",
"2017-07-11 00:00","197.40393066","4509.0000000000",
"2017-07-12 00:00","230.77400208","4512.0000000000",
"2017-07-13 00:00","209.73280334","4502.0000000000",
"2017-07-14 00:00","199.66233826","4603.0000000000",
"2017-07-15 00:00","170.65452576","4575.0000000000",
"2017-07-16 00:00","157.36277771","4459.0000000000",
"2017-07-17 00:00","193.42442322","4551.0000000000",
"2017-07-18 00:00","234.39085388","4637.0000000000",
"2017-07-19 00:00","199.70274353","4632.0000000000",
"2017-07-20 00:00","227.26464844","4543.0000000000",
"2017-07-21 00:00","218.30462646","4649.0000000000",
"2017-07-22 00:00","229.47618103","4660.0000000000",
"2017-07-23 00:00","225.95077515","4582.0000000000",
"2017-07-24 00:00","224.71099854","4686.0000000000",
"2017-07-25 00:00","206.70994568","4650.0000000000",
"2017-07-26 00:00","203.95339966","4634.0000000000",
"2017-07-27 00:00","204.31762695","4647.0000000000",
"2017-07-28 00:00","193.34088135","4683.0000000000",
"2017-07-29 00:00","205.78875732","4704.0000000000",
"2017-07-30 00:00","197.97784424","4535.0000000000",
"2017-07-31 00:00","203.87060547","4087.0000000000",
"2017-08-01 00:00","226.76872253","4044.0000000000",
"2017-08-02 00:00","219.9524231","3976.0000000000",
"2017-08-03 00:00","225.34230042","4040.0000000000",
"2017-08-04 00:00","222.85162354","4034.0000000000",
"2017-08-05 00:00","256.50653076","4032.0000000000",
"2017-08-06 00:00","261.56741333","4094.0000000000",
"2017-08-07 00:00","269.17980957","4093.0000000000",
"2017-08-08 00:00","296.76889038","4113.0000000000",
"2017-08-09 00:00","296.02682495","4029.0000000000",
"2017-08-10 00:00","295.89163208","4105.0000000000",
"2017-08-11 00:00","308.86364746","4113.0000000000",
"2017-08-12 00:00","310.60092163","4129.0000000000",
"2017-08-13 00:00","298.06408691","4133.0000000000",
"2017-08-14 00:00","300.09729004","4132.0000000000",
"2017-08-15 00:00","289.81842041","4166.0000000000",
"2017-08-16 00:00","302.26663208","4144.0000000000",
"2017-08-17 00:00","301.45706177","4136.0000000000",
"2017-08-18 00:00","295.58984375","4211.0000000000",
"2017-08-19 00:00","297.4704895","4156.0000000000",
"2017-08-20 00:00","301.4284668","4233.0000000000",
"2017-08-21 00:00","321.59127808","4185.0000000000",
"2017-08-22 00:00","314.78482056","4216.0000000000",
"2017-08-23 00:00","317.51852417","4184.0000000000",
"2017-08-24 00:00","325.61141968","3554.0000000000",
"2017-08-25 00:00","331.91531372","3499.0000000000",
"2017-08-26 00:00","333.8817749","3514.0000000000",
"2017-08-27 00:00","347.89300537","3446.0000000000",
"2017-08-28 00:00","347.74728394","3541.0000000000",
"2017-08-29 00:00","370.66699219","3531.0000000000",
"2017-08-30 00:00","378.48522949","3473.0000000000",
"2017-08-31 00:00","383.04241943","3521.0000000000",
"2017-09-01 00:00","387.74066162","3541.0000000000",
"2017-09-02 00:00","348.98428345","3539.0000000000",
"2017-09-03 00:00","347.48413086","3527.0000000000",
"2017-09-04 00:00","295.17092896","3559.0000000000",
"2017-09-05 00:00","312.98809814","3510.0000000000",
"2017-09-06 00:00","334.33804321","3547.0000000000",
"2017-09-07 00:00","329.42797852","3592.0000000000",
"2017-09-08 00:00","296.49658203","3561.0000000000",
"2017-09-09 00:00","294.40472412","3574.0000000000",
"2017-09-10 00:00","288.74688721","3551.0000000000",
"2017-09-11 00:00","294.53234863","3603.0000000000",
"2017-09-12 00:00","291.12164307","3536.0000000000",
"2017-09-13 00:00","277.1116333","3599.0000000000",
"2017-09-14 00:00","213.90843201","3616.0000000000",
"2017-09-15 00:00","250.46438599","3609.0000000000",
"2017-09-16 00:00","246.52172852","3630.0000000000",
"2017-09-17 00:00","251.74935913","3557.0000000000",
"2017-09-18 00:00","293.4967041","3628.0000000000",
"2017-09-19 00:00","282.80383301","3600.0000000000",
"2017-09-20 00:00","283.74209595","3645.0000000000",
"2017-09-21 00:00","258.58004761","3001.0000000000",
"2017-09-22 00:00","264.30957031","2884.0000000000",
"2017-09-23 00:00","286.16784668","2938.0000000000",
"2017-09-24 00:00","282.48339844","2836.0000000000",
"2017-09-25 00:00","292.33215332","2890.0000000000",
"2017-09-26 00:00","287.43795776","2904.0000000000",
"2017-09-27 00:00","306.46713257","2856.0000000000",
"2017-09-28 00:00","299.15545654","2829.0000000000",
"2017-09-29 00:00","291.46737671","2840.0000000000",
"2017-09-30 00:00","301.46524048","2862.0000000000",
"2017-10-01 00:00","302.33682251","2842.0000000000",
"2017-10-02 00:00","297.47497559","2862.0000000000",
"2017-10-03 00:00","292.46264648","2886.0000000000",
"2017-10-04 00:00","292.65756226","2946.0000000000",
"2017-10-05 00:00","295.86300659","2848.0000000000",
"2017-10-06 00:00","308.58810425","2848.0000000000",
"2017-10-07 00:00","311.1242981","2879.0000000000",
"2017-10-08 00:00","308.60794067","2882.0000000000",
"2017-10-09 00:00","297.39175415","2915.0000000000",
"2017-10-10 00:00","299.86999512","2915.0000000000",
"2017-10-11 00:00","303.45602417","2899.0000000000",
"2017-10-12 00:00","304.13616943","2891.0000000000",
"2017-10-13 00:00","338.75732422","2887.0000000000",
"2017-10-14 00:00","339.62789917","2925.0000000000",
"2017-10-15 00:00","336.5949707","4554.0000000000",
"2017-10-16 00:00","333.38421631","6050.0000000000",
"2017-10-17 00:00","317.0819397","6221.0000000000",
"2017-10-18 00:00","314.31869507","6241.0000000000",
"2017-10-19 00:00","308.08755493","6237.0000000000",
"2017-10-20 00:00","304.00613403","6229.0000000000",
"2017-10-21 00:00","300.18743896","6280.0000000000",
"2017-10-22 00:00","295.44625854","6254.0000000000",
"2017-10-23 00:00","286.94973755","6248.0000000000",
"2017-10-24 00:00","298.32757568","6176.0000000000",
"2017-10-25 00:00","297.92541504","6157.0000000000",
"2017-10-26 00:00","296.52716064","6229.0000000000",
"2017-10-27 00:00","297.4225769","6240.0000000000",
"2017-10-28 00:00","296.29800415","6194.0000000000",
"2017-10-29 00:00","305.08795166","6072.0000000000",
"2017-10-30 00:00","307.75115967","6275.0000000000",
"2017-10-31 00:00","305.87939453","6142.0000000000",
"2017-11-01 00:00","291.69442749","6144.0000000000",
"2017-11-02 00:00","287.42855835","6208.0000000000",
"2017-11-03 00:00","305.71130371","6196.0000000000",
"2017-11-04 00:00","300.46865845","6299.0000000000",
"2017-11-05 00:00","296.26263428","6199.0000000000",
"2017-11-06 00:00","298.89205933","6211.0000000000",
"2017-11-07 00:00","294.65856934","6236.0000000000",
"2017-11-08 00:00","309.0697937","6195.0000000000",
"2017-11-09 00:00","320.88391113","6300.0000000000",
"2017-11-10 00:00","299.25253296","6267.0000000000",
"2017-11-11 00:00","314.6812439","6245.0000000000",
"2017-11-12 00:00","307.90823364","6225.0000000000",
"2017-11-13 00:00","316.71585083","6122.0000000000",
"2017-11-14 00:00","337.63098145","6237.0000000000",
"2017-11-15 00:00","333.35681152","6154.0000000000",
"2017-11-16 00:00","330.92422485","6235.0000000000",
"2017-11-17 00:00","332.394104","6215.0000000000",
"2017-11-18 00:00","347.61239624","6266.0000000000",
"2017-11-19 00:00","354.38577271","6176.0000000000",
"2017-11-20 00:00","366.72973633","6174.0000000000",
"2017-11-21 00:00","360.40063477","6242.0000000000",
"2017-11-22 00:00","380.65209961","6190.0000000000",
"2017-11-23 00:00","410.16558838","6234.0000000000",
"2017-11-24 00:00","474.91140747","6201.0000000000",
"2017-11-25 00:00","466.27633667","6169.0000000000",
"2017-11-26 00:00","471.33026123","6086.0000000000",
"2017-11-27 00:00","480.35513306","6094.0000000000",
"2017-11-28 00:00","472.90206909","6108.0000000000",
"2017-11-29 00:00","427.52328491","6151.0000000000",
"2017-11-30 00:00","447.11431885","6127.0000000000",
"2017-12-01 00:00","466.5397644","6053.0000000000",
"2017-12-02 00:00","463.4493103","6029.0000000000",
"2017-12-03 00:00","465.85339355","5671.0000000000",
"2017-12-04 00:00","470.20385742","5588.0000000000",
"2017-12-05 00:00","463.28088379","5473.0000000000",
"2017-12-06 00:00","428.58764648","5798.0000000000",
"2017-12-07 00:00","434.40774536","5803.0000000000",
"2017-12-08 00:00","456.03131104","5813.0000000000",
"2017-12-09 00:00","473.50195313","5781.0000000000",
"2017-12-10 00:00","441.72088623","5749.0000000000",
"2017-12-11 00:00","515.13641357","5715.0000000000",
"2017-12-12 00:00","651.43145752","5659.0000000000",
"2017-12-13 00:00","702.7668457","5694.0000000000",
"2017-12-14 00:00","695.81555176","5800.0000000000",
"2017-12-15 00:00","684.44830322","5775.0000000000",
"2017-12-16 00:00","696.20947266","5781.0000000000",
"2017-12-17 00:00","719.97515869","5781.0000000000",
"2017-12-18 00:00","794.64483643","5604.0000000000",
"2017-12-19 00:00","826.82305908","5571.0000000000",
"2017-12-20 00:00","819.08557129","5570.0000000000",
"2017-12-21 00:00","821.06335449","5652.0000000000",
"2017-12-22 00:00","674.86010742","5947.0000000000",
"2017-12-23 00:00","719.38726807","5981.0000000000",
"2017-12-24 00:00","694.14837646","6032.0000000000",
"2017-12-25 00:00","765.83428955","5992.0000000000",
"2017-12-26 00:00","773.83575439","5966.0000000000",
"2017-12-27 00:00","762.84216309","5889.0000000000",
"2017-12-28 00:00","737.02301025","5786.0000000000",
"2017-12-29 00:00","753.59210205","5773.0000000000",
"2017-12-30 00:00","717.25653076","5907.0000000000",
"2017-12-31 00:00","756.73260498","5926.0000000000",
"2018-01-01 00:00","772.64080811","5750.0000000000",
"2018-01-02 00:00","884.44439697","5540.0000000000",
"2018-01-03 00:00","962.71966553","5454.0000000000",
"2018-01-04 00:00","980.92175293","5341.0000000000",
"2018-01-05 00:00","997.71966553","5416.0000000000",
"2018-01-06 00:00","1041.67834473","5528.0000000000",
"2018-01-07 00:00","1153.16833496","5408.0000000000",
"2018-01-08 00:00","1148.52941895","5377.0000000000",
"2018-01-09 00:00","1299.73547363","5415.0000000000",
"2018-01-10 00:00","1255.82006836","5430.0000000000",
"2018-01-11 00:00","1154.93151855","5419.0000000000",
"2018-01-12 00:00","1273.2019043","5394.0000000000",
"2018-01-13 00:00","1396.41760254","5625.0000000000",
"2018-01-14 00:00","1366.7722168","5424.0000000000",
"2018-01-15 00:00","1291.91772461","5522.0000000000",
"2018-01-16 00:00","1053.69177246","5572.0000000000",
"2018-01-17 00:00","1014.25457764","5569.0000000000",
"2018-01-18 00:00","1036.28295898","5685.0000000000",
"2018-01-19 00:00","1039.10131836","5873.0000000000",
"2018-01-20 00:00","1155.15332031","5810.0000000000",
"2018-01-21 00:00","1049.58117676","5883.0000000000",
"2018-01-22 00:00","1003.26080322","5898.0000000000",
"2018-01-23 00:00","986.22924805","5961.0000000000",
"2018-01-24 00:00","1058.78198242","5910.0000000000",
"2018-01-25 00:00","1056.03320313","5910.0000000000",
"2018-01-26 00:00","1055.17150879","6004.0000000000",
"2018-01-27 00:00","1107.0670166","6017.0000000000",
"2018-01-28 00:00","1246.00585938","5925.0000000000",
"2018-01-29 00:00","1182.3605957","5867.0000000000",
"2018-01-30 00:00","1071.13110352","5883.0000000000",
"2018-01-31 00:00","1118.30627441","5778.0000000000",
"2018-02-01 00:00","1036.78674316","5865.0000000000",
"2018-02-02 00:00","915.78546143","5973.0000000000",
"2018-02-03 00:00","964.01947021","5960.0000000000",
"2018-02-04 00:00","834.68206787","6025.0000000000",
"2018-02-05 00:00","697.95056152","5926.0000000000",
"2018-02-06 00:00","793.12243652","5913.0000000000",
"2018-02-07 00:00","757.0682373","6002.0000000000",
"2018-02-08 00:00","817.80725098","5936.0000000000",
"2018-02-09 00:00","883.86456299","6022.0000000000",
"2018-02-10 00:00","860.4152832","5955.0000000000",
"2018-02-11 00:00","814.66021729","5945.0000000000",
"2018-02-12 00:00","868.70678711","5965.0000000000",
"2018-02-13 00:00","845.25823975","5860.0000000000",
"2018-02-14 00:00","923.5612793","5966.0000000000",
"2018-02-15 00:00","936.97589111","5958.0000000000",
"2018-02-16 00:00","944.20953369","6036.0000000000",
"2018-02-17 00:00","974.11486816","5984.0000000000",
"2018-02-18 00:00","923.92132568","5898.0000000000",
"2018-02-19 00:00","943.86541748","5814.0000000000",
"2018-02-20 00:00","895.3706665","5849.0000000000",
"2018-02-21 00:00","849.97149658","5873.0000000000",
"2018-02-22 00:00","812.84454346","5926.0000000000",
"2018-02-23 00:00","864.18914795","5850.0000000000",
"2018-02-24 00:00","840.51525879","5858.0000000000",
"2018-02-25 00:00","844.81036377","5803.0000000000",
"2018-02-26 00:00","869.31518555","5865.0000000000",
"2018-02-27 00:00","878.26507568","5898.0000000000",
"2018-02-28 00:00","855.19885254","5879.0000000000",
"2018-03-01 00:00","872.1998291","5899.0000000000",
"2018-03-02 00:00","856.85302734","5949.0000000000",
"2018-03-03 00:00","857.22509766","5881.0000000000",
"2018-03-04 00:00","866.67797852","5885.0000000000",
"2018-03-05 00:00","853.6842041","5890.0000000000",
"2018-03-06 00:00","816.95141602","5915.0000000000",
"2018-03-07 00:00","752.83148193","5856.0000000000",
"2018-03-08 00:00","704.59552002","5898.0000000000",
"2018-03-09 00:00","728.9163208","5893.0000000000",
"2018-03-10 00:00","686.88995361","5957.0000000000",
"2018-03-11 00:00","723.33917236","5823.0000000000",
"2018-03-12 00:00","699.83099365","5865.0000000000",
"2018-03-13 00:00","690.82659912","5843.0000000000",
"2018-03-14 00:00","614.29095459","5881.0000000000",
"2018-03-15 00:00","611.30407715","5918.0000000000",
"2018-03-16 00:00","601.66625977","5856.0000000000",
"2018-03-17 00:00","552.7789917","5933.0000000000",
"2018-03-18 00:00","538.64367676","5961.0000000000",
"2018-03-19 00:00","556.72595215","5959.0000000000",
"2018-03-20 00:00","557.17492676","5934.0000000000",
"2018-03-21 00:00","561.73150635","6014.0000000000",
"2018-03-22 00:00","539.70202637","5968.0000000000",
"2018-03-23 00:00","539.61895752","6058.0000000000",
"2018-03-24 00:00","526.43859863","6024.0000000000",
"2018-03-25 00:00","524.28692627","6004.0000000000",
"2018-03-26 00:00","489.95123291","5923.0000000000",
"2018-03-27 00:00","450.11608887","5949.0000000000",
"2018-03-28 00:00","446.27914429","5867.0000000000",
"2018-03-29 00:00","385.96838379","5938.0000000000",
"2018-03-30 00:00","394.64483643","6050.0000000000",
"2018-03-31 00:00","396.45709229","6016.0000000000",
"2018-04-01 00:00","379.60650635","6094.0000000000",
"2018-04-02 00:00","386.42462158","5999.0000000000",
"2018-04-03 00:00","416.89306641","6001.0000000000",
"2018-04-04 00:00","380.5428772","6056.0000000000",
"2018-04-05 00:00","383.23168945","6051.0000000000",
"2018-04-06 00:00","370.28515625","6049.0000000000",
"2018-04-07 00:00","385.3142395","6058.0000000000",
"2018-04-08 00:00","400.50817871","5995.0000000000",
"2018-04-09 00:00","398.52563477","6073.0000000000",
"2018-04-10 00:00","414.24258423","5962.0000000000",
"2018-04-11 00:00","430.54003906","5898.0000000000",
"2018-04-12 00:00","492.9413147","5923.0000000000",
"2018-04-13 00:00","492.73477173","5917.0000000000",
"2018-04-14 00:00","501.47833252","5939.0000000000",
"2018-04-15 00:00","531.70196533","5932.0000000000",
"2018-04-16 00:00","511.146698","5835.0000000000",
"2018-04-17 00:00","502.89364624","5795.0000000000",
"2018-04-18 00:00","524.78881836","5810.0000000000",
"2018-04-19 00:00","567.88903809","5715.0000000000",
"2018-04-20 00:00","615.71801758","5883.0000000000",
"2018-04-21 00:00","605.39532471","5902.0000000000",
"2018-04-22 00:00","621.8604126","5776.0000000000",
"2018-04-23 00:00","642.54797363","5720.0000000000",
"2018-04-24 00:00","708.15808105","5818.0000000000",
"2018-04-25 00:00","615.41564941","5867.0000000000",
"2018-04-26 00:00","662.80865479","5714.0000000000",
"2018-04-27 00:00","647.03192139","5713.0000000000",
"2018-04-28 00:00","683.67791748","5833.0000000000",
"2018-04-29 00:00","688.88079834","5724.0000000000",
"2018-04-30 00:00","669.92364502","5622.0000000000",
"2018-05-01 00:00","673.61328125","5712.0000000000",
"2018-05-02 00:00","687.14935303","5681.0000000000",
"2018-05-03 00:00","779.54278564","5632.0000000000",
"2018-05-04 00:00","785.62414551","5741.0000000000",
"2018-05-05 00:00","816.11968994","5763.0000000000",
"2018-05-06 00:00","792.31085205","5835.0000000000",
"2018-05-07 00:00","753.72546387","5734.0000000000",
"2018-05-08 00:00","752.85717773","5730.0000000000",
"2018-05-09 00:00","752.27526855","5683.0000000000",
"2018-05-10 00:00","727.27740479","5751.0000000000",
"2018-05-11 00:00","679.58630371","5754.0000000000",
"2018-05-12 00:00","686.04827881","5760.0000000000",
"2018-05-13 00:00","733.49645996","5638.0000000000",
"2018-05-14 00:00","730.5491333","5732.0000000000",
"2018-05-15 00:00","708.87139893","5645.0000000000",
"2018-05-16 00:00","707.05023193","5704.0000000000",
"2018-05-17 00:00","672.65655518","5636.0000000000",
"2018-05-18 00:00","694.36688232","5603.0000000000",
"2018-05-19 00:00","696.52954102","5642.0000000000",
"2018-05-20 00:00","715.36877441","5687.0000000000",
"2018-05-21 00:00","699.22198486","5601.0000000000",
"2018-05-22 00:00","647.74053955","5655.0000000000",
"2018-05-23 00:00","583.58459473","5563.0000000000",
"2018-05-24 00:00","601.75463867","5635.0000000000",
"2018-05-25 00:00","586.73449707","5719.0000000000",
"2018-05-26 00:00","587.28039551","5634.0000000000",
"2018-05-27 00:00","572.66790771","5704.0000000000",
"2018-05-28 00:00","516.03570557","5649.0000000000",
"2018-05-29 00:00","565.38775635","5609.0000000000",
"2018-05-30 00:00","559.59008789","5647.0000000000",
"2018-05-31 00:00","577.64489746","5624.0000000000",
"2018-06-01 00:00","580.04315186","5632.0000000000",
"2018-06-02 00:00","591.80847168","5619.0000000000",
"2018-06-03 00:00","619.43743896","5672.0000000000",
