时间,币价,出块耗时
"2017-01-22 00:00","10.70322132","14.3000000000",
"2017-01-23 00:00","10.82081127","14.3000000000",
"2017-01-24 00:00","10.63247776","14.4000000000",
"2017-01-25 00:00","10.57054901","14.2000000000",
"2017-01-26 00:00","10.58913231","14.4000000000",
"2017-01-27 00:00","10.53732777","14.3000000000",
"2017-01-28 00:00","10.5649662","14.5000000000",
"2017-01-29 00:00","10.48404408","14.2000000000",
"2017-01-30 00:00","10.57116795","14.4000000000",
"2017-01-31 00:00","10.72754002","14.4000000000",
"2017-02-01 00:00","10.73209953","14.3000000000",
"2017-02-02 00:00","10.82135391","14.4000000000",
"2017-02-03 00:00","11.11449337","14.2000000000",
"2017-02-04 00:00","11.43353271","14.2000000000",
"2017-02-05 00:00","11.3530283","14.3000000000",
"2017-02-06 00:00","11.38935947","14.4000000000",
"2017-02-07 00:00","11.51529217","14.2000000000",
"2017-02-08 00:00","11.43119621","14.3000000000",
"2017-02-09 00:00","11.03224182","14.3000000000",
"2017-02-10 00:00","11.2789278","14.3000000000",
"2017-02-11 00:00","11.34952068","14.3000000000",
"2017-02-12 00:00","11.39915657","14.2000000000",
"2017-02-13 00:00","11.26952076","14.3000000000",
"2017-02-14 00:00","13.02523708","14.2000000000",
"2017-02-15 00:00","12.91972351","14.3000000000",
"2017-02-16 00:00","12.90366554","14.4000000000",
"2017-02-17 00:00","12.6764822","14.4000000000",
"2017-02-18 00:00","12.81015205","14.4000000000",
"2017-02-19 00:00","12.75846291","14.4000000000",
"2017-02-20 00:00","12.43014431","14.3000000000",
"2017-02-21 00:00","12.66839504","14.5000000000",
"2017-02-22 00:00","12.59969425","14.4000000000",
"2017-02-23 00:00","13.1193552","14.4000000000",
"2017-02-24 00:00","13.06915283","14.3000000000",
"2017-02-25 00:00","13.54866791","14.2000000000",
"2017-02-26 00:00","14.5199604","14.4000000000",
"2017-02-27 00:00","15.39652157","14.1000000000",
"2017-02-28 00:00","15.81719875","14.5000000000",
"2017-03-01 00:00","17.34967995","14.3000000000",
"2017-03-02 00:00","19.03023911","14.4000000000",
"2017-03-03 00:00","19.45896912","14.4000000000",
"2017-03-04 00:00","18.61887932","14.2000000000",
"2017-03-05 00:00","19.30225182","14.5000000000",
"2017-03-06 00:00","19.60566902","14.5000000000",
"2017-03-07 00:00","18.88864517","14.4000000000",
"2017-03-08 00:00","16.6512928","14.6000000000",
"2017-03-09 00:00","17.75471878","14.5000000000",
"2017-03-10 00:00","19.33226776","14.4000000000",
"2017-03-11 00:00","21.47252274","14.6000000000",
"2017-03-12 00:00","23.43771935","14.3000000000",
"2017-03-13 00:00","28.59292221","14.5000000000",
"2017-03-14 00:00","28.65459824","14.4000000000",
"2017-03-15 00:00","35.05591965","14.4000000000",
"2017-03-16 00:00","46.34581375","14.3000000000",
"2017-03-17 00:00","46.82799149","14.4000000000",
"2017-03-18 00:00","34.16022873","14.5000000000",
"2017-03-19 00:00","44.74007416","14.2000000000",
"2017-03-20 00:00","43.39022446","14.5000000000",
"2017-03-21 00:00","43.14509201","14.4000000000",
"2017-03-22 00:00","42.34205627","14.6000000000",
"2017-03-23 00:00","43.67842865","14.6000000000",
"2017-03-24 00:00","53.10752487","14.5000000000",
"2017-03-25 00:00","51.25004578","14.4000000000",
"2017-03-26 00:00","50.52159882","14.5000000000",
"2017-03-27 00:00","49.66692734","14.6000000000",
"2017-03-28 00:00","50.77490234","14.4000000000",
"2017-03-29 00:00","53.12607574","14.6000000000",
"2017-03-30 00:00","52.20576096","14.5000000000",
"2017-03-31 00:00","50.03727722","14.6000000000",
"2017-04-01 00:00","50.69946289","14.8000000000",
"2017-04-02 00:00","48.74874878","14.5000000000",
"2017-04-03 00:00","44.35643387","14.6000000000",
"2017-04-04 00:00","44.641922","14.4000000000",
"2017-04-05 00:00","45.30395126","14.7000000000",
"2017-04-06 00:00","43.24213791","14.5000000000",
"2017-04-07 00:00","42.16263199","14.6000000000",
"2017-04-08 00:00","44.30706787","14.9000000000",
"2017-04-09 00:00","43.26697159","15.0000000000",
"2017-04-10 00:00","43.43519592","14.8000000000",
"2017-04-11 00:00","43.40720367","15.0000000000",
"2017-04-12 00:00","46.28725052","14.9000000000",
"2017-04-13 00:00","50.21942139","14.6000000000",
"2017-04-14 00:00","47.57413483","15.1000000000",
"2017-04-15 00:00","49.10149002","14.8000000000",
"2017-04-16 00:00","48.71854782","14.7000000000",
"2017-04-17 00:00","48.30456924","14.7000000000",
"2017-04-18 00:00","50.70747375","15.1000000000",
"2017-04-19 00:00","48.30527878","14.7000000000",
"2017-04-20 00:00","49.6721611","14.7000000000",
"2017-04-21 00:00","48.22444916","14.9000000000",
"2017-04-22 00:00","48.55300522","14.7000000000",
"2017-04-23 00:00","48.48928833","15.1000000000",
"2017-04-24 00:00","50.03145981","14.7000000000",
"2017-04-25 00:00","49.89123154","15.3000000000",
"2017-04-26 00:00","52.72032928","15.3000000000",
"2017-04-27 00:00","62.16772842","15.2000000000",
"2017-04-28 00:00","70.15920258","15.4000000000",
"2017-04-29 00:00","68.37693024","15.3000000000",
"2017-04-30 00:00","79.02124786","15.4000000000",
"2017-05-01 00:00","76.29698181","15.4000000000",
"2017-05-02 00:00","77.26377869","15.3000000000",
"2017-05-03 00:00","79.7181778","15.3000000000",
"2017-05-04 00:00","96.98135376","15.2000000000",
"2017-05-05 00:00","94.39853668","15.2000000000",
"2017-05-06 00:00","97.81348419","15.1000000000",
"2017-05-07 00:00","94.00731659","15.3000000000",
"2017-05-08 00:00","91.42037964","15.2000000000",
"2017-05-09 00:00","91.16291809","15.3000000000",
"2017-05-10 00:00","89.52485657","15.2000000000",
"2017-05-11 00:00","89.87966919","15.2000000000",
"2017-05-12 00:00","88.65538025","15.5000000000",
"2017-05-13 00:00","90.83539581","16.0000000000",
"2017-05-14 00:00","90.7865448","16.0000000000",
"2017-05-15 00:00","92.4148941","15.8000000000",
"2017-05-16 00:00","89.43795013","16.2000000000",
"2017-05-17 00:00","89.86037445","15.8000000000",
"2017-05-18 00:00","96.90627289","15.9000000000",
"2017-05-19 00:00","129.52746582","15.7000000000",
"2017-05-20 00:00","126.5211792","15.9000000000",
"2017-05-21 00:00","157.93659973","15.8000000000",
"2017-05-22 00:00","174.2613678","15.9000000000",
"2017-05-23 00:00","181.95245361","15.9000000000",
"2017-05-24 00:00","190.04576111","15.8000000000",
"2017-05-25 00:00","174.44638062","15.7000000000",
"2017-05-26 00:00","160.40330505","15.9000000000",
"2017-05-27 00:00","157.75782776","15.8000000000",
"2017-05-28 00:00","170.51091003","15.5000000000",
"2017-05-29 00:00","194.90939331","15.5000000000",
"2017-05-30 00:00","231.91082764","16.0000000000",
"2017-05-31 00:00","230.66937256","16.4000000000",
"2017-06-01 00:00","222.23916626","17.0000000000",
"2017-06-02 00:00","223.77507019","16.6000000000",
"2017-06-03 00:00","224.37557983","16.7000000000",
"2017-06-04 00:00","245.33224487","16.5000000000",
"2017-06-05 00:00","248.46400452","16.6000000000",
"2017-06-06 00:00","264.46560669","16.5000000000",
"2017-06-07 00:00","258.07122803","16.6000000000",
"2017-06-08 00:00","261.66629028","16.6000000000",
"2017-06-09 00:00","281.73681641","16.2000000000",
"2017-06-10 00:00","337.66799927","16.5000000000",
"2017-06-11 00:00","340.60888672","16.5000000000",
"2017-06-12 00:00","401.49038696","16.4000000000",
"2017-06-13 00:00","397.53710938","16.3000000000",
"2017-06-14 00:00","359.05300903","16.3000000000",
"2017-06-15 00:00","361.93295288","16.2000000000",
"2017-06-16 00:00","370.22747803","16.4000000000",
"2017-06-17 00:00","379.41421509","16.2000000000",
"2017-06-18 00:00","371.45806885","16.2000000000",
"2017-06-19 00:00","370.05587769","17.4000000000",
"2017-06-20 00:00","359.00543213","17.6000000000",
"2017-06-21 00:00","336.87182617","17.5000000000",
"2017-06-22 00:00","336.37051392","17.7000000000",
"2017-06-23 00:00","341.73861694","17.5000000000",
"2017-06-24 00:00","323.69592285","17.5000000000",
"2017-06-25 00:00","303.2482605","17.4000000000",
"2017-06-26 00:00","272.69189453","17.3000000000",
"2017-06-27 00:00","293.08795166","17.4000000000",
"2017-06-28 00:00","327.92669678","17.2000000000",
"2017-06-29 00:00","302.88327026","17.2000000000",
"2017-06-30 00:00","294.91583252","17.2000000000",
"2017-07-01 00:00","274.60055542","17.2000000000",
"2017-07-02 00:00","287.98687744","17.1000000000",
"2017-07-03 00:00","282.89752197","17.0000000000",
"2017-07-04 00:00","273.30322266","17.3000000000",
"2017-07-05 00:00","268.77432251","17.1000000000",
"2017-07-06 00:00","270.54934692","17.0000000000",
"2017-07-07 00:00","245.99084473","17.0000000000",
"2017-07-08 00:00","251.69714355","17.0000000000",
"2017-07-09 00:00","242.13729858","18.8000000000",
"2017-07-10 00:00","215.35661316","19.1000000000",
"2017-07-11 00:00","197.40393066","19.2000000000",
"2017-07-12 00:00","230.77400208","19.1000000000",
"2017-07-13 00:00","209.73280334","19.2000000000",
"2017-07-14 00:00","199.66233826","18.8000000000",
"2017-07-15 00:00","170.65452576","18.9000000000",
"2017-07-16 00:00","157.36277771","19.4000000000",
"2017-07-17 00:00","193.42442322","19.0000000000",
"2017-07-18 00:00","234.39085388","18.6000000000",
"2017-07-19 00:00","199.70274353","18.7000000000",
"2017-07-20 00:00","227.26464844","19.0000000000",
"2017-07-21 00:00","218.30462646","18.6000000000",
"2017-07-22 00:00","229.47618103","18.5000000000",
"2017-07-23 00:00","225.95077515","18.9000000000",
"2017-07-24 00:00","224.71099854","18.4000000000",
"2017-07-25 00:00","206.70994568","18.6000000000",
"2017-07-26 00:00","203.95339966","18.6000000000",
"2017-07-27 00:00","204.31762695","18.6000000000",
"2017-07-28 00:00","193.34088135","18.4000000000",
"2017-07-29 00:00","205.78875732","18.4000000000",
"2017-07-30 00:00","197.97784424","19.1000000000",
"2017-07-31 00:00","203.87060547","21.1000000000",
"2017-08-01 00:00","226.76872253","21.4000000000",
"2017-08-02 00:00","219.9524231","21.7000000000",
"2017-08-03 00:00","225.34230042","21.4000000000",
"2017-08-04 00:00","222.85162354","21.4000000000",
"2017-08-05 00:00","256.50653076","21.4000000000",
"2017-08-06 00:00","261.56741333","21.1000000000",
"2017-08-07 00:00","269.17980957","21.1000000000",
"2017-08-08 00:00","296.76889038","21.0000000000",
"2017-08-09 00:00","296.02682495","21.4000000000",
"2017-08-10 00:00","295.89163208","21.0000000000",
"2017-08-11 00:00","308.86364746","21.0000000000",
"2017-08-12 00:00","310.60092163","20.9000000000",
"2017-08-13 00:00","298.06408691","20.9000000000",
"2017-08-14 00:00","300.09729004","20.9000000000",
"2017-08-15 00:00","289.81842041","20.7000000000",
"2017-08-16 00:00","302.26663208","20.8000000000",
"2017-08-17 00:00","301.45706177","20.9000000000",
"2017-08-18 00:00","295.58984375","20.5000000000",
"2017-08-19 00:00","297.4704895","20.8000000000",
"2017-08-20 00:00","301.4284668","20.4000000000",
"2017-08-21 00:00","321.59127808","20.6000000000",
"2017-08-22 00:00","314.78482056","20.5000000000",
"2017-08-23 00:00","317.51852417","20.7000000000",
"2017-08-24 00:00","325.61141968","24.3000000000",
"2017-08-25 00:00","331.91531372","24.7000000000",
"2017-08-26 00:00","333.8817749","24.6000000000",
"2017-08-27 00:00","347.89300537","25.1000000000",
"2017-08-28 00:00","347.74728394","24.4000000000",
"2017-08-29 00:00","370.66699219","24.5000000000",
"2017-08-30 00:00","378.48522949","24.9000000000",
"2017-08-31 00:00","383.04241943","24.5000000000",
"2017-09-01 00:00","387.74066162","24.4000000000",
"2017-09-02 00:00","348.98428345","24.4000000000",
"2017-09-03 00:00","347.48413086","24.5000000000",
"2017-09-04 00:00","295.17092896","24.3000000000",
"2017-09-05 00:00","312.98809814","24.6000000000",
"2017-09-06 00:00","334.33804321","24.4000000000",
"2017-09-07 00:00","329.42797852","24.1000000000",
"2017-09-08 00:00","296.49658203","24.3000000000",
"2017-09-09 00:00","294.40472412","24.2000000000",
"2017-09-10 00:00","288.74688721","24.3000000000",
"2017-09-11 00:00","294.53234863","24.0000000000",
"2017-09-12 00:00","291.12164307","24.4000000000",
"2017-09-13 00:00","277.1116333","24.0000000000",
"2017-09-14 00:00","213.90843201","23.9000000000",
"2017-09-15 00:00","250.46438599","23.9000000000",
"2017-09-16 00:00","246.52172852","23.8000000000",
"2017-09-17 00:00","251.74935913","24.3000000000",
"2017-09-18 00:00","293.4967041","23.8000000000",
"2017-09-19 00:00","282.80383301","24.0000000000",
"2017-09-20 00:00","283.74209595","23.7000000000",
"2017-09-21 00:00","258.58004761","28.8000000000",
"2017-09-22 00:00","264.30957031","30.0000000000",
"2017-09-23 00:00","286.16784668","29.4000000000",
"2017-09-24 00:00","282.48339844","30.5000000000",
"2017-09-25 00:00","292.33215332","29.9000000000",
"2017-09-26 00:00","287.43795776","29.8000000000",
"2017-09-27 00:00","306.46713257","30.3000000000",
"2017-09-28 00:00","299.15545654","30.5000000000",
"2017-09-29 00:00","291.46737671","30.4000000000",
"2017-09-30 00:00","301.46524048","30.2000000000",
"2017-10-01 00:00","302.33682251","30.4000000000",
"2017-10-02 00:00","297.47497559","30.2000000000",
"2017-10-03 00:00","292.46264648","29.9000000000",
"2017-10-04 00:00","292.65756226","29.3000000000",
"2017-10-05 00:00","295.86300659","30.3000000000",
"2017-10-06 00:00","308.58810425","30.3000000000",
"2017-10-07 00:00","311.1242981","30.0000000000",
"2017-10-08 00:00","308.60794067","30.0000000000",
"2017-10-09 00:00","297.39175415","29.6000000000",
"2017-10-10 00:00","299.86999512","29.6000000000",
"2017-10-11 00:00","303.45602417","29.8000000000",
"2017-10-12 00:00","304.13616943","29.9000000000",
"2017-10-13 00:00","338.75732422","29.9000000000",
"2017-10-14 00:00","339.62789917","29.5000000000",
"2017-10-15 00:00","336.5949707","19.0000000000",
"2017-10-16 00:00","333.38421631","14.3000000000",
"2017-10-17 00:00","317.0819397","13.9000000000",
"2017-10-18 00:00","314.31869507","13.8000000000",
"2017-10-19 00:00","308.08755493","13.9000000000",
"2017-10-20 00:00","304.00613403","13.9000000000",
"2017-10-21 00:00","300.18743896","13.8000000000",
"2017-10-22 00:00","295.44625854","13.8000000000",
"2017-10-23 00:00","286.94973755","13.8000000000",
"2017-10-24 00:00","298.32757568","14.0000000000",
"2017-10-25 00:00","297.92541504","14.0000000000",
"2017-10-26 00:00","296.52716064","13.9000000000",
"2017-10-27 00:00","297.4225769","13.8000000000",
"2017-10-28 00:00","296.29800415","13.9000000000",
"2017-10-29 00:00","305.08795166","14.2000000000",
"2017-10-30 00:00","307.75115967","13.8000000000",
"2017-10-31 00:00","305.87939453","14.1000000000",
"2017-11-01 00:00","291.69442749","14.1000000000",
"2017-11-02 00:00","287.42855835","13.9000000000",
"2017-11-03 00:00","305.71130371","13.9000000000",
"2017-11-04 00:00","300.46865845","13.7000000000",
"2017-11-05 00:00","296.26263428","13.9000000000",
"2017-11-06 00:00","298.89205933","13.9000000000",
"2017-11-07 00:00","294.65856934","13.9000000000",
"2017-11-08 00:00","309.0697937","13.9000000000",
"2017-11-09 00:00","320.88391113","13.7000000000",
"2017-11-10 00:00","299.25253296","13.8000000000",
"2017-11-11 00:00","314.6812439","13.8000000000",
"2017-11-12 00:00","307.90823364","13.9000000000",
"2017-11-13 00:00","316.71585083","14.1000000000",
"2017-11-14 00:00","337.63098145","13.9000000000",
"2017-11-15 00:00","333.35681152","14.0000000000",
"2017-11-16 00:00","330.92422485","13.9000000000",
"2017-11-17 00:00","332.394104","13.9000000000",
"2017-11-18 00:00","347.61239624","13.8000000000",
"2017-11-19 00:00","354.38577271","14.0000000000",
"2017-11-20 00:00","366.72973633","14.0000000000",
"2017-11-21 00:00","360.40063477","13.8000000000",
"2017-11-22 00:00","380.65209961","14.0000000000",
"2017-11-23 00:00","410.16558838","13.9000000000",
"2017-11-24 00:00","474.91140747","13.9000000000",
"2017-11-25 00:00","466.27633667","14.0000000000",
"2017-11-26 00:00","471.33026123","14.2000000000",
"2017-11-27 00:00","480.35513306","14.2000000000",
"2017-11-28 00:00","472.90206909","14.1000000000",
"2017-11-29 00:00","427.52328491","14.0000000000",
"2017-11-30 00:00","447.11431885","14.1000000000",
"2017-12-01 00:00","466.5397644","14.3000000000",
"2017-12-02 00:00","463.4493103","14.3000000000",
"2017-12-03 00:00","465.85339355","15.2000000000",
"2017-12-04 00:00","470.20385742","15.5000000000",
"2017-12-05 00:00","463.28088379","15.8000000000",
"2017-12-06 00:00","428.58764648","14.9000000000",
"2017-12-07 00:00","434.40774536","14.9000000000",
"2017-12-08 00:00","456.03131104","14.9000000000",
"2017-12-09 00:00","473.50195313","14.9000000000",
"2017-12-10 00:00","441.72088623","15.0000000000",
"2017-12-11 00:00","515.13641357","15.1000000000",
"2017-12-12 00:00","651.43145752","15.3000000000",
"2017-12-13 00:00","702.7668457","15.2000000000",
"2017-12-14 00:00","695.81555176","14.9000000000",
"2017-12-15 00:00","684.44830322","15.0000000000",
"2017-12-16 00:00","696.20947266","14.9000000000",
"2017-12-17 00:00","719.97515869","14.9000000000",
"2017-12-18 00:00","794.64483643","15.4000000000",
"2017-12-19 00:00","826.82305908","15.5000000000",
"2017-12-20 00:00","819.08557129","15.5000000000",
"2017-12-21 00:00","821.06335449","15.3000000000",
"2017-12-22 00:00","674.86010742","14.5000000000",
"2017-12-23 00:00","719.38726807","14.4000000000",
"2017-12-24 00:00","694.14837646","14.3000000000",
"2017-12-25 00:00","765.83428955","14.4000000000",
"2017-12-26 00:00","773.83575439","14.5000000000",
"2017-12-27 00:00","762.84216309","14.7000000000",
"2017-12-28 00:00","737.02301025","14.9000000000",
"2017-12-29 00:00","753.59210205","15.0000000000",
"2017-12-30 00:00","717.25653076","14.6000000000",
"2017-12-31 00:00","756.73260498","14.6000000000",
"2018-01-01 00:00","772.64080811","15.0000000000",
"2018-01-02 00:00","884.44439697","15.6000000000",
"2018-01-03 00:00","962.71966553","15.8000000000",
"2018-01-04 00:00","980.92175293","16.2000000000",
"2018-01-05 00:00","997.71966553","16.0000000000",
"2018-01-06 00:00","1041.67834473","15.6000000000",
"2018-01-07 00:00","1153.16833496","16.0000000000",
"2018-01-08 00:00","1148.52941895","16.1000000000",
"2018-01-09 00:00","1299.73547363","16.0000000000",
"2018-01-10 00:00","1255.82006836","15.9000000000",
"2018-01-11 00:00","1154.93151855","15.9000000000",
"2018-01-12 00:00","1273.2019043","16.0000000000",
"2018-01-13 00:00","1396.41760254","15.4000000000",
"2018-01-14 00:00","1366.7722168","15.9000000000",
"2018-01-15 00:00","1291.91772461","15.6000000000",
"2018-01-16 00:00","1053.69177246","15.5000000000",
"2018-01-17 00:00","1014.25457764","15.5000000000",
"2018-01-18 00:00","1036.28295898","15.2000000000",
"2018-01-19 00:00","1039.10131836","14.7000000000",
"2018-01-20 00:00","1155.15332031","14.9000000000",
"2018-01-21 00:00","1049.58117676","14.7000000000",
"2018-01-22 00:00","1003.26080322","14.6000000000",
"2018-01-23 00:00","986.22924805","14.5000000000",
"2018-01-24 00:00","1058.78198242","14.6000000000",
"2018-01-25 00:00","1056.03320313","14.6000000000",
"2018-01-26 00:00","1055.17150879","14.4000000000",
"2018-01-27 00:00","1107.0670166","14.4000000000",
"2018-01-28 00:00","1246.00585938","14.6000000000",
"2018-01-29 00:00","1182.3605957","14.7000000000",
"2018-01-30 00:00","1071.13110352","14.7000000000",
"2018-01-31 00:00","1118.30627441","15.0000000000",
"2018-02-01 00:00","1036.78674316","14.7000000000",
"2018-02-02 00:00","915.78546143","14.5000000000",
"2018-02-03 00:00","964.01947021","14.5000000000",
"2018-02-04 00:00","834.68206787","14.3000000000",
"2018-02-05 00:00","697.95056152","14.6000000000",
"2018-02-06 00:00","793.12243652","14.6000000000",
"2018-02-07 00:00","757.0682373","14.4000000000",
"2018-02-08 00:00","817.80725098","14.6000000000",
"2018-02-09 00:00","883.86456299","14.3000000000",
"2018-02-10 00:00","860.4152832","14.5000000000",
"2018-02-11 00:00","814.66021729","14.5000000000",
"2018-02-12 00:00","868.70678711","14.5000000000",
"2018-02-13 00:00","845.25823975","14.7000000000",
"2018-02-14 00:00","923.5612793","14.5000000000",
"2018-02-15 00:00","936.97589111","14.5000000000",
"2018-02-16 00:00","944.20953369","14.3000000000",
"2018-02-17 00:00","974.11486816","14.4000000000",
"2018-02-18 00:00","923.92132568","14.6000000000",
"2018-02-19 00:00","943.86541748","14.9000000000",
"2018-02-20 00:00","895.3706665","14.8000000000",
"2018-02-21 00:00","849.97149658","14.7000000000",
"2018-02-22 00:00","812.84454346","14.6000000000",
"2018-02-23 00:00","864.18914795","14.8000000000",
"2018-02-24 00:00","840.51525879","14.7000000000",
"2018-02-25 00:00","844.81036377","14.9000000000",
"2018-02-26 00:00","869.31518555","14.7000000000",
"2018-02-27 00:00","878.26507568","14.6000000000",
"2018-02-28 00:00","855.19885254","14.7000000000",
"2018-03-01 00:00","872.1998291","14.6000000000",
"2018-03-02 00:00","856.85302734","14.5000000000",
"2018-03-03 00:00","857.22509766","14.7000000000",
"2018-03-04 00:00","866.67797852","14.7000000000",
"2018-03-05 00:00","853.6842041","14.7000000000",
"2018-03-06 00:00","816.95141602","14.6000000000",
"2018-03-07 00:00","752.83148193","14.8000000000",
"2018-03-08 00:00","704.59552002","14.6000000000",
"2018-03-09 00:00","728.9163208","14.7000000000",
"2018-03-10 00:00","686.88995361","14.5000000000",
"2018-03-11 00:00","723.33917236","14.8000000000",
"2018-03-12 00:00","699.83099365","14.7000000000",
"2018-03-13 00:00","690.82659912","14.8000000000",
"2018-03-14 00:00","614.29095459","14.7000000000",
"2018-03-15 00:00","611.30407715","14.6000000000",
"2018-03-16 00:00","601.66625977","14.8000000000",
"2018-03-17 00:00","552.7789917","14.6000000000",
"2018-03-18 00:00","538.64367676","14.5000000000",
"2018-03-19 00:00","556.72595215","14.5000000000",
"2018-03-20 00:00","557.17492676","14.6000000000",
"2018-03-21 00:00","561.73150635","14.4000000000",
"2018-03-22 00:00","539.70202637","14.5000000000",
"2018-03-23 00:00","539.61895752","14.3000000000",
"2018-03-24 00:00","526.43859863","14.3000000000",
"2018-03-25 00:00","524.28692627","14.4000000000",
"2018-03-26 00:00","489.95123291","14.6000000000",
"2018-03-27 00:00","450.11608887","14.5000000000",
"2018-03-28 00:00","446.27914429","14.7000000000",
"2018-03-29 00:00","385.96838379","14.6000000000",
"2018-03-30 00:00","394.64483643","14.3000000000",
"2018-03-31 00:00","396.45709229","14.4000000000",
"2018-04-01 00:00","379.60650635","14.2000000000",
"2018-04-02 00:00","386.42462158","14.4000000000",
"2018-04-03 00:00","416.89306641","14.4000000000",
"2018-04-04 00:00","380.5428772","14.3000000000",
"2018-04-05 00:00","383.23168945","14.3000000000",
"2018-04-06 00:00","370.28515625","14.3000000000",
"2018-04-07 00:00","385.3142395","14.3000000000",
"2018-04-08 00:00","400.50817871","14.4000000000",
"2018-04-09 00:00","398.52563477","14.2000000000",
"2018-04-10 00:00","414.24258423","14.5000000000",
"2018-04-11 00:00","430.54003906","14.6000000000",
"2018-04-12 00:00","492.9413147","14.6000000000",
"2018-04-13 00:00","492.73477173","14.6000000000",
"2018-04-14 00:00","501.47833252","14.5000000000",
"2018-04-15 00:00","531.70196533","14.6000000000",
"2018-04-16 00:00","511.146698","14.8000000000",
"2018-04-17 00:00","502.89364624","14.9000000000",
"2018-04-18 00:00","524.78881836","14.9000000000",
"2018-04-19 00:00","567.88903809","15.1000000000",
"2018-04-20 00:00","615.71801758","14.7000000000",
"2018-04-21 00:00","605.39532471","14.6000000000",
"2018-04-22 00:00","621.8604126","15.0000000000",
"2018-04-23 00:00","642.54797363","15.1000000000",
"2018-04-24 00:00","708.15808105","14.9000000000",
"2018-04-25 00:00","615.41564941","14.7000000000",
"2018-04-26 00:00","662.80865479","15.1000000000",
"2018-04-27 00:00","647.03192139","15.1000000000",
"2018-04-28 00:00","683.67791748","14.8000000000",
"2018-04-29 00:00","688.88079834","15.1000000000",
"2018-04-30 00:00","669.92364502","15.4000000000",
"2018-05-01 00:00","673.61328125","15.1000000000",
"2018-05-02 00:00","687.14935303","15.2000000000",
"2018-05-03 00:00","779.54278564","15.3000000000",
"2018-05-04 00:00","785.62414551","15.0000000000",
"2018-05-05 00:00","816.11968994","15.0000000000",
"2018-05-06 00:00","792.31085205","14.8000000000",
"2018-05-07 00:00","753.72546387","15.1000000000",
"2018-05-08 00:00","752.85717773","15.1000000000",
"2018-05-09 00:00","752.27526855","15.2000000000",
"2018-05-10 00:00","727.27740479","15.0000000000",
"2018-05-11 00:00","679.58630371","15.0000000000",
"2018-05-12 00:00","686.04827881","15.0000000000",
"2018-05-13 00:00","733.49645996","15.3000000000",
"2018-05-14 00:00","730.5491333","15.1000000000",
"2018-05-15 00:00","708.87139893","15.3000000000",
"2018-05-16 00:00","707.05023193","15.1000000000",
"2018-05-17 00:00","672.65655518","15.3000000000",
"2018-05-18 00:00","694.36688232","15.4000000000",
"2018-05-19 00:00","696.52954102","15.3000000000",
"2018-05-20 00:00","715.36877441","15.2000000000",
"2018-05-21 00:00","699.22198486","15.4000000000",
"2018-05-22 00:00","647.74053955","15.3000000000",
"2018-05-23 00:00","583.58459473","15.5000000000",
"2018-05-24 00:00","601.75463867","15.3000000000",
"2018-05-25 00:00","586.73449707","15.1000000000",
"2018-05-26 00:00","587.28039551","15.3000000000",
"2018-05-27 00:00","572.66790771","15.1000000000",
"2018-05-28 00:00","516.03570557","15.3000000000",
"2018-05-29 00:00","565.38775635","15.4000000000",
"2018-05-30 00:00","559.59008789","15.3000000000",
"2018-05-31 00:00","577.64489746","15.4000000000",
"2018-06-01 00:00","580.04315186","15.3000000000",
"2018-06-02 00:00","591.80847168","15.4000000000",
"2018-06-03 00:00","619.43743896","15.2000000000",
"2018-06-04 00:00","592.98468018","15.5000000000",
"2018-06-05 00:00","609.30285645","15.3000000000",
"2018-06-06 00:00","607.12353516","15.3000000000",
"2018-06-07 00:00","605.18737793","15.2000000000",
"2018-06-08 00:00","601.07727051","15.4000000000",
"2018-06-09 00:00","597.56231689","15.3000000000",
"2018-06-10 00:00","526.47912598","15.3000000000",
"2018-06-11 00:00","533.28424072","15.1000000000",
"2018-06-12 00:00","496.84338379","15.0000000000",
"2018-06-13 00:00","477.49401855","15.0000000000",
"2018-06-14 00:00","519.74188232","14.9000000000",
"2018-06-15 00:00","491.00427246","14.7000000000",
"2018-06-16 00:00","499.64233398","14.6000000000",
"2018-06-17 00:00","500.44848633","14.5000000000",
"2018-06-18 00:00","518.890625","14.9000000000",
"2018-06-19 00:00","537.95739746","14.8000000000",
"2018-06-20 00:00","536.26782227","14.7000000000",
"2018-06-21 00:00","527.36657715","14.8000000000",
"2018-06-22 00:00","465.81680298","14.6000000000",
"2018-06-23 00:00","474.51977539","14.7000000000",
"2018-06-24 00:00","457.67190552","15.3000000000",
"2018-06-25 00:00","460.30984497","15.0000000000",
"2018-06-26 00:00","432.77172852","14.8000000000",
"2018-06-27 00:00","442.36489868","15.0000000000",
"2018-06-28 00:00","422.36499023","15.0000000000",
"2018-06-29 00:00","436.00900269","14.7000000000",
"2018-06-30 00:00","455.17999268","14.8000000000",
"2018-07-01 00:00","453.91799927","14.6000000000",
"2018-07-02 00:00","475.34698486","14.9000000000",
"2018-07-03 00:00","464.19500732","14.8000000000",
"2018-07-04 00:00","467.31799316","14.9000000000",
"2018-07-05 00:00","474.4119873","14.8000000000",
"2018-07-06 00:00","474.01199341","14.8000000000",
"2018-07-07 00:00","491.66000366","15.2000000000",
"2018-07-08 00:00","489.11898804","14.8000000000",
"2018-07-09 00:00","476.68200684","14.9000000000",
"2018-07-10 00:00","434.42401123","14.6000000000",
"2018-07-11 00:00","446.51800537","14.4000000000",
"2018-07-12 00:00","430.07400513","14.5000000000",
