时间,币价,平均单笔手续费
"2017-01-22 00:00","10.70322132","0.0007600200",
"2017-01-23 00:00","10.82081127","0.0008165200",
"2017-01-24 00:00","10.63247776","0.0008162600",
"2017-01-25 00:00","10.57054901","0.0007781300",
"2017-01-26 00:00","10.58913231","0.0007572700",
"2017-01-27 00:00","10.53732777","0.0007379000",
"2017-01-28 00:00","10.5649662","0.0007202800",
"2017-01-29 00:00","10.48404408","0.0007228000",
"2017-01-30 00:00","10.57116795","0.0007333300",
"2017-01-31 00:00","10.72754002","0.0008557400",
"2017-02-01 00:00","10.73209953","0.0008112600",
"2017-02-02 00:00","10.82135391","0.0007961900",
"2017-02-03 00:00","11.11449337","0.0007260900",
"2017-02-04 00:00","11.43353271","0.0007485900",
"2017-02-05 00:00","11.3530283","0.0007581600",
"2017-02-06 00:00","11.38935947","0.0008882300",
"2017-02-07 00:00","11.51529217","0.0008556400",
"2017-02-08 00:00","11.43119621","0.0008497800",
"2017-02-09 00:00","11.03224182","0.0008850600",
"2017-02-10 00:00","11.2789278","0.0008268000",
"2017-02-11 00:00","11.34952068","0.0008900600",
"2017-02-12 00:00","11.39915657","0.0010977500",
"2017-02-13 00:00","11.26952076","0.0008547800",
"2017-02-14 00:00","13.02523708","0.0016364400",
"2017-02-15 00:00","12.91972351","0.0007893700",
"2017-02-16 00:00","12.90366554","0.0007862700",
"2017-02-17 00:00","12.6764822","0.0009039400",
"2017-02-18 00:00","12.81015205","0.0007529500",
"2017-02-19 00:00","12.75846291","0.0008182000",
"2017-02-20 00:00","12.43014431","0.0009389300",
"2017-02-21 00:00","12.66839504","0.0010115600",
"2017-02-22 00:00","12.59969425","0.0009107500",
"2017-02-23 00:00","13.1193552","0.0007643900",
"2017-02-24 00:00","13.06915283","0.0008388100",
"2017-02-25 00:00","13.54866791","0.0007614500",
"2017-02-26 00:00","14.5199604","0.0008553500",
"2017-02-27 00:00","15.39652157","0.0008454700",
"2017-02-28 00:00","15.81719875","0.0009191800",
"2017-03-01 00:00","17.34967995","0.0007751300",
"2017-03-02 00:00","19.03023911","0.0007217300",
"2017-03-03 00:00","19.45896912","0.0007236600",
"2017-03-04 00:00","18.61887932","0.0007616700",
"2017-03-05 00:00","19.30225182","0.0007252100",
"2017-03-06 00:00","19.60566902","0.0006998500",
"2017-03-07 00:00","18.88864517","0.0007279400",
"2017-03-08 00:00","16.6512928","0.0007744200",
"2017-03-09 00:00","17.75471878","0.0008532300",
"2017-03-10 00:00","19.33226776","0.0007401100",
"2017-03-11 00:00","21.47252274","0.0007281600",
"2017-03-12 00:00","23.43771935","0.0009344700",
"2017-03-13 00:00","28.59292221","0.0009697700",
"2017-03-14 00:00","28.65459824","0.0007919200",
"2017-03-15 00:00","35.05591965","0.0007767100",
"2017-03-16 00:00","46.34581375","0.0008343100",
"2017-03-17 00:00","46.82799149","0.0006730400",
"2017-03-18 00:00","34.16022873","0.0006738100",
"2017-03-19 00:00","44.74007416","0.0007095200",
"2017-03-20 00:00","43.39022446","0.0007618100",
"2017-03-21 00:00","43.14509201","0.0007637100",
"2017-03-22 00:00","42.34205627","0.0007399700",
"2017-03-23 00:00","43.67842865","0.0008349600",
"2017-03-24 00:00","53.10752487","0.0006883500",
"2017-03-25 00:00","51.25004578","0.0007305600",
"2017-03-26 00:00","50.52159882","0.0008220300",
"2017-03-27 00:00","49.66692734","0.0007573600",
"2017-03-28 00:00","50.77490234","0.0007449200",
"2017-03-29 00:00","53.12607574","0.0007390700",
"2017-03-30 00:00","52.20576096","0.0007507200",
"2017-03-31 00:00","50.03727722","0.0007102100",
"2017-04-01 00:00","50.69946289","0.0007450100",
"2017-04-02 00:00","48.74874878","0.0007462000",
"2017-04-03 00:00","44.35643387","0.0007531400",
"2017-04-04 00:00","44.641922","0.0007815100",
"2017-04-05 00:00","45.30395126","0.0007710800",
"2017-04-06 00:00","43.24213791","0.0007799900",
"2017-04-07 00:00","42.16263199","0.0007253100",
"2017-04-08 00:00","44.30706787","0.0007619100",
"2017-04-09 00:00","43.26697159","0.0008350900",
"2017-04-10 00:00","43.43519592","0.0007763100",
"2017-04-11 00:00","43.40720367","0.0010042600",
"2017-04-12 00:00","46.28725052","0.0007329500",
"2017-04-13 00:00","50.21942139","0.0007750200",
"2017-04-14 00:00","47.57413483","0.0007725900",
"2017-04-15 00:00","49.10149002","0.0007803300",
"2017-04-16 00:00","48.71854782","0.0008335900",
"2017-04-17 00:00","48.30456924","0.0008852600",
"2017-04-18 00:00","50.70747375","0.0009144200",
"2017-04-19 00:00","48.30527878","0.0008401700",
"2017-04-20 00:00","49.6721611","0.0011343500",
"2017-04-21 00:00","48.22444916","0.0010187800",
"2017-04-22 00:00","48.55300522","0.0008445100",
"2017-04-23 00:00","48.48928833","0.0009062300",
"2017-04-24 00:00","50.03145981","0.0008445800",
"2017-04-25 00:00","49.89123154","0.0008343200",
"2017-04-26 00:00","52.72032928","0.0008355800",
"2017-04-27 00:00","62.16772842","0.0007458700",
"2017-04-28 00:00","70.15920258","0.0007686300",
"2017-04-29 00:00","68.37693024","0.0008293800",
"2017-04-30 00:00","79.02124786","0.0009406100",
"2017-05-01 00:00","76.29698181","0.0010215700",
"2017-05-02 00:00","77.26377869","0.0007943100",
"2017-05-03 00:00","79.7181778","0.0008046000",
"2017-05-04 00:00","96.98135376","0.0007773500",
"2017-05-05 00:00","94.39853668","0.0008879100",
"2017-05-06 00:00","97.81348419","0.0009915800",
"2017-05-07 00:00","94.00731659","0.0008136100",
"2017-05-08 00:00","91.42037964","0.0009445100",
"2017-05-09 00:00","91.16291809","0.0009565200",
"2017-05-10 00:00","89.52485657","0.0009334800",
"2017-05-11 00:00","89.87966919","0.0010169700",
"2017-05-12 00:00","88.65538025","0.0010551800",
"2017-05-13 00:00","90.83539581","0.0010496400",
"2017-05-14 00:00","90.7865448","0.0010759900",
"2017-05-15 00:00","92.4148941","0.0011788100",
"2017-05-16 00:00","89.43795013","0.0015714800",
"2017-05-17 00:00","89.86037445","0.0011534800",
"2017-05-18 00:00","96.90627289","0.0010768600",
"2017-05-19 00:00","129.52746582","0.0011884300",
"2017-05-20 00:00","126.5211792","0.0010723100",
"2017-05-21 00:00","157.93659973","0.0010361800",
"2017-05-22 00:00","174.2613678","0.0013559600",
"2017-05-23 00:00","181.95245361","0.0014527500",
"2017-05-24 00:00","190.04576111","0.0011949600",
"2017-05-25 00:00","174.44638062","0.0012133900",
"2017-05-26 00:00","160.40330505","0.0012186500",
"2017-05-27 00:00","157.75782776","0.0012399300",
"2017-05-28 00:00","170.51091003","0.0012149400",
"2017-05-29 00:00","194.90939331","0.0016523600",
"2017-05-30 00:00","231.91082764","0.0029612100",
"2017-05-31 00:00","230.66937256","0.0012718100",
"2017-06-01 00:00","222.23916626","0.0014960600",
"2017-06-02 00:00","223.77507019","0.0012986800",
"2017-06-03 00:00","224.37557983","0.0014195600",
"2017-06-04 00:00","245.33224487","0.0011556400",
"2017-06-05 00:00","248.46400452","0.0013219200",
"2017-06-06 00:00","264.46560669","0.0013416500",
"2017-06-07 00:00","258.07122803","0.0012760500",
"2017-06-08 00:00","261.66629028","0.0011606700",
"2017-06-09 00:00","281.73681641","0.0010056400",
"2017-06-10 00:00","337.66799927","0.0013051600",
"2017-06-11 00:00","340.60888672","0.0017505600",
"2017-06-12 00:00","401.49038696","0.0010520900",
"2017-06-13 00:00","397.53710938","0.0010173700",
"2017-06-14 00:00","359.05300903","0.0010688200",
"2017-06-15 00:00","361.93295288","0.0010383300",
"2017-06-16 00:00","370.22747803","0.0009861100",
"2017-06-17 00:00","379.41421509","0.0010241500",
"2017-06-18 00:00","371.45806885","0.0009888600",
"2017-06-19 00:00","370.05587769","0.0023340700",
"2017-06-20 00:00","359.00543213","0.0041275800",
"2017-06-21 00:00","336.87182617","0.0024098600",
"2017-06-22 00:00","336.37051392","0.0017025700",
"2017-06-23 00:00","341.73861694","0.0025549200",
"2017-06-24 00:00","323.69592285","0.0017813000",
"2017-06-25 00:00","303.2482605","0.0027630800",
"2017-06-26 00:00","272.69189453","0.0013124100",
"2017-06-27 00:00","293.08795166","0.0028195500",
"2017-06-28 00:00","327.92669678","0.0017676200",
"2017-06-29 00:00","302.88327026","0.0013945800",
"2017-06-30 00:00","294.91583252","0.0013130600",
"2017-07-01 00:00","274.60055542","0.0012769400",
"2017-07-02 00:00","287.98687744","0.0014101800",
"2017-07-03 00:00","282.89752197","0.0013395900",
"2017-07-04 00:00","273.30322266","0.0015061900",
"2017-07-05 00:00","268.77432251","0.0011776700",
"2017-07-06 00:00","270.54934692","0.0012061900",
"2017-07-07 00:00","245.99084473","0.0014518900",
"2017-07-08 00:00","251.69714355","0.0011373200",
"2017-07-09 00:00","242.13729858","0.0008644100",
"2017-07-10 00:00","215.35661316","0.0009849600",
"2017-07-11 00:00","197.40393066","0.0011638500",
"2017-07-12 00:00","230.77400208","0.0012557200",
"2017-07-13 00:00","209.73280334","0.0011062600",
"2017-07-14 00:00","199.66233826","0.0012417600",
"2017-07-15 00:00","170.65452576","0.0011107600",
"2017-07-16 00:00","157.36277771","0.0011329600",
"2017-07-17 00:00","193.42442322","0.0015630700",
"2017-07-18 00:00","234.39085388","0.0012025600",
"2017-07-19 00:00","199.70274353","0.0010242700",
"2017-07-20 00:00","227.26464844","0.0013314500",
"2017-07-21 00:00","218.30462646","0.0010936500",
"2017-07-22 00:00","229.47618103","0.0011075100",
"2017-07-23 00:00","225.95077515","0.0011761500",
"2017-07-24 00:00","224.71099854","0.0014631700",
"2017-07-25 00:00","206.70994568","0.0013200500",
"2017-07-26 00:00","203.95339966","0.0011708200",
"2017-07-27 00:00","204.31762695","0.0011439700",
"2017-07-28 00:00","193.34088135","0.0010271800",
"2017-07-29 00:00","205.78875732","0.0010068400",
"2017-07-30 00:00","197.97784424","0.0009244700",
"2017-07-31 00:00","203.87060547","0.0012059500",
"2017-08-01 00:00","226.76872253","0.0010256500",
"2017-08-02 00:00","219.9524231","0.0010007100",
"2017-08-03 00:00","225.34230042","0.0008556100",
"2017-08-04 00:00","222.85162354","0.0009031200",
"2017-08-05 00:00","256.50653076","0.0009240000",
"2017-08-06 00:00","261.56741333","0.0011500000",
"2017-08-07 00:00","269.17980957","0.0010634100",
"2017-08-08 00:00","296.76889038","0.0009579700",
"2017-08-09 00:00","296.02682495","0.0009258100",
"2017-08-10 00:00","295.89163208","0.0009929400",
"2017-08-11 00:00","308.86364746","0.0010187000",
"2017-08-12 00:00","310.60092163","0.0009148100",
"2017-08-13 00:00","298.06408691","0.0008426000",
"2017-08-14 00:00","300.09729004","0.0009286100",
"2017-08-15 00:00","289.81842041","0.0028249400",
"2017-08-16 00:00","302.26663208","0.0016134000",
"2017-08-17 00:00","301.45706177","0.0022976900",
"2017-08-18 00:00","295.58984375","0.0012503900",
"2017-08-19 00:00","297.4704895","0.0009458600",
"2017-08-20 00:00","301.4284668","0.0008396200",
"2017-08-21 00:00","321.59127808","0.0008920400",
"2017-08-22 00:00","314.78482056","0.0008430000",
"2017-08-23 00:00","317.51852417","0.0009160100",
"2017-08-24 00:00","325.61141968","0.0008795200",
"2017-08-25 00:00","331.91531372","0.0009727300",
"2017-08-26 00:00","333.8817749","0.0008493500",
"2017-08-27 00:00","347.89300537","0.0008881800",
"2017-08-28 00:00","347.74728394","0.0013079200",
"2017-08-29 00:00","370.66699219","0.0010828500",
"2017-08-30 00:00","378.48522949","0.0019186100",
"2017-08-31 00:00","383.04241943","0.0013182100",
"2017-09-01 00:00","387.74066162","0.0018495100",
"2017-09-02 00:00","348.98428345","0.0009806900",
"2017-09-03 00:00","347.48413086","0.0011020700",
"2017-09-04 00:00","295.17092896","0.0013851700",
"2017-09-05 00:00","312.98809814","0.0015518000",
"2017-09-06 00:00","334.33804321","0.0016376600",
"2017-09-07 00:00","329.42797852","0.0016364000",
"2017-09-08 00:00","296.49658203","0.0011495600",
"2017-09-09 00:00","294.40472412","0.0012711800",
"2017-09-10 00:00","288.74688721","0.0010764900",
"2017-09-11 00:00","294.53234863","0.0012842200",
"2017-09-12 00:00","291.12164307","0.0012663000",
"2017-09-13 00:00","277.1116333","0.0010750000",
"2017-09-14 00:00","213.90843201","0.0014418700",
"2017-09-15 00:00","250.46438599","0.0017681200",
"2017-09-16 00:00","246.52172852","0.0012820800",
"2017-09-17 00:00","251.74935913","0.0011113600",
"2017-09-18 00:00","293.4967041","0.0011401100",
"2017-09-19 00:00","282.80383301","0.0020211300",
"2017-09-20 00:00","283.74209595","0.0010278500",
"2017-09-21 00:00","258.58004761","0.0011276100",
"2017-09-22 00:00","264.30957031","0.0012130600",
"2017-09-23 00:00","286.16784668","0.0015665500",
"2017-09-24 00:00","282.48339844","0.0012496100",
"2017-09-25 00:00","292.33215332","0.0012603900",
"2017-09-26 00:00","287.43795776","0.0013677900",
"2017-09-27 00:00","306.46713257","0.0011244000",
"2017-09-28 00:00","299.15545654","0.0010134300",
"2017-09-29 00:00","291.46737671","0.0012574700",
"2017-09-30 00:00","301.46524048","0.0012633000",
"2017-10-01 00:00","302.33682251","0.0011660800",
"2017-10-02 00:00","297.47497559","0.0011626700",
"2017-10-03 00:00","292.46264648","0.0012537000",
"2017-10-04 00:00","292.65756226","0.0013309200",
"2017-10-05 00:00","295.86300659","0.0013669300",
"2017-10-06 00:00","308.58810425","0.0010865200",
"2017-10-07 00:00","311.1242981","0.0012038800",
"2017-10-08 00:00","308.60794067","0.0011574600",
"2017-10-09 00:00","297.39175415","0.0011950400",
"2017-10-10 00:00","299.86999512","0.0027255300",
"2017-10-11 00:00","303.45602417","0.0011611000",
"2017-10-12 00:00","304.13616943","0.0012526000",
"2017-10-13 00:00","338.75732422","0.0011983300",
"2017-10-14 00:00","339.62789917","0.0011747200",
"2017-10-15 00:00","336.5949707","0.0008256600",
"2017-10-16 00:00","333.38421631","0.0006385300",
"2017-10-17 00:00","317.0819397","0.0006363500",
"2017-10-18 00:00","314.31869507","0.0005745400",
"2017-10-19 00:00","308.08755493","0.0008991200",
"2017-10-20 00:00","304.00613403","0.0004970800",
"2017-10-21 00:00","300.18743896","0.0004503700",
"2017-10-22 00:00","295.44625854","0.0005761300",
"2017-10-23 00:00","286.94973755","0.0007253800",
"2017-10-24 00:00","298.32757568","0.0006313100",
"2017-10-25 00:00","297.92541504","0.0005897000",
"2017-10-26 00:00","296.52716064","0.0006118600",
"2017-10-27 00:00","297.4225769","0.0004977100",
"2017-10-28 00:00","296.29800415","0.0004908100",
"2017-10-29 00:00","305.08795166","0.0005550100",
"2017-10-30 00:00","307.75115967","0.0006358900",
"2017-10-31 00:00","305.87939453","0.0007019300",
"2017-11-01 00:00","291.69442749","0.0007063700",
"2017-11-02 00:00","287.42855835","0.0005737000",
"2017-11-03 00:00","305.71130371","0.0005318500",
"2017-11-04 00:00","300.46865845","0.0004789000",
"2017-11-05 00:00","296.26263428","0.0005253400",
"2017-11-06 00:00","298.89205933","0.0006697100",
"2017-11-07 00:00","294.65856934","0.0007908400",
"2017-11-08 00:00","309.0697937","0.0006954900",
"2017-11-09 00:00","320.88391113","0.0006376700",
"2017-11-10 00:00","299.25253296","0.0005906900",
"2017-11-11 00:00","314.6812439","0.0006855700",
"2017-11-12 00:00","307.90823364","0.0006981100",
"2017-11-13 00:00","316.71585083","0.0007058600",
"2017-11-14 00:00","337.63098145","0.0007633500",
"2017-11-15 00:00","333.35681152","0.0007192700",
"2017-11-16 00:00","330.92422485","0.0007343600",
"2017-11-17 00:00","332.394104","0.0005560600",
"2017-11-18 00:00","347.61239624","0.0006076400",
"2017-11-19 00:00","354.38577271","0.0007007700",
"2017-11-20 00:00","366.72973633","0.0006943800",
"2017-11-21 00:00","360.40063477","0.0006688000",
"2017-11-22 00:00","380.65209961","0.0006761400",
"2017-11-23 00:00","410.16558838","0.0005936900",
"2017-11-24 00:00","474.91140747","0.0005158100",
"2017-11-25 00:00","466.27633667","0.0006546000",
"2017-11-26 00:00","471.33026123","0.0006064600",
"2017-11-27 00:00","480.35513306","0.0006623000",
"2017-11-28 00:00","472.90206909","0.0006695300",
"2017-11-29 00:00","427.52328491","0.0006455800",
"2017-11-30 00:00","447.11431885","0.0006681500",
"2017-12-01 00:00","466.5397644","0.0005487600",
"2017-12-02 00:00","463.4493103","0.0005868400",
"2017-12-03 00:00","465.85339355","0.0011457200",
"2017-12-04 00:00","470.20385742","0.0017072000",
"2017-12-05 00:00","463.28088379","0.0019458900",
"2017-12-06 00:00","428.58764648","0.0033976600",
"2017-12-07 00:00","434.40774536","0.0030209900",
"2017-12-08 00:00","456.03131104","0.0030067000",
"2017-12-09 00:00","473.50195313","0.0026770000",
"2017-12-10 00:00","441.72088623","0.0018480200",
"2017-12-11 00:00","515.13641357","0.0017872200",
"2017-12-12 00:00","651.43145752","0.0015888700",
"2017-12-13 00:00","702.7668457","0.0018185700",
"2017-12-14 00:00","695.81555176","0.0016090500",
"2017-12-15 00:00","684.44830322","0.0016316500",
"2017-12-16 00:00","696.20947266","0.0013377500",
"2017-12-17 00:00","719.97515869","0.0011808000",
"2017-12-18 00:00","794.64483643","0.0013618700",
"2017-12-19 00:00","826.82305908","0.0017558900",
"2017-12-20 00:00","819.08557129","0.0016409700",
"2017-12-21 00:00","821.06335449","0.0014862800",
"2017-12-22 00:00","674.86010742","0.0013136200",
"2017-12-23 00:00","719.38726807","0.0013506500",
"2017-12-24 00:00","694.14837646","0.0010058600",
"2017-12-25 00:00","765.83428955","0.0009134000",
"2017-12-26 00:00","773.83575439","0.0009051500",
"2017-12-27 00:00","762.84216309","0.0008772600",
"2017-12-28 00:00","737.02301025","0.0009240900",
"2017-12-29 00:00","753.59210205","0.0008557900",
"2017-12-30 00:00","717.25653076","0.0009200000",
"2017-12-31 00:00","756.73260498","0.0008454200",
"2018-01-01 00:00","772.64080811","0.0009125600",
"2018-01-02 00:00","884.44439697","0.0010018300",
"2018-01-03 00:00","962.71966553","0.0010990900",
"2018-01-04 00:00","980.92175293","0.0025015100",
"2018-01-05 00:00","997.71966553","0.0029695100",
"2018-01-06 00:00","1041.67834473","0.0025247900",
"2018-01-07 00:00","1153.16833496","0.0024223500",
"2018-01-08 00:00","1148.52941895","0.0024610200",
"2018-01-09 00:00","1299.73547363","0.0031389100",
"2018-01-10 00:00","1255.82006836","0.0026682900",
"2018-01-11 00:00","1154.93151855","0.0020779400",
"2018-01-12 00:00","1273.2019043","0.0020449500",
"2018-01-13 00:00","1396.41760254","0.0020681000",
"2018-01-14 00:00","1366.7722168","0.0018459800",
"2018-01-15 00:00","1291.91772461","0.0017448500",
"2018-01-16 00:00","1053.69177246","0.0016202800",
"2018-01-17 00:00","1014.25457764","0.0017865000",
"2018-01-18 00:00","1036.28295898","0.0017889400",
"2018-01-19 00:00","1039.10131836","0.0018048300",
"2018-01-20 00:00","1155.15332031","0.0013153700",
"2018-01-21 00:00","1049.58117676","0.0012300800",
"2018-01-22 00:00","1003.26080322","0.0015499300",
"2018-01-23 00:00","986.22924805","0.0014147300",
"2018-01-24 00:00","1058.78198242","0.0013423500",
"2018-01-25 00:00","1056.03320313","0.0010055900",
"2018-01-26 00:00","1055.17150879","0.0009813400",
"2018-01-27 00:00","1107.0670166","0.0009985600",
"2018-01-28 00:00","1246.00585938","0.0013610500",
"2018-01-29 00:00","1182.3605957","0.0011720800",
"2018-01-30 00:00","1071.13110352","0.0012181300",
"2018-01-31 00:00","1118.30627441","0.0015372900",
"2018-02-01 00:00","1036.78674316","0.0012255700",
"2018-02-02 00:00","915.78546143","0.0010894900",
"2018-02-03 00:00","964.01947021","0.0010548100",
"2018-02-04 00:00","834.68206787","0.0009970900",
"2018-02-05 00:00","697.95056152","0.0010421700",
"2018-02-06 00:00","793.12243652","0.0010390500",
"2018-02-07 00:00","757.0682373","0.0009609600",
"2018-02-08 00:00","817.80725098","0.0008889400",
"2018-02-09 00:00","883.86456299","0.0008981700",
"2018-02-10 00:00","860.4152832","0.0008354200",
"2018-02-11 00:00","814.66021729","0.0007753900",
"2018-02-12 00:00","868.70678711","0.0008466800",
"2018-02-13 00:00","845.25823975","0.0008602000",
"2018-02-14 00:00","923.5612793","0.0008163900",
"2018-02-15 00:00","936.97589111","0.0008536000",
"2018-02-16 00:00","944.20953369","0.0008791400",
"2018-02-17 00:00","974.11486816","0.0010133000",
"2018-02-18 00:00","923.92132568","0.0008087200",
"2018-02-19 00:00","943.86541748","0.0008404800",
"2018-02-20 00:00","895.3706665","0.0008716100",
"2018-02-21 00:00","849.97149658","0.0008068300",
"2018-02-22 00:00","812.84454346","0.0008544900",
"2018-02-23 00:00","864.18914795","0.0008552600",
"2018-02-24 00:00","840.51525879","0.0007949200",
"2018-02-25 00:00","844.81036377","0.0007408100",
"2018-02-26 00:00","869.31518555","0.0008125700",
"2018-02-27 00:00","878.26507568","0.0010398700",
"2018-02-28 00:00","855.19885254","0.0008346800",
"2018-03-01 00:00","872.1998291","0.0009862300",
"2018-03-02 00:00","856.85302734","0.0007557300",
"2018-03-03 00:00","857.22509766","0.0008611400",
"2018-03-04 00:00","866.67797852","0.0008422000",
"2018-03-05 00:00","853.6842041","0.0007242500",
"2018-03-06 00:00","816.95141602","0.0007784600",
"2018-03-07 00:00","752.83148193","0.0007833700",
"2018-03-08 00:00","704.59552002","0.0007703600",
"2018-03-09 00:00","728.9163208","0.0006721300",
"2018-03-10 00:00","686.88995361","0.0005938100",
"2018-03-11 00:00","723.33917236","0.0007573600",
"2018-03-12 00:00","699.83099365","0.0005603400",
"2018-03-13 00:00","690.82659912","0.0006281100",
"2018-03-14 00:00","614.29095459","0.0006013100",
"2018-03-15 00:00","611.30407715","0.0006422500",
"2018-03-16 00:00","601.66625977","0.0005264100",
"2018-03-17 00:00","552.7789917","0.0005317800",
"2018-03-18 00:00","538.64367676","0.0005356700",
"2018-03-19 00:00","556.72595215","0.0005740800",
"2018-03-20 00:00","557.17492676","0.0006343900",
"2018-03-21 00:00","561.73150635","0.0006883200",
"2018-03-22 00:00","539.70202637","0.0006647400",
"2018-03-23 00:00","539.61895752","0.0006211300",
"2018-03-24 00:00","526.43859863","0.0006344700",
"2018-03-25 00:00","524.28692627","0.0006935500",
"2018-03-26 00:00","489.95123291","0.0006176400",
"2018-03-27 00:00","450.11608887","0.0006337300",
"2018-03-28 00:00","446.27914429","0.0006654700",
"2018-03-29 00:00","385.96838379","0.0005575800",
"2018-03-30 00:00","394.64483643","0.0004811200",
"2018-03-31 00:00","396.45709229","0.0004604100",
"2018-04-01 00:00","379.60650635","0.0005155100",
"2018-04-02 00:00","386.42462158","0.0005142100",
"2018-04-03 00:00","416.89306641","0.0004507200",
"2018-04-04 00:00","380.5428772","0.0007018000",
"2018-04-05 00:00","383.23168945","0.0005437700",
"2018-04-06 00:00","370.28515625","0.0004529200",
"2018-04-07 00:00","385.3142395","0.0004740900",
"2018-04-08 00:00","400.50817871","0.0005041600",
"2018-04-09 00:00","398.52563477","0.0005124700",
"2018-04-10 00:00","414.24258423","0.0005352500",
"2018-04-11 00:00","430.54003906","0.0005470300",
"2018-04-12 00:00","492.9413147","0.0006055700",
"2018-04-13 00:00","492.73477173","0.0005187000",
"2018-04-14 00:00","501.47833252","0.0004730800",
"2018-04-15 00:00","531.70196533","0.0005026600",
"2018-04-16 00:00","511.146698","0.0004844200",
"2018-04-17 00:00","502.89364624","0.0005994400",
"2018-04-18 00:00","524.78881836","0.0005465600",
"2018-04-19 00:00","567.88903809","0.0005347300",
"2018-04-20 00:00","615.71801758","0.0004661700",
"2018-04-21 00:00","605.39532471","0.0004776000",
"2018-04-22 00:00","621.8604126","0.0004865800",
"2018-04-23 00:00","642.54797363","0.0005861500",
"2018-04-24 00:00","708.15808105","0.0005698000",
"2018-04-25 00:00","615.41564941","0.0005838000",
"2018-04-26 00:00","662.80865479","0.0006367500",
"2018-04-27 00:00","647.03192139","0.0006693700",
"2018-04-28 00:00","683.67791748","0.0007225300",
"2018-04-29 00:00","688.88079834","0.0007281200",
"2018-04-30 00:00","669.92364502","0.0006231400",
"2018-05-01 00:00","673.61328125","0.0006047200",
"2018-05-02 00:00","687.14935303","0.0006786100",
"2018-05-03 00:00","779.54278564","0.0005454300",
"2018-05-04 00:00","785.62414551","0.0005431200",
"2018-05-05 00:00","816.11968994","0.0005545900",
"2018-05-06 00:00","792.31085205","0.0005617800",
"2018-05-07 00:00","753.72546387","0.0006051800",
"2018-05-08 00:00","752.85717773","0.0006286400",
"2018-05-09 00:00","752.27526855","0.0008625700",
"2018-05-10 00:00","727.27740479","0.0008736900",
"2018-05-11 00:00","679.58630371","0.0006322000",
"2018-05-12 00:00","686.04827881","0.0006847300",
"2018-05-13 00:00","733.49645996","0.0008325100",
"2018-05-14 00:00","730.5491333","0.0008643300",
"2018-05-15 00:00","708.87139893","0.0008895900",
"2018-05-16 00:00","707.05023193","0.0009455000",
"2018-05-17 00:00","672.65655518","0.0008988100",
"2018-05-18 00:00","694.36688232","0.0007837800",
"2018-05-19 00:00","696.52954102","0.0007778600",
"2018-05-20 00:00","715.36877441","0.0008516300",
"2018-05-21 00:00","699.22198486","0.0009362700",
"2018-05-22 00:00","647.74053955","0.0009370000",
"2018-05-23 00:00","583.58459473","0.0008861600",
"2018-05-24 00:00","601.75463867","0.0008594500",
"2018-05-25 00:00","586.73449707","0.0007827300",
"2018-05-26 00:00","587.28039551","0.0007045100",
"2018-05-27 00:00","572.66790771","0.0010019200",
"2018-05-28 00:00","516.03570557","0.0010166200",
"2018-05-29 00:00","565.38775635","0.0010613300",
"2018-05-30 00:00","559.59008789","0.0012894800",
"2018-05-31 00:00","577.64489746","0.0011549900",
"2018-06-01 00:00","580.04315186","0.0007850800",
"2018-06-02 00:00","591.80847168","0.0007295000",
"2018-06-03 00:00","619.43743896","0.0009150800",
"2018-06-04 00:00","592.98468018","0.0008130000",
"2018-06-05 00:00","609.30285645","0.0010730000",
"2018-06-06 00:00","607.12353516","0.0008141400",
"2018-06-07 00:00","605.18737793","0.0007622100",
"2018-06-08 00:00","601.07727051","0.0005705800",
"2018-06-09 00:00","597.56231689","0.0005693500",
"2018-06-10 00:00","526.47912598","0.0006155600",
"2018-06-11 00:00","533.28424072","0.0006061200",
"2018-06-12 00:00","496.84338379","0.0006102600",
"2018-06-13 00:00","477.49401855","0.0006830900",
"2018-06-14 00:00","519.74188232","0.0007876500",
"2018-06-15 00:00","491.00427246","0.0008996400",
"2018-06-16 00:00","499.64233398","0.0004790300",
"2018-06-17 00:00","500.44848633","0.0004764000",
"2018-06-18 00:00","518.890625","0.0005981200",
"2018-06-19 00:00","537.95739746","0.0005450800",
"2018-06-20 00:00","536.26782227","0.0005532100",
"2018-06-21 00:00","527.36657715","0.0011450000",
"2018-06-22 00:00","465.81680298","0.0005135900",
"2018-06-23 00:00","474.51977539","0.0007663200",
"2018-06-24 00:00","457.67190552","0.0006299000",
"2018-06-25 00:00","460.30984497","0.0005306500",
"2018-06-26 00:00","432.77172852","0.0005032400",
"2018-06-27 00:00","442.36489868","0.0004970000",
"2018-06-28 00:00","422.36499023","0.0005336800",
"2018-06-29 00:00","436.00900269","0.0031573700",
"2018-06-30 00:00","455.17999268","0.0051993000",
"2018-07-01 00:00","453.91799927","0.0119751200",
"2018-07-02 00:00","475.34698486","0.0070105300",
"2018-07-03 00:00","464.19500732","0.0065819400",
"2018-07-04 00:00","467.31799316","0.0048550300",
"2018-07-05 00:00","474.4119873","0.0073106400",
"2018-07-06 00:00","474.01199341","0.0062280700",
"2018-07-07 00:00","491.66000366","0.0021886800",
"2018-07-08 00:00","489.11898804","0.0016824400",
"2018-07-09 00:00","476.68200684","0.0010613900",
"2018-07-10 00:00","434.42401123","0.0013028600",
"2018-07-11 00:00","446.51800537","0.0024079900",
"2018-07-12 00:00","430.07400513","0.0027194300",
