时间,币价,主力流入,主力流出,散户流入,散户流出,净量
"2019-08-24 09:00","189.136394","137560563.3802817","-111056760.56338029","1540847887.3239439","-1471912676.056338","95439014.08450705",
"2019-08-25 09:00","190.458195","200510349.65034965","-162569370.62937063","1825397202.7972028","-1759868531.4685314","103469650.34965034",
"2019-08-26 09:00","188.067131","165343156.424581","-133318575.41899441","1655385474.860335","-1607269553.0726256","80140502.79329608",
"2019-08-27 09:00","188.232301","134409483.9609484","-132537238.49372385","1438479776.8479776","-1409947001.3947","30405020.920502093",
"2019-08-28 09:00","168.909171","215087535.0140056","-215351120.44817927","2283327731.0924373","-2339110644.2577033","-56046498.59943978",
"2019-08-29 09:00","170.11828","107774692.73743017","-110860782.12290503","1584994413.4078212","-1537057262.5698323","44851061.45251396",
"2019-08-30 09:00","169.93247","129963966.48044692","-99328756.98324022","1295657821.2290502","-1219121508.3798883","107171522.34636872",
"2019-08-31 09:00","170.507929","147758100.55865923","-146361871.50837988","1556794692.73743","-1457822625.698324","100368296.08938548",
"2019-09-01 09:00","173.713949","165489539.74895397","-151267224.54672244","1574386331.9386332","-1484680613.6680615","103928033.47280335",
"2019-09-02 09:00","181.84137","268193036.2116992","-225210306.40668523","2153477715.8774376","-2012356545.9610028","184103899.72144848",
"2019-09-03 09:00","177.35518","138165734.26573426","-148684195.8041958","1553495104.895105","-1516825174.8251748","26151468.53146853",
"2019-09-04 09:00","171.147639","132994265.73426573","-146956223.77622378","1603983216.7832167","-1540197202.7972028","49824055.944055945",
"2019-09-05 09:00","175.819302","162229213.48314607","-155178792.13483146","1766851123.5955055","-1513769662.9213483","260131882.0224719",
"2019-09-06 09:00","173.649796","184458988.76404494","-196271488.76404494","1936448033.7078652","-1741797752.8089888","182837780.8988764",
"2019-09-07 09:00","180.274539","282315308.98876405","-253807162.9213483","2173689606.741573","-2085383426.9662921","116814325.84269662",
"2019-09-08 09:00","181.373282","206210533.70786518","-193016432.58426967","1841719101.1235955","-1931212078.6516855","-76298876.40449437",
"2019-09-09 09:00","179.528371","164390295.3586498","-164073136.4275668","1556000000","-1664940928.2700422","-108623769.3389592",
"2019-09-10 09:00","176.460445","234914887.64044943","-245804775.28089887","1645540730.3370786","-1859522471.9101124","-224871629.21348315",
"2019-09-11 09:00","179.712929","184416666.66666666","-208119774.01129943","1466395480.2259886","-1694834745.7627118","-252142372.88135594",
"2019-09-12 09:00","178.422907","99524971.75141242","-98591384.18079096","1318156779.661017","-1454203389.8305085","-135113022.59887007",
"2019-09-13 09:00","184.276859","149720762.7118644","-150113559.32203388","1511004237.2881355","-1539151129.943503","-28539689.26553672",
"2019-09-14 09:00","188.059801","174120762.7118644","-182008192.09039548","1762378531.0734463","-1745497175.141243","8993926.553672316",
"2019-09-15 09:00","189.701044","154590099.009901","-180576237.62376237","1913512022.6308343","-1860418670.4384723","27107213.578500707",
"2019-09-16 09:00","200.884022","219897461.21297604","-214313822.28490832","2335091678.4203105","-2194895627.64457","145779689.7038082",
"2019-09-17 09:00","212.647729","332483497.88434416","-307439915.3737659","3222124118.476728","-3055802538.787024","191365162.2002821",
"2019-09-18 09:00","208.669438","271827042.25352114","-252204507.04225352","2634918309.859155","-2568398591.549296","86142253.52112676",
"2019-09-19 09:00","215.931828","340582369.53455573","-327135543.0183357","3004970380.8180537","-2906176304.654443","112240902.67983074",
"2019-09-20 09:00","216.865112","230292947.8138223","-219449083.2157969","2221259520.4513397","-2123172073.3427362","108931311.70662905",
"2019-09-21 09:00","210.381708","237708744.71086037","-224261354.01974612","2157636107.19323","-2143516220.0282087","27567277.856135402",
"2019-09-22 09:00","209.202655","215337500","-200733567.41573033","2060110955.0561798","-2025150280.8988764","49564606.741573036",
"2019-09-23 09:00","191.881675","296262219.1011236","-311270224.71910113","2833706460.674157","-2943436797.752809","-124738342.69662921",
"2019-09-24 09:00","168.706908","482052033.66058904","-477447124.82468444","4432159887.798037","-4605063113.604488","-168298316.970547",
"2019-09-25 09:00","166.019013","207692566.61991584","-220434361.8513324","2177047685.834502","-2160587657.7840114","3718232.8190743336",
"2019-09-26 09:00","163.707113","224112780.8988764","-197695505.61797753","2393509831.4606743","-2344678370.7865167","75248735.95505618",
"2019-09-27 09:00","170.661308","203250421.3483146","-196860252.80898875","2146929775.2808988","-2102464887.6404495","50855056.17977528",
"2019-09-28 09:00","166.311168","177493960.6741573","-183915449.43820223","2054095505.6179774","-2046675561.7977529","998455.0561797753",
"2019-09-29 09:00","177.572785","253588251.74825174","-234432727.27272725","2488889510.4895105","-2400570629.3706293","107474405.59440559",
"2019-09-30 09:00","177.014201","219855104.8951049","-242183496.5034965","2361601398.6013985","-2314334265.734266","24938741.258741256",
"2019-10-01 09:00","175.825473","145744615.3846154","-152016643.35664335","1865262937.062937","-1852106293.7062936","6884615.384615384",
"2019-10-02 09:00","172.861192","150589370.62937063","-155366573.42657343","1659069930.06993","-1703800000","-49507272.72727273",
"2019-10-03 09:00","174.784992","133076923.07692307","-133560839.16083916","1641237762.2377622","-1597411188.8111887","43342657.34265734",
"2019-10-04 09:00","173.58023","119368461.53846154","-118786825.17482516","1512127272.7272727","-1482320279.7202797","30388629.37062937",
"2019-10-05 09:00","173.866931","139591188.81118882","-134366853.14685315","1567376223.7762237","-1572793006.993007","-192447.55244755244",
"2019-10-06 09:00","176.66559","208746713.28671327","-201225594.4055944","2123177622.3776224","-2048953846.153846","81744895.1048951",
"2019-10-07 09:00","179.301915","205241036.41456583","-194900700.28011206","2205854341.736695","-2118397759.1036415","97796918.767507",
"2019-10-08 09:00","190.216889","257893548.3870968","-245208835.90462834","2271143057.503506","-2176784011.2201962","107043758.76577841",
"2019-10-09 09:00","191.378949","248451544.9438202","-242785112.35955057","2470893258.426966","-2467133426.966292","9426264.04494382",
"2019-10-10 09:00","184.276292","268872496.47390693","-270109732.0169253","2576308885.754584","-2603183356.8406205","-28111706.62905501",
"2019-10-11 09:00","183.286754","148588575.4583921","-144569675.59943584","2018253878.7023978","-2020809590.9732018","1463187.5881523273",
"2019-10-12 09:00","183.750214","120898998.58956277","-113718420.3102962","1709410437.235543","-1697001410.4372356","19589605.07757405",
"2019-10-13 09:00","182.603623","139710325.3182461","-126505233.3804809","1724038189.533239","-1731811881.1881187","5431400.282885431",
"2019-10-14 09:00","182.337859","197772457.62711865","-193698587.57062146","1896572033.8983052","-1966312146.8926554","-65666242.937853105",
"2019-10-15 09:00","174.127706","261731734.83779973","-270551763.04654443","2114181946.4033852","-2218421720.7334275","-113059802.53878702",
"2019-10-16 09:00","176.939923","135068785.31073445","-115539124.2937853","1689269774.0112994","-1774190677.9661016","-65391242.937853105",
"2019-10-17 09:00","172.73723","176203531.07344633","-189929661.01694915","1803310734.4632769","-1964146892.6553671","-174562288.1355932",
"2019-10-18 09:00","173.971248","118344915.2542373","-128389689.26553673","1669242937.8531072","-1779248587.5706215","-120050423.72881356",
"2019-10-19 09:00","172.970608","133353672.31638418","-130366807.90960452","1568161016.9491525","-1655064971.7514124","-83917090.39548023",
"2019-10-20 09:00","174.264196","149399717.5141243","-149812429.37853107","1800492937.8531072","-1889668079.0960453","-89587853.10734463",
"2019-10-21 09:00","172.4436556009","127105084.7457627","-131072881.3559322","1572128531.0734463","-1638526836.1581922","-70366101.69491525",
"2019-10-22 09:00","158.999916212","203881471.00424328","-225835219.23620933","2237388967.4681754","-2389371994.3422914","-173936775.10608202",
"2019-10-23 09:00","161.7171852843","178356011.31541726","-184347807.63790664","2023417256.0113153","-2079299858.557284","-61874398.86845827",
"2019-10-24 09:00","167.8643838103","211244271.57001415","-203313154.1725601","1995471004.2432814","-1958664780.7637906","44737340.87694483",
"2019-10-25 09:00","180.9500522459","568635077.7934936","-563858557.2842999","4546859971.711456","-4593847241.8670435","-42210749.64639321",
"2019-10-26 09:00","183.0138996809","303717821.7821782","-283161386.1386139","2443961810.4667606","-2464609618.1046677","-91371.99434229136",
"2019-10-27 09:00","182.5761217521","277573267.32673264","-265540735.50212163","2672683168.3168316","-2706840169.731259","-22124469.589816123",
"2019-10-28 09:00","185.2422220183","232482743.98868456","-229794625.17680338","2246282885.4314003","-2263578500.7072134","-14607496.463932106",
"2019-10-29 09:00","181.3801673333","299660056.6572238","-288534135.9773371","2646144475.92068","-2675820113.314448","-18549716.71388102",
"2019-10-30 09:00","182.1958649131","221244176.13636363","-213801420.45454547","2133990056.8181818","-2168883522.7272725","-27450710.227272727",
"2019-10-31 09:00","181.0742779497","155450142.04545453","-158566477.27272728","1872776988.6363637","-1916061079.5454545","-46400426.13636363",
"2019-11-01 09:00","183.8945035375","131309943.18181819","-130336505.68181819","1625571022.7272727","-1609674715.909091","16869744.318181816",
"2019-11-02 09:00","182.1535706169","124531661.93181819","-133271022.72727273","1676306818.1818182","-1711613636.3636363","-44046178.97727273",
"2019-11-03 08:00","186.4680888613","197413086.7709815","-225961450.9246088","2019227596.0170696","-2038843527.7382646","-48164295.87482219",
"2019-11-04 08:00","190.0538785424","239631098.43081313","-266400285.30670473","2495848787.446505","-2492640513.5520687","-23560912.981455065",
"2019-11-05 08:00","190.2790825664","197297000","-206555000","2329982857.142857","-2439110000","-118385142.85714285",
"2019-11-06 08:00","186.3852833612","224596561.60458452","-205841977.07736388","2111110315.1862464","-2188603151.862464","-58738252.14899713",
"2019-11-07 08:00","183.2688744007","225175142.85714287","-211558000","2134981428.5714285","-2239781428.571429","-91182857.14285715",
"2019-11-08 08:00","184.3762173227","120624428.57142857","-102834285.71428572","1691872857.142857","-1770181428.5714285","-60518428.571428575",
"2019-11-09 08:00","186.6143406194","140093000","-125638857.14285715","1821604285.7142856","-1903794285.7142856","-67735857.14285715",
"2019-11-10 08:00","186.6826734662","191321255.34950072","-190180884.4507846","2061116975.7489302","-2120189728.9586306","-57932382.31098431",
"2019-11-11 08:00","183.6402050735","165756918.68758917","-154677318.11697575","1796962910.1283882","-1853459343.7945793","-45416833.09557775",
"2019-11-12 08:00","185.8039512804","103727065.52706553","-94953988.6039886","1548782051.2820513","-1536605413.1054132","20949715.099715102",
"2019-11-13 08:00","183.9327515642","163318233.61823362","-162063532.7635328","1764911680.911681","-1837418803.4188035","-71252421.65242165",
"2019-11-14 08:00","180.2645814431","267976604.85021397","-280531669.04422253","2065723252.4964337","-2201643366.619116","-148475178.31669044",
"2019-11-15 08:00","182.2651052619","117500285.30670471","-128580456.49072753","1510265335.235378","-1526840228.2453637","-27655064.19400856",
"2019-11-16 08:00","184.5372093387","158290442.2253923","-155005135.52068475","1658904422.253923","-1683811697.574893","-21621968.616262484",
"2019-11-17 08:00","181.0901315929","120232147.93741108","-112706827.88051209","1453290184.921764","-1540428165.0071123","-79612660.0284495",
"2019-11-18 08:00","174.2438596994","198144950.21337125","-213614509.24608818","2316155049.7866287","-2459027027.027027","-158341536.27311522",
"2019-11-19 08:00","175.4926867175","140301562.5","-134481534.0909091","2085251420.4545455","-2090485795.4545455","585653.4090909091",
"2019-11-20 08:00","162.6916227271","247804409.67283073","-271235561.8776671","2658546230.440967","-2778095305.832148","-142980227.59601706",
"2019-11-21 08:00","145.8525453695","493765625","-471259943.1818182","4099971590.909091","-4187258522.7272725","-64781250",
"2019-11-22 08:00","151.9369212717","274537500","-252404261.36363637","2603826704.5454545","-2589117897.7272725","36842045.45454545",
"2019-11-23 08:00","145.7820677879","181389346.5909091","-188481250","2119521306.8181818","-2188625000","-76195596.5909091",
"2019-11-24 08:00","149.4274917225","330117045.45454544","-335175426.1363636","3440805397.7272725","-3432998579.5454545","2748437.5",
"2019-11-25 08:00","144.8914154123","167387766.7140825","-157234566.14509246","1944012802.2759602","-1992678520.625889","-38512517.780938834",
"2019-11-26 08:00","148.4940880237","174173826.458037","-159513371.26600283","2172658605.9743953","-2141539118.0654337","45779943.100995734",
"2019-11-27 08:00","154.1795026777","143466193.1818182","-135652840.9090909","1952225852.2727273","-1946029829.5454545","14009375",
"2019-11-28 08:00","156.1482299328","113617780.93883356","-102367994.31009957","1805773826.458037","-1790702702.7027025","26320910.384068277",
"2019-11-29 08:00","152.5171341629","106948648.64864865","-98599857.75248933","1584118065.4338548","-1614853485.0640113","-22386628.733997155",
"2019-11-30 08:00","151.1617118658","120410953.05832148","-122877240.39829302","1738207681.365576","-1764982930.2987196","-29241536.273115218",
"2019-12-01 08:00","147.9230805841","94391477.27272727","-92181676.13636364","1442897727.2727273","-1469855113.6363637","-24747585.227272727",
"2019-12-02 08:00","147.7299649377","73644957.50708216","-71820764.87252125","1319610481.5864024","-1341681303.1161473","-20246628.895184137",
"2019-12-03 08:00","148.3446759274","117118439.71631207","-118547517.73049645","1727748936.1702127","-1726707801.4184399","-387943.26241134753",
"2019-12-04 08:00","146.7509400673","113119744.31818181","-120581818.18181819","1750642045.4545455","-1735181818.1818182","7998153.409090909",
"2019-12-05 08:00","147.521760274","76873579.54545455","-67899843.75","1381538352.2727273","-1352090909.090909","38421178.97727273",
"2019-12-06 08:00","146.7647797751","62241321.02272727","-56751008.52272727","1243181818.1818182","-1210968750","37703380.68181818",
"2019-12-07 08:00","148.7648572381","80532528.4090909","-77818750","1214404829.5454545","-1218701704.5454545","-1583096.5909090908",
"2019-12-08 08:00","148.6050679745","91804261.36363636","-93712784.0909091","1383349431.8181818","-1434607954.5454545","-53167045.45454545",
"2019-12-09 08:00","145.8999952914","86056472.26173541","-91409388.33570412","1267500711.2375534","-1307145092.460882","-44997297.2972973",
"2019-12-10 08:00","142.63665495","92654119.31818181","-81176278.4090909","1239137784.090909","-1209634943.1818182","40980681.81818182",
"2019-12-11 08:00","142.4307094937","101386857.14285715","-93180428.57142857","1452515714.2857144","-1548844285.7142856","-88122142.85714285",
"2019-12-12 08:00","144.2547306668","84032965.61604585","-72869255.01432665","1257085959.8853867","-1438948424.0687678","-170698753.58166188",
"2019-12-13 08:00","142.6216801697","82904441.26074497","-79467578.7965616","1207872492.8366761","-1339252148.9971347","-127942793.69627507",
"2019-12-14 08:00","142.975120805","108492836.67621776","-101251289.3982808","1375869627.5071633","-1489117478.5100286","-106006303.72492836",
"2019-12-15 08:00","141.2854412468","54824821.173104435","-55620972.81831187","1289439198.8555079","-1447266094.420601","-158623047.21030042",
"2019-12-16 08:00","128.224357097","377001428.5714286","-382058571.4285714","2204181428.571429","-2343798571.428571","-144674285.7142857",
"2019-12-17 08:00","125.5029321934","257859428.57142857","-256014142.85714287","2820587142.857143","-2938621428.571429","-116189000",
"2019-12-18 08:00","126.2349461427","177863195.43509272","-195353922.96718973","2405860199.7146935","-2520293865.905849","-131924393.7232525",
"2019-12-19 08:00","128.2423654653","91052639.08701855","-99172182.59629102","1511760342.3680458","-1609713266.761769","-106072467.90299572",
"2019-12-20 08:00","125.8682374709","51907261.05563481","-48135164.051355205","1136957203.994294","-1171328102.7104137","-30598801.71184023",
"2019-12-21 08:00","128.8953464148","83738430.8131241","-78935820.25677603","1316724679.0299573","-1327567760.3423681","-6040470.7560627675",
"2019-12-22 08:00","134.2704942899","146971469.32952926","-131924964.33666192","2033582025.6776035","-2137587731.8116977","-88959201.14122683",
"2019-12-23 08:00","126.1969971376","118247075.60627675","-118920827.38944365","1875442225.3922968","-2001610556.3480742","-126842082.73894437",
"2019-12-24 08:00","124.282634637","103419027.18168813","-105597281.83118741","1672751072.9613733","-1743148783.9771101","-72575965.66523606",
"2019-12-25 08:00","125.5265318384","73794571.42857143","-75723428.57142857","1331708571.4285715","-1338251428.5714285","-8471714.285714285",
"2019-12-26 08:00","125.8359962877","187778571.42857143","-201796714.2857143","2077602857.142857","-2126111428.5714285","-62526714.28571428",
"2019-12-27 08:00","127.5638639775","75081314.28571428","-81838028.57142857","1421632857.142857","-1515115714.2857144","-100239571.42857143",
"2019-12-28 08:00","130.4864695472","90103142.85714285","-103279428.57142857","1534102857.142857","-1605082857.142857","-84156285.71428572",
"2019-12-29 08:00","130.5129009881","152780257.5107296","-161718597.99713877","2229872675.2503576","-2358746781.1158795","-137812446.35193133",
"2019-12-30 08:00","130.3525219828","101733261.49425288","-104823275.86206897","1550308908.045977","-1575146551.724138","-27927658.04597701",
"2019-12-31 08:00","131.6997645809","69283074.71264368","-66242729.88505747","1412589080.4597702","-1363540229.8850574","52089195.40229885",
"2020-01-01 08:00","129.5647063552","70387729.88505746","-68321020.11494254","1314553160.9195402","-1324893678.1609194","-8273807.471264368",
"2020-01-02 08:00","131.8208559855","182286370.15781924","-190119942.61119083","2065938307.0301292","-2039202295.5523674","18902439.024390243",
"2020-01-03 08:00","133.6814568095","83867661.40602583","-84601248.20659971","1608113342.898135","-1627869440.4591105","-20489684.3615495",
"2020-01-04 08:00","136.4924868072","83464275.46628408","-95809038.7374462","1653403156.384505","-1607857962.6972742","33200430.416068867",
"2020-01-05 08:00","140.7233801544","142779656.16045845","-140891833.81088823","2152511461.3180513","-2122143266.4756446","32256017.191977076",
"2020-01-06 08:00","140.0718220733","130056546.76258993","-123562877.69784172","1993641726.618705","-2028001438.8489208","-27866043.165467624",
"2020-01-07 08:00","141.6048511256","163622733.81294963","-154125611.51079136","2371270503.597122","-2413398561.151079","-32630935.25179856",
"2020-01-08 08:00","138.5377453452","101453535.35353535","-109275757.57575758","1777698412.6984127","-1843695526.6955268","-73819336.21933623",
"2020-01-09 08:00","141.0870388458","123578179.19075145","-127229624.27745666","1869632947.9768786","-1886943641.6184971","-20962138.728323698",
"2020-01-10 08:00","142.2446844927","270611271.6763006","-266964884.39306358","1814332369.9421966","-1903920520.2312138","-85941763.00578035",
"2020-01-11 08:00","144.2253166574","420493497.10982656","-415757947.97687864","1772625722.5433526","-1815637283.2369943","-38276011.560693644",
"2020-01-12 08:00","142.8701689522","404573425.2539913","-417958200.29027575","1353419448.4760523","-1392227866.4731495","-52193193.033381715",
"2020-01-13 08:00","156.0480108264","555648401.1627907","-550339098.8372093","2550184593.023256","-2493383720.9302325","62110174.41860465",
"2020-01-14 08:00","164.6656401564","783723367.198839","-826135123.3671988","4109419448.4760523","-4172293178.5195937","-105285486.2119013",
"2020-01-15 08:00","162.9771638172","520501453.4883721","-536001744.18604654","2635023255.8139534","-2645797965.116279","-26275000",
"2020-01-16 08:00","167.030024845","573052623.9067055","-553342565.5976676","3056883381.924198","-3094704081.6326528","-18110641.39941691",
"2020-01-17 08:00","175.0948899716","615259475.2186588","-630211078.7172011","3313985422.740525","-3345069970.845481","-46036151.60349854",
"2020-01-18 08:00","164.992688805","682625655.9766763","-685036005.8309038","3038034985.4227405","-3119537900.874635","-83913265.30612245",
"2020-01-19 08:00","166.1996119322","912257350.8005822","-914087336.2445415","1981436681.2227075","-2021864628.8209608","-42257933.042212516",
"2020-01-20 08:00","168.4096077223","93850897.25036179","-97767872.64833574","1643301013.024602","-1605186685.9623733","34197351.6642547",
"2020-01-21 08:00","167.4856539051","105112011.57742402","-105259073.80607815","1987431259.0448625","-1993586107.0911722","-6301910.27496382",
"2020-01-22 08:00","163.5506234938","103177665.70605187","-116002161.3832853","1954242074.9279537","-1974540345.8213255","-33122766.570605185",
"2020-01-23 08:00","161.8565313406","137095513.74819103","-157753979.73950794","2302738060.781476","-2320894356.005789","-38814761.21562952",
"2020-01-24 08:00","160.1775533281","79873111.43270622","-86863400.8683068","1620507959.4790158","-1619526772.7930536","-6009102.749638205",
"2020-01-25 08:00","163.6269357056","80421099.8552822","-70709811.86685961","1430769898.6975398","-1424396526.772793","16084659.913169319",
"2020-01-26 08:00","169.9204713243","132122141.82344428","-127612879.88422576","2029837916.0636759","-1990589001.447178","43758176.55571635",
"2020-01-27 08:00","172.0659407615","147449348.76989868","-158641968.16208392","2429963820.5499277","-2409405209.8408103","9365991.316931982",
"2020-01-28 08:00","175.8985666108","154832850.9406657","-157533863.96526772","2268338639.652677","-2243342981.186686","22294645.44138929",
"2020-01-29 08:00","176.4541976204","125408104.1968162","-125390882.77858177","1939063675.8321273","-1979159189.5803185","-40078292.32995658",
"2020-01-30 08:00","178.2622365555","253609840.81041968","-258690738.06078148","3027124457.308249","-3057778581.7655573","-35735021.70767004",
"2020-01-31 08:00","182.1871345782","164594645.4413893","-154392764.10998553","2335008683.0680175","-2351505065.12301","-6294500.723589001",
"2020-02-01 08:00","191.3723609315","264005643.9942113","-245697250.3617945","2990043415.340087","-2933091172.2141824","75260636.75832127",
"2020-02-02 08:00","188.7477917822","207687037.03703704","-211391880.34188035","2532980056.9800572","-2608309116.809117","-79033903.13390315",
"2020-02-03 08:00","188.1324490349","191835285.7142857","-184481428.57142857","2470257142.857143","-2517054285.714286","-39443285.71428572",
"2020-02-04 08:00","197.5190560688","200185939.74175036","-205427259.68436155","2715232424.677188","-2602436154.9497848","107554949.78479198",
"2020-02-05 08:00","211.4569650608","438599426.1119082","-448422238.1635581","4266585365.8536587","-4255394548.063128","1368005.7388809184",
"2020-02-06 08:00","221.5966176496","332921142.85714287","-352128428.5714286","4037414285.714286","-3993357142.857143","24849857.14285714",
"2020-02-07 08:00","225.7852622358","283734285.71428573","-272541714.28571427","3838657142.857143","-3811214285.714286","38635428.571428575",
"2020-02-08 08:00","224.6919368266","183752285.7142857","-192118571.42857143","3138455714.285714","-3137940000","-7850571.428571428",
"2020-02-09 08:00","224.4097002027","280462893.982808","-303536676.21776503","3727120343.8395414","-3770544412.6074495","-66497851.00286532",
"2020-02-10 08:00","226.7144123808","302182352.9411765","-296331563.8450502","3369275466.284075","-3248351506.456241","126774748.92395984",
"2020-02-11 08:00","252.3383455718","1041519368.723099","-1025408895.2654233","5624835007.173601","-5552740315.638451","88205164.9928264",
"2020-02-12 08:00","269.1872064999","1604777936.9627507","-1683587392.5501432","7362148997.13467","-7444240687.679083","-160901146.13180515",
"2020-02-13 08:00","272.7336897697","742077253.2188841","-777450643.776824","5210414878.397711","-5144377682.403433","30663805.436337624",
"2020-02-14 08:00","280.6193775496","897595135.9084406","-938150214.5922747","5750772532.188841","-5744620886.981401","-34403433.47639485",
"2020-02-15 08:00","259.0722243358","1203703862.6609442","-1291509298.9985693","6312432045.779685","-6399413447.782546","-174786838.3404864",
"2020-02-16 08:00","250.6479789873","1527861031.5186245","-1556401146.1318052","7692335243.553008","-7737550143.266475","-73755014.32664756",
"2020-02-17 08:00","272.529760148","1098855714.2857144","-1120445714.2857144","6022800000","-5960314285.714286","40895714.28571428",
"2020-02-18 08:00","279.9021579842","997271428.5714285","-1059745714.2857143","5577300000","-5532842857.142858","-18017142.85714286",
"2020-02-19 08:00","256.8091552115","1294398860.3988605","-1326333333.3333335","6602905982.905983","-6793390313.390314","-222418803.41880342",
"2020-02-20 08:00","263.7995160674","1104645803.6984353","-1150940256.045519","5105234708.392603","-4939943100.995732","118997155.04978663",
"2020-02-21 08:00","260.7527994281","755731152.2048364","-776836415.3627311","3829871977.240398","-3790170697.012802","18596017.06970128",
"2020-02-22 08:00","270.1947250783","813183499.2887625","-826423897.5817922","4184495021.3371263","-3971450924.608819","199803698.43527737",
"2020-02-23 08:00","268.5505450578","894019914.6514935","-931453769.5590327","4307695590.327169","-4323385490.753912","-53123755.334281646",
"2020-02-24 08:00","252.120796068","1319001426.5335236","-1426487874.46505","5387717546.36234","-5559828815.977176","-279597717.54636234",
"2020-02-25 08:00","226.8888425998","1654878917.3789175","-1814584045.5840456","6416324786.324787","-6589928774.928776","-333309116.80911684",
"2020-02-26 08:00","232.3815630038","2052658571.4285715","-2092260000","7277857142.857142","-7228728571.428572","9527142.857142856",
"2020-02-27 08:00","223.8656865874","1530344778.2546494","-1555811158.798283","6238655221.74535","-6271216022.889842","-58027181.68812589",
"2020-02-28 08:00","223.8144441386","699972818.311874","-713653791.130186","4761959942.7753935","-4712060085.836909","36218884.12017167",
"2020-02-29 08:00","221.3874009364","654825464.9499284","-718204577.9685265","4270844062.9470673","-4299256080.1144495","-91791130.18597996",
"2020-03-01 08:00","227.7117612323","733420977.0114943","-769580459.7701149","5030804597.701149","-4936120689.655172","58524425.287356324",
"2020-03-02 08:00","223.5910877873","780807471.2643678","-813393678.1609195","5001867816.091954","-4977169540.229885","-7887931.0344827585",
"2020-03-03 08:00","223.4679105935","718202020.2020203","-701344877.3448774","4216767676.767677","-4188196248.1962485","45428571.42857143",
"2020-03-04 08:00","229.5960135008","373850576.36887604","-338559942.3631124","3932579250.720461","-3728386167.146974","239483717.5792507",
"2020-03-05 08:00","236.9070410478","436581818.1818182","-460198556.99855703","4291948051.948052","-4274314574.3145747","-5983261.183261183",
"2020-03-06 08:00","245.3268078936","482677922.0779221","-450762049.0620491","3953318903.3189034","-3895800865.800866","89433910.53391054",
"2020-03-07 08:00","216.7978706105","895663780.6637807","-967516594.5165945","5581154401.154402","-5866075036.075036","-356773448.77344877",
"2020-03-08 09:00","194.8924014923","1305010071.942446","-1374633093.5251799","7459237410.071942","-7622589928.057553","-232975539.5683453",
"2020-03-09 09:00","202.4584439172","629166666.6666666","-606550287.3563218","5003706896.551724","-5015704022.988505","10619252.873563219",
"2020-03-10 09:00","192.2129344683","382213793.1034483","-395524856.3218391","3957844827.586207","-4059137931.034483","-114604166.66666667",
"2020-03-11 09:00","139.816269029","1393425320.056899","-1528687055.4765291","8008179231.863442","-8240810810.81081","-367893314.36699855",
"2020-03-12 09:00","122.8524312309","1309995720.3994293","-1314419400.85592","8165449358.059915","-8131797432.239658","29228245.363766048",
"2020-03-13 09:00","126.6898441068","517771897.2895863","-559896576.3195435","4367660485.021399","-4255221112.6961484","70314693.29529244",
"2020-03-14 09:00","125.3182346066","235798430.81312412","-213969757.489301","3156483594.8644795","-3159111269.614836","19200998.573466476",
"2020-03-15 09:00","114.581581606","508587553.64806867","-543473390.5579399","5112818311.874105","-5161001430.615165","-83068955.6509299",
"2020-03-16 09:00","116.5784646731","296642571.4285714","-295107714.28571427","3715914285.714286","-3684644285.714286","32804857.14285714",
"2020-03-17 09:00","115.9722417135","207381560.28368795","-192336170.21276596","2917672340.425532","-2946008510.638298","-13290780.141843973",
"2020-03-18 09:00","126.5319632489","234845007.03234878","-238140646.97609","3364194092.827004","-3229728551.3361464","131169901.54711673",
"2020-03-19 09:00","141.7850499075","574531971.8309859","-564327605.6338029","4913802816.901409","-4826718309.859155","97288873.23943663",
"2020-03-20 09:00","132.6466683126","403267464.7887324","-443796619.7183099","4361957746.478873","-4387126760.56338","-65698169.01408451",
"2020-03-21 09:00","128.0316606908","243789154.92957747","-228613521.12676057","3250008450.7042255","-3211650704.2253523","53533380.28169014",
"2020-03-22 09:00","129.0334864191","327000000","-345590126.9393512","3799397743.300423","-3723245416.0789847","57562200.282087445",
"2020-03-23 09:00","135.5541654715","353075070.82152975","-351274220.96317285","3860708215.2974505","-3750354107.6487255","112154957.50708216",
"2020-03-24 09:00","136.0426481348","296903375.5274261","-287604641.35021096","3443853727.1448665","-3419367088.607595","33785372.714486636",
"2020-03-25 09:00","134.2703803665","171623338.04809052","-174749929.27864215","2598364922.2065063","-2519239038.189533","75999292.7864215",
"2020-03-26 09:00","135.6715210851","185412253.52112678","-193027323.943662","2772978873.2394366","-2688505633.802817","76858169.01408452",
"2020-03-27 09:00","128.5327613077","182937746.47887325","-166854084.50704226","2661694366.197183","-2615463380.28169","62314647.887323946",
"2020-03-28 09:00","128.8204225913","133785070.42253521","-119445352.11267607","2286715492.9577465","-2160050704.2253523","141004507.04225352",
"2020-03-29 09:00","133.0551208447","189341267.60563383","-202695211.26760563","2701676056.3380284","-2579716901.4084506","108605211.26760563",
"2020-03-30 09:00","132.577702934","149270985.91549295","-156680985.91549295","2419574647.887324","-2349049295.774648","63115352.11267606",
"2020-03-31 09:00","131.2131510912","163329802.259887","-140354661.01694915","2231491525.423729","-2171597457.6271186","82869209.03954802",
"2020-04-01 09:00","139.0424371682","290473060.64880115","-313827503.52609307","3051953455.571227","-2830943582.510578","197655430.18335685",
