时间,币价,每日叔块奖励
"2016-12-31 00:00","7.96909714","9397.2000000000",
"2017-01-01 00:00","8.17257118","9675.8400000000",
"2017-01-02 00:00","8.37851238","12132.8600000000",
"2017-01-03 00:00","9.72524548","14446.5400000000",
"2017-01-04 00:00","11.25155067","12929.0800000000",
"2017-01-05 00:00","10.25437069","12916.3900000000",
"2017-01-06 00:00","10.25465107","12988.9200000000",
"2017-01-07 00:00","9.8671875","12713.3800000000",
"2017-01-08 00:00","10.2897892","13676.8300000000",
"2017-01-09 00:00","10.32563591","12126.3300000000",
"2017-01-10 00:00","10.54957294","12210.0900000000",
"2017-01-11 00:00","9.71775723","11761.3200000000",
"2017-01-12 00:00","9.86132526","11214.6500000000",
"2017-01-13 00:00","9.76949883","10515.8400000000",
"2017-01-14 00:00","9.6466608","12066.3600000000",
"2017-01-15 00:00","9.90425682","11957.0700000000",
"2017-01-16 00:00","9.63650227","12385.2700000000",
"2017-01-17 00:00","10.30234909","12402.9100000000",
"2017-01-18 00:00","10.22776699","13040.9900000000",
"2017-01-19 00:00","10.39718246","13194.6800000000",
"2017-01-20 00:00","10.60062504","13455.7200000000",
"2017-01-21 00:00","10.90918159","12866.5400000000",
"2017-01-22 00:00","10.70322132","12998.2000000000",
"2017-01-23 00:00","10.82081127","12515.3300000000",
"2017-01-24 00:00","10.63247776","13827.7300000000",
"2017-01-25 00:00","10.57054901","13936.5400000000",
"2017-01-26 00:00","10.58913231","11971.5000000000",
"2017-01-27 00:00","10.53732777","12181.3600000000",
"2017-01-28 00:00","10.5649662","13386.8600000000",
"2017-01-29 00:00","10.48404408","14509.4100000000",
"2017-01-30 00:00","10.57116795","13475.2400000000",
"2017-01-31 00:00","10.72754002","13070.3500000000",
"2017-02-01 00:00","10.73209953","12039.9100000000",
"2017-02-02 00:00","10.82135391","13735.1200000000",
"2017-02-03 00:00","11.11449337","15050.5600000000",
"2017-02-04 00:00","11.43353271","13240.6800000000",
"2017-02-05 00:00","11.3530283","15027.4600000000",
"2017-02-06 00:00","11.38935947","16540.4300000000",
"2017-02-07 00:00","11.51529217","14885.5900000000",
"2017-02-08 00:00","11.43119621","13224.4900000000",
"2017-02-09 00:00","11.03224182","13681.6600000000",
"2017-02-10 00:00","11.2789278","15075.6000000000",
"2017-02-11 00:00","11.34952068","13822.8200000000",
"2017-02-12 00:00","11.39915657","14889.1500000000",
"2017-02-13 00:00","11.26952076","16340.2400000000",
"2017-02-14 00:00","13.02523708","15666.2600000000",
"2017-02-15 00:00","12.91972351","15766.2400000000",
"2017-02-16 00:00","12.90366554","15582.9500000000",
"2017-02-17 00:00","12.6764822","14827.5200000000",
"2017-02-18 00:00","12.81015205","14349.6500000000",
"2017-02-19 00:00","12.75846291","16041.3100000000",
"2017-02-20 00:00","12.43014431","14090.7400000000",
"2017-02-21 00:00","12.66839504","13855.7200000000",
"2017-02-22 00:00","12.59969425","13844.1700000000",
"2017-02-23 00:00","13.1193552","15254.7500000000",
"2017-02-24 00:00","13.06915283","17678.3100000000",
"2017-02-25 00:00","13.54866791","17925.6500000000",
"2017-02-26 00:00","14.5199604","18268.5000000000",
"2017-02-27 00:00","15.39652157","19425.3500000000",
"2017-02-28 00:00","15.81719875","20475.4100000000",
"2017-03-01 00:00","17.34967995","23794.0800000000",
"2017-03-02 00:00","19.03023911","22920.5800000000",
"2017-03-03 00:00","19.45896912","23294.8900000000",
"2017-03-04 00:00","18.61887932","22072.0900000000",
"2017-03-05 00:00","19.30225182","23947.8600000000",
"2017-03-06 00:00","19.60566902","21402.9200000000",
"2017-03-07 00:00","18.88864517","20950.3900000000",
"2017-03-08 00:00","16.6512928","19292.1300000000",
"2017-03-09 00:00","17.75471878","22005.9200000000",
"2017-03-10 00:00","19.33226776","23446.7900000000",
"2017-03-11 00:00","21.47252274","26585.8800000000",
"2017-03-12 00:00","23.43771935","40432.3700000000",
"2017-03-13 00:00","28.59292221","37813.7400000000",
"2017-03-14 00:00","28.65459824","42419.2700000000",
"2017-03-15 00:00","35.05591965","57392.3000000000",
"2017-03-16 00:00","46.34581375","73631.2500000000",
"2017-03-17 00:00","46.82799149","52907.8900000000",
"2017-03-18 00:00","34.16022873","47782.0700000000",
"2017-03-19 00:00","44.74007416","58272.8800000000",
"2017-03-20 00:00","43.39022446","51733.1100000000",
"2017-03-21 00:00","43.14509201","50772.5000000000",
"2017-03-22 00:00","42.34205627","56211.6400000000",
"2017-03-23 00:00","43.67842865","57986.9100000000",
"2017-03-24 00:00","53.10752487","59250.2600000000",
"2017-03-25 00:00","51.25004578","60295.4700000000",
"2017-03-26 00:00","50.52159882","60531.6600000000",
"2017-03-27 00:00","49.66692734","50761.6700000000",
"2017-03-28 00:00","50.77490234","66891.2900000000",
"2017-03-29 00:00","53.12607574","63915.7100000000",
"2017-03-30 00:00","52.20576096","61763.5600000000",
"2017-03-31 00:00","50.03727722","59626.0900000000",
"2017-04-01 00:00","50.69946289","57307.9600000000",
"2017-04-02 00:00","48.74874878","56663.7800000000",
"2017-04-03 00:00","44.35643387","60217.0400000000",
"2017-04-04 00:00","44.641922","58748.6900000000",
"2017-04-05 00:00","45.30395126","56850.4200000000",
"2017-04-06 00:00","43.24213791","54716.6900000000",
"2017-04-07 00:00","42.16263199","53408.6800000000",
"2017-04-08 00:00","44.30706787","51960.3900000000",
"2017-04-09 00:00","43.26697159","50736.0500000000",
"2017-04-10 00:00","43.43519592","50038.3700000000",
"2017-04-11 00:00","43.40720367","55097.3300000000",
"2017-04-12 00:00","46.28725052","65150.7900000000",
"2017-04-13 00:00","50.21942139","65005.4700000000",
"2017-04-14 00:00","47.57413483","63469.2400000000",
"2017-04-15 00:00","49.10149002","65666.5700000000",
"2017-04-16 00:00","48.71854782","62027.5900000000",
"2017-04-17 00:00","48.30456924","58590.3500000000",
"2017-04-18 00:00","50.70747375","49644.2000000000",
"2017-04-19 00:00","48.30527878","52686.2400000000",
"2017-04-20 00:00","49.6721611","50994.6300000000",
"2017-04-21 00:00","48.22444916","47988.3100000000",
"2017-04-22 00:00","48.55300522","54195.6800000000",
"2017-04-23 00:00","48.48928833","56586.2100000000",
"2017-04-24 00:00","50.03145981","60852.9600000000",
"2017-04-25 00:00","49.89123154","57561.3500000000",
"2017-04-26 00:00","52.72032928","62764.5400000000",
"2017-04-27 00:00","62.16772842","73788.1600000000",
"2017-04-28 00:00","70.15920258","73264.4700000000",
"2017-04-29 00:00","68.37693024","77509.5500000000",
"2017-04-30 00:00","79.02124786","91107.6900000000",
"2017-05-01 00:00","76.29698181","100079.2600000000",
"2017-05-02 00:00","77.26377869","100163.8100000000",
"2017-05-03 00:00","79.7181778","101752.4100000000",
"2017-05-04 00:00","96.98135376","125530.9600000000",
"2017-05-05 00:00","94.39853668","118167.7400000000",
"2017-05-06 00:00","97.81348419","119443.0600000000",
"2017-05-07 00:00","94.00731659","109302.6400000000",
"2017-05-08 00:00","91.42037964","119065.6300000000",
"2017-05-09 00:00","91.16291809","116486.1500000000",
"2017-05-10 00:00","89.52485657","106071.8500000000",
"2017-05-11 00:00","89.87966919","126789.3900000000",
"2017-05-12 00:00","88.65538025","110133.7100000000",
"2017-05-13 00:00","90.83539581","103930.2500000000",
"2017-05-14 00:00","90.7865448","129726.9300000000",
"2017-05-15 00:00","92.4148941","123895.1300000000",
"2017-05-16 00:00","89.43795013","110054.1100000000",
"2017-05-17 00:00","89.86037445","105684.6900000000",
"2017-05-18 00:00","96.90627289","142068.4100000000",
"2017-05-19 00:00","129.52746582","148957.7500000000",
"2017-05-20 00:00","126.5211792","198156.0900000000",
"2017-05-21 00:00","157.93659973","255801.5800000000",
"2017-05-22 00:00","174.2613678","259369.3900000000",
"2017-05-23 00:00","181.95245361","279460.3300000000",
"2017-05-25 00:00","174.44638062","292515.6600000000",
"2017-05-26 00:00","160.40330505","273364.4200000000",
"2017-05-27 00:00","157.75782776","239992.8300000000",
"2017-05-28 00:00","170.51091003","249868.6800000000",
"2017-05-29 00:00","194.90939331","340729.5500000000",
"2017-05-30 00:00","231.91082764","332343.8100000000",
"2017-05-31 00:00","230.66937256","371751.6400000000",
"2017-06-01 00:00","222.23916626","294975.8100000000",
"2017-06-02 00:00","223.77507019","317724.6700000000",
"2017-06-03 00:00","224.37557983","305008.4200000000",
"2017-06-04 00:00","245.33224487","367869.8800000000",
"2017-06-05 00:00","248.46400452","342399.1400000000",
"2017-06-06 00:00","264.46560669","393468.4000000000",
"2017-06-07 00:00","258.07122803","394671.4900000000",
"2017-06-08 00:00","261.66629028","389168.4700000000",
"2017-06-09 00:00","281.73681641","396222.6000000000",
"2017-06-10 00:00","337.66799927","512875.3400000000",
"2017-06-11 00:00","340.60888672","626563.3900000000",
"2017-06-12 00:00","401.49038696","685255.3300000000",
"2017-06-13 00:00","397.53710938","676828.1000000000",
"2017-06-14 00:00","359.05300903","591602.8200000000",
"2017-06-15 00:00","361.93295288","540476.8200000000",
"2017-06-16 00:00","370.22747803","677728.3500000000",
"2017-06-17 00:00","379.41421509","664273.0900000000",
"2017-06-18 00:00","371.45806885","710288.5100000000",
"2017-06-19 00:00","370.05587769","667869.1000000000",
"2017-06-20 00:00","359.00543213","598646.0300000000",
"2017-06-21 00:00","336.87182617","588205.2100000000",
"2017-06-22 00:00","336.37051392","539204.0100000000",
"2017-06-23 00:00","341.73861694","588111.9800000000",
"2017-06-24 00:00","323.69592285","561818.2700000000",
"2017-06-25 00:00","303.2482605","577104.5900000000",
"2017-06-26 00:00","272.69189453","396857.3100000000",
"2017-06-27 00:00","293.08795166","531525.8800000000",
"2017-06-28 00:00","327.92669678","566794.1100000000",
"2017-06-29 00:00","302.88327026","490929.2400000000",
"2017-06-30 00:00","294.91583252","444116.8900000000",
"2017-07-01 00:00","274.60055542","398904.6400000000",
"2017-07-02 00:00","287.98687744","516916.3700000000",
"2017-07-03 00:00","282.89752197","538650.3800000000",
"2017-07-04 00:00","273.30322266","465094.4000000000",
"2017-07-05 00:00","268.77432251","442723.7900000000",
"2017-07-06 00:00","270.54934692","453439.2200000000",
"2017-07-07 00:00","245.99084473","384355.6800000000",
"2017-07-08 00:00","251.69714355","344115.3600000000",
"2017-07-09 00:00","242.13729858","318746.5000000000",
"2017-07-10 00:00","215.35661316","269220.6000000000",
"2017-07-12 00:00","230.77400208","251721.8400000000",
"2017-07-13 00:00","209.73280334","250564.3600000000",
"2017-07-14 00:00","199.66233826","213869.9900000000",
"2017-07-15 00:00","170.65452576","194796.2600000000",
"2017-07-16 00:00","157.36277771","175645.1900000000",
"2017-07-17 00:00","193.42442322","208903.5700000000",
"2017-07-18 00:00","234.39085388","299945.3900000000",
"2017-07-19 00:00","199.70274353","267984.1400000000",
"2017-07-20 00:00","227.26464844","245245.3200000000",
"2017-07-21 00:00","218.30462646","219306.1600000000",
"2017-07-22 00:00","229.47618103","260021.4400000000",
"2017-07-23 00:00","225.95077515","251880.9100000000",
"2017-07-24 00:00","224.71099854","271118.2600000000",
"2017-07-25 00:00","206.70994568","244631.5800000000",
"2017-07-26 00:00","203.95339966","229565.7400000000",
"2017-07-27 00:00","204.31762695","284005.9500000000",
"2017-07-28 00:00","193.34088135","202156.7300000000",
"2017-07-29 00:00","205.78875732","226022.1800000000",
"2017-07-30 00:00","197.97784424","265183.9300000000",
"2017-07-31 00:00","203.87060547","191035.5300000000",
"2017-08-01 00:00","226.76872253","198061.4000000000",
"2017-08-02 00:00","219.9524231","229653.3700000000",
"2017-08-03 00:00","225.34230042","238458.9600000000",
"2017-08-04 00:00","222.85162354","217203.3900000000",
"2017-08-05 00:00","256.50653076","263991.9400000000",
"2017-08-06 00:00","261.56741333","296018.4500000000",
"2017-08-07 00:00","269.17980957","299928.6300000000",
"2017-08-08 00:00","296.76889038","332221.1700000000",
"2017-08-09 00:00","296.02682495","381608.7200000000",
"2017-08-10 00:00","295.89163208","399317.2900000000",
"2017-08-11 00:00","308.86364746","392241.3600000000",
"2017-08-12 00:00","310.60092163","412029.0600000000",
"2017-08-13 00:00","298.06408691","391013.9300000000",
"2017-08-14 00:00","300.09729004","450424.9300000000",
"2017-08-15 00:00","289.81842041","479519.6400000000",
"2017-08-16 00:00","302.26663208","524651.0100000000",
"2017-08-17 00:00","301.45706177","477234.0900000000",
"2017-08-18 00:00","295.58984375","424886.2500000000",
"2017-08-19 00:00","297.4704895","385012.6100000000",
"2017-08-20 00:00","301.4284668","451018.2400000000",
"2017-08-21 00:00","321.59127808","500100.6600000000",
"2017-08-22 00:00","314.78482056","460008.0900000000",
"2017-08-23 00:00","317.51852417","489980.2800000000",
"2017-08-24 00:00","325.61141968","325939.2300000000",
"2017-08-25 00:00","331.91531372","342284.6700000000",
"2017-08-26 00:00","333.8817749","340551.2500000000",
"2017-08-27 00:00","347.89300537","390697.7500000000",
"2017-08-28 00:00","347.74728394","456397.4300000000",
"2017-08-29 00:00","370.66699219","460092.6000000000",
"2017-08-30 00:00","378.48522949","510794.2600000000",
"2017-08-31 00:00","383.04241943","451077.7600000000",
"2017-09-01 00:00","387.74066162","424792.0900000000",
"2017-09-02 00:00","348.98428345","309980.4800000000",
"2017-09-03 00:00","347.48413086","426682.3200000000",
"2017-09-04 00:00","295.17092896","387037.4100000000",
"2017-09-05 00:00","312.98809814","401851.4000000000",
"2017-09-06 00:00","334.33804321","444801.1300000000",
"2017-09-07 00:00","329.42797852","415236.4400000000",
"2017-09-08 00:00","296.49658203","354022.3800000000",
"2017-09-09 00:00","294.40472412","316140.4800000000",
"2017-09-10 00:00","288.74688721","304477.8700000000",
"2017-09-11 00:00","294.53234863","366291.5700000000",
"2017-09-12 00:00","291.12164307","335501.8700000000",
"2017-09-13 00:00","277.1116333","348214.2300000000",
"2017-09-14 00:00","213.90843201","318853.5900000000",
"2017-09-15 00:00","250.46438599","316074.3800000000",
"2017-09-16 00:00","246.52172852","251343.5200000000",
"2017-09-17 00:00","251.74935913","313236.9700000000",
"2017-09-18 00:00","293.4967041","350115.3700000000",
"2017-09-19 00:00","282.80383301","320735.7000000000",
"2017-09-20 00:00","283.74209595","303478.9900000000",
"2017-09-21 00:00","258.58004761","185723.6000000000",
"2017-09-22 00:00","264.30957031","147695.0600000000",
"2017-09-23 00:00","286.16784668","212156.8700000000",
"2017-09-24 00:00","282.48339844","188575.5800000000",
"2017-09-25 00:00","292.33215332","212871.1600000000",
"2017-09-26 00:00","287.43795776","246319.8900000000",
"2017-09-27 00:00","306.46713257","209881.6000000000",
"2017-09-28 00:00","299.15545654","203480.4300000000",
"2017-09-29 00:00","291.46737671","204973.4700000000",
"2017-09-30 00:00","301.46524048","238327.9900000000",
"2017-10-01 00:00","302.33682251","254776.6500000000",
"2017-10-02 00:00","297.47497559","248879.3800000000",
"2017-10-03 00:00","292.46264648","249148.3300000000",
"2017-10-04 00:00","292.65756226","210078.9800000000",
"2017-10-05 00:00","295.86300659","221979.9800000000",
"2017-10-06 00:00","308.58810425","229566.7400000000",
"2017-10-07 00:00","311.1242981","240907.2100000000",
"2017-10-08 00:00","308.60794067","236060.2300000000",
"2017-10-09 00:00","297.39175415","258519.2200000000",
"2017-10-10 00:00","299.86999512","268750.1800000000",
"2017-10-11 00:00","303.45602417","261210.8800000000",
"2017-10-12 00:00","304.13616943","285390.9400000000",
"2017-10-13 00:00","338.75732422","285472.7500000000",
"2017-10-14 00:00","339.62789917","314442.8500000000",
"2017-10-15 00:00","336.5949707","388326.7700000000",
"2017-10-16 00:00","333.38421631","638021.1900000000",
"2017-10-17 00:00","317.0819397","517780.0600000000",
"2017-10-18 00:00","314.31869507","511262.3600000000",
"2017-10-19 00:00","308.08755493","523008.9700000000",
"2017-10-20 00:00","304.00613403","423976.5300000000",
"2017-10-21 00:00","300.18743896","446140.0300000000",
"2017-10-22 00:00","295.44625854","482106.4500000000",
"2017-10-23 00:00","286.94973755","486339.5400000000",
"2017-10-24 00:00","298.32757568","484342.0500000000",
"2017-10-25 00:00","297.92541504","493086.3600000000",
"2017-10-26 00:00","296.52716064","508409.8400000000",
"2017-10-27 00:00","297.4225769","493135.2700000000",
"2017-10-28 00:00","296.29800415","485865.3200000000",
"2017-10-29 00:00","305.08795166","551249.0200000000",
"2017-10-30 00:00","307.75115967","534305.8600000000",
"2017-10-31 00:00","305.87939453","530035.4300000000",
"2017-11-01 00:00","291.69442749","521557.1100000000",
"2017-11-02 00:00","287.42855835","469730.7800000000",
"2017-11-03 00:00","305.71130371","466718.2100000000",
"2017-11-04 00:00","300.46865845","488077.4800000000",
"2017-11-05 00:00","296.26263428","466813.9500000000",
"2017-11-06 00:00","298.89205933","509596.4700000000",
"2017-11-07 00:00","294.65856934","436382.2200000000",
"2017-11-08 00:00","309.0697937","511238.4800000000",
"2017-11-09 00:00","320.88391113","498087.2700000000",
"2017-11-10 00:00","299.25253296","465273.9600000000",
"2017-11-11 00:00","314.6812439","441530.8000000000",
"2017-11-12 00:00","307.90823364","515991.4000000000",
"2017-11-13 00:00","316.71585083","512754.6500000000",
"2017-11-14 00:00","337.63098145","578784.6100000000",
"2017-11-15 00:00","333.35681152","563055.0000000000",
"2017-11-16 00:00","330.92422485","524924.6500000000",
"2017-11-17 00:00","332.394104","534801.7900000000",
"2017-11-18 00:00","347.61239624","543080.1400000000",
"2017-11-19 00:00","354.38577271","638721.7900000000",
"2017-11-20 00:00","366.72973633","660552.0400000000",
"2017-11-21 00:00","360.40063477","620186.0300000000",
"2017-11-22 00:00","380.65209961","654261.5600000000",
"2017-11-23 00:00","410.16558838","676097.2800000000",
"2017-11-24 00:00","474.91140747","784886.8200000000",
"2017-11-25 00:00","466.27633667","821405.7600000000",
"2017-11-26 00:00","471.33026123","910520.5600000000",
"2017-11-27 00:00","480.35513306","934762.4900000000",
"2017-11-28 00:00","472.90206909","968589.9300000000",
"2017-11-29 00:00","427.52328491","840282.3800000000",
"2017-11-30 00:00","447.11431885","891752.9600000000",
"2017-12-01 00:00","466.5397644","923078.8500000000",
"2017-12-02 00:00","463.4493103","1006980.5200000000",
"2017-12-03 00:00","465.85339355","1534074.8100000000",
"2017-12-04 00:00","470.20385742","1755966.4800000000",
"2017-12-05 00:00","463.28088379","1868885.5600000000",
"2017-12-06 00:00","428.58764648","1421400.2300000000",
"2017-12-07 00:00","434.40774536","1240350.6700000000",
"2017-12-08 00:00","456.03131104","1372801.1100000000",
"2017-12-09 00:00","473.50195313","1359598.9700000000",
"2017-12-10 00:00","441.72088623","1342353.9500000000",
"2017-12-11 00:00","515.13641357","1682356.7600000000",
"2017-12-12 00:00","651.43145752","2275058.4100000000",
"2017-12-13 00:00","702.7668457","2566324.9100000000",
"2017-12-14 00:00","695.81555176","2216185.7500000000",
"2017-12-15 00:00","684.44830322","2046413.4600000000",
"2017-12-16 00:00","696.20947266","2053205.7000000000",
"2017-12-17 00:00","719.97515869","2201896.1200000000",
"2017-12-18 00:00","794.64483643","2893822.5400000000",
"2017-12-19 00:00","826.82305908","2865075.2500000000",
"2017-12-20 00:00","819.08557129","2921923.6600000000",
"2017-12-21 00:00","821.06335449","2821842.9100000000",
"2017-12-22 00:00","674.86010742","1954821.3900000000",
"2017-12-23 00:00","719.38726807","1757854.5000000000",
"2017-12-24 00:00","694.14837646","1628709.1000000000",
"2017-12-25 00:00","765.83428955","1766147.6600000000",
"2017-12-26 00:00","773.83575439","1974667.5000000000",
"2017-12-27 00:00","762.84216309","1997848.1000000000",
"2017-12-28 00:00","737.02301025","2218865.7300000000",
"2017-12-29 00:00","753.59210205","2296655.0900000000",
"2017-12-30 00:00","717.25653076","1901037.3800000000",
"2017-12-31 00:00","756.73260498","2041853.6100000000",
"2018-01-01 00:00","772.64080811","2536330.0500000000",
"2018-01-02 00:00","884.44439697","3456009.4200000000",
"2018-01-03 00:00","962.71966553","4236413.9900000000",
"2018-01-04 00:00","980.92175293","4644181.3300000000",
"2018-01-05 00:00","997.71966553","4532127.0400000000",
"2018-01-06 00:00","1041.67834473","4646506.4800000000",
"2018-01-07 00:00","1153.16833496","5104381.8600000000",
"2018-01-08 00:00","1148.52941895","5177378.0100000000",
"2018-01-09 00:00","1299.73547363","5962321.4100000000",
"2018-01-10 00:00","1255.82006836","6042817.8000000000",
"2018-01-11 00:00","1154.93151855","5063504.3600000000",
"2018-01-12 00:00","1273.2019043","5539217.5300000000",
"2018-01-13 00:00","1396.41760254","5491936.3500000000",
"2018-01-14 00:00","1366.7722168","5520427.6700000000",
"2018-01-15 00:00","1291.91772461","5242763.8200000000",
"2018-01-16 00:00","1053.69177246","4041059.1500000000",
"2018-01-17 00:00","1014.25457764","3710645.5300000000",
"2018-01-18 00:00","1036.28295898","3614531.1600000000",
"2018-01-19 00:00","1039.10131836","3192293.7700000000",
"2018-01-20 00:00","1155.15332031","3092169.2900000000",
"2018-01-21 00:00","1049.58117676","2999119.5000000000",
"2018-01-22 00:00","1003.26080322","2665486.9300000000",
"2018-01-23 00:00","986.22924805","2503558.2800000000",
"2018-01-24 00:00","1058.78198242","2666590.1500000000",
"2018-01-25 00:00","1056.03320313","2750578.0700000000",
"2018-01-26 00:00","1055.17150879","2447342.5500000000",
"2018-01-27 00:00","1107.0670166","2704654.6300000000",
"2018-01-28 00:00","1246.00585938","3345103.2600000000",
"2018-01-29 00:00","1182.3605957","3076780.2700000000",
"2018-01-30 00:00","1071.13110352","2925744.8200000000",
"2018-01-31 00:00","1118.30627441","3466927.4900000000",
"2018-02-01 00:00","1036.78674316","2875532.3000000000",
"2018-02-02 00:00","915.78546143","2103568.3700000000",
"2018-02-03 00:00","964.01947021","2228011.3400000000",
"2018-02-04 00:00","834.68206787","2056413.1800000000",
"2018-02-05 00:00","697.95056152","1767650.9600000000",
"2018-02-06 00:00","793.12243652","2032494.8400000000",
"2018-02-07 00:00","757.0682373","1780435.7200000000",
"2018-02-08 00:00","817.80725098","1887260.9500000000",
"2018-02-09 00:00","883.86456299","2257896.5500000000",
"2018-02-10 00:00","860.4152832","1798423.3600000000",
"2018-02-11 00:00","814.66021729","2116425.3100000000",
"2018-02-12 00:00","868.70678711","2119181.4500000000",
"2018-02-13 00:00","845.25823975","2020170.4400000000",
"2018-02-14 00:00","923.5612793","2382417.1800000000",
"2018-02-15 00:00","936.97589111","2253642.5900000000",
"2018-02-16 00:00","944.20953369","2222245.1200000000",
"2018-02-17 00:00","974.11486816","2253138.3800000000",
"2018-02-18 00:00","923.92132568","2453241.6700000000",
"2018-02-19 00:00","943.86541748","2713364.3100000000",
"2018-02-20 00:00","895.3706665","2713064.8500000000",
"2018-02-21 00:00","849.97149658","2288741.9400000000",
"2018-02-22 00:00","812.84454346","2226448.9300000000",
"2018-02-23 00:00","864.18914795","2468165.3100000000",
"2018-02-24 00:00","840.51525879","2143961.2700000000",
"2018-02-25 00:00","844.81036377","2409716.5000000000",
"2018-02-26 00:00","869.31518555","2347070.7500000000",
"2018-02-27 00:00","878.26507568","2446326.2200000000",
"2018-02-28 00:00","855.19885254","2265159.2300000000",
"2018-03-01 00:00","872.1998291","2504411.7600000000",
"2018-03-02 00:00","856.85302734","2156051.9500000000",
"2018-03-03 00:00","857.22509766","2107781.6400000000",
"2018-03-04 00:00","866.67797852","2216066.0500000000",
"2018-03-05 00:00","853.6842041","2250539.3800000000",
"2018-03-06 00:00","816.95141602","2247195.4700000000",
"2018-03-07 00:00","752.83148193","1949975.6400000000",
"2018-03-08 00:00","704.59552002","1740446.0300000000",
"2018-03-09 00:00","728.9163208","1949019.3000000000",
"2018-03-10 00:00","686.88995361","1735851.7900000000",
"2018-03-11 00:00","723.33917236","2011852.6000000000",
"2018-03-12 00:00","699.83099365","1851414.7700000000",
"2018-03-13 00:00","690.82659912","1939430.6400000000",
"2018-03-14 00:00","614.29095459","1612521.6400000000",
"2018-03-15 00:00","611.30407715","1603893.6000000000",
"2018-03-16 00:00","601.66625977","1633592.9500000000",
"2018-03-17 00:00","552.7789917","1257784.7700000000",
"2018-03-18 00:00","538.64367676","1246434.5600000000",
"2018-03-19 00:00","556.72595215","1354565.8800000000",
"2018-03-20 00:00","557.17492676","1348350.7400000000",
"2018-03-21 00:00","561.73150635","1354320.0700000000",
"2018-03-22 00:00","539.70202637","1147875.8900000000",
"2018-03-23 00:00","539.61895752","1223729.8700000000",
"2018-03-24 00:00","526.43859863","1127372.9100000000",
"2018-03-25 00:00","524.28692627","1217944.2700000000",
"2018-03-26 00:00","489.95123291","1123815.5500000000",
"2018-03-27 00:00","450.11608887","1080166.3900000000",
"2018-03-28 00:00","446.27914429","1198009.3400000000",
"2018-03-29 00:00","385.96838379","964086.1300000000",
"2018-03-30 00:00","394.64483643","919891.5000000000",
"2018-03-31 00:00","396.45709229","819619.5800000000",
"2018-04-01 00:00","379.60650635","805414.3000000000",
"2018-04-02 00:00","386.42462158","890867.9600000000",
"2018-04-03 00:00","416.89306641","889933.1800000000",
"2018-04-04 00:00","380.5428772","867754.7600000000",
"2018-04-05 00:00","383.23168945","833275.2900000000",
"2018-04-06 00:00","370.28515625","767906.7000000000",
"2018-04-07 00:00","385.3142395","811700.3300000000",
"2018-04-08 00:00","400.50817871","903593.7800000000",
"2018-04-09 00:00","398.52563477","886523.3100000000",
"2018-04-10 00:00","414.24258423","935138.5200000000",
"2018-04-11 00:00","430.54003906","1050849.1700000000",
"2018-04-12 00:00","492.9413147","1346615.2300000000",
"2018-04-13 00:00","492.73477173","1280831.9400000000",
"2018-04-14 00:00","501.47833252","1264255.7800000000",
"2018-04-15 00:00","531.70196533","1385392.2800000000",
"2018-04-16 00:00","511.146698","1397606.8000000000",
"2018-04-17 00:00","502.89364624","1392552.2200000000",
"2018-04-18 00:00","524.78881836","1657021.8500000000",
"2018-04-19 00:00","567.88903809","1773984.4000000000",
"2018-04-20 00:00","615.71801758","1698270.4800000000",
"2018-04-21 00:00","605.39532471","1596505.6800000000",
"2018-04-22 00:00","621.8604126","1917728.3000000000",
"2018-04-23 00:00","642.54797363","2056197.9200000000",
"2018-04-24 00:00","708.15808105","2074633.8100000000",
"2018-04-25 00:00","615.41564941","1918738.7600000000",
"2018-04-26 00:00","662.80865479","2038558.6400000000",
"2018-04-27 00:00","647.03192139","1998436.6700000000",
"2018-04-28 00:00","683.67791748","2156087.8800000000",
"2018-04-29 00:00","688.88079834","2231569.9200000000",
"2018-04-30 00:00","669.92364502","2241053.8100000000",
"2018-05-01 00:00","673.61328125","2397904.8500000000",
"2018-05-02 00:00","687.14935303","2445819.1600000000",
"2018-05-03 00:00","779.54278564","2735276.8900000000",
"2018-05-04 00:00","785.62414551","2685666.8400000000",
"2018-05-05 00:00","816.11968994","2660327.4700000000",
"2018-05-06 00:00","792.31085205","2311688.3200000000",
"2018-05-07 00:00","753.72546387","2340470.9200000000",
"2018-05-08 00:00","752.85717773","2325328.1400000000",
"2018-05-09 00:00","752.27526855","2485831.2100000000",
"2018-05-10 00:00","727.27740479","2393385.3800000000",
"2018-05-11 00:00","679.58630371","2205712.0800000000",
"2018-05-12 00:00","686.04827881","2068357.1700000000",
"2018-05-13 00:00","733.49645996","2379985.9000000000",
"2018-05-14 00:00","730.5491333","2359361.3800000000",
"2018-05-15 00:00","708.87139893","2315833.3700000000",
"2018-05-16 00:00","707.05023193","2439145.5500000000",
"2018-05-17 00:00","672.65655518","2454376.3600000000",
"2018-05-18 00:00","694.36688232","2595058.2800000000",
"2018-05-19 00:00","696.52954102","2537552.7400000000",
"2018-05-20 00:00","715.36877441","2508404.5800000000",
"2018-05-21 00:00","699.22198486","2468916.8600000000",
"2018-05-22 00:00","647.74053955","2420865.1000000000",
"2018-05-23 00:00","583.58459473","2105406.8600000000",
"2018-05-24 00:00","601.75463867","2180997.0000000000",
"2018-05-25 00:00","586.73449707","2005689.2500000000",
"2018-05-26 00:00","587.28039551","1974546.9300000000",
"2018-05-27 00:00","572.66790771","1968956.6500000000",
