时间,币价,活跃地址数
"2017-01-03 00:00","9.72524548","18683.0000000000",
"2017-01-04 00:00","11.25155067","20009.0000000000",
"2017-01-05 00:00","10.25437069","18010.0000000000",
"2017-01-06 00:00","10.25465107","17303.0000000000",
"2017-01-07 00:00","9.8671875","16390.0000000000",
"2017-01-08 00:00","10.2897892","18046.0000000000",
"2017-01-09 00:00","10.32563591","17743.0000000000",
"2017-01-10 00:00","10.54957294","16946.0000000000",
"2017-01-11 00:00","9.71775723","18977.0000000000",
"2017-01-12 00:00","9.86132526","18732.0000000000",
"2017-01-13 00:00","9.76949883","17115.0000000000",
"2017-01-14 00:00","9.6466608","16719.0000000000",
"2017-01-15 00:00","9.90425682","17191.0000000000",
"2017-01-16 00:00","9.63650227","19087.0000000000",
"2017-01-17 00:00","10.30234909","17183.0000000000",
"2017-01-18 00:00","10.22776699","17218.0000000000",
"2017-01-19 00:00","10.39718246","19347.0000000000",
"2017-01-20 00:00","10.60062504","16770.0000000000",
"2017-01-21 00:00","10.90918159","16881.0000000000",
"2017-01-22 00:00","10.70322132","17053.0000000000",
"2017-01-23 00:00","10.82081127","19095.0000000000",
"2017-01-24 00:00","10.63247776","17242.0000000000",
"2017-01-25 00:00","10.57054901","17956.0000000000",
"2017-01-26 00:00","10.58913231","17361.0000000000",
"2017-01-27 00:00","10.53732777","17099.0000000000",
"2017-01-28 00:00","10.5649662","16159.0000000000",
"2017-01-29 00:00","10.48404408","17535.0000000000",
"2017-01-30 00:00","10.57116795","17247.0000000000",
"2017-01-31 00:00","10.72754002","17600.0000000000",
"2017-02-01 00:00","10.73209953","17427.0000000000",
"2017-02-02 00:00","10.82135391","17311.0000000000",
"2017-02-03 00:00","11.11449337","17739.0000000000",
"2017-02-04 00:00","11.43353271","17796.0000000000",
"2017-02-05 00:00","11.3530283","16672.0000000000",
"2017-02-06 00:00","11.38935947","18328.0000000000",
"2017-02-07 00:00","11.51529217","18426.0000000000",
"2017-02-08 00:00","11.43119621","18095.0000000000",
"2017-02-09 00:00","11.03224182","18097.0000000000",
"2017-02-10 00:00","11.2789278","16865.0000000000",
"2017-02-11 00:00","11.34952068","18263.0000000000",
"2017-02-12 00:00","11.39915657","18919.0000000000",
"2017-02-13 00:00","11.26952076","20869.0000000000",
"2017-02-14 00:00","13.02523708","20349.0000000000",
"2017-02-15 00:00","12.91972351","18792.0000000000",
"2017-02-16 00:00","12.90366554","18573.0000000000",
"2017-02-17 00:00","12.6764822","18706.0000000000",
"2017-02-18 00:00","12.81015205","17710.0000000000",
"2017-02-19 00:00","12.75846291","19102.0000000000",
"2017-02-20 00:00","12.43014431","21529.0000000000",
"2017-02-21 00:00","12.66839504","19682.0000000000",
"2017-02-22 00:00","12.59969425","19069.0000000000",
"2017-02-23 00:00","13.1193552","21062.0000000000",
"2017-02-24 00:00","13.06915283","21459.0000000000",
"2017-02-25 00:00","13.54866791","19597.0000000000",
"2017-02-26 00:00","14.5199604","20997.0000000000",
"2017-02-27 00:00","15.39652157","24893.0000000000",
"2017-02-28 00:00","15.81719875","26725.0000000000",
"2017-03-01 00:00","17.34967995","33198.0000000000",
"2017-03-02 00:00","19.03023911","28419.0000000000",
"2017-03-03 00:00","19.45896912","24423.0000000000",
"2017-03-04 00:00","18.61887932","24133.0000000000",
"2017-03-05 00:00","19.30225182","23739.0000000000",
"2017-03-06 00:00","19.60566902","23360.0000000000",
"2017-03-07 00:00","18.88864517","22992.0000000000",
"2017-03-08 00:00","16.6512928","26629.0000000000",
"2017-03-09 00:00","17.75471878","26680.0000000000",
"2017-03-10 00:00","19.33226776","25795.0000000000",
"2017-03-11 00:00","21.47252274","27333.0000000000",
"2017-03-12 00:00","23.43771935","35536.0000000000",
"2017-03-13 00:00","28.59292221","32741.0000000000",
"2017-03-14 00:00","28.65459824","33740.0000000000",
"2017-03-15 00:00","35.05591965","47082.0000000000",
"2017-03-16 00:00","46.34581375","45251.0000000000",
"2017-03-17 00:00","46.82799149","37692.0000000000",
"2017-03-18 00:00","34.16022873","32823.0000000000",
"2017-03-19 00:00","44.74007416","33244.0000000000",
"2017-03-20 00:00","43.39022446","35166.0000000000",
"2017-03-21 00:00","43.14509201","32126.0000000000",
"2017-03-22 00:00","42.34205627","32317.0000000000",
"2017-03-23 00:00","43.67842865","38359.0000000000",
"2017-03-24 00:00","53.10752487","35203.0000000000",
"2017-03-25 00:00","51.25004578","31541.0000000000",
"2017-03-26 00:00","50.52159882","38226.0000000000",
"2017-03-27 00:00","49.66692734","34999.0000000000",
"2017-03-28 00:00","50.77490234","41235.0000000000",
"2017-03-29 00:00","53.12607574","42746.0000000000",
"2017-03-30 00:00","52.20576096","47520.0000000000",
"2017-03-31 00:00","50.03727722","34177.0000000000",
"2017-04-01 00:00","50.69946289","37213.0000000000",
"2017-04-02 00:00","48.74874878","44533.0000000000",
"2017-04-03 00:00","44.35643387","38352.0000000000",
"2017-04-04 00:00","44.641922","38493.0000000000",
"2017-04-05 00:00","45.30395126","43038.0000000000",
"2017-04-06 00:00","43.24213791","35021.0000000000",
"2017-04-07 00:00","42.16263199","31504.0000000000",
"2017-04-08 00:00","44.30706787","30809.0000000000",
"2017-04-09 00:00","43.26697159","33353.0000000000",
"2017-04-10 00:00","43.43519592","33559.0000000000",
"2017-04-11 00:00","43.40720367","36503.0000000000",
"2017-04-12 00:00","46.28725052","37197.0000000000",
"2017-04-13 00:00","50.21942139","35104.0000000000",
"2017-04-14 00:00","47.57413483","32773.0000000000",
"2017-04-15 00:00","49.10149002","29251.0000000000",
"2017-04-16 00:00","48.71854782","31022.0000000000",
"2017-04-17 00:00","48.30456924","37841.0000000000",
"2017-04-18 00:00","50.70747375","38186.0000000000",
"2017-04-19 00:00","48.30527878","39040.0000000000",
"2017-04-20 00:00","49.6721611","38928.0000000000",
"2017-04-21 00:00","48.22444916","34137.0000000000",
"2017-04-22 00:00","48.55300522","32714.0000000000",
"2017-04-23 00:00","48.48928833","38252.0000000000",
"2017-04-24 00:00","50.03145981","37822.0000000000",
"2017-04-25 00:00","49.89123154","45570.0000000000",
"2017-04-26 00:00","52.72032928","53794.0000000000",
"2017-04-27 00:00","62.16772842","47351.0000000000",
"2017-04-28 00:00","70.15920258","43079.0000000000",
"2017-04-29 00:00","68.37693024","44762.0000000000",
"2017-04-30 00:00","79.02124786","57885.0000000000",
"2017-05-01 00:00","76.29698181","51912.0000000000",
"2017-05-02 00:00","77.26377869","45814.0000000000",
"2017-05-03 00:00","79.7181778","58927.0000000000",
"2017-05-04 00:00","96.98135376","53821.0000000000",
"2017-05-05 00:00","94.39853668","49814.0000000000",
"2017-05-06 00:00","97.81348419","54955.0000000000",
"2017-05-07 00:00","94.00731659","60596.0000000000",
"2017-05-08 00:00","91.42037964","60053.0000000000",
"2017-05-09 00:00","91.16291809","58582.0000000000",
"2017-05-10 00:00","89.52485657","60042.0000000000",
"2017-05-11 00:00","89.87966919","54663.0000000000",
"2017-05-12 00:00","88.65538025","50476.0000000000",
"2017-05-13 00:00","90.83539581","51594.0000000000",
"2017-05-14 00:00","90.7865448","62892.0000000000",
"2017-05-15 00:00","92.4148941","62286.0000000000",
"2017-05-16 00:00","89.43795013","69985.0000000000",
"2017-05-17 00:00","89.86037445","70035.0000000000",
"2017-05-18 00:00","96.90627289","84428.0000000000",
"2017-05-19 00:00","129.52746582","69626.0000000000",
"2017-05-20 00:00","126.5211792","72591.0000000000",
"2017-05-21 00:00","157.93659973","88977.0000000000",
"2017-05-22 00:00","174.2613678","103059.0000000000",
"2017-05-23 00:00","181.95245361","103375.0000000000",
"2017-05-24 00:00","190.04576111","97959.0000000000",
"2017-05-25 00:00","174.44638062","90523.0000000000",
"2017-05-26 00:00","160.40330505","79221.0000000000",
"2017-05-27 00:00","157.75782776","78339.0000000000",
"2017-05-28 00:00","170.51091003","85165.0000000000",
"2017-05-29 00:00","194.90939331","107769.0000000000",
"2017-05-30 00:00","231.91082764","117355.0000000000",
"2017-05-31 00:00","230.66937256","110757.0000000000",
"2017-06-01 00:00","222.23916626","109071.0000000000",
"2017-06-02 00:00","223.77507019","94118.0000000000",
"2017-06-03 00:00","224.37557983","99721.0000000000",
"2017-06-04 00:00","245.33224487","105113.0000000000",
"2017-06-05 00:00","248.46400452","111267.0000000000",
"2017-06-06 00:00","264.46560669","114830.0000000000",
"2017-06-07 00:00","258.07122803","104188.0000000000",
"2017-06-08 00:00","261.66629028","121228.0000000000",
"2017-06-09 00:00","281.73681641","117672.0000000000",
"2017-06-10 00:00","337.66799927","138178.0000000000",
"2017-06-11 00:00","340.60888672","162808.0000000000",
"2017-06-12 00:00","401.49038696","158034.0000000000",
"2017-06-13 00:00","397.53710938","142630.0000000000",
"2017-06-14 00:00","359.05300903","144954.0000000000",
"2017-06-15 00:00","361.93295288","132476.0000000000",
"2017-06-16 00:00","370.22747803","129456.0000000000",
"2017-06-17 00:00","379.41421509","134689.0000000000",
"2017-06-18 00:00","371.45806885","160451.0000000000",
"2017-06-19 00:00","370.05587769","171211.0000000000",
"2017-06-20 00:00","359.00543213","133996.0000000000",
"2017-06-21 00:00","336.87182617","169666.0000000000",
"2017-06-22 00:00","336.37051392","161079.0000000000",
"2017-06-23 00:00","341.73861694","150141.0000000000",
"2017-06-24 00:00","323.69592285","139969.0000000000",
"2017-06-25 00:00","303.2482605","178299.0000000000",
"2017-06-26 00:00","272.69189453","148927.0000000000",
"2017-06-27 00:00","293.08795166","155121.0000000000",
"2017-06-28 00:00","327.92669678","150857.0000000000",
"2017-06-29 00:00","302.88327026","148216.0000000000",
"2017-06-30 00:00","294.91583252","133428.0000000000",
"2017-07-01 00:00","274.60055542","132632.0000000000",
"2017-07-02 00:00","287.98687744","162221.0000000000",
"2017-07-03 00:00","282.89752197","154629.0000000000",
"2017-07-04 00:00","273.30322266","151739.0000000000",
"2017-07-05 00:00","268.77432251","140211.0000000000",
"2017-07-06 00:00","270.54934692","162261.0000000000",
"2017-07-07 00:00","245.99084473","141105.0000000000",
"2017-07-08 00:00","251.69714355","130203.0000000000",
"2017-07-09 00:00","242.13729858","154780.0000000000",
"2017-07-10 00:00","215.35661316","155516.0000000000",
"2017-07-11 00:00","197.40393066","153563.0000000000",
"2017-07-12 00:00","230.77400208","147787.0000000000",
"2017-07-13 00:00","209.73280334","131960.0000000000",
"2017-07-14 00:00","199.66233826","122185.0000000000",
"2017-07-15 00:00","170.65452576","136264.0000000000",
"2017-07-16 00:00","157.36277771","137826.0000000000",
"2017-07-17 00:00","193.42442322","152068.0000000000",
"2017-07-18 00:00","234.39085388","145157.0000000000",
"2017-07-19 00:00","199.70274353","146804.0000000000",
"2017-07-20 00:00","227.26464844","135560.0000000000",
"2017-07-21 00:00","218.30462646","117251.0000000000",
"2017-07-22 00:00","229.47618103","154717.0000000000",
"2017-07-23 00:00","225.95077515","138756.0000000000",
"2017-07-24 00:00","224.71099854","141120.0000000000",
"2017-07-25 00:00","206.70994568","125919.0000000000",
"2017-07-26 00:00","203.95339966","128889.0000000000",
"2017-07-27 00:00","204.31762695","135197.0000000000",
"2017-07-28 00:00","193.34088135","106916.0000000000",
"2017-07-29 00:00","205.78875732","122877.0000000000",
"2017-07-30 00:00","197.97784424","150913.0000000000",
"2017-07-31 00:00","203.87060547","127318.0000000000",
"2017-08-01 00:00","226.76872253","132731.0000000000",
"2017-08-02 00:00","219.9524231","133223.0000000000",
"2017-08-03 00:00","225.34230042","136686.0000000000",
"2017-08-04 00:00","222.85162354","136120.0000000000",
"2017-08-05 00:00","256.50653076","151509.0000000000",
"2017-08-06 00:00","261.56741333","160451.0000000000",
"2017-08-07 00:00","269.17980957","171922.0000000000",
"2017-08-08 00:00","296.76889038","157363.0000000000",
"2017-08-09 00:00","296.02682495","179985.0000000000",
"2017-08-10 00:00","295.89163208","179749.0000000000",
"2017-08-11 00:00","308.86364746","181227.0000000000",
"2017-08-12 00:00","310.60092163","174029.0000000000",
"2017-08-13 00:00","298.06408691","222366.0000000000",
"2017-08-14 00:00","300.09729004","225510.0000000000",
"2017-08-15 00:00","289.81842041","197686.0000000000",
"2017-08-16 00:00","302.26663208","206857.0000000000",
"2017-08-17 00:00","301.45706177","217874.0000000000",
"2017-08-18 00:00","295.58984375","202840.0000000000",
"2017-08-19 00:00","297.4704895","179771.0000000000",
"2017-08-20 00:00","301.4284668","210760.0000000000",
"2017-08-21 00:00","321.59127808","203202.0000000000",
"2017-08-22 00:00","314.78482056","213942.0000000000",
"2017-08-23 00:00","317.51852417","187784.0000000000",
"2017-08-24 00:00","325.61141968","195168.0000000000",
"2017-08-25 00:00","331.91531372","160426.0000000000",
"2017-08-26 00:00","333.8817749","166630.0000000000",
"2017-08-27 00:00","347.89300537","193638.0000000000",
"2017-08-28 00:00","347.74728394","204856.0000000000",
"2017-08-29 00:00","370.66699219","215207.0000000000",
"2017-08-30 00:00","378.48522949","215174.0000000000",
"2017-08-31 00:00","383.04241943","209732.0000000000",
"2017-09-01 00:00","387.74066162","188965.0000000000",
"2017-09-02 00:00","348.98428345","171335.0000000000",
"2017-09-03 00:00","347.48413086","238071.0000000000",
"2017-09-04 00:00","295.17092896","234672.0000000000",
"2017-09-05 00:00","312.98809814","253907.0000000000",
"2017-09-06 00:00","334.33804321","235694.0000000000",
"2017-09-07 00:00","329.42797852","252014.0000000000",
"2017-09-08 00:00","296.49658203","212234.0000000000",
"2017-09-09 00:00","294.40472412","187804.0000000000",
"2017-09-10 00:00","288.74688721","215971.0000000000",
"2017-09-11 00:00","294.53234863","231118.0000000000",
"2017-09-12 00:00","291.12164307","228652.0000000000",
"2017-09-13 00:00","277.1116333","256021.0000000000",
"2017-09-14 00:00","213.90843201","249783.0000000000",
"2017-09-15 00:00","250.46438599","225405.0000000000",
"2017-09-16 00:00","246.52172852","241743.0000000000",
"2017-09-17 00:00","251.74935913","262269.0000000000",
"2017-09-18 00:00","293.4967041","252041.0000000000",
"2017-09-19 00:00","282.80383301","220409.0000000000",
"2017-09-20 00:00","283.74209595","249030.0000000000",
"2017-09-21 00:00","258.58004761","200906.0000000000",
"2017-09-22 00:00","264.30957031","179824.0000000000",
"2017-09-23 00:00","286.16784668","149012.0000000000",
"2017-09-24 00:00","282.48339844","183149.0000000000",
"2017-09-25 00:00","292.33215332","202177.0000000000",
"2017-09-26 00:00","287.43795776","203349.0000000000",
"2017-09-27 00:00","306.46713257","198830.0000000000",
"2017-09-28 00:00","299.15545654","193431.0000000000",
"2017-09-29 00:00","291.46737671","177205.0000000000",
"2017-09-30 00:00","301.46524048","155768.0000000000",
"2017-10-01 00:00","302.33682251","179287.0000000000",
"2017-10-02 00:00","297.47497559","185722.0000000000",
"2017-10-03 00:00","292.46264648","165655.0000000000",
"2017-10-04 00:00","292.65756226","157083.0000000000",
"2017-10-05 00:00","295.86300659","157500.0000000000",
"2017-10-06 00:00","308.58810425","159471.0000000000",
"2017-10-07 00:00","311.1242981","168368.0000000000",
"2017-10-08 00:00","308.60794067","186195.0000000000",
"2017-10-09 00:00","297.39175415","190517.0000000000",
"2017-10-10 00:00","299.86999512","188998.0000000000",
"2017-10-11 00:00","303.45602417","199361.0000000000",
"2017-10-12 00:00","304.13616943","208496.0000000000",
"2017-10-13 00:00","338.75732422","186355.0000000000",
"2017-10-14 00:00","339.62789917","185490.0000000000",
"2017-10-15 00:00","336.5949707","252611.0000000000",
"2017-10-16 00:00","333.38421631","297447.0000000000",
"2017-10-17 00:00","317.0819397","242640.0000000000",
"2017-10-18 00:00","314.31869507","249524.0000000000",
"2017-10-19 00:00","308.08755493","259515.0000000000",
"2017-10-20 00:00","304.00613403","200128.0000000000",
"2017-10-21 00:00","300.18743896","222827.0000000000",
"2017-10-22 00:00","295.44625854","286817.0000000000",
"2017-10-23 00:00","286.94973755","285864.0000000000",
"2017-10-24 00:00","298.32757568","276255.0000000000",
"2017-10-25 00:00","297.92541504","307575.0000000000",
"2017-10-26 00:00","296.52716064","310563.0000000000",
"2017-10-27 00:00","297.4225769","317403.0000000000",
"2017-10-28 00:00","296.29800415","328472.0000000000",
"2017-10-29 00:00","305.08795166","345001.0000000000",
"2017-10-30 00:00","307.75115967","356717.0000000000",
"2017-10-31 00:00","305.87939453","347787.0000000000",
"2017-11-01 00:00","291.69442749","389864.0000000000",
"2017-11-02 00:00","287.42855835","404130.0000000000",
"2017-11-03 00:00","305.71130371","338887.0000000000",
"2017-11-04 00:00","300.46865845","261549.0000000000",
"2017-11-05 00:00","296.26263428","273745.0000000000",
"2017-11-06 00:00","298.89205933","276020.0000000000",
"2017-11-07 00:00","294.65856934","278850.0000000000",
"2017-11-08 00:00","309.0697937","268173.0000000000",
"2017-11-09 00:00","320.88391113","281821.0000000000",
"2017-11-10 00:00","299.25253296","337256.0000000000",
"2017-11-11 00:00","314.6812439","344734.0000000000",
"2017-11-12 00:00","307.90823364","343412.0000000000",
"2017-11-13 00:00","316.71585083","319608.0000000000",
"2017-11-14 00:00","337.63098145","307852.0000000000",
"2017-11-15 00:00","333.35681152","302059.0000000000",
"2017-11-16 00:00","330.92422485","310750.0000000000",
"2017-11-17 00:00","332.394104","346451.0000000000",
"2017-11-18 00:00","347.61239624","329757.0000000000",
"2017-11-19 00:00","354.38577271","334921.0000000000",
"2017-11-20 00:00","366.72973633","334518.0000000000",
"2017-11-21 00:00","360.40063477","312424.0000000000",
"2017-11-22 00:00","380.65209961","308345.0000000000",
"2017-11-23 00:00","410.16558838","325414.0000000000",
"2017-11-24 00:00","474.91140747","357162.0000000000",
"2017-11-25 00:00","466.27633667","309318.0000000000",
"2017-11-26 00:00","471.33026123","1140902.0000000000",
"2017-11-27 00:00","480.35513306","433571.0000000000",
"2017-11-28 00:00","472.90206909","380017.0000000000",
"2017-11-29 00:00","427.52328491","334503.0000000000",
"2017-11-30 00:00","447.11431885","347161.0000000000",
"2017-12-01 00:00","466.5397644","342785.0000000000",
"2017-12-02 00:00","463.4493103","346680.0000000000",
"2017-12-03 00:00","465.85339355","315630.0000000000",
"2017-12-04 00:00","470.20385742","335984.0000000000",
"2017-12-05 00:00","463.28088379","418914.0000000000",
"2017-12-06 00:00","428.58764648","351641.0000000000",
"2017-12-07 00:00","434.40774536","384026.0000000000",
"2017-12-08 00:00","456.03131104","354325.0000000000",
"2017-12-09 00:00","473.50195313","370003.0000000000",
"2017-12-10 00:00","441.72088623","434440.0000000000",
"2017-12-11 00:00","515.13641357","462200.0000000000",
"2017-12-12 00:00","651.43145752","499656.0000000000",
"2017-12-13 00:00","702.7668457","535064.0000000000",
"2017-12-14 00:00","695.81555176","489506.0000000000",
"2017-12-15 00:00","684.44830322","478616.0000000000",
"2017-12-16 00:00","696.20947266","489497.0000000000",
"2017-12-17 00:00","719.97515869","570531.0000000000",
"2017-12-18 00:00","794.64483643","579070.0000000000",
"2017-12-19 00:00","826.82305908","579534.0000000000",
"2017-12-20 00:00","819.08557129","665112.0000000000",
"2017-12-21 00:00","821.06335449","676546.0000000000",
"2017-12-22 00:00","674.86010742","599127.0000000000",
"2017-12-23 00:00","719.38726807","467790.0000000000",
"2017-12-24 00:00","694.14837646","484447.0000000000",
"2017-12-25 00:00","765.83428955","575476.0000000000",
"2017-12-26 00:00","773.83575439","621153.0000000000",
"2017-12-27 00:00","762.84216309","618616.0000000000",
"2017-12-28 00:00","737.02301025","668043.0000000000",
"2017-12-29 00:00","753.59210205","655694.0000000000",
"2017-12-30 00:00","717.25653076","550909.0000000000",
"2017-12-31 00:00","756.73260498","581570.0000000000",
"2018-01-01 00:00","772.64080811","683821.0000000000",
"2018-01-02 00:00","884.44439697","710807.0000000000",
"2018-01-03 00:00","962.71966553","770277.0000000000",
"2018-01-04 00:00","980.92175293","776585.0000000000",
"2018-01-05 00:00","997.71966553","735118.0000000000",
"2018-01-06 00:00","1041.67834473","677757.0000000000",
"2018-01-07 00:00","1153.16833496","726143.0000000000",
"2018-01-08 00:00","1148.52941895","780391.0000000000",
"2018-01-09 00:00","1299.73547363","743734.0000000000",
"2018-01-10 00:00","1255.82006836","739009.0000000000",
"2018-01-11 00:00","1154.93151855","686498.0000000000",
"2018-01-12 00:00","1273.2019043","718883.0000000000",
"2018-01-13 00:00","1396.41760254","683521.0000000000",
"2018-01-14 00:00","1366.7722168","787071.0000000000",
"2018-01-15 00:00","1291.91772461","804822.0000000000",
"2018-01-16 00:00","1053.69177246","800105.0000000000",
"2018-01-17 00:00","1014.25457764","750075.0000000000",
"2018-01-18 00:00","1036.28295898","611987.0000000000",
"2018-01-19 00:00","1039.10131836","567479.0000000000",
"2018-01-20 00:00","1155.15332031","706647.0000000000",
"2018-01-21 00:00","1049.58117676","625205.0000000000",
"2018-01-22 00:00","1003.26080322","623888.0000000000",
"2018-01-23 00:00","986.22924805","616535.0000000000",
"2018-01-24 00:00","1058.78198242","555545.0000000000",
"2018-01-25 00:00","1056.03320313","632953.0000000000",
"2018-01-26 00:00","1055.17150879","506594.0000000000",
"2018-01-27 00:00","1107.0670166","523473.0000000000",
"2018-01-28 00:00","1246.00585938","539964.0000000000",
"2018-01-29 00:00","1182.3605957","542820.0000000000",
"2018-01-30 00:00","1071.13110352","562837.0000000000",
"2018-01-31 00:00","1118.30627441","569823.0000000000",
"2018-02-01 00:00","1036.78674316","587931.0000000000",
"2018-02-02 00:00","915.78546143","508046.0000000000",
"2018-02-03 00:00","964.01947021","527787.0000000000",
"2018-02-04 00:00","834.68206787","556545.0000000000",
"2018-02-05 00:00","697.95056152","558062.0000000000",
"2018-02-06 00:00","793.12243652","501025.0000000000",
"2018-02-07 00:00","757.0682373","418267.0000000000",
"2018-02-08 00:00","817.80725098","464356.0000000000",
"2018-02-09 00:00","883.86456299","474095.0000000000",
"2018-02-10 00:00","860.4152832","458804.0000000000",
"2018-02-11 00:00","814.66021729","491409.0000000000",
"2018-02-12 00:00","868.70678711","445958.0000000000",
"2018-02-13 00:00","845.25823975","454248.0000000000",
"2018-02-14 00:00","923.5612793","478809.0000000000",
"2018-02-15 00:00","936.97589111","440172.0000000000",
"2018-02-16 00:00","944.20953369","447573.0000000000",
"2018-02-17 00:00","974.11486816","421594.0000000000",
"2018-02-18 00:00","923.92132568","456242.0000000000",
"2018-02-19 00:00","943.86541748","483293.0000000000",
"2018-02-20 00:00","895.3706665","492502.0000000000",
"2018-02-21 00:00","849.97149658","517999.0000000000",
"2018-02-22 00:00","812.84454346","519760.0000000000",
"2018-02-23 00:00","864.18914795","522251.0000000000",
"2018-02-24 00:00","840.51525879","450017.0000000000",
"2018-02-25 00:00","844.81036377","472217.0000000000",
"2018-02-26 00:00","869.31518555","459909.0000000000",
"2018-02-27 00:00","878.26507568","535484.0000000000",
"2018-02-28 00:00","855.19885254","482376.0000000000",
"2018-03-01 00:00","872.1998291","522185.0000000000",
"2018-03-02 00:00","856.85302734","466353.0000000000",
"2018-03-03 00:00","857.22509766","447428.0000000000",
"2018-03-04 00:00","866.67797852","534287.0000000000",
"2018-03-05 00:00","853.6842041","496362.0000000000",
"2018-03-06 00:00","816.95141602","612727.0000000000",
"2018-03-07 00:00","752.83148193","510237.0000000000",
"2018-03-08 00:00","704.59552002","520184.0000000000",
"2018-03-09 00:00","728.9163208","448979.0000000000",
"2018-03-10 00:00","686.88995361","426887.0000000000",
"2018-03-11 00:00","723.33917236","529007.0000000000",
"2018-03-12 00:00","699.83099365","520086.0000000000",
"2018-03-13 00:00","690.82659912","515947.0000000000",
"2018-03-14 00:00","614.29095459","556897.0000000000",
"2018-03-15 00:00","611.30407715","502320.0000000000",
"2018-03-16 00:00","601.66625977","448252.0000000000",
"2018-03-17 00:00","552.7789917","510126.0000000000",
"2018-03-18 00:00","538.64367676","552559.0000000000",
"2018-03-19 00:00","556.72595215","474316.0000000000",
"2018-03-20 00:00","557.17492676","472831.0000000000",
"2018-03-21 00:00","561.73150635","435559.0000000000",
"2018-03-22 00:00","539.70202637","496996.0000000000",
"2018-03-23 00:00","539.61895752","434202.0000000000",
"2018-03-24 00:00","526.43859863","350829.0000000000",
"2018-03-25 00:00","524.28692627","440556.0000000000",
"2018-03-26 00:00","489.95123291","420804.0000000000",
"2018-03-27 00:00","450.11608887","422689.0000000000",
"2018-03-28 00:00","446.27914429","434628.0000000000",
"2018-03-29 00:00","385.96838379","472316.0000000000",
"2018-03-30 00:00","394.64483643","421083.0000000000",
"2018-03-31 00:00","396.45709229","429699.0000000000",
"2018-04-01 00:00","379.60650635","437634.0000000000",
"2018-04-02 00:00","386.42462158","484070.0000000000",
"2018-04-03 00:00","416.89306641","436151.0000000000",
"2018-04-04 00:00","380.5428772","478518.0000000000",
"2018-04-05 00:00","383.23168945","448418.0000000000",
"2018-04-06 00:00","370.28515625","441926.0000000000",
"2018-04-07 00:00","385.3142395","424570.0000000000",
"2018-04-08 00:00","400.50817871","462284.0000000000",
"2018-04-09 00:00","398.52563477","470930.0000000000",
"2018-04-10 00:00","414.24258423","495715.0000000000",
"2018-04-11 00:00","430.54003906","500517.0000000000",
"2018-04-12 00:00","492.9413147","501659.0000000000",
"2018-04-13 00:00","492.73477173","399251.0000000000",
"2018-04-14 00:00","501.47833252","403058.0000000000",
"2018-04-15 00:00","531.70196533","494785.0000000000",
"2018-04-16 00:00","511.146698","471788.0000000000",
"2018-04-17 00:00","502.89364624","539388.0000000000",
"2018-04-18 00:00","524.78881836","542698.0000000000",
"2018-04-19 00:00","567.88903809","582333.0000000000",
"2018-04-20 00:00","615.71801758","531005.0000000000",
"2018-04-21 00:00","605.39532471","572711.0000000000",
"2018-04-22 00:00","621.8604126","536209.0000000000",
"2018-04-23 00:00","642.54797363","536858.0000000000",
"2018-04-24 00:00","708.15808105","533976.0000000000",
"2018-04-25 00:00","615.41564941","572079.0000000000",
"2018-04-26 00:00","662.80865479","546591.0000000000",
"2018-04-27 00:00","647.03192139","533923.0000000000",
"2018-04-28 00:00","683.67791748","461130.0000000000",
"2018-04-29 00:00","688.88079834","525179.0000000000",
"2018-04-30 00:00","669.92364502","549936.0000000000",
"2018-05-01 00:00","673.61328125","650518.0000000000",
"2018-05-02 00:00","687.14935303","631462.0000000000",
"2018-05-03 00:00","779.54278564","801756.0000000000",
"2018-05-04 00:00","785.62414551","655974.0000000000",
"2018-05-05 00:00","816.11968994","735619.0000000000",
"2018-05-06 00:00","792.31085205","564478.0000000000",
"2018-05-07 00:00","753.72546387","518804.0000000000",
"2018-05-08 00:00","752.85717773","499245.0000000000",
"2018-05-09 00:00","752.27526855","484780.0000000000",
"2018-05-10 00:00","727.27740479","532048.0000000000",
"2018-05-11 00:00","679.58630371","538853.0000000000",
"2018-05-12 00:00","686.04827881","518186.0000000000",
"2018-05-13 00:00","733.49645996","501068.0000000000",
"2018-05-14 00:00","730.5491333","547021.0000000000",
"2018-05-15 00:00","708.87139893","532082.0000000000",
"2018-05-16 00:00","707.05023193","503986.0000000000",
"2018-05-17 00:00","672.65655518","554528.0000000000",
"2018-05-18 00:00","694.36688232","534675.0000000000",
"2018-05-19 00:00","696.52954102","525359.0000000000",
"2018-05-20 00:00","715.36877441","562145.0000000000",
"2018-05-21 00:00","699.22198486","528907.0000000000",
"2018-05-22 00:00","647.74053955","550439.0000000000",
"2018-05-23 00:00","583.58459473","546540.0000000000",
"2018-05-24 00:00","601.75463867","530679.0000000000",
"2018-05-25 00:00","586.73449707","532038.0000000000",
"2018-05-26 00:00","587.28039551","526453.0000000000",
"2018-05-27 00:00","572.66790771","555773.0000000000",
"2018-05-28 00:00","516.03570557","531194.0000000000",
"2018-05-29 00:00","565.38775635","534906.0000000000",
"2018-05-30 00:00","559.59008789","540630.0000000000",
"2018-05-31 00:00","577.64489746","599057.0000000000",
"2018-06-01 00:00","580.04315186","593449.0000000000",
"2018-06-02 00:00","591.80847168","574852.0000000000",
"2018-06-03 00:00","619.43743896","573925.0000000000",
