时间,币价,交易笔数
"2016-12-29 00:00","8.28415871","44561.0000000000",
"2016-12-30 00:00","8.15998363","41220.0000000000",
"2016-12-31 00:00","7.96909714","38730.0000000000",
"2017-01-01 00:00","8.17257118","39652.0000000000",
"2017-01-02 00:00","8.37851238","45883.0000000000",
"2017-01-03 00:00","9.72524548","50673.0000000000",
"2017-01-04 00:00","11.25155067","49596.0000000000",
"2017-01-05 00:00","10.25437069","43804.0000000000",
"2017-01-06 00:00","10.25465107","43622.0000000000",
"2017-01-07 00:00","9.8671875","42727.0000000000",
"2017-01-08 00:00","10.2897892","46188.0000000000",
"2017-01-09 00:00","10.32563591","48179.0000000000",
"2017-01-10 00:00","10.54957294","45221.0000000000",
"2017-01-11 00:00","9.71775723","50589.0000000000",
"2017-01-12 00:00","9.86132526","50833.0000000000",
"2017-01-13 00:00","9.76949883","42044.0000000000",
"2017-01-14 00:00","9.6466608","41748.0000000000",
"2017-01-15 00:00","9.90425682","45375.0000000000",
"2017-01-16 00:00","9.63650227","46671.0000000000",
"2017-01-17 00:00","10.30234909","44994.0000000000",
"2017-01-18 00:00","10.22776699","43628.0000000000",
"2017-01-19 00:00","10.39718246","45775.0000000000",
"2017-01-20 00:00","10.60062504","43302.0000000000",
"2017-01-21 00:00","10.90918159","47432.0000000000",
"2017-01-22 00:00","10.70322132","46076.0000000000",
"2017-01-23 00:00","10.82081127","50414.0000000000",
"2017-01-24 00:00","10.63247776","46256.0000000000",
"2017-01-25 00:00","10.57054901","46856.0000000000",
"2017-01-26 00:00","10.58913231","46680.0000000000",
"2017-01-27 00:00","10.53732777","45189.0000000000",
"2017-01-28 00:00","10.5649662","42509.0000000000",
"2017-01-29 00:00","10.48404408","45369.0000000000",
"2017-01-30 00:00","10.57116795","43649.0000000000",
"2017-01-31 00:00","10.72754002","44541.0000000000",
"2017-02-01 00:00","10.73209953","43709.0000000000",
"2017-02-02 00:00","10.82135391","42778.0000000000",
"2017-02-03 00:00","11.11449337","45410.0000000000",
"2017-02-04 00:00","11.43353271","46542.0000000000",
"2017-02-05 00:00","11.3530283","47306.0000000000",
"2017-02-06 00:00","11.38935947","51866.0000000000",
"2017-02-07 00:00","11.51529217","51089.0000000000",
"2017-02-08 00:00","11.43119621","47873.0000000000",
"2017-02-09 00:00","11.03224182","52222.0000000000",
"2017-02-10 00:00","11.2789278","46560.0000000000",
"2017-02-11 00:00","11.34952068","45319.0000000000",
"2017-02-12 00:00","11.39915657","55990.0000000000",
"2017-02-13 00:00","11.26952076","58298.0000000000",
"2017-02-14 00:00","13.02523708","55320.0000000000",
"2017-02-15 00:00","12.91972351","49674.0000000000",
"2017-02-16 00:00","12.90366554","49406.0000000000",
"2017-02-17 00:00","12.6764822","49398.0000000000",
"2017-02-18 00:00","12.81015205","48227.0000000000",
"2017-02-19 00:00","12.75846291","50152.0000000000",
"2017-02-20 00:00","12.43014431","58434.0000000000",
"2017-02-21 00:00","12.66839504","50372.0000000000",
"2017-02-22 00:00","12.59969425","47601.0000000000",
"2017-02-23 00:00","13.1193552","54081.0000000000",
"2017-02-24 00:00","13.06915283","53245.0000000000",
"2017-02-25 00:00","13.54866791","51716.0000000000",
"2017-02-26 00:00","14.5199604","52642.0000000000",
"2017-02-27 00:00","15.39652157","60277.0000000000",
"2017-02-28 00:00","15.81719875","59774.0000000000",
"2017-03-01 00:00","17.34967995","70779.0000000000",
"2017-03-02 00:00","19.03023911","64294.0000000000",
"2017-03-03 00:00","19.45896912","58756.0000000000",
"2017-03-04 00:00","18.61887932","57031.0000000000",
"2017-03-05 00:00","19.30225182","57020.0000000000",
"2017-03-06 00:00","19.60566902","62589.0000000000",
"2017-03-07 00:00","18.88864517","55386.0000000000",
"2017-03-08 00:00","16.6512928","64266.0000000000",
"2017-03-09 00:00","17.75471878","65132.0000000000",
"2017-03-10 00:00","19.33226776","64803.0000000000",
"2017-03-11 00:00","21.47252274","66646.0000000000",
"2017-03-12 00:00","23.43771935","81718.0000000000",
"2017-03-13 00:00","28.59292221","77155.0000000000",
"2017-03-14 00:00","28.65459824","81205.0000000000",
"2017-03-15 00:00","35.05591965","109950.0000000000",
"2017-03-16 00:00","46.34581375","106635.0000000000",
"2017-03-17 00:00","46.82799149","89920.0000000000",
"2017-03-18 00:00","34.16022873","84599.0000000000",
"2017-03-19 00:00","44.74007416","80264.0000000000",
"2017-03-20 00:00","43.39022446","84298.0000000000",
"2017-03-21 00:00","43.14509201","78821.0000000000",
"2017-03-22 00:00","42.34205627","82434.0000000000",
"2017-03-23 00:00","43.67842865","87775.0000000000",
"2017-03-24 00:00","53.10752487","84394.0000000000",
"2017-03-25 00:00","51.25004578","79534.0000000000",
"2017-03-26 00:00","50.52159882","94570.0000000000",
"2017-03-27 00:00","49.66692734","84348.0000000000",
"2017-03-28 00:00","50.77490234","93064.0000000000",
"2017-03-29 00:00","53.12607574","96209.0000000000",
"2017-03-30 00:00","52.20576096","103102.0000000000",
"2017-03-31 00:00","50.03727722","80572.0000000000",
"2017-04-01 00:00","50.69946289","88948.0000000000",
"2017-04-02 00:00","48.74874878","100221.0000000000",
"2017-04-03 00:00","44.35643387","86279.0000000000",
"2017-04-04 00:00","44.641922","87411.0000000000",
"2017-04-05 00:00","45.30395126","95177.0000000000",
"2017-04-06 00:00","43.24213791","92846.0000000000",
"2017-04-07 00:00","42.16263199","72144.0000000000",
"2017-04-08 00:00","44.30706787","74557.0000000000",
"2017-04-09 00:00","43.26697159","75487.0000000000",
"2017-04-10 00:00","43.43519592","75891.0000000000",
"2017-04-11 00:00","43.40720367","80347.0000000000",
"2017-04-12 00:00","46.28725052","84124.0000000000",
"2017-04-13 00:00","50.21942139","81155.0000000000",
"2017-04-14 00:00","47.57413483","74820.0000000000",
"2017-04-15 00:00","49.10149002","70634.0000000000",
"2017-04-16 00:00","48.71854782","72546.0000000000",
"2017-04-17 00:00","48.30456924","83303.0000000000",
"2017-04-18 00:00","50.70747375","85734.0000000000",
"2017-04-19 00:00","48.30527878","85450.0000000000",
"2017-04-20 00:00","49.6721611","81278.0000000000",
"2017-04-21 00:00","48.22444916","73539.0000000000",
"2017-04-22 00:00","48.55300522","77073.0000000000",
"2017-04-23 00:00","48.48928833","80531.0000000000",
"2017-04-24 00:00","50.03145981","93033.0000000000",
"2017-04-25 00:00","49.89123154","89642.0000000000",
"2017-04-26 00:00","52.72032928","104494.0000000000",
"2017-04-27 00:00","62.16772842","106193.0000000000",
"2017-04-28 00:00","70.15920258","91335.0000000000",
"2017-04-29 00:00","68.37693024","95202.0000000000",
"2017-04-30 00:00","79.02124786","112202.0000000000",
"2017-05-01 00:00","76.29698181","110354.0000000000",
"2017-05-02 00:00","77.26377869","97334.0000000000",
"2017-05-03 00:00","79.7181778","114877.0000000000",
"2017-05-04 00:00","96.98135376","108514.0000000000",
"2017-05-05 00:00","94.39853668","95014.0000000000",
"2017-05-06 00:00","97.81348419","106631.0000000000",
"2017-05-07 00:00","94.00731659","117509.0000000000",
"2017-05-08 00:00","91.42037964","112933.0000000000",
"2017-05-09 00:00","91.16291809","109673.0000000000",
"2017-05-10 00:00","89.52485657","117189.0000000000",
"2017-05-11 00:00","89.87966919","107241.0000000000",
"2017-05-12 00:00","88.65538025","101332.0000000000",
"2017-05-13 00:00","90.83539581","101348.0000000000",
"2017-05-14 00:00","90.7865448","122792.0000000000",
"2017-05-15 00:00","92.4148941","116341.0000000000",
"2017-05-16 00:00","89.43795013","140135.0000000000",
"2017-05-17 00:00","89.86037445","137409.0000000000",
"2017-05-18 00:00","96.90627289","161568.0000000000",
"2017-05-19 00:00","129.52746582","130912.0000000000",
"2017-05-20 00:00","126.5211792","149699.0000000000",
"2017-05-21 00:00","157.93659973","176255.0000000000",
"2017-05-22 00:00","174.2613678","187121.0000000000",
"2017-05-23 00:00","181.95245361","187293.0000000000",
"2017-05-24 00:00","190.04576111","183010.0000000000",
"2017-05-25 00:00","174.44638062","169818.0000000000",
"2017-05-26 00:00","160.40330505","149450.0000000000",
"2017-05-27 00:00","157.75782776","155271.0000000000",
"2017-05-28 00:00","170.51091003","158547.0000000000",
"2017-05-29 00:00","194.90939331","193618.0000000000",
"2017-05-30 00:00","231.91082764","214126.0000000000",
"2017-05-31 00:00","230.66937256","199160.0000000000",
"2017-06-01 00:00","222.23916626","194911.0000000000",
"2017-06-02 00:00","223.77507019","175666.0000000000",
"2017-06-03 00:00","224.37557983","180136.0000000000",
"2017-06-04 00:00","245.33224487","190305.0000000000",
"2017-06-05 00:00","248.46400452","200523.0000000000",
"2017-06-06 00:00","264.46560669","207180.0000000000",
"2017-06-07 00:00","258.07122803","187700.0000000000",
"2017-06-08 00:00","261.66629028","215831.0000000000",
"2017-06-09 00:00","281.73681641","213356.0000000000",
"2017-06-10 00:00","337.66799927","240490.0000000000",
"2017-06-11 00:00","340.60888672","292941.0000000000",
"2017-06-12 00:00","401.49038696","280054.0000000000",
"2017-06-13 00:00","397.53710938","250410.0000000000",
"2017-06-14 00:00","359.05300903","261617.0000000000",
"2017-06-15 00:00","361.93295288","248003.0000000000",
"2017-06-16 00:00","370.22747803","242022.0000000000",
"2017-06-17 00:00","379.41421509","245957.0000000000",
"2017-06-18 00:00","371.45806885","286209.0000000000",
"2017-06-19 00:00","370.05587769","308488.0000000000",
"2017-06-20 00:00","359.00543213","221289.0000000000",
"2017-06-21 00:00","336.87182617","284225.0000000000",
"2017-06-22 00:00","336.37051392","276012.0000000000",
"2017-06-23 00:00","341.73861694","250570.0000000000",
"2017-06-24 00:00","323.69592285","231135.0000000000",
"2017-06-25 00:00","303.2482605","316788.0000000000",
"2017-06-26 00:00","272.69189453","252995.0000000000",
"2017-06-27 00:00","293.08795166","274241.0000000000",
"2017-06-28 00:00","327.92669678","263791.0000000000",
"2017-06-29 00:00","302.88327026","252652.0000000000",
"2017-06-30 00:00","294.91583252","240465.0000000000",
"2017-07-01 00:00","274.60055542","248617.0000000000",
"2017-07-02 00:00","287.98687744","302032.0000000000",
"2017-07-03 00:00","282.89752197","281465.0000000000",
"2017-07-04 00:00","273.30322266","271606.0000000000",
"2017-07-05 00:00","268.77432251","258791.0000000000",
"2017-07-06 00:00","270.54934692","295389.0000000000",
"2017-07-07 00:00","245.99084473","248142.0000000000",
"2017-07-08 00:00","251.69714355","225189.0000000000",
"2017-07-09 00:00","242.13729858","302633.0000000000",
"2017-07-10 00:00","215.35661316","291677.0000000000",
"2017-07-11 00:00","197.40393066","283828.0000000000",
"2017-07-12 00:00","230.77400208","260745.0000000000",
"2017-07-13 00:00","209.73280334","249381.0000000000",
"2017-07-14 00:00","199.66233826","231961.0000000000",
"2017-07-15 00:00","170.65452576","249138.0000000000",
"2017-07-16 00:00","157.36277771","248473.0000000000",
"2017-07-17 00:00","193.42442322","271055.0000000000",
"2017-07-18 00:00","234.39085388","270122.0000000000",
"2017-07-19 00:00","199.70274353","250065.0000000000",
"2017-07-20 00:00","227.26464844","232560.0000000000",
"2017-07-21 00:00","218.30462646","205574.0000000000",
"2017-07-22 00:00","229.47618103","260490.0000000000",
"2017-07-23 00:00","225.95077515","263095.0000000000",
"2017-07-24 00:00","224.71099854","242956.0000000000",
"2017-07-25 00:00","206.70994568","223010.0000000000",
"2017-07-26 00:00","203.95339966","225435.0000000000",
"2017-07-27 00:00","204.31762695","246494.0000000000",
"2017-07-28 00:00","193.34088135","198773.0000000000",
"2017-07-29 00:00","205.78875732","206624.0000000000",
"2017-07-30 00:00","197.97784424","250090.0000000000",
"2017-07-31 00:00","203.87060547","218582.0000000000",
"2017-08-01 00:00","226.76872253","231068.0000000000",
"2017-08-02 00:00","219.9524231","236335.0000000000",
"2017-08-03 00:00","225.34230042","257160.0000000000",
"2017-08-04 00:00","222.85162354","261400.0000000000",
"2017-08-05 00:00","256.50653076","265127.0000000000",
"2017-08-06 00:00","261.56741333","281172.0000000000",
"2017-08-07 00:00","269.17980957","318866.0000000000",
"2017-08-08 00:00","296.76889038","280308.0000000000",
"2017-08-09 00:00","296.02682495","338241.0000000000",
"2017-08-10 00:00","295.89163208","356682.0000000000",
"2017-08-11 00:00","308.86364746","338654.0000000000",
"2017-08-12 00:00","310.60092163","333011.0000000000",
"2017-08-13 00:00","298.06408691","410061.0000000000",
"2017-08-14 00:00","300.09729004","413246.0000000000",
"2017-08-15 00:00","289.81842041","413624.0000000000",
"2017-08-16 00:00","302.26663208","428007.0000000000",
"2017-08-17 00:00","301.45706177","443356.0000000000",
"2017-08-18 00:00","295.58984375","377418.0000000000",
"2017-08-19 00:00","297.4704895","309926.0000000000",
"2017-08-20 00:00","301.4284668","392880.0000000000",
"2017-08-21 00:00","321.59127808","364727.0000000000",
"2017-08-22 00:00","314.78482056","374711.0000000000",
"2017-08-23 00:00","317.51852417","352465.0000000000",
"2017-08-24 00:00","325.61141968","352621.0000000000",
"2017-08-25 00:00","331.91531372","306268.0000000000",
"2017-08-26 00:00","333.8817749","324173.0000000000",
"2017-08-27 00:00","347.89300537","363799.0000000000",
"2017-08-28 00:00","347.74728394","394649.0000000000",
"2017-08-29 00:00","370.66699219","400220.0000000000",
"2017-08-30 00:00","378.48522949","384421.0000000000",
"2017-08-31 00:00","383.04241943","390997.0000000000",
"2017-09-01 00:00","387.74066162","331797.0000000000",
"2017-09-02 00:00","348.98428345","302525.0000000000",
"2017-09-03 00:00","347.48413086","442592.0000000000",
"2017-09-04 00:00","295.17092896","444572.0000000000",
"2017-09-05 00:00","312.98809814","496376.0000000000",
"2017-09-06 00:00","334.33804321","448347.0000000000",
"2017-09-07 00:00","329.42797852","463670.0000000000",
"2017-09-08 00:00","296.49658203","383654.0000000000",
"2017-09-09 00:00","294.40472412","325128.0000000000",
"2017-09-10 00:00","288.74688721","365384.0000000000",
"2017-09-11 00:00","294.53234863","404898.0000000000",
"2017-09-12 00:00","291.12164307","365679.0000000000",
"2017-09-13 00:00","277.1116333","380251.0000000000",
"2017-09-14 00:00","213.90843201","441767.0000000000",
"2017-09-15 00:00","250.46438599","373764.0000000000",
"2017-09-16 00:00","246.52172852","289517.0000000000",
"2017-09-17 00:00","251.74935913","362764.0000000000",
"2017-09-18 00:00","293.4967041","337752.0000000000",
"2017-09-19 00:00","282.80383301","324984.0000000000",
"2017-09-20 00:00","283.74209595","317074.0000000000",
"2017-09-21 00:00","258.58004761","271470.0000000000",
"2017-09-22 00:00","264.30957031","260107.0000000000",
"2017-09-23 00:00","286.16784668","280929.0000000000",
"2017-09-24 00:00","282.48339844","306614.0000000000",
"2017-09-25 00:00","292.33215332","306075.0000000000",
"2017-09-26 00:00","287.43795776","309047.0000000000",
"2017-09-27 00:00","306.46713257","329208.0000000000",
"2017-09-28 00:00","299.15545654","326502.0000000000",
"2017-09-29 00:00","291.46737671","295798.0000000000",
"2017-09-30 00:00","301.46524048","283871.0000000000",
"2017-10-01 00:00","302.33682251","306095.0000000000",
"2017-10-02 00:00","297.47497559","327906.0000000000",
"2017-10-03 00:00","292.46264648","307399.0000000000",
"2017-10-04 00:00","292.65756226","314808.0000000000",
"2017-10-05 00:00","295.86300659","319882.0000000000",
"2017-10-06 00:00","308.58810425","291091.0000000000",
"2017-10-07 00:00","311.1242981","296829.0000000000",
"2017-10-08 00:00","308.60794067","328172.0000000000",
"2017-10-09 00:00","297.39175415","349605.0000000000",
"2017-10-10 00:00","299.86999512","344305.0000000000",
"2017-10-11 00:00","303.45602417","363411.0000000000",
"2017-10-12 00:00","304.13616943","379136.0000000000",
"2017-10-13 00:00","338.75732422","332169.0000000000",
"2017-10-14 00:00","339.62789917","328921.0000000000",
"2017-10-15 00:00","336.5949707","408297.0000000000",
"2017-10-16 00:00","333.38421631","505611.0000000000",
"2017-10-17 00:00","317.0819397","470449.0000000000",
"2017-10-18 00:00","314.31869507","494184.0000000000",
"2017-10-19 00:00","308.08755493","546837.0000000000",
"2017-10-20 00:00","304.00613403","462902.0000000000",
"2017-10-21 00:00","300.18743896","435493.0000000000",
"2017-10-22 00:00","295.44625854","468168.0000000000",
"2017-10-23 00:00","286.94973755","492288.0000000000",
"2017-10-24 00:00","298.32757568","460419.0000000000",
"2017-10-25 00:00","297.92541504","466406.0000000000",
"2017-10-26 00:00","296.52716064","486147.0000000000",
"2017-10-27 00:00","297.4225769","484554.0000000000",
"2017-10-28 00:00","296.29800415","494176.0000000000",
"2017-10-29 00:00","305.08795166","532626.0000000000",
"2017-10-30 00:00","307.75115967","519906.0000000000",
"2017-10-31 00:00","305.87939453","527783.0000000000",
"2017-11-01 00:00","291.69442749","529277.0000000000",
"2017-11-02 00:00","287.42855835","485790.0000000000",
"2017-11-03 00:00","305.71130371","398758.0000000000",
"2017-11-04 00:00","300.46865845","417102.0000000000",
"2017-11-05 00:00","296.26263428","511663.0000000000",
"2017-11-06 00:00","298.89205933","470418.0000000000",
"2017-11-07 00:00","294.65856934","480413.0000000000",
"2017-11-08 00:00","309.0697937","467172.0000000000",
"2017-11-09 00:00","320.88391113","457427.0000000000",
"2017-11-10 00:00","299.25253296","394378.0000000000",
"2017-11-11 00:00","314.6812439","434380.0000000000",
"2017-11-12 00:00","307.90823364","443176.0000000000",
"2017-11-13 00:00","316.71585083","475984.0000000000",
"2017-11-14 00:00","337.63098145","540593.0000000000",
"2017-11-15 00:00","333.35681152","491482.0000000000",
"2017-11-16 00:00","330.92422485","508590.0000000000",
"2017-11-17 00:00","332.394104","459679.0000000000",
"2017-11-18 00:00","347.61239624","464563.0000000000",
"2017-11-19 00:00","354.38577271","530141.0000000000",
"2017-11-20 00:00","366.72973633","524044.0000000000",
"2017-11-21 00:00","360.40063477","546489.0000000000",
"2017-11-22 00:00","380.65209961","537068.0000000000",
"2017-11-23 00:00","410.16558838","525529.0000000000",
"2017-11-24 00:00","474.91140747","561166.0000000000",
"2017-11-25 00:00","466.27633667","542484.0000000000",
"2017-11-26 00:00","471.33026123","608695.0000000000",
"2017-11-27 00:00","480.35513306","638989.0000000000",
"2017-11-28 00:00","472.90206909","663579.0000000000",
"2017-11-29 00:00","427.52328491","655457.0000000000",
"2017-11-30 00:00","447.11431885","622720.0000000000",
"2017-12-01 00:00","466.5397644","627785.0000000000",
"2017-12-02 00:00","463.4493103","693808.0000000000",
"2017-12-03 00:00","465.85339355","701834.0000000000",
"2017-12-04 00:00","470.20385742","693090.0000000000",
"2017-12-05 00:00","463.28088379","791746.0000000000",
"2017-12-06 00:00","428.58764648","659068.0000000000",
"2017-12-07 00:00","434.40774536","766411.0000000000",
"2017-12-08 00:00","456.03131104","707223.0000000000",
"2017-12-09 00:00","473.50195313","716575.0000000000",
"2017-12-10 00:00","441.72088623","828899.0000000000",
"2017-12-11 00:00","515.13641357","872340.0000000000",
"2017-12-12 00:00","651.43145752","909631.0000000000",
"2017-12-13 00:00","702.7668457","942559.0000000000",
"2017-12-14 00:00","695.81555176","904346.0000000000",
"2017-12-15 00:00","684.44830322","899857.0000000000",
"2017-12-16 00:00","696.20947266","876574.0000000000",
"2017-12-17 00:00","719.97515869","984021.0000000000",
"2017-12-18 00:00","794.64483643","1092234.0000000000",
"2017-12-19 00:00","826.82305908","986104.0000000000",
"2017-12-20 00:00","819.08557129","1072665.0000000000",
"2017-12-21 00:00","821.06335449","1103523.0000000000",
"2017-12-22 00:00","674.86010742","918881.0000000000",
"2017-12-23 00:00","719.38726807","758234.0000000000",
"2017-12-24 00:00","694.14837646","752361.0000000000",
"2017-12-25 00:00","765.83428955","813510.0000000000",
"2017-12-26 00:00","773.83575439","912752.0000000000",
"2017-12-27 00:00","762.84216309","949503.0000000000",
"2017-12-28 00:00","737.02301025","1090191.0000000000",
"2017-12-29 00:00","753.59210205","1136659.0000000000",
"2017-12-30 00:00","717.25653076","946981.0000000000",
"2017-12-31 00:00","756.73260498","908945.0000000000",
"2018-01-01 00:00","772.64080811","1153936.0000000000",
"2018-01-02 00:00","884.44439697","1238030.0000000000",
"2018-01-03 00:00","962.71966553","1349890.0000000000",
"2018-01-04 00:00","980.92175293","1271577.0000000000",
"2018-01-05 00:00","997.71966553","1226417.0000000000",
"2018-01-06 00:00","1041.67834473","1152722.0000000000",
"2018-01-07 00:00","1153.16833496","1215473.0000000000",
"2018-01-08 00:00","1148.52941895","1256240.0000000000",
"2018-01-09 00:00","1299.73547363","1177685.0000000000",
"2018-01-10 00:00","1255.82006836","1173965.0000000000",
"2018-01-11 00:00","1154.93151855","1118757.0000000000",
"2018-01-12 00:00","1273.2019043","1179321.0000000000",
"2018-01-13 00:00","1396.41760254","1081593.0000000000",
"2018-01-14 00:00","1366.7722168","1206420.0000000000",
"2018-01-15 00:00","1291.91772461","1277936.0000000000",
"2018-01-16 00:00","1053.69177246","1277083.0000000000",
"2018-01-17 00:00","1014.25457764","1205184.0000000000",
"2018-01-18 00:00","1036.28295898","1043257.0000000000",
"2018-01-19 00:00","1039.10131836","984489.0000000000",
"2018-01-20 00:00","1155.15332031","1006530.0000000000",
"2018-01-21 00:00","1049.58117676","972911.0000000000",
"2018-01-22 00:00","1003.26080322","928494.0000000000",
"2018-01-23 00:00","986.22924805","913668.0000000000",
"2018-01-24 00:00","1058.78198242","788515.0000000000",
"2018-01-25 00:00","1056.03320313","953429.0000000000",
"2018-01-26 00:00","1055.17150879","831992.0000000000",
"2018-01-27 00:00","1107.0670166","889104.0000000000",
"2018-01-28 00:00","1246.00585938","936845.0000000000",
"2018-01-29 00:00","1182.3605957","906578.0000000000",
"2018-01-30 00:00","1071.13110352","877284.0000000000",
"2018-01-31 00:00","1118.30627441","1008759.0000000000",
"2018-02-01 00:00","1036.78674316","981133.0000000000",
"2018-02-02 00:00","915.78546143","814486.0000000000",
"2018-02-03 00:00","964.01947021","800876.0000000000",
"2018-02-04 00:00","834.68206787","875761.0000000000",
"2018-02-05 00:00","697.95056152","888219.0000000000",
"2018-02-06 00:00","793.12243652","818625.0000000000",
"2018-02-07 00:00","757.0682373","681344.0000000000",
"2018-02-08 00:00","817.80725098","789807.0000000000",
"2018-02-09 00:00","883.86456299","848390.0000000000",
"2018-02-10 00:00","860.4152832","773496.0000000000",
"2018-02-11 00:00","814.66021729","829020.0000000000",
"2018-02-12 00:00","868.70678711","745822.0000000000",
"2018-02-13 00:00","845.25823975","746384.0000000000",
"2018-02-14 00:00","923.5612793","777318.0000000000",
"2018-02-15 00:00","936.97589111","704758.0000000000",
"2018-02-16 00:00","944.20953369","772079.0000000000",
"2018-02-17 00:00","974.11486816","756092.0000000000",
"2018-02-18 00:00","923.92132568","811384.0000000000",
"2018-02-19 00:00","943.86541748","886897.0000000000",
"2018-02-20 00:00","895.3706665","850504.0000000000",
"2018-02-21 00:00","849.97149658","761893.0000000000",
"2018-02-22 00:00","812.84454346","733084.0000000000",
"2018-02-23 00:00","864.18914795","732861.0000000000",
"2018-02-24 00:00","840.51525879","690582.0000000000",
"2018-02-25 00:00","844.81036377","737453.0000000000",
"2018-02-26 00:00","869.31518555","694583.0000000000",
"2018-02-27 00:00","878.26507568","720368.0000000000",
"2018-02-28 00:00","855.19885254","684404.0000000000",
"2018-03-01 00:00","872.1998291","744666.0000000000",
"2018-03-02 00:00","856.85302734","673465.0000000000",
"2018-03-03 00:00","857.22509766","643241.0000000000",
"2018-03-04 00:00","866.67797852","752756.0000000000",
"2018-03-05 00:00","853.6842041","712591.0000000000",
"2018-03-06 00:00","816.95141602","783757.0000000000",
"2018-03-07 00:00","752.83148193","690139.0000000000",
"2018-03-08 00:00","704.59552002","650058.0000000000",
"2018-03-09 00:00","728.9163208","591377.0000000000",
"2018-03-10 00:00","686.88995361","608899.0000000000",
"2018-03-11 00:00","723.33917236","677908.0000000000",
"2018-03-12 00:00","699.83099365","699093.0000000000",
"2018-03-13 00:00","690.82659912","671198.0000000000",
"2018-03-14 00:00","614.29095459","654531.0000000000",
"2018-03-15 00:00","611.30407715","654584.0000000000",
"2018-03-16 00:00","601.66625977","593203.0000000000",
"2018-03-17 00:00","552.7789917","684094.0000000000",
"2018-03-18 00:00","538.64367676","703891.0000000000",
"2018-03-19 00:00","556.72595215","661791.0000000000",
"2018-03-20 00:00","557.17492676","697872.0000000000",
"2018-03-21 00:00","561.73150635","619453.0000000000",
"2018-03-22 00:00","539.70202637","677103.0000000000",
"2018-03-23 00:00","539.61895752","613203.0000000000",
"2018-03-24 00:00","526.43859863","526372.0000000000",
"2018-03-25 00:00","524.28692627","626615.0000000000",
"2018-03-26 00:00","489.95123291","584055.0000000000",
"2018-03-27 00:00","450.11608887","579858.0000000000",
"2018-03-28 00:00","446.27914429","583673.0000000000",
"2018-03-29 00:00","385.96838379","633616.0000000000",
"2018-03-30 00:00","394.64483643","584396.0000000000",
"2018-03-31 00:00","396.45709229","545141.0000000000",
"2018-04-01 00:00","379.60650635","598505.0000000000",
"2018-04-02 00:00","386.42462158","645977.0000000000",
"2018-04-03 00:00","416.89306641","628441.0000000000",
"2018-04-04 00:00","380.5428772","695871.0000000000",
"2018-04-05 00:00","383.23168945","647981.0000000000",
"2018-04-06 00:00","370.28515625","535865.0000000000",
"2018-04-07 00:00","385.3142395","595733.0000000000",
"2018-04-08 00:00","400.50817871","609799.0000000000",
"2018-04-09 00:00","398.52563477","571388.0000000000",
"2018-04-10 00:00","414.24258423","609102.0000000000",
"2018-04-11 00:00","430.54003906","692606.0000000000",
"2018-04-12 00:00","492.9413147","730344.0000000000",
"2018-04-13 00:00","492.73477173","611188.0000000000",
"2018-04-14 00:00","501.47833252","619985.0000000000",
"2018-04-15 00:00","531.70196533","664402.0000000000",
"2018-04-16 00:00","511.146698","742823.0000000000",
"2018-04-17 00:00","502.89364624","703293.0000000000",
"2018-04-18 00:00","524.78881836","814318.0000000000",
"2018-04-19 00:00","567.88903809","832220.0000000000",
"2018-04-20 00:00","615.71801758","746104.0000000000",
"2018-04-21 00:00","605.39532471","748858.0000000000",
"2018-04-22 00:00","621.8604126","802870.0000000000",
"2018-04-23 00:00","642.54797363","816357.0000000000",
"2018-04-24 00:00","708.15808105","799014.0000000000",
"2018-04-25 00:00","615.41564941","793873.0000000000",
"2018-04-26 00:00","662.80865479","764479.0000000000",
"2018-04-27 00:00","647.03192139","775321.0000000000",
"2018-04-28 00:00","683.67791748","756651.0000000000",
"2018-04-29 00:00","688.88079834","778133.0000000000",
"2018-04-30 00:00","669.92364502","713839.0000000000",
"2018-05-01 00:00","673.61328125","787722.0000000000",
"2018-05-02 00:00","687.14935303","839586.0000000000",
"2018-05-03 00:00","779.54278564","1000526.0000000000",
"2018-05-04 00:00","785.62414551","789261.0000000000",
"2018-05-05 00:00","816.11968994","691273.0000000000",
"2018-05-06 00:00","792.31085205","789863.0000000000",
"2018-05-07 00:00","753.72546387","820098.0000000000",
"2018-05-08 00:00","752.85717773","831127.0000000000",
"2018-05-09 00:00","752.27526855","854827.0000000000",
"2018-05-10 00:00","727.27740479","826099.0000000000",
"2018-05-11 00:00","679.58630371","788487.0000000000",
"2018-05-12 00:00","686.04827881","762439.0000000000",
"2018-05-13 00:00","733.49645996","801788.0000000000",
"2018-05-14 00:00","730.5491333","779210.0000000000",
"2018-05-15 00:00","708.87139893","807257.0000000000",
"2018-05-16 00:00","707.05023193","835761.0000000000",
"2018-05-17 00:00","672.65655518","831831.0000000000",
"2018-05-18 00:00","694.36688232","846288.0000000000",
"2018-05-19 00:00","696.52954102","777283.0000000000",
"2018-05-20 00:00","715.36877441","802211.0000000000",
"2018-05-21 00:00","699.22198486","822409.0000000000",
"2018-05-22 00:00","647.74053955","833377.0000000000",
"2018-05-23 00:00","583.58459473","811167.0000000000",
"2018-05-24 00:00","601.75463867","800838.0000000000",
"2018-05-25 00:00","586.73449707","761932.0000000000",
"2018-05-26 00:00","587.28039551","776024.0000000000",
"2018-05-27 00:00","572.66790771","861002.0000000000",
"2018-05-28 00:00","516.03570557","812183.0000000000",
