时间,币价,单位算力收入
"2017-05-16 00:00","89.43795013","0.0913000000",
"2017-05-17 00:00","89.86037445","0.0962000000",
"2017-05-18 00:00","96.90627289","0.1120000000",
"2017-05-19 00:00","129.52746582","0.1230000000",
"2017-05-20 00:00","126.5211792","0.1270000000",
"2017-05-21 00:00","157.93659973","0.1530000000",
"2017-05-22 00:00","174.2613678","0.1580000000",
"2017-05-23 00:00","181.95245361","0.1770000000",
"2017-05-24 00:00","190.04576111","0.1840000000",
"2017-05-25 00:00","174.44638062","0.1680000000",
"2017-05-26 00:00","160.40330505","0.1360000000",
"2017-05-27 00:00","157.75782776","0.1540000000",
"2017-05-28 00:00","170.51091003","0.1560000000",
"2017-05-29 00:00","194.90939331","0.1760000000",
"2017-05-30 00:00","231.91082764","0.1920000000",
"2017-05-31 00:00","230.66937256","0.1730000000",
"2017-06-01 00:00","222.23916626","0.1700000000",
"2017-06-02 00:00","223.77507019","0.1660000000",
"2017-06-03 00:00","224.37557983","0.1730000000",
"2017-06-04 00:00","245.33224487","0.1780000000",
"2017-06-05 00:00","248.46400452","0.1810000000",
"2017-06-06 00:00","264.46560669","0.1780000000",
"2017-06-07 00:00","258.07122803","0.1730000000",
"2017-06-08 00:00","261.66629028","0.1810000000",
"2017-06-09 00:00","281.73681641","0.1950000000",
"2017-06-10 00:00","337.66799927","0.2160000000",
"2017-06-11 00:00","340.60888672","0.2390000000",
"2017-06-12 00:00","401.49038696","0.2410000000",
"2017-06-13 00:00","397.53710938","0.2270000000",
"2017-06-14 00:00","359.05300903","0.1940000000",
"2017-06-15 00:00","361.93295288","0.2050000000",
"2017-06-16 00:00","370.22747803","0.2030000000",
"2017-06-17 00:00","379.41421509","0.2040000000",
"2017-06-18 00:00","371.45806885","0.2000000000",
"2017-06-19 00:00","370.05587769","0.1890000000",
"2017-06-20 00:00","359.00543213","0.1710000000",
"2017-06-21 00:00","336.87182617","0.1660000000",
"2017-06-22 00:00","336.37051392","0.1660000000",
"2017-06-23 00:00","341.73861694","0.1600000000",
"2017-06-24 00:00","323.69592285","0.1450000000",
"2017-06-25 00:00","303.2482605","0.1270000000",
"2017-06-26 00:00","272.69189453","0.1150000000",
"2017-06-27 00:00","293.08795166","0.1380000000",
"2017-06-28 00:00","327.92669678","0.1410000000",
"2017-06-29 00:00","302.88327026","0.1310000000",
"2017-06-30 00:00","294.91583252","0.1180000000",
"2017-07-01 00:00","274.60055542","0.1170000000",
"2017-07-02 00:00","287.98687744","0.1210000000",
"2017-07-03 00:00","282.89752197","0.1180000000",
"2017-07-04 00:00","273.30322266","0.1140000000",
"2017-07-05 00:00","268.77432251","0.1120000000",
"2017-07-06 00:00","270.54934692","0.1070000000",
"2017-07-07 00:00","245.99084473","0.1010000000",
"2017-07-08 00:00","251.69714355","0.0997000000",
"2017-07-09 00:00","242.13729858","0.0825000000",
"2017-07-10 00:00","215.35661316","0.0707000000",
"2017-07-11 00:00","197.40393066","0.0753000000",
"2017-07-12 00:00","230.77400208","0.0759000000",
"2017-07-13 00:00","209.73280334","0.0727000000",
"2017-07-14 00:00","199.66233826","0.0668000000",
"2017-07-15 00:00","170.65452576","0.0551000000",
"2017-07-16 00:00","157.36277771","0.0624000000",
"2017-07-17 00:00","193.42442322","0.0741000000",
"2017-07-18 00:00","234.39085388","0.0789000000",
"2017-07-19 00:00","199.70274353","0.0744000000",
"2017-07-20 00:00","227.26464844","0.0750000000",
"2017-07-21 00:00","218.30462646","0.0765000000",
"2017-07-22 00:00","229.47618103","0.0758000000",
"2017-07-23 00:00","225.95077515","0.0764000000",
"2017-07-24 00:00","224.71099854","0.0708000000",
"2017-07-25 00:00","206.70994568","0.0660000000",
"2017-07-26 00:00","203.95339966","0.0670000000",
"2017-07-27 00:00","204.31762695","0.0654000000",
"2017-07-28 00:00","193.34088135","0.0614000000",
"2017-07-29 00:00","205.78875732","0.0635000000",
"2017-07-30 00:00","197.97784424","0.0600000000",
"2017-07-31 00:00","203.87060547","0.0593000000",
"2017-08-01 00:00","226.76872253","0.0607000000",
"2017-08-02 00:00","219.9524231","0.0628000000",
"2017-08-03 00:00","225.34230042","0.0616000000",
"2017-08-04 00:00","222.85162354","0.0660000000",
"2017-08-05 00:00","256.50653076","0.0717000000",
"2017-08-06 00:00","261.56741333","0.0735000000",
"2017-08-07 00:00","269.17980957","0.0762000000",
"2017-08-08 00:00","296.76889038","0.0793000000",
"2017-08-09 00:00","296.02682495","0.0809000000",
"2017-08-10 00:00","295.89163208","0.0818000000",
"2017-08-11 00:00","308.86364746","0.0822000000",
"2017-08-12 00:00","310.60092163","0.0773000000",
"2017-08-13 00:00","298.06408691","0.0772000000",
"2017-08-14 00:00","300.09729004","0.0745000000",
"2017-08-15 00:00","289.81842041","0.0804000000",
"2017-08-16 00:00","302.26663208","0.0794000000",
"2017-08-17 00:00","301.45706177","0.0810000000",
"2017-08-18 00:00","295.58984375","0.0743000000",
"2017-08-19 00:00","297.4704895","0.0729000000",
"2017-08-20 00:00","301.4284668","0.0799000000",
"2017-08-21 00:00","321.59127808","0.0768000000",
"2017-08-22 00:00","314.78482056","0.0770000000",
"2017-08-23 00:00","317.51852417","0.0781000000",
"2017-08-24 00:00","325.61141968","0.0694000000",
"2017-08-25 00:00","331.91531372","0.0670000000",
"2017-08-26 00:00","333.8817749","0.0688000000",
"2017-08-27 00:00","347.89300537","0.0725000000",
"2017-08-28 00:00","347.74728394","0.0747000000",
"2017-08-29 00:00","370.66699219","0.0779000000",
"2017-08-30 00:00","378.48522949","0.0829000000",
"2017-08-31 00:00","383.04241943","0.0815000000",
"2017-09-01 00:00","387.74066162","0.0742000000",
"2017-09-02 00:00","348.98428345","0.0701000000",
"2017-09-03 00:00","347.48413086","0.0656000000",
"2017-09-04 00:00","295.17092896","0.0632000000",
"2017-09-05 00:00","312.98809814","0.0720000000",
"2017-09-06 00:00","334.33804321","0.0698000000",
"2017-09-07 00:00","329.42797852","0.0669000000",
"2017-09-08 00:00","296.49658203","0.0599000000",
"2017-09-09 00:00","294.40472412","0.0604000000",
"2017-09-10 00:00","288.74688721","0.0590000000",
"2017-09-11 00:00","294.53234863","0.0586000000",
"2017-09-12 00:00","291.12164307","0.0544000000",
"2017-09-13 00:00","277.1116333","0.0498000000",
"2017-09-14 00:00","213.90843201","0.0479000000",
"2017-09-15 00:00","250.46438599","0.0509000000",
"2017-09-16 00:00","246.52172852","0.0486000000",
"2017-09-17 00:00","251.74935913","0.0571000000",
"2017-09-18 00:00","293.4967041","0.0548000000",
"2017-09-19 00:00","282.80383301","0.0554000000",
"2017-09-20 00:00","283.74209595","0.0516000000",
"2017-09-21 00:00","258.58004761","0.0405000000",
"2017-09-22 00:00","264.30957031","0.0421000000",
"2017-09-23 00:00","286.16784668","0.0443000000",
"2017-09-24 00:00","282.48339844","0.0458000000",
"2017-09-25 00:00","292.33215332","0.0464000000",
"2017-09-26 00:00","287.43795776","0.0466000000",
"2017-09-27 00:00","306.46713257","0.0483000000",
"2017-09-28 00:00","299.15545654","0.0475000000",
"2017-09-29 00:00","291.46737671","0.0495000000",
"2017-09-30 00:00","301.46524048","0.0475000000",
"2017-10-01 00:00","302.33682251","0.0475000000",
"2017-10-02 00:00","297.47497559","0.0471000000",
"2017-10-03 00:00","292.46264648","0.0460000000",
"2017-10-04 00:00","292.65756226","0.0455000000",
"2017-10-05 00:00","295.86300659","0.0478000000",
"2017-10-06 00:00","308.58810425","0.0489000000",
"2017-10-07 00:00","311.1242981","0.0486000000",
"2017-10-08 00:00","308.60794067","0.0470000000",
"2017-10-09 00:00","297.39175415","0.0476000000",
"2017-10-10 00:00","299.86999512","0.0477000000",
"2017-10-11 00:00","303.45602417","0.0480000000",
"2017-10-12 00:00","304.13616943","0.0496000000",
"2017-10-13 00:00","338.75732422","0.0533000000",
"2017-10-14 00:00","339.62789917","0.0508000000",
"2017-10-15 00:00","336.5949707","0.0520000000",
"2017-10-16 00:00","333.38421631","0.0598000000",
"2017-10-17 00:00","317.0819397","0.0571000000",
"2017-10-18 00:00","314.31869507","0.0558000000",
"2017-10-19 00:00","308.08755493","0.0567000000",
"2017-10-20 00:00","304.00613403","0.0531000000",
"2017-10-21 00:00","300.18743896","0.0521000000",
"2017-10-22 00:00","295.44625854","0.0515000000",
"2017-10-23 00:00","286.94973755","0.0539000000",
"2017-10-24 00:00","298.32757568","0.0525000000",
"2017-10-25 00:00","297.92541504","0.0543000000",
"2017-10-31 00:00","305.87939453","0.0530000000",
"2017-11-01 00:00","291.69442749","0.0529000000",
"2017-11-02 00:00","287.42855835","0.0547000000",
"2017-11-03 00:00","305.71130371","0.0559000000",
"2017-11-04 00:00","300.46865845","0.0541000000",
"2017-11-05 00:00","296.26263428","0.0558000000",
"2017-11-06 00:00","298.89205933","0.0553000000",
"2017-11-07 00:00","294.65856934","0.0554000000",
"2017-11-08 00:00","309.0697937","0.0593000000",
"2017-11-09 00:00","320.88391113","0.0574000000",
"2017-11-10 00:00","299.25253296","0.0561000000",
"2017-11-11 00:00","314.6812439","0.0550000000",
"2017-11-12 00:00","307.90823364","0.0571000000",
"2017-11-13 00:00","316.71585083","0.0601000000",
"2017-11-14 00:00","337.63098145","0.0630000000",
"2017-11-15 00:00","333.35681152","0.0627000000",
"2017-11-16 00:00","330.92422485","0.0631000000",
"2017-11-17 00:00","332.394104","0.0632000000",
"2017-11-18 00:00","347.61239624","0.0672000000",
"2017-11-19 00:00","354.38577271","0.0655000000",
"2017-11-20 00:00","366.72973633","0.0662000000",
"2017-11-21 00:00","360.40063477","0.0667000000",
"2017-11-22 00:00","380.65209961","0.0698000000",
"2017-11-23 00:00","410.16558838","0.0736000000",
"2017-11-24 00:00","474.91140747","0.0792000000",
"2017-11-25 00:00","466.27633667","0.0785000000",
"2017-11-26 00:00","471.33026123","0.0823000000",
"2017-11-27 00:00","480.35513306","0.0841000000",
"2017-11-28 00:00","472.90206909","0.0833000000",
"2017-11-29 00:00","427.52328491","0.0757000000",
"2017-11-30 00:00","447.11431885","0.0771000000",
"2017-12-01 00:00","466.5397644","0.0781000000",
"2017-12-02 00:00","463.4493103","0.0826000000",
"2017-12-03 00:00","465.85339355","0.0838000000",
"2017-12-04 00:00","470.20385742","0.0902000000",
"2017-12-05 00:00","463.28088379","0.0878000000",
"2017-12-06 00:00","428.58764648","0.0906000000",
"2017-12-07 00:00","434.40774536","0.0958000000",
"2017-12-08 00:00","456.03131104","0.0981000000",
"2017-12-09 00:00","473.50195313","0.0915000000",
"2017-12-10 00:00","441.72088623","0.0926000000",
"2017-12-11 00:00","515.13641357","0.1100000000",
"2017-12-12 00:00","651.43145752","0.1230000000",
"2017-12-13 00:00","702.7668457","0.1320000000",
"2017-12-14 00:00","695.81555176","0.1170000000",
"2017-12-15 00:00","684.44830322","0.1240000000",
"2017-12-16 00:00","696.20947266","0.1170000000",
"2017-12-17 00:00","719.97515869","0.1180000000",
"2017-12-18 00:00","794.64483643","0.1410000000",
"2017-12-19 00:00","826.82305908","0.1390000000",
"2017-12-20 00:00","819.08557129","0.1400000000",
"2017-12-21 00:00","821.06335449","0.1180000000",
"2017-12-22 00:00","674.86010742","0.1170000000",
"2017-12-23 00:00","719.38726807","0.1030000000",
"2017-12-24 00:00","694.14837646","0.1080000000",
"2017-12-25 00:00","765.83428955","0.1110000000",
"2017-12-26 00:00","773.83575439","0.1130000000",
"2017-12-27 00:00","762.84216309","0.1040000000",
"2017-12-28 00:00","737.02301025","0.1120000000",
"2017-12-29 00:00","753.59210205","0.1060000000",
"2017-12-30 00:00","717.25653076","0.1050000000",
"2017-12-31 00:00","756.73260498","0.1090000000",
"2018-01-01 00:00","772.64080811","0.1260000000",
"2018-01-02 00:00","884.44439697","0.1350000000",
"2018-01-03 00:00","962.71966553","0.1460000000",
"2018-01-04 00:00","980.92175293","0.1720000000",
"2018-01-05 00:00","997.71966553","0.1850000000",
"2018-01-06 00:00","1041.67834473","0.1850000000",
"2018-01-07 00:00","1153.16833496","0.1990000000",
"2018-01-08 00:00","1148.52941895","0.2070000000",
"2018-01-09 00:00","1299.73547363","0.2330000000",
"2018-01-10 00:00","1255.82006836","0.2000000000",
"2018-01-11 00:00","1154.93151855","0.1870000000",
"2018-01-12 00:00","1273.2019043","0.2040000000",
"2018-01-13 00:00","1396.41760254","0.1970000000",
"2018-01-14 00:00","1366.7722168","0.1950000000",
"2018-01-15 00:00","1291.91772461","0.1670000000",
"2018-01-16 00:00","1053.69177246","0.1330000000",
"2018-01-17 00:00","1014.25457764","0.1480000000",
"2018-01-18 00:00","1036.28295898","0.1440000000",
"2018-01-19 00:00","1039.10131836","0.1500000000",
"2018-01-20 00:00","1155.15332031","0.1380000000",
"2018-01-21 00:00","1049.58117676","0.1260000000",
"2018-01-22 00:00","1003.26080322","0.1240000000",
"2018-01-23 00:00","986.22924805","0.1220000000",
"2018-01-24 00:00","1058.78198242","0.1240000000",
"2018-01-25 00:00","1056.03320313","0.1190000000",
"2018-01-26 00:00","1055.17150879","0.1220000000",
"2018-01-27 00:00","1107.0670166","0.1360000000",
"2018-01-28 00:00","1246.00585938","0.1390000000",
"2018-01-29 00:00","1182.3605957","0.1270000000",
"2018-01-30 00:00","1071.13110352","0.1210000000",
"2018-01-31 00:00","1118.30627441","0.1300000000",
"2018-02-01 00:00","1036.78674316","0.1020000000",
"2018-02-02 00:00","915.78546143","0.0993000000",
"2018-02-03 00:00","964.01947021","0.0942000000",
"2018-02-04 00:00","834.68206787","0.0791000000",
"2018-02-05 00:00","697.95056152","0.0693000000",
"2018-02-06 00:00","793.12243652","0.0788000000",
"2018-02-07 00:00","757.0682373","0.0802000000",
"2018-02-08 00:00","817.80725098","0.0808000000",
"2018-02-09 00:00","883.86456299","0.0865000000",
"2018-02-10 00:00","860.4152832","0.0772000000",
"2018-02-11 00:00","814.66021729","0.0798000000",
"2018-02-12 00:00","868.70678711","0.0778000000",
"2018-02-13 00:00","845.25823975","0.0827000000",
"2018-02-14 00:00","923.5612793","0.0879000000",
"2018-02-15 00:00","936.97589111","0.0852000000",
"2018-02-16 00:00","944.20953369","0.0889000000",
"2018-02-17 00:00","974.11486816","0.0875000000",
"2018-02-18 00:00","923.92132568","0.0865000000",
"2018-02-19 00:00","943.86541748","0.0879000000",
"2018-02-20 00:00","895.3706665","0.0818000000",
"2018-02-21 00:00","849.97149658","0.0760000000",
"2018-02-22 00:00","812.84454346","0.0774000000",
"2018-02-23 00:00","864.18914795","0.0771000000",
"2018-02-24 00:00","840.51525879","0.0744000000",
"2018-02-25 00:00","844.81036377","0.0771000000",
"2018-02-26 00:00","869.31518555","0.0802000000",
"2018-02-27 00:00","878.26507568","0.0797000000",
"2018-02-28 00:00","855.19885254","0.0761000000",
"2018-03-01 00:00","872.1998291","0.0788000000",
"2018-03-02 00:00","856.85302734","0.0731000000",
"2018-03-03 00:00","857.22509766","0.0736000000",
"2018-03-04 00:00","866.67797852","0.0760000000",
"2018-03-05 00:00","853.6842041","0.0722000000",
"2018-03-06 00:00","816.95141602","0.0670000000",
"2018-03-07 00:00","752.83148193","0.0620000000",
"2018-03-08 00:00","704.59552002","0.0589000000",
"2018-03-09 00:00","728.9163208","0.0609000000",
"2018-03-10 00:00","686.88995361","0.0589000000",
"2018-03-11 00:00","723.33917236","0.0604000000",
"2018-03-12 00:00","699.83099365","0.0580000000",
"2018-03-13 00:00","690.82659912","0.0561000000",
"2018-03-14 00:00","614.29095459","0.0503000000",
"2018-03-15 00:00","611.30407715","0.0492000000",
"2018-03-16 00:00","601.66625977","0.0468000000",
"2018-03-17 00:00","552.7789917","0.0410000000",
"2018-03-18 00:00","538.64367676","0.0435000000",
"2018-03-19 00:00","556.72595215","0.0440000000",
"2018-03-20 00:00","557.17492676","0.0466000000",
"2018-03-21 00:00","561.73150635","0.0452000000",
"2018-03-22 00:00","539.70202637","0.0428000000",
"2018-03-23 00:00","539.61895752","0.0442000000",
"2018-03-24 00:00","526.43859863","0.0422000000",
"2018-03-25 00:00","524.28692627","0.0399000000",
"2018-03-26 00:00","489.95123291","0.0374000000",
"2018-03-27 00:00","450.11608887","0.0367000000",
"2018-03-28 00:00","446.27914429","0.0344000000",
"2018-03-29 00:00","385.96838379","0.0318000000",
"2018-03-30 00:00","394.64483643","0.0331000000",
"2018-03-31 00:00","396.45709229","0.0309000000",
"2018-04-01 00:00","379.60650635","0.0318000000",
"2018-04-02 00:00","386.42462158","0.0341000000",
"2018-04-03 00:00","416.89306641","0.0324000000",
"2018-04-04 00:00","380.5428772","0.0325000000",
"2018-04-05 00:00","383.23168945","0.0303000000",
"2018-04-06 00:00","370.28515625","0.0311000000",
"2018-04-07 00:00","385.3142395","0.0329000000",
"2018-04-08 00:00","400.50817871","0.0347000000",
"2018-04-09 00:00","398.52563477","0.0344000000",
"2018-04-10 00:00","414.24258423","0.0354000000",
"2018-04-11 00:00","430.54003906","0.0384000000",
"2018-04-12 00:00","492.9413147","0.0436000000",
"2018-04-13 00:00","492.73477173","0.0421000000",
"2018-04-14 00:00","501.47833252","0.0438000000",
"2018-04-15 00:00","531.70196533","0.0435000000",
"2018-04-16 00:00","511.146698","0.0432000000",
"2018-04-17 00:00","502.89364624","0.0446000000",
"2018-04-18 00:00","524.78881836","0.0468000000",
"2018-04-19 00:00","567.88903809","0.0510000000",
"2018-04-20 00:00","615.71801758","0.0507000000",
"2018-04-21 00:00","605.39532471","0.0523000000",
"2018-04-22 00:00","621.8604126","0.0532000000",
"2018-04-23 00:00","642.54797363","0.0592000000",
"2018-04-24 00:00","708.15808105","0.0566000000",
"2018-04-25 00:00","615.41564941","0.0545000000",
"2018-04-26 00:00","662.80865479","0.0593000000",
"2018-04-27 00:00","647.03192139","0.0619000000",
"2018-04-28 00:00","683.67791748","0.0615000000",
"2018-04-29 00:00","688.88079834","0.0604000000",
"2018-04-30 00:00","669.92364502","0.0567000000",
"2018-05-01 00:00","673.61328125","0.0584000000",
"2018-05-02 00:00","687.14935303","0.0625000000",
"2018-05-03 00:00","779.54278564","0.0655000000",
"2018-05-04 00:00","785.62414551","0.0663000000",
"2018-05-05 00:00","816.11968994","0.0638000000",
"2018-05-06 00:00","792.31085205","0.0595000000",
"2018-05-07 00:00","753.72546387","0.0606000000",
"2018-05-08 00:00","752.85717773","0.0604000000",
"2018-05-09 00:00","752.27526855","0.0633000000",
"2018-05-10 00:00","727.27740479","0.0583000000",
"2018-05-11 00:00","679.58630371","0.0530000000",
"2018-05-12 00:00","686.04827881","0.0556000000",
"2018-05-13 00:00","733.49645996","0.0586000000",
"2018-05-14 00:00","730.5491333","0.0604000000",
"2018-05-15 00:00","708.87139893","0.0578000000",
"2018-05-16 00:00","707.05023193","0.0588000000",
"2018-05-17 00:00","672.65655518","0.0570000000",
"2018-05-18 00:00","694.36688232","0.0577000000",
"2018-05-19 00:00","696.52954102","0.0579000000",
"2018-05-20 00:00","715.36877441","0.0584000000",
"2018-05-21 00:00","699.22198486","0.0572000000",
"2018-05-22 00:00","647.74053955","0.0538000000",
"2018-05-23 00:00","583.58459473","0.0512000000",
"2018-05-24 00:00","601.75463867","0.0511000000",
"2018-05-25 00:00","586.73449707","0.0492000000",
"2018-05-26 00:00","587.28039551","0.0481000000",
"2018-05-27 00:00","572.66790771","0.0460000000",
"2018-05-28 00:00","516.03570557","0.0469000000",
"2018-05-29 00:00","565.38775635","0.0491000000",
"2018-05-30 00:00","559.59008789","0.0498000000",
"2018-05-31 00:00","577.64489746","0.0507000000",
"2018-06-01 00:00","580.04315186","0.0495000000",
"2018-06-02 00:00","591.80847168","0.0509000000",
"2018-06-03 00:00","619.43743896","0.0517000000",
"2018-06-04 00:00","592.98468018","0.0499000000",
"2018-06-05 00:00","609.30285645","0.0527000000",
"2018-06-06 00:00","607.12353516","0.0518000000",
"2018-06-07 00:00","605.18737793","0.0502000000",
"2018-06-08 00:00","601.07727051","0.0480000000",
"2018-06-09 00:00","597.56231689","0.0455000000",
"2018-06-10 00:00","526.47912598","0.0434000000",
"2018-06-11 00:00","533.28424072","0.0426000000",
"2018-06-12 00:00","496.84338379","0.0411000000",
"2018-06-13 00:00","477.49401855","0.0415000000",
"2018-06-14 00:00","519.74188232","0.0439000000",
"2018-06-15 00:00","491.00427246","0.0428000000",
"2018-06-16 00:00","499.64233398","0.0399000000",
"2018-06-17 00:00","500.44848633","0.0392000000",
"2018-06-18 00:00","518.890625","0.0425000000",
"2018-06-19 00:00","537.95739746","0.0430000000",
"2018-06-20 00:00","536.26782227","0.0413000000",
"2018-06-21 00:00","527.36657715","0.0430000000",
"2018-06-22 00:00","465.81680298","0.0369000000",
"2018-06-23 00:00","474.51977539","0.0350000000",
"2018-06-24 00:00","457.67190552","0.0371000000",
"2018-06-25 00:00","460.30984497","0.0353000000",
"2018-06-26 00:00","432.77172852","0.0329000000",
"2018-06-27 00:00","442.36489868","0.0338000000",
"2018-06-28 00:00","422.36499023","0.0338000000",
"2018-06-29 00:00","436.00900269","0.0392000000",
"2018-06-30 00:00","455.17999268","0.0433000000",
"2018-07-01 00:00","453.91799927","0.0496000000",
"2018-07-02 00:00","475.34698486","0.0464000000",
"2018-07-03 00:00","464.19500732","0.0421000000",
"2018-07-04 00:00","467.31799316","0.0407000000",
"2018-07-05 00:00","474.4119873","0.0430000000",
"2018-07-06 00:00","474.01199341","0.0419000000",
"2018-07-07 00:00","491.66000366","0.0402000000",
"2018-07-08 00:00","489.11898804","0.0417000000",
"2018-07-09 00:00","476.68200684","0.0389000000",
"2018-07-10 00:00","434.42401123","0.0357000000",
"2018-07-11 00:00","446.51800537","0.0362000000",
"2018-07-12 00:00","430.07400513","0.0365000000",
"2018-07-13 00:00","434.02700806","0.0396000000",
"2018-07-14 00:00","436.08599854","0.0421000000",
"2018-07-15 00:00","449.8500061","0.0365000000",
"2018-07-16 00:00","480.6579895","0.0373000000",
"2018-07-17 00:00","501.00201416","0.0381000000",
"2018-07-18 00:00","480.51300049","0.0367000000",
"2018-07-19 00:00","469.61898804","0.0362000000",
"2018-07-20 00:00","450.69799805","0.0392000000",
"2018-07-21 00:00","462.43600464","0.0365000000",
"2018-07-22 00:00","459.65701294","0.0353000000",
"2018-07-23 00:00","450.85299683","0.0364000000",
"2018-07-24 00:00","479.37298584","0.0363000000",
"2018-07-25 00:00","472.49301147","0.0359000000",
"2018-07-26 00:00","464.0369873","0.0352000000",
"2018-07-27 00:00","469.66598511","0.0359000000",
"2018-07-28 00:00","466.89801025","0.0344000000",
"2018-07-29 00:00","466.66500854","0.0341000000",
"2018-07-30 00:00","457.08087158","0.0332000000",
"2018-07-31 00:00","433.86654663","0.0321000000",
"2018-08-01 00:00","420.74694824","0.0307000000",
"2018-08-02 00:00","412.62121582","0.0310000000",
"2018-08-03 00:00","418.26171875","0.0306000000",
"2018-08-04 00:00","407.25244141","0.0296000000",
"2018-08-05 00:00","410.51611328","0.0301000000",
"2018-08-06 00:00","406.65835571","0.0349000000",
"2018-08-07 00:00","380.21502686","0.0392000000",
"2018-08-08 00:00","356.61303711","0.0361000000",
"2018-08-09 00:00","365.58779907","0.0337000000",
"2018-08-10 00:00","334.17645264","0.0246000000",
"2018-08-11 00:00","322.11151123","0.0243000000",
"2018-08-12 00:00","319.56973267","0.0239000000",
"2018-08-13 00:00","286.49536133","0.0206000000",
"2018-08-14 00:00","278.93161011","0.0225000000",
"2018-08-15 00:00","282.36367798","0.0230000000",
"2018-08-16 00:00","288.04647827","0.0322000000",
"2018-08-17 00:00","315.72894287","0.0235000000",
"2018-08-18 00:00","295.81170654","0.0230000000",
"2018-08-19 00:00","300.83383179","0.0224000000",
"2018-08-20 00:00","274.31512451","0.0212000000",
"2018-08-21 00:00","281.94393921","0.0222000000",
"2018-08-22 00:00","271.34115601","0.0221000000",
"2018-08-23 00:00","277.10388184","0.0239000000",
"2018-08-24 00:00","282.9671936","0.0213000000",
"2018-08-25 00:00","279.64599609","0.0218000000",
"2018-08-26 00:00","275.19708252","0.0211000000",
"2018-08-27 00:00","285.603302","0.0220000000",
"2018-08-28 00:00","296.4994812","0.0231000000",
"2018-08-29 00:00","289.31240845","0.0224000000",
"2018-08-30 00:00","284.10546875","0.0222000000",
"2018-08-31 00:00","283.00408936","0.0227000000",
"2018-09-01 00:00","295.34133911","0.0231000000",
"2018-09-02 00:00","294.3706665","0.0230000000",
"2018-09-03 00:00","289.25946045","0.0233000000",
"2018-09-04 00:00","285.72320557","0.0209000000",
"2018-09-05 00:00","232.33119202","0.0184000000",
"2018-09-06 00:00","230.21485901","0.0180000000",
"2018-09-07 00:00","217.20251465","0.0169000000",
"2018-09-08 00:00","197.95074463","0.0170000000",
"2018-09-09 00:00","196.9243927","0.0167000000",
"2018-09-10 00:00","197.07907104","0.0174000000",
"2018-09-11 00:00","185.06646729","0.0158000000",
"2018-09-12 00:00","183.33126831","0.0182000000",
"2018-09-13 00:00","211.3540802","0.0183000000",
"2018-09-14 00:00","211.74893188","0.0187000000",
"2018-09-15 00:00","223.0743866","0.0188000000",
"2018-09-16 00:00","220.58880615","0.0183000000",
"2018-09-17 00:00","197.87472534","0.0174000000",
"2018-09-18 00:00","209.97457886","0.0185000000",
"2018-09-19 00:00","209.96894836","0.0182000000",
"2018-09-20 00:00","224.59100342","0.0212000000",
"2018-09-21 00:00","246.58425903","0.0199000000",
"2018-09-22 00:00","240.48042297","0.0199000000",
"2018-09-23 00:00","244.32952881","0.0201000000",
"2018-09-24 00:00","228.72991943","0.0180000000",
"2018-09-25 00:00","218.50453186","0.0178000000",
"2018-09-26 00:00","215.84741211","0.0181000000",
"2018-09-27 00:00","228.49415588","0.0188000000",
"2018-09-28 00:00","222.40211487","0.0190000000",
"2018-09-29 00:00","231.63473511","0.0194000000",
"2018-09-30 00:00","232.84849548","0.0198000000",
"2018-10-01 00:00","230.76777649","0.0196000000",
"2018-10-02 00:00","227.18087769","0.0183000000",
"2018-10-03 00:00","220.48942566","0.0185000000",
"2018-10-04 00:00","222.21839905","0.0184000000",
"2018-10-05 00:00","227.60064697","0.0184000000",
"2018-10-06 00:00","225.11988831","0.0182000000",
"2018-10-07 00:00","226.11851501","0.0187000000",
"2018-10-08 00:00","229.25517273","0.0188000000",
"2018-10-09 00:00","227.98153687","0.0187000000",
"2018-10-10 00:00","225.76925659","0.0172000000",
"2018-10-11 00:00","189.49923706","0.0168000000",
"2018-10-12 00:00","196.7272644","0.0172000000",
"2018-10-13 00:00","199.84094238","0.0167000000",
"2018-10-14 00:00","195.7146759","0.0178000000",
"2018-10-15 00:00","209.70370483","0.0179000000",
"2018-10-16 00:00","210.11975098","0.0178000000",
"2018-10-17 00:00","207.0834198","0.0173000000",
"2018-10-18 00:00","203.35157776","0.0177000000",
"2018-10-19 00:00","203.72718811","0.0180000000",
"2018-10-20 00:00","205.42958069","0.0178000000",
"2018-10-21 00:00","205.14186096","0.0178000000",
"2018-10-22 00:00","204.04417419","0.0178000000",
"2018-10-23 00:00","204.33587646","0.0177000000",
"2018-10-24 00:00","203.85238647","0.0179000000",
"2018-10-25 00:00","202.71853638","0.0181000000",
"2018-10-26 00:00","203.32925415","0.0180000000",
"2018-10-27 00:00","204.21002197","0.0178000000",
"2018-10-28 00:00","205.36631775","0.0179000000",
"2018-10-29 00:00","197.24705505","0.0172000000",
"2018-10-30 00:00","197.55596924","0.0171000000",
"2018-10-31 00:00","197.38092041","0.0177000000",
"2018-11-01 00:00","198.87228394","0.0185000000",
"2018-11-02 00:00","200.63468933","0.0181000000",
"2018-11-03 00:00","200.18605042","0.0182000000",
"2018-11-04 00:00","207.48579407","0.0194000000",
"2018-11-05 00:00","209.09129333","0.0196000000",
"2018-11-06 00:00","218.45233154","0.0202000000",
"2018-11-07 00:00","217.18313599","0.0194000000",
"2018-11-08 00:00","212.23146057","0.0192000000",
