时间,币价,挖币数量
"2017-01-03 00:00","9.72524548","30805.0000000000",
"2017-01-04 00:00","11.25155067","30549.0000000000",
"2017-01-05 00:00","10.25437069","30134.0000000000",
"2017-01-06 00:00","10.25465107","30630.0000000000",
"2017-01-07 00:00","9.8671875","30461.0000000000",
"2017-01-08 00:00","10.2897892","30504.0000000000",
"2017-01-09 00:00","10.32563591","30242.0000000000",
"2017-01-10 00:00","10.54957294","30326.0000000000",
"2017-01-11 00:00","9.71775723","30374.0000000000",
"2017-01-12 00:00","9.86132526","30619.0000000000",
"2017-01-13 00:00","9.76949883","30414.0000000000",
"2017-01-14 00:00","9.6466608","30512.0000000000",
"2017-01-15 00:00","9.90425682","30349.0000000000",
"2017-01-16 00:00","9.63650227","30107.0000000000",
"2017-01-17 00:00","10.30234909","30415.0000000000",
"2017-01-18 00:00","10.22776699","30881.0000000000",
"2017-01-19 00:00","10.39718246","29907.0000000000",
"2017-01-20 00:00","10.60062504","30318.0000000000",
"2017-01-21 00:00","10.90918159","30416.0000000000",
"2017-01-22 00:00","10.70322132","30330.0000000000",
"2017-01-23 00:00","10.82081127","30281.0000000000",
"2017-01-24 00:00","10.63247776","30148.0000000000",
"2017-01-25 00:00","10.57054901","30503.0000000000",
"2017-01-26 00:00","10.58913231","30012.0000000000",
"2017-01-27 00:00","10.53732777","30402.0000000000",
"2017-01-28 00:00","10.5649662","29888.0000000000",
"2017-01-29 00:00","10.48404408","30566.0000000000",
"2017-01-30 00:00","10.57116795","30180.0000000000",
"2017-01-31 00:00","10.72754002","30139.0000000000",
"2017-02-01 00:00","10.73209953","30322.0000000000",
"2017-02-02 00:00","10.82135391","30042.0000000000",
"2017-02-03 00:00","11.11449337","30483.0000000000",
"2017-02-04 00:00","11.43353271","30472.0000000000",
"2017-02-05 00:00","11.3530283","30345.0000000000",
"2017-02-06 00:00","11.38935947","30101.0000000000",
"2017-02-07 00:00","11.51529217","30439.0000000000",
"2017-02-08 00:00","11.43119621","30240.0000000000",
"2017-02-09 00:00","11.03224182","30302.0000000000",
"2017-02-10 00:00","11.2789278","30288.0000000000",
"2017-02-11 00:00","11.34952068","30391.0000000000",
"2017-02-12 00:00","11.39915657","30471.0000000000",
"2017-02-13 00:00","11.26952076","30223.0000000000",
"2017-02-14 00:00","13.02523708","30591.0000000000",
"2017-02-15 00:00","12.91972351","30354.0000000000",
"2017-02-16 00:00","12.90366554","30153.0000000000",
"2017-02-17 00:00","12.6764822","30093.0000000000",
"2017-02-18 00:00","12.81015205","30182.0000000000",
"2017-02-19 00:00","12.75846291","30172.0000000000",
"2017-02-20 00:00","12.43014431","30364.0000000000",
"2017-02-21 00:00","12.66839504","29940.0000000000",
"2017-02-22 00:00","12.59969425","30187.0000000000",
"2017-02-23 00:00","13.1193552","30148.0000000000",
"2017-02-24 00:00","13.06915283","30298.0000000000",
"2017-02-25 00:00","13.54866791","30543.0000000000",
"2017-02-26 00:00","14.5199604","30041.0000000000",
"2017-02-27 00:00","15.39652157","30643.0000000000",
"2017-02-28 00:00","15.81719875","29904.0000000000",
"2017-03-01 00:00","17.34967995","30417.0000000000",
"2017-03-02 00:00","19.03023911","30131.0000000000",
"2017-03-03 00:00","19.45896912","30022.0000000000",
"2017-03-04 00:00","18.61887932","30461.0000000000",
"2017-03-05 00:00","19.30225182","29982.0000000000",
"2017-03-06 00:00","19.60566902","29986.0000000000",
"2017-03-07 00:00","18.88864517","30175.0000000000",
"2017-03-08 00:00","16.6512928","29741.0000000000",
"2017-03-09 00:00","17.75471878","29875.0000000000",
"2017-03-10 00:00","19.33226776","30112.0000000000",
"2017-03-11 00:00","21.47252274","29699.0000000000",
"2017-03-12 00:00","23.43771935","30338.0000000000",
"2017-03-13 00:00","28.59292221","29943.0000000000",
"2017-03-14 00:00","28.65459824","30058.0000000000",
"2017-03-15 00:00","35.05591965","30101.0000000000",
"2017-03-16 00:00","46.34581375","30390.0000000000",
"2017-03-17 00:00","46.82799149","30083.0000000000",
"2017-03-18 00:00","34.16022873","29861.0000000000",
"2017-03-19 00:00","44.74007416","30445.0000000000",
"2017-03-20 00:00","43.39022446","29903.0000000000",
"2017-03-21 00:00","43.14509201","30160.0000000000",
"2017-03-22 00:00","42.34205627","29694.0000000000",
"2017-03-23 00:00","43.67842865","29695.0000000000",
"2017-03-24 00:00","53.10752487","29923.0000000000",
"2017-03-25 00:00","51.25004578","30018.0000000000",
"2017-03-26 00:00","50.52159882","29887.0000000000",
"2017-03-27 00:00","49.66692734","29609.0000000000",
"2017-03-28 00:00","50.77490234","30066.0000000000",
"2017-03-29 00:00","53.12607574","29676.0000000000",
"2017-03-30 00:00","52.20576096","29991.0000000000",
"2017-03-31 00:00","50.03727722","29740.0000000000",
"2017-04-01 00:00","50.69946289","29348.0000000000",
"2017-04-02 00:00","48.74874878","30026.0000000000",
"2017-04-03 00:00","44.35643387","29785.0000000000",
"2017-04-04 00:00","44.641922","30054.0000000000",
"2017-04-05 00:00","45.30395126","29530.0000000000",
"2017-04-06 00:00","43.24213791","29860.0000000000",
"2017-04-07 00:00","42.16263199","29785.0000000000",
"2017-04-08 00:00","44.30706787","29096.0000000000",
"2017-04-09 00:00","43.26697159","28906.0000000000",
"2017-04-10 00:00","43.43519592","29355.0000000000",
"2017-04-11 00:00","43.40720367","29032.0000000000",
"2017-04-12 00:00","46.28725052","29110.0000000000",
"2017-04-13 00:00","50.21942139","29665.0000000000",
"2017-04-14 00:00","47.57413483","28723.0000000000",
"2017-04-15 00:00","49.10149002","29216.0000000000",
"2017-04-16 00:00","48.71854782","29424.0000000000",
"2017-04-17 00:00","48.30456924","29432.0000000000",
"2017-04-18 00:00","50.70747375","28713.0000000000",
"2017-04-19 00:00","48.30527878","29415.0000000000",
"2017-04-20 00:00","49.6721611","29529.0000000000",
"2017-04-21 00:00","48.22444916","29079.0000000000",
"2017-04-22 00:00","48.55300522","29436.0000000000",
"2017-04-23 00:00","48.48928833","28729.0000000000",
"2017-04-24 00:00","50.03145981","29618.0000000000",
"2017-04-25 00:00","49.89123154","28309.0000000000",
"2017-04-26 00:00","52.72032928","28346.0000000000",
"2017-04-27 00:00","62.16772842","28616.0000000000",
"2017-04-28 00:00","70.15920258","28247.0000000000",
"2017-04-29 00:00","68.37693024","28367.0000000000",
"2017-04-30 00:00","79.02124786","28278.0000000000",
"2017-05-01 00:00","76.29698181","28266.0000000000",
"2017-05-02 00:00","77.26377869","28378.0000000000",
"2017-05-03 00:00","79.7181778","28388.0000000000",
"2017-05-04 00:00","96.98135376","28517.0000000000",
"2017-05-05 00:00","94.39853668","28530.0000000000",
"2017-05-06 00:00","97.81348419","28751.0000000000",
"2017-05-07 00:00","94.00731659","28348.0000000000",
"2017-05-08 00:00","91.42037964","28526.0000000000",
"2017-05-09 00:00","91.16291809","28403.0000000000",
"2017-05-10 00:00","89.52485657","28671.0000000000",
"2017-05-11 00:00","89.87966919","28610.0000000000",
"2017-05-12 00:00","88.65538025","28117.0000000000",
"2017-05-13 00:00","90.83539581","27168.0000000000",
"2017-05-14 00:00","90.7865448","27200.0000000000",
"2017-05-15 00:00","92.4148941","27483.0000000000",
"2017-05-16 00:00","89.43795013","26898.0000000000",
"2017-05-17 00:00","89.86037445","27518.0000000000",
"2017-05-18 00:00","96.90627289","27347.0000000000",
"2017-05-19 00:00","129.52746582","27651.0000000000",
"2017-05-20 00:00","126.5211792","27408.0000000000",
"2017-05-21 00:00","157.93659973","27583.0000000000",
"2017-05-22 00:00","174.2613678","27411.0000000000",
"2017-05-23 00:00","181.95245361","27470.0000000000",
"2017-05-24 00:00","190.04576111","27608.0000000000",
"2017-05-25 00:00","174.44638062","27730.0000000000",
"2017-05-26 00:00","160.40330505","27444.0000000000",
"2017-05-27 00:00","157.75782776","27524.0000000000",
"2017-05-28 00:00","170.51091003","28157.0000000000",
"2017-05-29 00:00","194.90939331","28306.0000000000",
"2017-05-30 00:00","231.91082764","27765.0000000000",
"2017-05-31 00:00","230.66937256","26705.0000000000",
"2017-06-01 00:00","222.23916626","25784.0000000000",
"2017-06-02 00:00","223.77507019","26321.0000000000",
"2017-06-03 00:00","224.37557983","26116.0000000000",
"2017-06-04 00:00","245.33224487","26529.0000000000",
"2017-06-05 00:00","248.46400452","26365.0000000000",
"2017-06-06 00:00","264.46560669","26539.0000000000",
"2017-06-07 00:00","258.07122803","26352.0000000000",
"2017-06-08 00:00","261.66629028","26386.0000000000",
"2017-06-09 00:00","281.73681641","26937.0000000000",
"2017-06-10 00:00","337.66799927","26614.0000000000",
"2017-06-11 00:00","340.60888672","26777.0000000000",
"2017-06-12 00:00","401.49038696","26735.0000000000",
"2017-06-13 00:00","397.53710938","26794.0000000000",
"2017-06-14 00:00","359.05300903","26875.0000000000",
"2017-06-15 00:00","361.93295288","27007.0000000000",
"2017-06-16 00:00","370.22747803","26712.0000000000",
"2017-06-17 00:00","379.41421509","27063.0000000000",
"2017-06-18 00:00","371.45806885","27034.0000000000",
"2017-06-19 00:00","370.05587769","25633.0000000000",
"2017-06-20 00:00","359.00543213","25473.0000000000",
"2017-06-21 00:00","336.87182617","25479.0000000000",
"2017-06-22 00:00","336.37051392","24988.0000000000",
"2017-06-23 00:00","341.73861694","25409.0000000000",
"2017-06-24 00:00","323.69592285","25113.0000000000",
"2017-06-25 00:00","303.2482605","25778.0000000000",
"2017-06-26 00:00","272.69189453","25401.0000000000",
"2017-06-27 00:00","293.08795166","25654.0000000000",
"2017-06-28 00:00","327.92669678","25678.0000000000",
"2017-06-29 00:00","302.88327026","25601.0000000000",
"2017-06-30 00:00","294.91583252","25428.0000000000",
"2017-07-01 00:00","274.60055542","25551.0000000000",
"2017-07-02 00:00","287.98687744","25762.0000000000",
"2017-07-03 00:00","282.89752197","25848.0000000000",
"2017-07-04 00:00","273.30322266","25410.0000000000",
"2017-07-05 00:00","268.77432251","25605.0000000000",
"2017-07-06 00:00","270.54934692","25854.0000000000",
"2017-07-07 00:00","245.99084473","25862.0000000000",
"2017-07-08 00:00","251.69714355","25788.0000000000",
"2017-07-09 00:00","242.13729858","23292.0000000000",
"2017-07-10 00:00","215.35661316","22944.0000000000",
"2017-07-11 00:00","197.40393066","22932.0000000000",
"2017-07-12 00:00","230.77400208","22937.0000000000",
"2017-07-13 00:00","209.73280334","22837.0000000000",
"2017-07-14 00:00","199.66233826","23350.0000000000",
"2017-07-15 00:00","170.65452576","23198.0000000000",
"2017-07-16 00:00","157.36277771","22627.0000000000",
"2017-07-17 00:00","193.42442322","23228.0000000000",
"2017-07-18 00:00","234.39085388","23564.0000000000",
"2017-07-19 00:00","199.70274353","23472.0000000000",
"2017-07-20 00:00","227.26464844","23071.0000000000",
"2017-07-21 00:00","218.30462646","23514.0000000000",
"2017-07-22 00:00","229.47618103","23637.0000000000",
"2017-07-23 00:00","225.95077515","23266.0000000000",
"2017-07-24 00:00","224.71099854","23837.0000000000",
"2017-07-25 00:00","206.70994568","23596.0000000000",
"2017-07-26 00:00","203.95339966","23482.0000000000",
"2017-07-27 00:00","204.31762695","23576.0000000000",
"2017-07-28 00:00","193.34088135","23663.0000000000",
"2017-07-29 00:00","205.78875732","23777.0000000000",
"2017-07-30 00:00","197.97784424","22962.0000000000",
"2017-07-31 00:00","203.87060547","20739.0000000000",
"2017-08-01 00:00","226.76872253","20494.0000000000",
"2017-08-02 00:00","219.9524231","20160.0000000000",
"2017-08-03 00:00","225.34230042","20465.0000000000",
"2017-08-04 00:00","222.85162354","20448.0000000000",
"2017-08-05 00:00","256.50653076","20450.0000000000",
"2017-08-06 00:00","261.56741333","20839.0000000000",
"2017-08-07 00:00","269.17980957","20851.0000000000",
"2017-08-08 00:00","296.76889038","20881.0000000000",
"2017-08-09 00:00","296.02682495","20511.0000000000",
"2017-08-10 00:00","295.89163208","20934.0000000000",
"2017-08-11 00:00","308.86364746","20963.0000000000",
"2017-08-12 00:00","310.60092163","21004.0000000000",
"2017-08-13 00:00","298.06408691","21064.0000000000",
"2017-08-14 00:00","300.09729004","21104.0000000000",
"2017-08-15 00:00","289.81842041","22066.0000000000",
"2017-08-16 00:00","302.26663208","21481.0000000000",
"2017-08-17 00:00","301.45706177","21762.0000000000",
"2017-08-18 00:00","295.58984375","21586.0000000000",
"2017-08-19 00:00","297.4704895","21126.0000000000",
"2017-08-20 00:00","301.4284668","21557.0000000000",
"2017-08-21 00:00","321.59127808","21314.0000000000",
"2017-08-22 00:00","314.78482056","21457.0000000000",
"2017-08-23 00:00","317.51852417","21307.0000000000",
"2017-08-24 00:00","325.61141968","18122.0000000000",
"2017-08-25 00:00","331.91531372","17834.0000000000",
"2017-08-26 00:00","333.8817749","17887.0000000000",
"2017-08-27 00:00","347.89300537","17600.0000000000",
"2017-08-28 00:00","347.74728394","18275.0000000000",
"2017-08-29 00:00","370.66699219","18139.0000000000",
"2017-08-30 00:00","378.48522949","18156.0000000000",
"2017-08-31 00:00","383.04241943","18168.0000000000",
"2017-09-01 00:00","387.74066162","18363.0000000000",
"2017-09-02 00:00","348.98428345","18029.0000000000",
"2017-09-03 00:00","347.48413086","18173.0000000000",
"2017-09-04 00:00","295.17092896","18462.0000000000",
"2017-09-05 00:00","312.98809814","18374.0000000000",
"2017-09-06 00:00","334.33804321","18524.0000000000",
"2017-09-07 00:00","329.42797852","18770.0000000000",
"2017-09-08 00:00","296.49658203","18294.0000000000",
"2017-09-09 00:00","294.40472412","18328.0000000000",
"2017-09-10 00:00","288.74688721","18191.0000000000",
"2017-09-11 00:00","294.53234863","18586.0000000000",
"2017-09-12 00:00","291.12164307","18191.0000000000",
"2017-09-13 00:00","277.1116333","18455.0000000000",
"2017-09-14 00:00","213.90843201","18775.0000000000",
"2017-09-15 00:00","250.46438599","18757.0000000000",
"2017-09-16 00:00","246.52172852","18563.0000000000",
"2017-09-17 00:00","251.74935913","18240.0000000000",
"2017-09-18 00:00","293.4967041","18574.0000000000",
"2017-09-19 00:00","282.80383301","18703.0000000000",
"2017-09-20 00:00","283.74209595","18595.0000000000",
"2017-09-21 00:00","258.58004761","15340.0000000000",
"2017-09-22 00:00","264.30957031","14758.0000000000",
"2017-09-23 00:00","286.16784668","15160.0000000000",
"2017-09-24 00:00","282.48339844","14590.0000000000",
"2017-09-25 00:00","292.33215332","14865.0000000000",
"2017-09-26 00:00","287.43795776","14978.0000000000",
"2017-09-27 00:00","306.46713257","14678.0000000000",
"2017-09-28 00:00","299.15545654","14504.0000000000",
"2017-09-29 00:00","291.46737671","14601.0000000000",
"2017-09-30 00:00","301.46524048","14701.0000000000",
"2017-10-01 00:00","302.33682251","14601.0000000000",
"2017-10-02 00:00","297.47497559","14725.0000000000",
"2017-10-03 00:00","292.46264648","14850.0000000000",
"2017-10-04 00:00","292.65756226","15178.0000000000",
"2017-10-05 00:00","295.86300659","14708.0000000000",
"2017-10-06 00:00","308.58810425","14587.0000000000",
"2017-10-07 00:00","311.1242981","14784.0000000000",
"2017-10-08 00:00","308.60794067","14821.0000000000",
"2017-10-09 00:00","297.39175415","15029.0000000000",
"2017-10-10 00:00","299.86999512","15550.0000000000",
"2017-10-11 00:00","303.45602417","14952.0000000000",
"2017-10-12 00:00","304.13616943","14968.0000000000",
"2017-10-13 00:00","338.75732422","14868.0000000000",
"2017-10-14 00:00","339.62789917","15049.0000000000",
"2017-10-15 00:00","336.5949707","15352.0000000000",
"2017-10-16 00:00","333.38421631","18553.0000000000",
"2017-10-17 00:00","317.0819397","19031.0000000000",
"2017-10-18 00:00","314.31869507","19076.0000000000",
"2017-10-19 00:00","308.08755493","19273.0000000000",
"2017-10-20 00:00","304.00613403","18975.0000000000",
"2017-10-21 00:00","300.18743896","19098.0000000000",
"2017-10-22 00:00","295.44625854","19100.0000000000",
"2017-10-23 00:00","286.94973755","19173.0000000000",
"2017-10-24 00:00","298.32757568","18887.0000000000",
"2017-10-25 00:00","297.92541504","18815.0000000000",
"2017-10-26 00:00","296.52716064","19055.0000000000",
"2017-10-27 00:00","297.4225769","19030.0000000000",
"2017-10-28 00:00","296.29800415","18893.0000000000",
"2017-10-29 00:00","305.08795166","18587.0000000000",
"2017-10-30 00:00","307.75115967","19228.0000000000",
"2017-10-31 00:00","305.87939453","18868.0000000000",
"2017-11-01 00:00","291.69442749","18880.0000000000",
"2017-11-02 00:00","287.42855835","18969.0000000000",
"2017-11-03 00:00","305.71130371","18864.0000000000",
"2017-11-04 00:00","300.46865845","19164.0000000000",
"2017-11-05 00:00","296.26263428","18932.0000000000",
"2017-11-06 00:00","298.89205933","19019.0000000000",
"2017-11-07 00:00","294.65856934","19150.0000000000",
"2017-11-08 00:00","309.0697937","18979.0000000000",
"2017-11-09 00:00","320.88391113","19257.0000000000",
"2017-11-10 00:00","299.25253296","19098.0000000000",
"2017-11-11 00:00","314.6812439","19091.0000000000",
"2017-11-12 00:00","307.90823364","19053.0000000000",
"2017-11-13 00:00","316.71585083","18769.0000000000",
"2017-11-14 00:00","337.63098145","19195.0000000000",
"2017-11-15 00:00","333.35681152","18885.0000000000",
"2017-11-16 00:00","330.92422485","19144.0000000000",
"2017-11-17 00:00","332.394104","18967.0000000000",
"2017-11-18 00:00","347.61239624","19145.0000000000",
"2017-11-19 00:00","354.38577271","18974.0000000000",
"2017-11-20 00:00","366.72973633","18960.0000000000",
"2017-11-21 00:00","360.40063477","19161.0000000000",
"2017-11-22 00:00","380.65209961","19004.0000000000",
"2017-11-23 00:00","410.16558838","19082.0000000000",
"2017-11-24 00:00","474.91140747","18960.0000000000",
"2017-11-25 00:00","466.27633667","18936.0000000000",
"2017-11-26 00:00","471.33026123","18707.0000000000",
"2017-11-27 00:00","480.35513306","18785.0000000000",
"2017-11-28 00:00","472.90206909","18852.0000000000",
"2017-11-29 00:00","427.52328491","18954.0000000000",
"2017-11-30 00:00","447.11431885","18879.0000000000",
"2017-12-01 00:00","466.5397644","18583.0000000000",
"2017-12-02 00:00","463.4493103","18582.0000000000",
"2017-12-03 00:00","465.85339355","17951.0000000000",
"2017-12-04 00:00","470.20385742","18100.0000000000",
"2017-12-05 00:00","463.28088379","18128.0000000000",
"2017-12-06 00:00","428.58764648","19774.0000000000",
"2017-12-07 00:00","434.40774536","19844.0000000000",
"2017-12-08 00:00","456.03131104","19689.0000000000",
"2017-12-09 00:00","473.50195313","19381.0000000000",
"2017-12-10 00:00","441.72088623","18899.0000000000",
"2017-12-11 00:00","515.13641357","18839.0000000000",
"2017-12-12 00:00","651.43145752","18565.0000000000",
"2017-12-13 00:00","702.7668457","18941.0000000000",
"2017-12-14 00:00","695.81555176","18989.0000000000",
"2017-12-15 00:00","684.44830322","18912.0000000000",
"2017-12-16 00:00","696.20947266","18633.0000000000",
"2017-12-17 00:00","719.97515869","18631.0000000000",
"2017-12-18 00:00","794.64483643","18449.0000000000",
"2017-12-19 00:00","826.82305908","18600.0000000000",
"2017-12-20 00:00","819.08557129","18617.0000000000",
"2017-12-21 00:00","821.06335449","18738.0000000000",
"2017-12-22 00:00","674.86010742","19166.0000000000",
"2017-12-23 00:00","719.38726807","19068.0000000000",
"2017-12-24 00:00","694.14837646","18945.0000000000",
"2017-12-25 00:00","765.83428955","18814.0000000000",
"2017-12-26 00:00","773.83575439","18827.0000000000",
"2017-12-27 00:00","762.84216309","18609.0000000000",
"2017-12-28 00:00","737.02301025","18488.0000000000",
"2017-12-29 00:00","753.59210205","18419.0000000000",
"2017-12-30 00:00","717.25653076","18700.0000000000",
"2017-12-31 00:00","756.73260498","18658.0000000000",
"2018-01-01 00:00","772.64080811","18433.0000000000",
"2018-01-02 00:00","884.44439697","18016.0000000000",
"2018-01-03 00:00","962.71966553","18028.0000000000",
"2018-01-04 00:00","980.92175293","19400.0000000000",
"2018-01-05 00:00","997.71966553","20077.0000000000",
"2018-01-06 00:00","1041.67834473","19677.0000000000",
"2018-01-07 00:00","1153.16833496","19342.0000000000",
"2018-01-08 00:00","1148.52941895","19406.0000000000",
"2018-01-09 00:00","1299.73547363","20137.0000000000",
"2018-01-10 00:00","1255.82006836","19614.0000000000",
"2018-01-11 00:00","1154.93151855","18769.0000000000",
"2018-01-12 00:00","1273.2019043","18772.0000000000",
"2018-01-13 00:00","1396.41760254","19276.0000000000",
"2018-01-14 00:00","1366.7722168","18662.0000000000",
"2018-01-15 00:00","1291.91772461","18966.0000000000",
"2018-01-16 00:00","1053.69177246","18948.0000000000",
"2018-01-17 00:00","1014.25457764","19011.0000000000",
"2018-01-18 00:00","1036.28295898","19062.0000000000",
"2018-01-19 00:00","1039.10131836","19519.0000000000",
"2018-01-20 00:00","1155.15332031","18866.0000000000",
"2018-01-21 00:00","1049.58117676","18960.0000000000",
"2018-01-22 00:00","1003.26080322","19243.0000000000",
"2018-01-23 00:00","986.22924805","19280.0000000000",
"2018-01-24 00:00","1058.78198242","18891.0000000000",
"2018-01-25 00:00","1056.03320313","18793.0000000000",
"2018-01-26 00:00","1055.17150879","18924.0000000000",
"2018-01-27 00:00","1107.0670166","19038.0000000000",
"2018-01-28 00:00","1246.00585938","19160.0000000000",
"2018-01-29 00:00","1182.3605957","18770.0000000000",
"2018-01-30 00:00","1071.13110352","18831.0000000000",
"2018-01-31 00:00","1118.30627441","19014.0000000000",
"2018-02-01 00:00","1036.78674316","18917.0000000000",
"2018-02-02 00:00","915.78546143","18901.0000000000",
"2018-02-03 00:00","964.01947021","18822.0000000000",
"2018-02-04 00:00","834.68206787","19050.0000000000",
"2018-02-05 00:00","697.95056152","18806.0000000000",
"2018-02-06 00:00","793.12243652","18697.0000000000",
"2018-02-07 00:00","757.0682373","18756.0000000000",
"2018-02-08 00:00","817.80725098","18609.0000000000",
"2018-02-09 00:00","883.86456299","18933.0000000000",
"2018-02-10 00:00","860.4152832","18601.0000000000",
"2018-02-11 00:00","814.66021729","18584.0000000000",
"2018-02-12 00:00","868.70678711","18628.0000000000",
"2018-02-13 00:00","845.25823975","18320.0000000000",
"2018-02-14 00:00","923.5612793","18640.0000000000",
"2018-02-15 00:00","936.97589111","18575.0000000000",
"2018-02-16 00:00","944.20953369","18884.0000000000",
"2018-02-17 00:00","974.11486816","18813.0000000000",
"2018-02-18 00:00","923.92132568","18458.0000000000",
"2018-02-19 00:00","943.86541748","18304.0000000000",
"2018-02-20 00:00","895.3706665","18412.0000000000",
"2018-02-21 00:00","849.97149658","18345.0000000000",
"2018-02-22 00:00","812.84454346","18519.0000000000",
"2018-02-23 00:00","864.18914795","18294.0000000000",
"2018-02-24 00:00","840.51525879","18228.0000000000",
"2018-02-25 00:00","844.81036377","18072.0000000000",
"2018-02-26 00:00","869.31518555","18271.0000000000",
"2018-02-27 00:00","878.26507568","18558.0000000000",
"2018-02-28 00:00","855.19885254","18318.0000000000",
"2018-03-01 00:00","872.1998291","18549.0000000000",
"2018-03-02 00:00","856.85302734","18459.0000000000",
"2018-03-03 00:00","857.22509766","18299.0000000000",
"2018-03-04 00:00","866.67797852","18394.0000000000",
"2018-03-05 00:00","853.6842041","18296.0000000000",
"2018-03-06 00:00","816.95141602","18468.0000000000",
"2018-03-07 00:00","752.83148193","18216.0000000000",
"2018-03-08 00:00","704.59552002","18300.0000000000",
"2018-03-09 00:00","728.9163208","18186.0000000000",
"2018-03-10 00:00","686.88995361","18337.0000000000",
"2018-03-11 00:00","723.33917236","18095.0000000000",
"2018-03-12 00:00","699.83099365","18097.0000000000",
"2018-03-13 00:00","690.82659912","18065.0000000000",
"2018-03-14 00:00","614.29095459","18150.0000000000",
"2018-03-15 00:00","611.30407715","18284.0000000000",
"2018-03-16 00:00","601.66625977","17994.0000000000",
"2018-03-17 00:00","552.7789917","18263.0000000000",
"2018-03-18 00:00","538.64367676","18356.0000000000",
"2018-03-19 00:00","556.72595215","18357.0000000000",
"2018-03-20 00:00","557.17492676","18342.0000000000",
"2018-03-21 00:00","561.73150635","18565.0000000000",
"2018-03-22 00:00","539.70202637","18446.0000000000",
"2018-03-23 00:00","539.61895752","18647.0000000000",
"2018-03-24 00:00","526.43859863","18495.0000000000",
"2018-03-25 00:00","524.28692627","18542.0000000000",
"2018-03-26 00:00","489.95123291","18229.0000000000",
"2018-03-27 00:00","450.11608887","18314.0000000000",
"2018-03-28 00:00","446.27914429","18100.0000000000",
"2018-03-29 00:00","385.96838379","18273.0000000000",
"2018-03-30 00:00","394.64483643","18522.0000000000",
"2018-03-31 00:00","396.45709229","18384.0000000000",
"2018-04-01 00:00","379.60650635","18677.0000000000",
"2018-04-02 00:00","386.42462158","18423.0000000000",
"2018-04-03 00:00","416.89306641","18376.0000000000",
"2018-04-04 00:00","380.5428772","18751.0000000000",
"2018-04-05 00:00","383.23168945","18595.0000000000",
"2018-04-06 00:00","370.28515625","18472.0000000000",
"2018-04-07 00:00","385.3142395","18543.0000000000",
"2018-04-08 00:00","400.50817871","18385.0000000000",
"2018-04-09 00:00","398.52563477","18603.0000000000",
"2018-04-10 00:00","414.24258423","18305.0000000000",
"2018-04-11 00:00","430.54003906","18171.0000000000",
"2018-04-12 00:00","492.9413147","18324.0000000000",
"2018-04-13 00:00","492.73477173","18172.0000000000",
"2018-04-14 00:00","501.47833252","18212.0000000000",
"2018-04-15 00:00","531.70196533","18239.0000000000",
"2018-04-16 00:00","511.146698","17979.0000000000",
"2018-04-17 00:00","502.89364624","17919.0000000000",
"2018-04-18 00:00","524.78881836","18000.0000000000",
"2018-04-19 00:00","567.88903809","17714.0000000000",
"2018-04-20 00:00","615.71801758","18109.0000000000",
"2018-04-21 00:00","605.39532471","18170.0000000000",
"2018-04-22 00:00","621.8604126","17841.0000000000",
"2018-04-23 00:00","642.54797363","17763.0000000000",
"2018-04-24 00:00","708.15808105","18031.0000000000",
"2018-04-25 00:00","615.41564941","18188.0000000000",
"2018-04-26 00:00","662.80865479","17755.0000000000",
"2018-04-27 00:00","647.03192139","17780.0000000000",
"2018-04-28 00:00","683.67791748","18173.0000000000",
"2018-04-29 00:00","688.88079834","17871.0000000000",
"2018-04-30 00:00","669.92364502","17450.0000000000",
"2018-05-01 00:00","673.61328125","17758.0000000000",
"2018-05-02 00:00","687.14935303","17753.0000000000",
"2018-05-03 00:00","779.54278564","17586.0000000000",
"2018-05-04 00:00","785.62414551","17788.0000000000",
"2018-05-05 00:00","816.11968994","17802.0000000000",
"2018-05-06 00:00","792.31085205","18074.0000000000",
"2018-05-07 00:00","753.72546387","17823.0000000000",
"2018-05-08 00:00","752.85717773","17844.0000000000",
"2018-05-09 00:00","752.27526855","17920.0000000000",
"2018-05-10 00:00","727.27740479","18108.0000000000",
"2018-05-11 00:00","679.58630371","17891.0000000000",
"2018-05-12 00:00","686.04827881","17925.0000000000",
"2018-05-13 00:00","733.49645996","17718.0000000000",
"2018-05-14 00:00","730.5491333","18001.0000000000",
"2018-05-15 00:00","708.87139893","17788.0000000000",
"2018-05-16 00:00","707.05023193","18040.0000000000",
"2018-05-17 00:00","672.65655518","17804.0000000000",
"2018-05-18 00:00","694.36688232","17624.0000000000",
"2018-05-19 00:00","696.52954102","17677.0000000000",
"2018-05-20 00:00","715.36877441","17885.0000000000",
"2018-05-21 00:00","699.22198486","17718.0000000000",
"2018-05-22 00:00","647.74053955","17899.0000000000",
"2018-05-23 00:00","583.58459473","17550.0000000000",
"2018-05-24 00:00","601.75463867","17738.0000000000",
"2018-05-25 00:00","586.73449707","17891.0000000000",
"2018-05-26 00:00","587.28039551","17586.0000000000",
"2018-05-27 00:00","572.66790771","18114.0000000000",
"2018-05-28 00:00","516.03570557","17917.0000000000",
"2018-05-29 00:00","565.38775635","17846.0000000000",
"2018-05-30 00:00","559.59008789","18164.0000000000",
"2018-05-31 00:00","577.64489746","17891.0000000000",
"2018-06-01 00:00","580.04315186","17650.0000000000",
"2018-06-02 00:00","591.80847168","17594.0000000000",
"2018-06-03 00:00","619.43743896","17908.0000000000",
