时间,币价,每日区块奖励
"2016-12-30 00:00","8.15998363","240265.7807000000",
"2016-12-31 00:00","7.96909714","252373.5875000000",
"2017-01-01 00:00","8.17257118","247875.0790000000",
"2017-01-02 00:00","8.37851238","285164.3104000000",
"2017-01-03 00:00","9.72524548","333831.3333000000",
"2017-01-04 00:00","11.25155067","303244.2313000000",
"2017-01-05 00:00","10.25437069","309834.9202000000",
"2017-01-06 00:00","10.25465107","307377.1102000000",
"2017-01-07 00:00","9.8671875","308269.8763000000",
"2017-01-08 00:00","10.2897892","325628.4773000000",
"2017-01-09 00:00","10.32563591","320113.4085000000",
"2017-01-10 00:00","10.54957294","300900.0288000000",
"2017-01-11 00:00","9.71775723","292972.5851000000",
"2017-01-12 00:00","9.86132526","299577.5232000000",
"2017-01-13 00:00","9.76949883","292926.4580000000",
"2017-01-14 00:00","9.6466608","301938.7222000000",
"2017-01-15 00:00","9.90425682","296693.9209000000",
"2017-01-16 00:00","9.63650227","303624.0072000000",
"2017-01-17 00:00","10.30234909","307639.6276000000",
"2017-01-18 00:00","10.22776699","316791.0766000000",
"2017-01-19 00:00","10.39718246","316325.9029000000",
"2017-01-20 00:00","10.60062504","329991.9916000000",
"2017-01-21 00:00","10.90918159","326805.5840000000",
"2017-01-22 00:00","10.70322132","327679.8009000000",
"2017-01-23 00:00","10.82081127","320996.8535000000",
"2017-01-24 00:00","10.63247776","317472.8733000000",
"2017-01-25 00:00","10.57054901","322508.4563000000",
"2017-01-26 00:00","10.58913231","315865.5881000000",
"2017-01-27 00:00","10.53732777","319606.9515000000",
"2017-01-28 00:00","10.5649662","313816.8629000000",
"2017-01-29 00:00","10.48404408","320939.3022000000",
"2017-01-30 00:00","10.57116795","321332.5687000000",
"2017-01-31 00:00","10.72754002","320110.5065000000",
"2017-02-01 00:00","10.73209953","323613.4463000000",
"2017-02-02 00:00","10.82135391","326193.7258000000",
"2017-02-03 00:00","11.11449337","350052.9994000000",
"2017-02-04 00:00","11.43353271","346705.6604000000",
"2017-02-05 00:00","11.3530283","347112.4311000000",
"2017-02-06 00:00","11.38935947","346657.7472000000",
"2017-02-07 00:00","11.51529217","345222.9443000000",
"2017-02-08 00:00","11.43119621","325967.6756000000",
"2017-02-09 00:00","11.03224182","334347.0504000000",
"2017-02-10 00:00","11.2789278","340923.4998000000",
"2017-02-11 00:00","11.34952068","344691.7546000000",
"2017-02-12 00:00","11.39915657","342568.8641000000",
"2017-02-13 00:00","11.26952076","380812.0059000000",
"2017-02-14 00:00","13.02523708","392837.1430000000",
"2017-02-15 00:00","12.91972351","390668.8293000000",
"2017-02-16 00:00","12.90366554","387331.1925000000",
"2017-02-17 00:00","12.6764822","383628.7057000000",
"2017-02-18 00:00","12.81015205","386269.4195000000",
"2017-02-19 00:00","12.75846291","385279.9252000000",
"2017-02-20 00:00","12.43014431","386550.8105000000",
"2017-02-21 00:00","12.66839504","377996.5878000000",
"2017-02-22 00:00","12.59969425","385185.3214000000",
"2017-02-23 00:00","13.1193552","397760.6193000000",
"2017-02-24 00:00","13.06915283","412021.1458000000",
"2017-02-25 00:00","13.54866791","416166.8860000000",
"2017-02-26 00:00","14.5199604","439049.5443000000",
"2017-02-27 00:00","15.39652157","471024.3920000000",
"2017-02-28 00:00","15.81719875","472590.4198000000",
"2017-03-01 00:00","17.34967995","570732.9232000000",
"2017-03-02 00:00","19.03023911","569007.3804000000",
"2017-03-03 00:00","19.45896912","586477.9579000000",
"2017-03-04 00:00","18.61887932","587847.2563000000",
"2017-03-05 00:00","19.30225182","592486.1920000000",
"2017-03-06 00:00","19.60566902","569850.7008000000",
"2017-03-07 00:00","18.88864517","530684.7952000000",
"2017-03-08 00:00","16.6512928","513154.2308000000",
"2017-03-09 00:00","17.75471878","544748.0676000000",
"2017-03-10 00:00","19.33226776","602803.6901000000",
"2017-03-11 00:00","21.47252274","658671.3033000000",
"2017-03-12 00:00","23.43771935","907805.5190000000",
"2017-03-13 00:00","28.59292221","841056.6673000000",
"2017-03-14 00:00","28.65459824","921443.5750000000",
"2017-03-15 00:00","35.05591965","1223616.6452000000",
"2017-03-16 00:00","46.34581375","1453062.0950000000",
"2017-03-17 00:00","46.82799149","1090640.7788000000",
"2017-03-18 00:00","34.16022873","1199030.2052000000",
"2017-03-19 00:00","44.74007416","1384019.8791000000",
"2017-03-20 00:00","43.39022446","1313784.8246000000",
"2017-03-21 00:00","43.14509201","1203379.5728000000",
"2017-03-22 00:00","42.34205627","1238718.2692000000",
"2017-03-23 00:00","43.67842865","1412881.0772000000",
"2017-03-24 00:00","53.10752487","1480559.2073000000",
"2017-03-25 00:00","51.25004578","1489698.7256000000",
"2017-03-26 00:00","50.52159882","1517094.7479000000",
"2017-03-27 00:00","49.66692734","1489091.6061000000",
"2017-03-28 00:00","50.77490234","1582858.1869000000",
"2017-03-29 00:00","53.12607574","1561955.2425000000",
"2017-03-30 00:00","52.20576096","1431092.1935000000",
"2017-03-31 00:00","50.03727722","1518903.1107000000",
"2017-04-01 00:00","50.69946289","1452284.5128000000",
"2017-04-02 00:00","48.74874878","1377642.5026000000",
"2017-04-03 00:00","44.35643387","1343507.3109000000",
"2017-04-04 00:00","44.641922","1413961.6580000000",
"2017-04-05 00:00","45.30395126","1324503.1961000000",
"2017-04-06 00:00","43.24213791","1270265.2299000000",
"2017-04-07 00:00","42.16263199","1345286.7521000000",
"2017-04-08 00:00","44.30706787","1257261.4476000000",
"2017-04-09 00:00","43.26697159","1228565.7037000000",
"2017-04-10 00:00","43.43519592","1273159.7187000000",
"2017-04-11 00:00","43.40720367","1264525.9353000000",
"2017-04-12 00:00","46.28725052","1468775.2416000000",
"2017-04-13 00:00","50.21942139","1390488.1429000000",
"2017-04-14 00:00","47.57413483","1368145.8127000000",
"2017-04-15 00:00","49.10149002","1425083.2107000000",
"2017-04-16 00:00","48.71854782","1421704.9092000000",
"2017-04-17 00:00","48.30456924","1489002.6090000000",
"2017-04-18 00:00","50.70747375","1459213.4624000000",
"2017-04-19 00:00","48.30527878","1437505.7819000000",
"2017-04-20 00:00","49.6721611","1447930.8484000000",
"2017-04-21 00:00","48.22444916","1415833.7529000000",
"2017-04-22 00:00","48.55300522","1424395.0176000000",
"2017-04-23 00:00","48.48928833","1439441.5024000000",
"2017-04-24 00:00","50.03145981","1480408.2334000000",
"2017-04-25 00:00","49.89123154","1484766.9686000000",
"2017-04-26 00:00","52.72032928","1660795.8131000000",
"2017-04-27 00:00","62.16772842","1845186.6590000000",
"2017-04-28 00:00","70.15920258","1988726.7322000000",
"2017-04-29 00:00","68.37693024","2035885.3360000000",
"2017-04-30 00:00","79.02124786","2175327.6841000000",
"2017-05-01 00:00","76.29698181","2204650.3055000000",
"2017-05-02 00:00","77.26377869","2271744.8952000000",
"2017-05-03 00:00","79.7181778","2554856.5851000000",
"2017-05-04 00:00","96.98135376","2827062.2593000000",
"2017-05-05 00:00","94.39853668","2682394.9836000000",
"2017-05-06 00:00","97.81348419","2782111.5738000000",
"2017-05-07 00:00","94.00731659","2641284.5148000000",
"2017-05-08 00:00","91.42037964","2542982.5070000000",
"2017-05-09 00:00","91.16291809","2513666.9931000000",
"2017-05-10 00:00","89.52485657","2593800.5692000000",
"2017-05-11 00:00","89.87966919","2613254.2384000000",
"2017-05-12 00:00","88.65538025","2492319.6156000000",
"2017-05-13 00:00","90.83539581","2444734.5345000000",
"2017-05-14 00:00","90.7865448","2530585.0531000000",
"2017-05-15 00:00","92.4148941","2482033.1668000000",
"2017-05-16 00:00","89.43795013","2425225.3088000000",
"2017-05-17 00:00","89.86037445","2595248.5640000000",
"2017-05-18 00:00","96.90627289","3217597.8621000000",
"2017-05-19 00:00","129.52746582","3564285.6940000000",
"2017-05-20 00:00","126.5211792","3862135.9829000000",
"2017-05-21 00:00","157.93659973","5154923.0284000000",
"2017-05-22 00:00","174.2613678","5013489.8062000000",
"2017-05-23 00:00","181.95245361","5308097.2459000000",
"2017-05-25 00:00","174.44638062","5620847.4068000000",
"2017-05-26 00:00","160.40330505","4970495.5891000000",
"2017-05-27 00:00","157.75782776","4429637.0183000000",
"2017-05-28 00:00","170.51091003","4474193.5567000000",
"2017-05-29 00:00","194.90939331","5263281.6337000000",
"2017-05-30 00:00","231.91082764","5707142.9110000000",
"2017-05-31 00:00","230.66937256","6137675.5748000000",
"2017-06-01 00:00","222.23916626","5729468.5543000000",
"2017-06-02 00:00","223.77507019","5820244.1368000000",
"2017-06-03 00:00","224.37557983","5822350.4715000000",
"2017-06-04 00:00","245.33224487","6580209.0663000000",
"2017-06-05 00:00","248.46400452","6538772.8862000000",
"2017-06-06 00:00","264.46560669","6918362.5164000000",
"2017-06-07 00:00","258.07122803","6847992.8027000000",
"2017-06-08 00:00","261.66629028","6783745.3511000000",
"2017-06-09 00:00","281.73681641","7431207.4544000000",
"2017-06-10 00:00","337.66799927","8393446.2545000000",
"2017-06-11 00:00","340.60888672","9136884.0807000000",
"2017-06-12 00:00","401.49038696","9980457.4960000000",
"2017-06-13 00:00","397.53710938","10490496.2354000000",
"2017-06-14 00:00","359.05300903","9917798.7562000000",
"2017-06-15 00:00","361.93295288","9007081.2912000000",
"2017-06-16 00:00","370.22747803","9919983.3374000000",
"2017-06-17 00:00","379.41421509","10120940.3618000000",
"2017-06-18 00:00","371.45806885","10207290.4494000000",
"2017-06-19 00:00","370.05587769","9530740.8040000000",
"2017-06-20 00:00","359.00543213","9587197.7227000000",
"2017-06-21 00:00","336.87182617","8619502.3184000000",
"2017-06-22 00:00","336.37051392","8504084.6189000000",
"2017-06-23 00:00","341.73861694","8659857.7592000000",
"2017-06-24 00:00","323.69592285","8392135.1982000000",
"2017-06-25 00:00","303.2482605","8282072.8448000000",
"2017-06-26 00:00","272.69189453","6665071.3033000000",
"2017-06-27 00:00","293.08795166","7742288.8576000000",
"2017-06-28 00:00","327.92669678","8102809.3365000000",
"2017-06-29 00:00","302.88327026","7821786.1389000000",
"2017-06-30 00:00","294.91583252","7193242.3581000000",
"2017-07-01 00:00","274.60055542","6892603.3813000000",
"2017-07-02 00:00","287.98687744","7421643.0235000000",
"2017-07-03 00:00","282.89752197","7349800.8955000000",
"2017-07-04 00:00","273.30322266","6719745.6678000000",
"2017-07-05 00:00","268.77432251","6970625.6297000000",
"2017-07-06 00:00","270.54934692","6549350.0824000000",
"2017-07-07 00:00","245.99084473","6356875.5401000000",
"2017-07-08 00:00","251.69714355","6299269.9511000000",
"2017-07-09 00:00","242.13729858","5291235.6643000000",
"2017-07-10 00:00","215.35661316","4710804.2467000000",
"2017-07-12 00:00","230.77400208","4972166.8061000000",
"2017-07-13 00:00","209.73280334","4731640.3958000000",
"2017-07-14 00:00","199.66233826","4581602.2690000000",
"2017-07-15 00:00","170.65452576","4155459.9359000000",
"2017-07-16 00:00","157.36277771","3389658.5959000000",
"2017-07-17 00:00","193.42442322","4235669.2102000000",
"2017-07-18 00:00","234.39085388","5679903.9840000000",
"2017-07-19 00:00","199.70274353","4926200.8361000000",
"2017-07-20 00:00","227.26464844","5239127.8704000000",
"2017-07-21 00:00","218.30462646","5064972.1818000000",
"2017-07-22 00:00","229.47618103","5418164.8848000000",
"2017-07-23 00:00","225.95077515","5318552.5253000000",
"2017-07-24 00:00","224.71099854","5338388.1815000000",
"2017-07-25 00:00","206.70994568","4760860.1061000000",
"2017-07-26 00:00","203.95339966","4752144.9379000000",
"2017-07-27 00:00","204.31762695","4815007.7837000000",
"2017-07-28 00:00","193.34088135","4630365.1335000000",
"2017-07-29 00:00","205.78875732","4680899.5848000000",
"2017-07-30 00:00","197.97784424","4589277.3063000000",
"2017-07-31 00:00","203.87060547","4192485.5832000000",
"2017-08-01 00:00","226.76872253","4625903.5909000000",
"2017-08-02 00:00","219.9524231","4441156.6720000000",
"2017-08-03 00:00","225.34230042","4606695.7769000000",
"2017-08-04 00:00","222.85162354","4552397.0608000000",
"2017-08-05 00:00","256.50653076","5093202.3355000000",
"2017-08-06 00:00","261.56741333","5582803.9149000000",
"2017-08-07 00:00","269.17980957","5571564.1411000000",
"2017-08-08 00:00","296.76889038","6211186.9086000000",
"2017-08-09 00:00","296.02682495","6184517.9092000000",
"2017-08-10 00:00","295.89163208","6323922.6258000000",
"2017-08-11 00:00","308.86364746","6313030.1987000000",
"2017-08-12 00:00","310.60092163","6482691.8021000000",
"2017-08-13 00:00","298.06408691","6242668.9869000000",
"2017-08-14 00:00","300.09729004","6324301.7713000000",
"2017-08-15 00:00","289.81842041","6345689.5871000000",
"2017-08-16 00:00","302.26663208","6470248.6045000000",
"2017-08-17 00:00","301.45706177","6628292.6891000000",
"2017-08-18 00:00","295.58984375","6325323.6069000000",
"2017-08-19 00:00","297.4704895","6259841.3856000000",
"2017-08-20 00:00","301.4284668","6404503.5668000000",
"2017-08-21 00:00","321.59127808","6949811.6898000000",
"2017-08-22 00:00","314.78482056","6720309.1709000000",
"2017-08-23 00:00","317.51852417","6746396.3902000000",
"2017-08-24 00:00","325.61141968","5855489.9499000000",
"2017-08-25 00:00","331.91531372","5934026.0413000000",
"2017-08-26 00:00","333.8817749","5953985.5691000000",
"2017-08-27 00:00","347.89300537","5989297.1973000000",
"2017-08-28 00:00","347.74728394","6315936.3591000000",
"2017-08-29 00:00","370.66699219","6744227.4508000000",
"2017-08-30 00:00","378.48522949","6885846.5941000000",
"2017-08-31 00:00","383.04241943","6967417.5227000000",
"2017-09-01 00:00","387.74066162","7103688.8710000000",
"2017-09-02 00:00","348.98428345","6145697.4550000000",
"2017-09-03 00:00","347.48413086","6275527.4208000000",
"2017-09-04 00:00","295.17092896","5696661.1485000000",
"2017-09-05 00:00","312.98809814","5748859.4637000000",
"2017-09-06 00:00","334.33804321","6137558.4010000000",
"2017-09-07 00:00","329.42797852","6207360.7857000000",
"2017-09-08 00:00","296.49658203","5480121.6229000000",
"2017-09-09 00:00","294.40472412","5399663.9311000000",
"2017-09-10 00:00","288.74688721","5287865.4889000000",
"2017-09-11 00:00","294.53234863","5462771.0457000000",
"2017-09-12 00:00","291.12164307","5219402.0757000000",
"2017-09-13 00:00","277.1116333","5169559.6293000000",
"2017-09-14 00:00","213.90843201","4281846.6000000000",
"2017-09-15 00:00","250.46438599","4776467.2533000000",
"2017-09-16 00:00","246.52172852","4532751.2101000000",
"2017-09-17 00:00","251.74935913","4652176.4472000000",
"2017-09-18 00:00","293.4967041","5493681.2475000000",
"2017-09-19 00:00","282.80383301","5282375.0279000000",
"2017-09-20 00:00","283.74209595","5289582.9016000000",
"2017-09-21 00:00","258.58004761","4016298.1506000000",
"2017-09-22 00:00","264.30957031","3875204.8246000000",
"2017-09-23 00:00","286.16784668","4339089.7930000000",
"2017-09-24 00:00","282.48339844","4125870.5651000000",
"2017-09-25 00:00","292.33215332","4353561.1873000000",
"2017-09-26 00:00","287.43795776","4311963.1377000000",
"2017-09-27 00:00","306.46713257","4468976.0805000000",
"2017-09-28 00:00","299.15545654","4348301.3599000000",
"2017-09-29 00:00","291.46737671","4264174.9646000000",
"2017-09-30 00:00","301.46524048","4435093.7080000000",
"2017-10-01 00:00","302.33682251","4405851.7753000000",
"2017-10-02 00:00","297.47497559","4395779.6235000000",
"2017-10-03 00:00","292.46264648","4337028.0278000000",
"2017-10-04 00:00","292.65756226","4444162.7456000000",
"2017-10-05 00:00","295.86300659","4338954.1720000000",
"2017-10-06 00:00","308.58810425","4498677.7364000000",
"2017-10-07 00:00","311.1242981","4610567.7444000000",
"2017-10-08 00:00","308.60794067","4562436.5988000000",
"2017-10-09 00:00","297.39175415","4449874.3440000000",
"2017-10-10 00:00","299.86999512","4705532.7038000000",
"2017-10-11 00:00","303.45602417","4538397.8788000000",
"2017-10-12 00:00","304.13616943","4526441.4525000000",
"2017-10-13 00:00","338.75732422","5008273.9628000000",
"2017-10-14 00:00","339.62789917","5157563.6169000000",
"2017-10-15 00:00","336.5949707","5166253.2385000000",
"2017-10-16 00:00","333.38421631","6177559.1015000000",
"2017-10-17 00:00","317.0819397","5989946.0852000000",
"2017-10-18 00:00","314.31869507","5969213.4497000000",
"2017-10-19 00:00","308.08755493","5955063.8096000000",
"2017-10-20 00:00","304.00613403","5756370.9743000000",
"2017-10-21 00:00","300.18743896","5747794.3236000000",
"2017-10-22 00:00","295.44625854","5616674.4899000000",
"2017-10-23 00:00","286.94973755","5443585.6987000000",
"2017-10-24 00:00","298.32757568","5641661.7894000000",
"2017-10-25 00:00","297.92541504","5597444.1825000000",
"2017-10-26 00:00","296.52716064","5655638.1269000000",
"2017-10-27 00:00","297.4225769","5667048.1976000000",
"2017-10-28 00:00","296.29800415","5605563.1039000000",
"2017-10-29 00:00","305.08795166","5669839.7362000000",
"2017-10-30 00:00","307.75115967","5908257.9582000000",
"2017-10-31 00:00","305.87939453","5781460.3829000000",
"2017-11-01 00:00","291.69442749","5500463.5513000000",
"2017-11-02 00:00","287.42855835","5505480.7750000000",
"2017-11-03 00:00","305.71130371","5732001.5023000000",
"2017-11-04 00:00","300.46865845","5747383.8771000000",
"2017-11-05 00:00","296.26263428","5603298.5362000000",
"2017-11-06 00:00","298.89205933","5669148.2629000000",
"2017-11-07 00:00","294.65856934","5635984.9465000000",
"2017-11-08 00:00","309.0697937","5851459.2448000000",
"2017-11-09 00:00","320.88391113","6142608.2233000000",
"2017-11-10 00:00","299.25253296","5722269.7252000000",
"2017-11-11 00:00","314.6812439","5948267.2316000000",
"2017-11-12 00:00","307.90823364","5863966.8007000000",
"2017-11-13 00:00","316.71585083","5953198.7033000000",
"2017-11-14 00:00","337.63098145","6492704.2018000000",
"2017-11-15 00:00","333.35681152","6291728.7113000000",
"2017-11-16 00:00","330.92422485","6306874.4679000000",
"2017-11-17 00:00","332.394104","6263226.8521000000",
"2017-11-18 00:00","347.61239624","6666673.1224000000",
"2017-11-19 00:00","354.38577271","6711943.0215000000",
"2017-11-20 00:00","366.72973633","6969756.1512000000",
"2017-11-21 00:00","360.40063477","6957266.9735000000",
"2017-11-22 00:00","380.65209961","7287195.4265000000",
"2017-11-23 00:00","410.16558838","7852976.8569000000",
"2017-11-24 00:00","474.91140747","9054470.8163000000",
"2017-11-25 00:00","466.27633667","8741602.0151000000",
"2017-11-26 00:00","471.33026123","8807771.1196000000",
"2017-11-27 00:00","480.35513306","9019151.5229000000",
"2017-11-28 00:00","472.90206909","9056235.8238000000",
"2017-11-29 00:00","427.52328491","8452389.1857000000",
"2017-11-30 00:00","447.11431885","8363677.3943000000",
"2017-12-01 00:00","466.5397644","8726666.1136000000",
"2017-12-02 00:00","463.4493103","8658580.3686000000",
"2017-12-03 00:00","465.85339355","8393756.9495000000",
"2017-12-04 00:00","470.20385742","8543842.3101000000",
"2017-12-05 00:00","463.28088379","8358486.7732000000",
"2017-12-06 00:00","428.58764648","8338402.3639000000",
"2017-12-07 00:00","434.40774536","8475906.2322000000",
"2017-12-08 00:00","456.03131104","9007686.5669000000",
"2017-12-09 00:00","473.50195313","8997530.2799000000",
"2017-12-10 00:00","441.72088623","8565853.7808000000",
"2017-12-11 00:00","515.13641357","9624078.0882000000",
"2017-12-12 00:00","651.43145752","12114886.4872000000",
"2017-12-13 00:00","702.7668457","13662192.3330000000",
"2017-12-14 00:00","695.81555176","12771912.3254000000",
"2017-12-15 00:00","684.44830322","13164216.7082000000",
"2017-12-16 00:00","696.20947266","13265221.1919000000",
"2017-12-17 00:00","719.97515869","13260679.7590000000",
"2017-12-18 00:00","794.64483643","14557471.7009000000",
"2017-12-19 00:00","826.82305908","14166102.4453000000",
"2017-12-20 00:00","819.08557129","15290707.9570000000",
"2017-12-21 00:00","821.06335449","15225787.4534000000",
"2017-12-22 00:00","674.86010742","13028041.0462000000",
"2017-12-23 00:00","719.38726807","13625703.5329000000",
"2017-12-24 00:00","694.14837646","13666453.7292000000",
"2017-12-25 00:00","765.83428955","14373548.7763000000",
"2017-12-26 00:00","773.83575439","14685591.8077000000",
"2017-12-27 00:00","762.84216309","13991769.4022000000",
"2017-12-28 00:00","737.02301025","13744686.6660000000",
"2017-12-29 00:00","753.59210205","13660407.6962000000",
"2017-12-30 00:00","717.25653076","13527600.1108000000",
"2017-12-31 00:00","756.73260498","13947459.6047000000",
"2018-01-01 00:00","772.64080811","14698747.4421000000",
"2018-01-02 00:00","884.44439697","16286364.9960000000",
"2018-01-03 00:00","962.71966553","17276407.2126000000",
"2018-01-04 00:00","980.92175293","19188834.3934000000",
"2018-01-05 00:00","997.71966553","20152129.6380000000",
"2018-01-06 00:00","1041.67834473","20731501.6906000000",
"2018-01-07 00:00","1153.16833496","23480693.5462000000",
"2018-01-08 00:00","1148.52941895","22729795.5606000000",
"2018-01-09 00:00","1299.73547363","25873450.9768000000",
"2018-01-10 00:00","1255.82006836","26044478.3348000000",
"2018-01-11 00:00","1154.93151855","21259932.7175000000",
"2018-01-12 00:00","1273.2019043","24060790.0554000000",
"2018-01-13 00:00","1396.41760254","26558085.6293000000",
"2018-01-14 00:00","1366.7722168","25925608.9767000000",
"2018-01-15 00:00","1291.91772461","23944865.6270000000",
"2018-01-16 00:00","1053.69177246","19325233.4407000000",
"2018-01-17 00:00","1014.25457764","19073542.4402000000",
"2018-01-18 00:00","1036.28295898","20065787.6156000000",
"2018-01-19 00:00","1039.10131836","20644100.9744000000",
"2018-01-20 00:00","1155.15332031","21351633.1123000000",
"2018-01-21 00:00","1049.58117676","20286231.7019000000",
"2018-01-22 00:00","1003.26080322","19130781.7933000000",
"2018-01-23 00:00","986.22924805","18658082.7838000000",
"2018-01-24 00:00","1058.78198242","20097991.3751000000",
"2018-01-25 00:00","1056.03320313","20144553.8126000000",
"2018-01-26 00:00","1055.17150879","20020181.3309000000",
"2018-01-27 00:00","1107.0670166","21337993.0029000000",
"2018-01-28 00:00","1246.00585938","23995348.0977000000",
"2018-01-29 00:00","1182.3605957","22235823.2262000000",
"2018-01-30 00:00","1071.13110352","19851946.9886000000",
"2018-01-31 00:00","1118.30627441","21414515.2300000000",
"2018-02-01 00:00","1036.78674316","18590824.5756000000",
"2018-02-02 00:00","915.78546143","17251790.6232000000",
"2018-02-03 00:00","964.01947021","17938894.7648000000",
"2018-02-04 00:00","834.68206787","15944125.8765000000",
"2018-02-05 00:00","697.95056152","13294881.9276000000",
"2018-02-06 00:00","793.12243652","14691314.9063000000",
"2018-02-07 00:00","757.0682373","14632643.3892000000",
"2018-02-08 00:00","817.80725098","14849201.2397000000",
"2018-02-09 00:00","883.86456299","16989489.9909000000",
"2018-02-10 00:00","860.4152832","15426364.6492000000",
"2018-02-11 00:00","814.66021729","15456024.5457000000",
"2018-02-12 00:00","868.70678711","16131374.2850000000",
"2018-02-13 00:00","845.25823975","15591885.8540000000",
"2018-02-14 00:00","923.5612793","17066954.4080000000",
"2018-02-15 00:00","936.97589111","17453474.9506000000",
"2018-02-16 00:00","944.20953369","17890956.2548000000",
"2018-02-17 00:00","974.11486816","18443569.3306000000",
"2018-02-18 00:00","923.92132568","17265227.1348000000",
"2018-02-19 00:00","943.86541748","17435858.5137000000",
"2018-02-20 00:00","895.3706665","16642884.2045000000",
"2018-02-21 00:00","849.97149658","15721203.0323000000",
"2018-02-22 00:00","812.84454346","14871025.8448000000",
"2018-02-23 00:00","864.18914795","16047989.3984000000",
"2018-02-24 00:00","840.51525879","15414459.2338000000",
"2018-02-25 00:00","844.81036377","15505297.3671000000",
"2018-02-26 00:00","869.31518555","15847623.8899000000",
"2018-02-27 00:00","878.26507568","16454210.2553000000",
"2018-02-28 00:00","855.19885254","15714918.8458000000",
"2018-03-01 00:00","872.1998291","16244744.3494000000",
"2018-03-02 00:00","856.85302734","16012533.1751000000",
"2018-03-03 00:00","857.22509766","15586811.9994000000",
"2018-03-04 00:00","866.67797852","15931959.4862000000",
"2018-03-05 00:00","853.6842041","15459111.3681000000",
"2018-03-06 00:00","816.95141602","15045302.3146000000",
"2018-03-07 00:00","752.83148193","13533911.8190000000",
"2018-03-08 00:00","704.59552002","12370428.6441000000",
"2018-03-09 00:00","728.9163208","13242217.7287000000",
"2018-03-10 00:00","686.88995361","12475655.1212000000",
"2018-03-11 00:00","723.33917236","13105184.3129000000",
"2018-03-12 00:00","699.83099365","12522833.8971000000",
"2018-03-13 00:00","690.82659912","12658190.6407000000",
"2018-03-14 00:00","614.29095459","10691468.5393000000",
"2018-03-15 00:00","611.30407715","10986790.7944000000",
"2018-03-16 00:00","601.66625977","10760123.0413000000",
"2018-03-17 00:00","552.7789917","9440189.4736000000",
"2018-03-18 00:00","538.64367676","9817096.5274000000",
"2018-03-19 00:00","556.72595215","10222121.0095000000",
"2018-03-20 00:00","557.17492676","10314936.6182000000",
"2018-03-21 00:00","561.73150635","10722750.3067000000",
"2018-03-22 00:00","539.70202637","9473973.6542000000",
"2018-03-23 00:00","539.61895752","10106730.5131000000",
"2018-03-24 00:00","526.43859863","9616805.6987000000",
"2018-03-25 00:00","524.28692627","9713234.1247000000",
"2018-03-26 00:00","489.95123291","8530698.3280000000",
"2018-03-27 00:00","450.11608887","8220749.4715000000",
"2018-03-28 00:00","446.27914429","8067222.9332000000",
"2018-03-29 00:00","385.96838379","6846263.9548000000",
"2018-03-30 00:00","394.64483643","7667265.9685000000",
"2018-03-31 00:00","396.45709229","7281854.6532000000",
"2018-04-01 00:00","379.60650635","7174794.2495000000",
"2018-04-02 00:00","386.42462158","7142358.2701000000",
"2018-04-03 00:00","416.89306641","7413059.6380000000",
"2018-04-04 00:00","380.5428772","6963629.7418000000",
"2018-04-05 00:00","383.23168945","7075365.2294000000",
"2018-04-06 00:00","370.28515625","7012980.2805000000",
"2018-04-07 00:00","385.3142395","7168652.8598000000",
"2018-04-08 00:00","400.50817871","7493292.2113000000",
"2018-04-09 00:00","398.52563477","7413962.7548000000",
"2018-04-10 00:00","414.24258423","7585397.1139000000",
"2018-04-11 00:00","430.54003906","7938061.8035000000",
"2018-04-12 00:00","492.9413147","8971219.2071000000",
"2018-04-13 00:00","492.73477173","9190195.3511000000",
"2018-04-14 00:00","501.47833252","9291674.1162000000",
"2018-04-15 00:00","531.70196533","9431106.6509000000",
"2018-04-16 00:00","511.146698","9089481.6175000000",
"2018-04-17 00:00","502.89364624","9062155.8491000000",
"2018-04-18 00:00","524.78881836","9599490.1970000000",
"2018-04-19 00:00","567.88903809","10208611.3958000000",
"2018-04-20 00:00","615.71801758","11072518.1265000000",
"2018-04-21 00:00","605.39532471","10988619.7704000000",
"2018-04-22 00:00","621.8604126","11308789.9335000000",
"2018-04-23 00:00","642.54797363","11830449.6949000000",
"2018-04-24 00:00","708.15808105","12422762.4742000000",
"2018-04-25 00:00","615.41564941","11347874.2972000000",
"2018-04-26 00:00","662.80865479","11672919.0813000000",
"2018-04-27 00:00","647.03192139","11819354.4790000000",
"2018-04-28 00:00","683.67791748","12622377.4224000000",
"2018-04-29 00:00","688.88079834","12297659.5866000000",
"2018-04-30 00:00","669.92364502","11351737.4926000000",
"2018-05-01 00:00","673.61328125","11872203.7058000000",
"2018-05-02 00:00","687.14935303","12670028.9959000000",
"2018-05-03 00:00","779.54278564","13544323.2148000000",
"2018-05-04 00:00","785.62414551","14239360.5809000000",
"2018-05-05 00:00","816.11968994","14776561.7981000000",
"2018-05-06 00:00","792.31085205","13523832.7014000000",
"2018-05-07 00:00","753.72546387","13672882.1008000000",
"2018-05-08 00:00","752.85717773","12948013.7167000000",
"2018-05-09 00:00","752.27526855","13571680.6816000000",
"2018-05-10 00:00","727.27740479","13237611.3184000000",
"2018-05-11 00:00","679.58630371","12265553.1835000000",
"2018-05-12 00:00","686.04827881","12191236.4204000000",
"2018-05-13 00:00","733.49645996","12622616.1715000000",
"2018-05-14 00:00","730.5491333","13117490.6020000000",
"2018-05-15 00:00","708.87139893","12245766.7094000000",
"2018-05-16 00:00","707.05023193","12934563.5767000000",
