date,transaction_vol
2016-11-04 00:00,37690.0000000000
2016-11-05 00:00,34391.0000000000
2016-11-06 00:00,41941.0000000000
2016-11-07 00:00,41569.0000000000
2016-11-08 00:00,40517.0000000000
2016-11-09 00:00,40164.0000000000
2016-11-10 00:00,41070.0000000000
2016-11-11 00:00,40882.0000000000
2016-11-12 00:00,43673.0000000000
2016-11-13 00:00,43876.0000000000
2016-11-14 00:00,45330.0000000000
2016-11-15 00:00,41684.0000000000
2016-11-16 00:00,40738.0000000000
2016-11-17 00:00,43785.0000000000
2016-11-18 00:00,39289.0000000000
2016-11-19 00:00,42125.0000000000
2016-11-20 00:00,42735.0000000000
2016-11-21 00:00,53585.0000000000
2016-11-22 00:00,64289.0000000000
2016-11-23 00:00,36861.0000000000
2016-11-24 00:00,58075.0000000000
2016-11-25 00:00,40804.0000000000
2016-11-26 00:00,44449.0000000000
2016-11-27 00:00,48388.0000000000
2016-11-28 00:00,47036.0000000000
2016-11-29 00:00,39178.0000000000
2016-11-30 00:00,37121.0000000000
2016-12-01 00:00,41642.0000000000
2016-12-02 00:00,41357.0000000000
2016-12-03 00:00,39643.0000000000
2016-12-04 00:00,41613.0000000000
2016-12-05 00:00,48200.0000000000
2016-12-06 00:00,41757.0000000000
2016-12-07 00:00,39587.0000000000
2016-12-08 00:00,41444.0000000000
2016-12-09 00:00,40564.0000000000
2016-12-10 00:00,39164.0000000000
2016-12-11 00:00,38741.0000000000
2016-12-12 00:00,44664.0000000000
2016-12-13 00:00,47294.0000000000
2016-12-14 00:00,46102.0000000000
2016-12-15 00:00,43953.0000000000
2016-12-16 00:00,39442.0000000000
2016-12-17 00:00,36640.0000000000
2016-12-18 00:00,45599.0000000000
2016-12-19 00:00,44241.0000000000
2016-12-20 00:00,50793.0000000000
2016-12-21 00:00,55173.0000000000
2016-12-22 00:00,44391.0000000000
2016-12-23 00:00,37757.0000000000
2016-12-24 00:00,36601.0000000000
2016-12-25 00:00,34565.0000000000
2016-12-26 00:00,42370.0000000000
2016-12-27 00:00,43386.0000000000
2016-12-28 00:00,46546.0000000000
2016-12-29 00:00,44561.0000000000
2016-12-30 00:00,41220.0000000000
2016-12-31 00:00,38730.0000000000
2017-01-01 00:00,39652.0000000000
2017-01-02 00:00,45883.0000000000
2017-01-03 00:00,50673.0000000000
2017-01-04 00:00,49596.0000000000
2017-01-05 00:00,43804.0000000000
2017-01-06 00:00,43622.0000000000
2017-01-07 00:00,42727.0000000000
2017-01-08 00:00,46188.0000000000
2017-01-09 00:00,48179.0000000000
2017-01-10 00:00,45221.0000000000
2017-01-11 00:00,50589.0000000000
2017-01-12 00:00,50833.0000000000
2017-01-13 00:00,42044.0000000000
2017-01-14 00:00,41748.0000000000
2017-01-15 00:00,45375.0000000000
2017-01-16 00:00,46671.0000000000
2017-01-17 00:00,44994.0000000000
2017-01-18 00:00,43628.0000000000
2017-01-19 00:00,45775.0000000000
2017-01-20 00:00,43302.0000000000
2017-01-21 00:00,47432.0000000000
2017-01-22 00:00,46076.0000000000
2017-01-23 00:00,50414.0000000000
2017-01-24 00:00,46256.0000000000
2017-01-25 00:00,46856.0000000000
2017-01-26 00:00,46680.0000000000
2017-01-27 00:00,45189.0000000000
2017-01-28 00:00,42509.0000000000
2017-01-29 00:00,45369.0000000000
2017-01-30 00:00,43649.0000000000
2017-01-31 00:00,44541.0000000000
2017-02-01 00:00,43709.0000000000
2017-02-02 00:00,42778.0000000000
2017-02-03 00:00,45410.0000000000
2017-02-04 00:00,46542.0000000000
2017-02-05 00:00,47306.0000000000
2017-02-06 00:00,51866.0000000000
2017-02-07 00:00,51089.0000000000
2017-02-08 00:00,47873.0000000000
2017-02-09 00:00,52222.0000000000
2017-02-10 00:00,46560.0000000000
2017-02-11 00:00,45319.0000000000
2017-02-12 00:00,55990.0000000000
2017-02-13 00:00,58298.0000000000
2017-02-14 00:00,55320.0000000000
2017-02-15 00:00,49674.0000000000
2017-02-16 00:00,49406.0000000000
2017-02-17 00:00,49398.0000000000
2017-02-18 00:00,48227.0000000000
2017-02-19 00:00,50152.0000000000
2017-02-20 00:00,58434.0000000000
2017-02-21 00:00,50372.0000000000
2017-02-22 00:00,47601.0000000000
2017-02-23 00:00,54081.0000000000
2017-02-24 00:00,53245.0000000000
2017-02-25 00:00,51716.0000000000
2017-02-26 00:00,52642.0000000000
2017-02-27 00:00,60277.0000000000
2017-02-28 00:00,59774.0000000000
2017-03-01 00:00,70779.0000000000
2017-03-02 00:00,64294.0000000000
2017-03-03 00:00,58756.0000000000
2017-03-04 00:00,57031.0000000000
2017-03-05 00:00,57020.0000000000
2017-03-06 00:00,62589.0000000000
2017-03-07 00:00,55386.0000000000
2017-03-08 00:00,64266.0000000000
2017-03-09 00:00,65132.0000000000
2017-03-10 00:00,64803.0000000000
2017-03-11 00:00,66646.0000000000
2017-03-12 00:00,81718.0000000000
2017-03-13 00:00,77155.0000000000
2017-03-14 00:00,81205.0000000000
2017-03-15 00:00,109950.0000000000
2017-03-16 00:00,106635.0000000000
2017-03-17 00:00,89920.0000000000
2017-03-18 00:00,84599.0000000000
2017-03-19 00:00,80264.0000000000
2017-03-20 00:00,84298.0000000000
2017-03-21 00:00,78821.0000000000
2017-03-22 00:00,82434.0000000000
2017-03-23 00:00,87775.0000000000
2017-03-24 00:00,84394.0000000000
2017-03-25 00:00,79534.0000000000
2017-03-26 00:00,94570.0000000000
2017-03-27 00:00,84348.0000000000
2017-03-28 00:00,93064.0000000000
2017-03-29 00:00,96209.0000000000
2017-03-30 00:00,103102.0000000000
2017-03-31 00:00,80572.0000000000
2017-04-01 00:00,88948.0000000000
2017-04-02 00:00,100221.0000000000
2017-04-03 00:00,86279.0000000000
2017-04-04 00:00,87411.0000000000
2017-04-05 00:00,95177.0000000000
2017-04-06 00:00,92846.0000000000
2017-04-07 00:00,72144.0000000000
2017-04-08 00:00,74557.0000000000
2017-04-09 00:00,75487.0000000000
2017-04-10 00:00,75891.0000000000
2017-04-11 00:00,80347.0000000000
2017-04-12 00:00,84124.0000000000
2017-04-13 00:00,81155.0000000000
2017-04-14 00:00,74820.0000000000
2017-04-15 00:00,70634.0000000000
2017-04-16 00:00,72546.0000000000
2017-04-17 00:00,83303.0000000000
2017-04-18 00:00,85734.0000000000
2017-04-19 00:00,85450.0000000000
2017-04-20 00:00,81278.0000000000
2017-04-21 00:00,73539.0000000000
2017-04-22 00:00,77073.0000000000
2017-04-23 00:00,80531.0000000000
2017-04-24 00:00,93033.0000000000
2017-04-25 00:00,89642.0000000000
2017-04-26 00:00,104494.0000000000
2017-04-27 00:00,106193.0000000000
2017-04-28 00:00,91335.0000000000
2017-04-29 00:00,95202.0000000000
2017-04-30 00:00,112202.0000000000
2017-05-01 00:00,110354.0000000000
2017-05-02 00:00,97334.0000000000
2017-05-03 00:00,114877.0000000000
2017-05-04 00:00,108514.0000000000
2017-05-05 00:00,95014.0000000000
2017-05-06 00:00,106631.0000000000
