date,block_count
2017-04-20 00:00,5878.0000000000
2017-04-21 00:00,5792.0000000000
2017-04-22 00:00,5864.0000000000
2017-04-23 00:00,5721.0000000000
2017-04-24 00:00,5897.0000000000
2017-04-25 00:00,5637.0000000000
2017-04-26 00:00,5642.0000000000
2017-04-27 00:00,5697.0000000000
2017-04-28 00:00,5626.0000000000
2017-04-29 00:00,5648.0000000000
2017-04-30 00:00,5624.0000000000
2017-05-01 00:00,5619.0000000000
2017-05-02 00:00,5649.0000000000
2017-05-03 00:00,5649.0000000000
2017-05-04 00:00,5675.0000000000
2017-05-05 00:00,5678.0000000000
2017-05-06 00:00,5718.0000000000
2017-05-07 00:00,5640.0000000000
2017-05-08 00:00,5672.0000000000
2017-05-09 00:00,5648.0000000000
2017-05-10 00:00,5702.0000000000
2017-05-11 00:00,5688.0000000000
2017-05-12 00:00,5591.0000000000
2017-05-13 00:00,5402.0000000000
2017-05-14 00:00,5401.0000000000
2017-05-15 00:00,5457.0000000000
2017-05-16 00:00,5325.0000000000
2017-05-17 00:00,5462.0000000000
2017-05-18 00:00,5424.0000000000
2017-05-19 00:00,5489.0000000000
2017-05-20 00:00,5437.0000000000
2017-05-21 00:00,5468.0000000000
2017-05-22 00:00,5419.0000000000
2017-05-23 00:00,5427.0000000000
2017-05-24 00:00,5465.0000000000
2017-05-25 00:00,5492.0000000000
2017-05-26 00:00,5439.0000000000
2017-05-27 00:00,5453.0000000000
2017-05-28 00:00,5579.0000000000
2017-05-29 00:00,5581.0000000000
2017-05-30 00:00,5412.0000000000
2017-05-31 00:00,5276.0000000000
2017-06-01 00:00,5087.0000000000
2017-06-02 00:00,5206.0000000000
2017-06-03 00:00,5160.0000000000
2017-06-04 00:00,5249.0000000000
2017-06-05 00:00,5208.0000000000
2017-06-06 00:00,5239.0000000000
2017-06-07 00:00,5209.0000000000
2017-06-08 00:00,5214.0000000000
2017-06-09 00:00,5332.0000000000
2017-06-10 00:00,5246.0000000000
2017-06-11 00:00,5237.0000000000
2017-06-12 00:00,5272.0000000000
2017-06-13 00:00,5293.0000000000
2017-06-14 00:00,5305.0000000000
2017-06-15 00:00,5336.0000000000
2017-06-16 00:00,5279.0000000000
2017-06-17 00:00,5347.0000000000
2017-06-18 00:00,5334.0000000000
2017-06-19 00:00,4967.0000000000
2017-06-20 00:00,4898.0000000000
2017-06-21 00:00,4944.0000000000
2017-06-22 00:00,4890.0000000000
2017-06-23 00:00,4939.0000000000
2017-06-24 00:00,4926.0000000000
2017-06-25 00:00,4965.0000000000
2017-06-26 00:00,5001.0000000000
2017-06-27 00:00,4961.0000000000
2017-06-28 00:00,5027.0000000000
2017-06-29 00:00,5036.0000000000
2017-06-30 00:00,5009.0000000000
2017-07-01 00:00,5034.0000000000
2017-07-02 00:00,5052.0000000000
2017-07-03 00:00,5078.0000000000
2017-07-04 00:00,4985.0000000000
2017-07-05 00:00,5046.0000000000
2017-07-06 00:00,5084.0000000000
2017-07-07 00:00,5087.0000000000
2017-07-08 00:00,5094.0000000000
2017-07-09 00:00,4594.0000000000
2017-07-10 00:00,4520.0000000000
2017-07-11 00:00,4509.0000000000
2017-07-12 00:00,4512.0000000000
2017-07-13 00:00,4502.0000000000
2017-07-14 00:00,4603.0000000000
2017-07-15 00:00,4575.0000000000
2017-07-16 00:00,4459.0000000000
2017-07-17 00:00,4551.0000000000
2017-07-18 00:00,4637.0000000000
2017-07-19 00:00,4632.0000000000
2017-07-20 00:00,4543.0000000000
2017-07-21 00:00,4649.0000000000
2017-07-22 00:00,4660.0000000000
2017-07-23 00:00,4582.0000000000
2017-07-24 00:00,4686.0000000000
2017-07-25 00:00,4650.0000000000
2017-07-26 00:00,4634.0000000000
2017-07-27 00:00,4647.0000000000
2017-07-28 00:00,4683.0000000000
2017-07-29 00:00,4704.0000000000
2017-07-30 00:00,4535.0000000000
2017-07-31 00:00,4087.0000000000
2017-08-01 00:00,4044.0000000000
2017-08-02 00:00,3976.0000000000
2017-08-03 00:00,4040.0000000000
2017-08-04 00:00,4034.0000000000
2017-08-05 00:00,4032.0000000000
2017-08-06 00:00,4094.0000000000
2017-08-07 00:00,4093.0000000000
2017-08-08 00:00,4113.0000000000
