date,mining_vol
2017-04-06 00:00,29860.0000000000
2017-04-07 00:00,29785.0000000000
2017-04-08 00:00,29096.0000000000
2017-04-09 00:00,28906.0000000000
2017-04-10 00:00,29355.0000000000
2017-04-11 00:00,29032.0000000000
2017-04-12 00:00,29110.0000000000
2017-04-13 00:00,29665.0000000000
2017-04-14 00:00,28723.0000000000
2017-04-15 00:00,29216.0000000000
2017-04-16 00:00,29424.0000000000
2017-04-17 00:00,29432.0000000000
2017-04-18 00:00,28713.0000000000
2017-04-19 00:00,29415.0000000000
2017-04-20 00:00,29529.0000000000
2017-04-21 00:00,29079.0000000000
2017-04-22 00:00,29436.0000000000
2017-04-23 00:00,28729.0000000000
2017-04-24 00:00,29618.0000000000
2017-04-25 00:00,28309.0000000000
2017-04-26 00:00,28346.0000000000
2017-04-27 00:00,28616.0000000000
2017-04-28 00:00,28247.0000000000
2017-04-29 00:00,28367.0000000000
2017-04-30 00:00,28278.0000000000
2017-05-01 00:00,28266.0000000000
2017-05-02 00:00,28378.0000000000
2017-05-03 00:00,28388.0000000000
2017-05-04 00:00,28517.0000000000
2017-05-05 00:00,28530.0000000000
2017-05-06 00:00,28751.0000000000
2017-05-07 00:00,28348.0000000000
2017-05-08 00:00,28526.0000000000
2017-05-09 00:00,28403.0000000000
2017-05-10 00:00,28671.0000000000
2017-05-11 00:00,28610.0000000000
2017-05-12 00:00,28117.0000000000
2017-05-13 00:00,27168.0000000000
2017-05-14 00:00,27200.0000000000
2017-05-15 00:00,27483.0000000000
2017-05-16 00:00,26898.0000000000
2017-05-17 00:00,27518.0000000000
2017-05-18 00:00,27347.0000000000
2017-05-19 00:00,27651.0000000000
2017-05-20 00:00,27408.0000000000
2017-05-21 00:00,27583.0000000000
2017-05-22 00:00,27411.0000000000
2017-05-23 00:00,27470.0000000000
2017-05-24 00:00,27608.0000000000
2017-05-25 00:00,27730.0000000000
2017-05-26 00:00,27444.0000000000
2017-05-27 00:00,27524.0000000000
2017-05-28 00:00,28157.0000000000
2017-05-29 00:00,28306.0000000000
2017-05-30 00:00,27765.0000000000
2017-05-31 00:00,26705.0000000000
2017-06-01 00:00,25784.0000000000
2017-06-02 00:00,26321.0000000000
2017-06-03 00:00,26116.0000000000
2017-06-04 00:00,26529.0000000000
2017-06-05 00:00,26365.0000000000
2017-06-06 00:00,26539.0000000000
2017-06-07 00:00,26352.0000000000
2017-06-08 00:00,26386.0000000000
2017-06-09 00:00,26937.0000000000
2017-06-10 00:00,26614.0000000000
2017-06-11 00:00,26777.0000000000
2017-06-12 00:00,26735.0000000000
2017-06-13 00:00,26794.0000000000
2017-06-14 00:00,26875.0000000000
2017-06-15 00:00,27007.0000000000
2017-06-16 00:00,26712.0000000000
2017-06-17 00:00,27063.0000000000
2017-06-18 00:00,27034.0000000000
