date,block_size
2017-06-05 00:00,7373.6323000000
2017-06-06 00:00,7387.7297000000
2017-06-07 00:00,6932.0561000000
2017-06-08 00:00,7482.0988000000
2017-06-09 00:00,6591.9537000000
2017-06-10 00:00,8658.3422000000
2017-06-11 00:00,9450.9544000000
2017-06-12 00:00,8806.9427000000
2017-06-13 00:00,7942.3361000000
2017-06-14 00:00,8191.8386000000
2017-06-15 00:00,8034.3971000000
2017-06-16 00:00,7957.5344000000
2017-06-17 00:00,7931.1994000000
2017-06-18 00:00,8956.3579000000
2017-06-19 00:00,9258.2770000000
2017-06-20 00:00,6194.7013000000
2017-06-21 00:00,8691.4021000000
2017-06-22 00:00,9122.9235000000
2017-06-23 00:00,8934.8014000000
2017-06-24 00:00,8979.3096000000
2017-06-25 00:00,9544.1496000000
2017-06-26 00:00,7910.6763000000
2017-06-27 00:00,10005.1576000000
2017-06-28 00:00,9460.4824000000
2017-06-29 00:00,8800.1237000000
2017-06-30 00:00,8105.7205000000
2017-07-01 00:00,8502.9595000000
2017-07-02 00:00,10142.6346000000
2017-07-03 00:00,10131.8324000000
2017-07-04 00:00,10094.2084000000
2017-07-05 00:00,8829.9108000000
2017-07-06 00:00,9708.8397000000
2017-07-07 00:00,8884.1474000000
2017-07-08 00:00,6980.3465000000
2017-07-09 00:00,10586.0842000000
2017-07-10 00:00,10484.2071000000
2017-07-11 00:00,10734.8632000000
2017-07-12 00:00,10675.6642000000
2017-07-13 00:00,10039.8245000000
2017-07-14 00:00,8747.4873000000
2017-07-15 00:00,9224.6444000000
2017-07-16 00:00,9814.1736000000
2017-07-17 00:00,11286.3160000000
2017-07-18 00:00,10282.1469000000
2017-07-19 00:00,9369.9229000000
2017-07-20 00:00,8661.0222000000
2017-07-21 00:00,7991.5197000000
2017-07-22 00:00,9282.4427000000
2017-07-23 00:00,10559.6990000000
2017-07-24 00:00,9765.8696000000
2017-07-25 00:00,8403.1256000000
2017-07-26 00:00,8345.7829000000
2017-07-27 00:00,9257.6314000000
2017-07-28 00:00,7452.4805000000
2017-07-29 00:00,7620.6724000000
2017-07-30 00:00,9290.7356000000
2017-07-31 00:00,9503.4284000000
2017-08-01 00:00,9426.0680000000
2017-08-02 00:00,9596.5760000000
2017-08-03 00:00,10507.0978000000
2017-08-04 00:00,10426.7945000000
2017-08-05 00:00,10462.6133000000
2017-08-06 00:00,11866.9739000000
2017-08-07 00:00,13278.2824000000
2017-08-08 00:00,11372.5570000000
2017-08-09 00:00,13580.7784000000
2017-08-10 00:00,14429.2555000000
2017-08-11 00:00,13641.5565000000
2017-08-12 00:00,12993.4035000000
2017-08-13 00:00,15655.1989000000
2017-08-14 00:00,16402.7253000000
2017-08-15 00:00,17360.2436000000
2017-08-16 00:00,17330.3330000000
