date,avg_computing_power
2016-05-31 00:00,3169792296894.0000000000
2016-06-01 00:00,3240178229617.0000000000
2016-06-02 00:00,3413333089837.0000000000
2016-06-03 00:00,3396866078719.0000000000
2016-06-04 00:00,3326191023565.0000000000
2016-06-05 00:00,3441892302428.0000000000
2016-06-06 00:00,3465442263387.0000000000
2016-06-07 00:00,3478174070680.0000000000
2016-06-08 00:00,3639714923172.0000000000
2016-06-09 00:00,3423547415654.0000000000
2016-06-10 00:00,3555787603259.0000000000
2016-06-11 00:00,3581064327399.0000000000
2016-06-12 00:00,3715149232170.0000000000
2016-06-13 00:00,3749406503192.0000000000
2016-06-14 00:00,3718384153629.0000000000
2016-06-15 00:00,3717038953443.0000000000
2016-06-16 00:00,3856724752027.0000000000
2016-06-17 00:00,3763134226515.0000000000
2016-06-18 00:00,3854049984436.0000000000
2016-06-19 00:00,3813587474124.0000000000
2016-06-20 00:00,3755188733715.0000000000
2016-06-21 00:00,3913920422087.0000000000
2016-06-22 00:00,3993617789516.0000000000
2016-06-23 00:00,3987681765878.0000000000
2016-06-24 00:00,3971150219540.0000000000
2016-06-25 00:00,4090308262819.0000000000
2016-06-26 00:00,4165065826116.0000000000
2016-06-27 00:00,4215914871751.0000000000
2016-06-28 00:00,4115126939838.0000000000
2016-06-29 00:00,4138141994846.0000000000
2016-06-30 00:00,4234255557706.0000000000
2016-07-01 00:00,4246288363046.0000000000
2016-07-02 00:00,4343521691235.0000000000
2016-07-03 00:00,4332688742843.0000000000
2016-07-04 00:00,4334015062396.0000000000
2016-07-05 00:00,4336923604526.0000000000
2016-07-06 00:00,4321273099862.0000000000
2016-07-07 00:00,4345648467793.0000000000
2016-07-08 00:00,4355709093042.0000000000
2016-07-09 00:00,4385782907557.0000000000
2016-07-10 00:00,4454897495875.0000000000
2016-07-11 00:00,4454066920182.0000000000
2016-07-12 00:00,4517358014101.0000000000
2016-07-13 00:00,4471449708708.0000000000
2016-07-14 00:00,4401908333529.0000000000
2016-07-15 00:00,4427690388551.0000000000
2016-07-16 00:00,4445281837909.0000000000
2016-07-17 00:00,4569667322186.0000000000
2016-07-18 00:00,4514037582813.0000000000
2016-07-19 00:00,4425692444449.0000000000
2016-07-20 00:00,4601325592901.0000000000
2016-07-21 00:00,4434067480648.0000000000
2016-07-22 00:00,4620428149188.0000000000
2016-07-23 00:00,4497641817329.0000000000
2016-07-24 00:00,4352798934013.0000000000
2016-07-25 00:00,4147535225344.0000000000
2016-07-26 00:00,3974787711235.0000000000
2016-07-27 00:00,4230899907958.0000000000
2016-07-28 00:00,4137606101683.0000000000
2016-07-29 00:00,4058070741443.0000000000
2016-07-30 00:00,4120254389555.0000000000
2016-07-31 00:00,4033375880514.0000000000
2016-08-01 00:00,3736337701640.0000000000
2016-08-02 00:00,3614636398718.0000000000
2016-08-03 00:00,3935860678507.0000000000
2016-08-04 00:00,4031183899245.0000000000
2016-08-05 00:00,3924809359558.0000000000
2016-08-06 00:00,4057566463839.0000000000
2016-08-07 00:00,4136885718543.0000000000
2016-08-08 00:00,4353321145857.0000000000
2016-08-09 00:00,4442388028996.0000000000
2016-08-10 00:00,4539975826097.0000000000
2016-08-11 00:00,4528215404511.0000000000
2016-08-12 00:00,4479007633116.0000000000
2016-08-13 00:00,4489678502019.0000000000
2016-08-14 00:00,4511128562479.0000000000
2016-08-15 00:00,4622474361691.0000000000
2016-08-16 00:00,4616770688048.0000000000
2016-08-17 00:00,4716782171136.0000000000
2016-08-18 00:00,4666174949021.0000000000
2016-08-19 00:00,4808963420746.0000000000
2016-08-20 00:00,4859174821378.0000000000
2016-08-21 00:00,4890827822999.0000000000
2016-08-22 00:00,4979463377275.0000000000
2016-08-23 00:00,4968598031878.0000000000
2016-08-24 00:00,5076635939694.0000000000
2016-08-25 00:00,5242074400511.0000000000
2016-08-26 00:00,5240906111792.0000000000
2016-08-27 00:00,5174788189237.0000000000
2016-08-28 00:00,5109615112202.0000000000
2016-08-29 00:00,5105237416201.0000000000
2016-08-30 00:00,5212281330355.0000000000
2016-08-31 00:00,5264592356650.0000000000
2016-09-01 00:00,5339215306304.0000000000
2016-09-02 00:00,5064148018535.0000000000
2016-09-03 00:00,4926821438165.0000000000
2016-09-04 00:00,5115919825049.0000000000
2016-09-05 00:00,5066067359084.0000000000
2016-09-06 00:00,5191916302042.0000000000
2016-09-07 00:00,5135603106466.0000000000
2016-09-08 00:00,5165513697069.0000000000
2016-09-09 00:00,5212562052532.0000000000
2016-09-10 00:00,5414214307149.0000000000
2016-09-11 00:00,5397753845864.0000000000
2016-09-12 00:00,5368991270296.0000000000
2016-09-13 00:00,5550815463191.0000000000
2016-09-14 00:00,5538613239828.0000000000
2016-09-15 00:00,5504613845325.0000000000
2016-09-16 00:00,5705668907509.0000000000
2016-09-17 00:00,5038401364910.0000000000
2016-09-18 00:00,5154735261225.0000000000
2016-09-19 00:00,5747673908171.0000000000
2016-09-20 00:00,5918559502963.0000000000
2016-09-21 00:00,5407052047400.0000000000
2016-09-22 00:00,5966677050154.0000000000
2016-09-23 00:00,5986874545945.0000000000
2016-09-24 00:00,6210908011922.0000000000
2016-09-25 00:00,5860603209924.0000000000
2016-09-26 00:00,6183216760227.0000000000
2016-09-27 00:00,6242795375692.0000000000
2016-09-28 00:00,6382146651150.0000000000
2016-09-29 00:00,6211431586203.0000000000
2016-09-30 00:00,6429507249084.0000000000
2016-10-01 00:00,6609471605187.0000000000
2016-10-02 00:00,6475198340174.0000000000
2016-10-03 00:00,6617234595975.0000000000
2016-10-04 00:00,6578741272468.0000000000
2016-10-05 00:00,6633222989212.0000000000
2016-10-06 00:00,6419073464507.0000000000
2016-10-07 00:00,6690447174344.0000000000
2016-10-08 00:00,6812695135426.0000000000
2016-10-09 00:00,6855611030795.0000000000
2016-10-10 00:00,6936505421897.0000000000
2016-10-11 00:00,6697249894525.0000000000
2016-10-12 00:00,6954090469601.0000000000
2016-10-13 00:00,7223457825489.0000000000
2016-10-14 00:00,7301581737604.0000000000
2016-10-15 00:00,7491259106460.0000000000
2016-10-16 00:00,7123331984755.0000000000
2016-10-17 00:00,7389812047545.0000000000
2016-10-18 00:00,7384622520342.0000000000
2016-10-19 00:00,7641027798448.0000000000
2016-10-20 00:00,7757501088671.0000000000
2016-10-21 00:00,7767737651432.0000000000
2016-10-22 00:00,7558216010463.0000000000
2016-10-23 00:00,7712454634484.0000000000
2016-10-24 00:00,7817568737950.0000000000
2016-10-25 00:00,7897002715176.0000000000
2016-10-26 00:00,7754708478185.0000000000
2016-10-27 00:00,7447345107079.0000000000
2016-10-28 00:00,5934101483043.0000000000
2016-10-29 00:00,5767185826259.0000000000
2016-10-30 00:00,6170146292986.0000000000
2016-10-31 00:00,5264344460861.0000000000
2016-11-01 00:00,4743955573511.0000000000
2016-11-02 00:00,4528247898556.0000000000
2016-11-03 00:00,4164223377819.0000000000
2016-11-04 00:00,3926610001662.0000000000
2016-11-05 00:00,3870623424145.0000000000
2016-11-06 00:00,4600510545734.0000000000
2016-11-07 00:00,5126400228977.0000000000
2016-11-08 00:00,5000551438007.0000000000
2016-11-09 00:00,4596658342083.0000000000
2016-11-10 00:00,4470953656485.0000000000
2016-11-11 00:00,4556290367110.0000000000
2016-11-12 00:00,4936709823390.0000000000
2016-11-13 00:00,5122431700696.0000000000
2016-11-14 00:00,5155448643602.0000000000
2016-11-15 00:00,5050248888061.0000000000
2016-11-16 00:00,4837876540772.0000000000
2016-11-17 00:00,5192955809769.0000000000
2016-11-18 00:00,5480853319418.0000000000
2016-11-19 00:00,5988916058367.0000000000
2016-11-20 00:00,6324216351917.0000000000
2016-11-21 00:00,5955185513094.0000000000
2016-11-22 00:00,5901229126833.0000000000
2016-11-23 00:00,5290842718223.0000000000
2016-11-24 00:00,5298406734969.0000000000
2016-11-25 00:00,5361820116963.0000000000
2016-11-26 00:00,5348315574625.0000000000
2016-11-27 00:00,5543472225129.0000000000
2016-11-28 00:00,5451866153863.0000000000
2016-11-29 00:00,5209584283120.0000000000
2016-11-30 00:00,5268317373670.0000000000
2016-12-01 00:00,5341342479592.0000000000
2016-12-02 00:00,5613994404618.0000000000
2016-12-03 00:00,5551353977925.0000000000
2016-12-04 00:00,5410063894432.0000000000
2016-12-05 00:00,5366883343469.0000000000
2016-12-06 00:00,5497013104241.0000000000
2016-12-07 00:00,5783461856585.0000000000
2016-12-08 00:00,5914498236056.0000000000
2016-12-09 00:00,6040528556964.0000000000
2016-12-10 00:00,6205280528794.0000000000
2016-12-11 00:00,5974147134604.0000000000
2016-12-12 00:00,6168933997548.0000000000
2016-12-13 00:00,6132463114477.0000000000
2016-12-14 00:00,6097211968301.0000000000
2016-12-15 00:00,6289786272862.0000000000
2016-12-16 00:00,6369426664620.0000000000
2016-12-17 00:00,6595238075294.0000000000
2016-12-18 00:00,6587402137653.0000000000
2016-12-19 00:00,6748577273753.0000000000
2016-12-20 00:00,6697088680121.0000000000
2016-12-21 00:00,6475574731777.0000000000
2016-12-22 00:00,6022843642180.0000000000
2016-12-23 00:00,5671700772749.0000000000
2016-12-24 00:00,5939614677772.0000000000
2016-12-25 00:00,6147497385530.0000000000
2016-12-26 00:00,5944281884058.0000000000
2016-12-27 00:00,5906054665049.0000000000
2016-12-28 00:00,5885490261280.0000000000
2016-12-29 00:00,5892064520235.0000000000
2016-12-30 00:00,5957323400156.0000000000
2016-12-31 00:00,5962954525922.0000000000
2017-01-01 00:00,5980211427913.0000000000
2017-01-02 00:00,5984178836632.0000000000
2017-01-03 00:00,6603631484689.0000000000
2017-01-04 00:00,6749130445039.0000000000
2017-01-05 00:00,6783053065833.0000000000
2017-01-06 00:00,7025644445007.0000000000
2017-01-07 00:00,7052193421394.0000000000
2017-01-08 00:00,7280987777442.0000000000
2017-01-09 00:00,7282948747267.0000000000
2017-01-10 00:00,7356760661755.0000000000
2017-01-11 00:00,7432161814724.0000000000
2017-01-12 00:00,7568450607947.0000000000
2017-01-13 00:00,7587787876489.0000000000
2017-01-14 00:00,7741465213588.0000000000
2017-01-15 00:00,7734976409405.0000000000
2017-01-16 00:00,7657616507291.0000000000
2017-01-17 00:00,7593546802973.0000000000
2017-01-18 00:00,8111084485563.0000000000
2017-01-19 00:00,7838909666799.0000000000
2017-01-20 00:00,8044098901852.0000000000
2017-01-21 00:00,8084044428462.0000000000
2017-01-22 00:00,8232968691545.0000000000
2017-01-23 00:00,8124636572855.0000000000
2017-01-24 00:00,8145156577091.0000000000
2017-01-25 00:00,8367276354162.0000000000
2017-01-26 00:00,8243101735427.0000000000
2017-01-27 00:00,8278939903902.0000000000
2017-01-28 00:00,8116559422024.0000000000
2017-01-29 00:00,8343037780448.0000000000
2017-01-30 00:00,8338932534519.0000000000
2017-01-31 00:00,8225635341901.0000000000
2017-02-01 00:00,8407666756899.0000000000
2017-02-02 00:00,8271396566721.0000000000
2017-02-03 00:00,8428021808832.0000000000
2017-02-04 00:00,8774812257046.0000000000
2017-02-05 00:00,8875580182846.0000000000
2017-02-06 00:00,8865609825593.0000000000
2017-02-07 00:00,8983095244664.0000000000
2017-02-08 00:00,8945633844956.0000000000
2017-02-09 00:00,9217779993315.0000000000
2017-02-10 00:00,9274787676125.0000000000
2017-02-11 00:00,9392533947270.0000000000
2017-02-12 00:00,9522655901119.0000000000
2017-02-13 00:00,9632194825209.0000000000
2017-02-14 00:00,9670953372908.0000000000
2017-02-15 00:00,9633921231401.0000000000
2017-02-16 00:00,9813753369307.0000000000
2017-02-17 00:00,9910632573280.0000000000
2017-02-18 00:00,10076262978739.0000000000
2017-02-19 00:00,10118135044858.0000000000
2017-02-20 00:00,10346070101240.0000000000
2017-02-21 00:00,10222183307433.0000000000
2017-02-22 00:00,10250363193032.0000000000
2017-02-23 00:00,10300750497953.0000000000
2017-02-24 00:00,10612939587663.0000000000
2017-02-25 00:00,11038763955106.0000000000
2017-02-26 00:00,11078623264907.0000000000
2017-02-27 00:00,11579003227419.0000000000
2017-02-28 00:00,11192778816831.0000000000
2017-03-01 00:00,11370841358481.0000000000
2017-03-02 00:00,11790130545656.0000000000
2017-03-03 00:00,11641557927748.0000000000
2017-03-04 00:00,12169536312718.0000000000
2017-03-05 00:00,12201281755910.0000000000
2017-03-06 00:00,12126214131965.0000000000
2017-03-07 00:00,12565722668665.0000000000
2017-03-08 00:00,12593048536828.0000000000
2017-03-09 00:00,12622672673823.0000000000
2017-03-10 00:00,12870787395445.0000000000
2017-03-11 00:00,12911525663913.0000000000
2017-03-12 00:00,13436176110758.0000000000
2017-03-13 00:00,13253974171555.0000000000
2017-03-14 00:00,13629941371841.0000000000
2017-03-15 00:00,13792475423742.0000000000
2017-03-16 00:00,14519820538547.0000000000
2017-03-17 00:00,14696883239651.0000000000
2017-03-18 00:00,13914394691333.0000000000
2017-03-19 00:00,14862975859188.0000000000
2017-03-20 00:00,14561766877646.0000000000
2017-03-21 00:00,14911469979000.0000000000
2017-03-22 00:00,15425886961445.0000000000
2017-03-23 00:00,15334129933486.0000000000
2017-03-24 00:00,15438555150946.0000000000
2017-03-25 00:00,16222645176266.0000000000
2017-03-26 00:00,16892212352617.0000000000
2017-03-27 00:00,16458794418227.0000000000
2017-03-28 00:00,17141183652411.0000000000
2017-03-29 00:00,17183397785954.0000000000
2017-03-30 00:00,17642576203344.0000000000
2017-03-31 00:00,17341834914855.0000000000
2017-04-01 00:00,17320601567507.0000000000
2017-04-02 00:00,16563173217425.0000000000
2017-04-03 00:00,17592069988088.0000000000
2017-04-04 00:00,18094393499611.0000000000
2017-04-05 00:00,17966797013807.0000000000
2017-04-06 00:00,18252581031231.0000000000
2017-04-07 00:00,18343845646431.0000000000
2017-04-08 00:00,18006639650478.0000000000
2017-04-09 00:00,18072135432281.0000000000
2017-04-10 00:00,18670212999138.0000000000
2017-04-11 00:00,18558538230555.0000000000
2017-04-12 00:00,18202235778270.0000000000
2017-04-13 00:00,19836962402149.0000000000
2017-04-14 00:00,19258952698128.0000000000
2017-04-15 00:00,19594368968029.0000000000
2017-04-16 00:00,19889026965111.0000000000
2017-04-17 00:00,20298692148239.0000000000
2017-04-18 00:00,20079153889145.0000000000
2017-04-19 00:00,20288754675160.0000000000
2017-04-20 00:00,20804783410412.0000000000
2017-04-21 00:00,20900639480556.0000000000
2017-04-22 00:00,21389227083454.0000000000
2017-04-23 00:00,20668784361415.0000000000
2017-04-24 00:00,21580963790187.0000000000
2017-04-25 00:00,21293433595605.0000000000
2017-04-26 00:00,21615736970064.0000000000
2017-04-27 00:00,22953067545661.0000000000
2017-04-28 00:00,23466987418261.0000000000
2017-04-29 00:00,22938986695269.0000000000
2017-04-30 00:00,23204421241332.0000000000
2017-05-01 00:00,23246153355565.0000000000
2017-05-02 00:00,23613726543062.0000000000
2017-05-03 00:00,23268341687478.0000000000
2017-05-04 00:00,24464896023967.0000000000
2017-05-05 00:00,24414531910224.0000000000
2017-05-06 00:00,24861102254737.0000000000
2017-05-07 00:00,24481903267426.0000000000
2017-05-08 00:00,25605313998653.0000000000
2017-05-09 00:00,25350224219782.0000000000
2017-05-10 00:00,25795186438819.0000000000
2017-05-11 00:00,26695341935412.0000000000
2017-05-12 00:00,26051389681105.0000000000
2017-05-13 00:00,26883364411734.0000000000
2017-05-14 00:00,27814805765594.0000000000
2017-05-15 00:00,28229905680239.0000000000
2017-05-16 00:00,26763741801487.0000000000
2017-05-17 00:00,27739997833515.0000000000
2017-05-18 00:00,28818324304260.0000000000
2017-05-19 00:00,29607032640269.0000000000
2017-05-20 00:00,30499285609706.0000000000
2017-05-21 00:00,31381775201643.0000000000
2017-05-22 00:00,30235255599301.0000000000
2017-05-23 00:00,30980176158629.0000000000
2017-05-24 00:00,31136245767636.0000000000
2017-05-25 00:00,31203740130239.0000000000
2017-05-26 00:00,32146815826109.0000000000
2017-05-27 00:00,31939185482570.0000000000
2017-05-28 00:00,34018541222590.0000000000
2017-05-29 00:00,36264049064390.0000000000
2017-05-30 00:00,35306634737651.0000000000
2017-05-31 00:00,37248785117661.0000000000
2017-06-01 00:00,36295190932520.0000000000
2017-06-02 00:00,37395663236245.0000000000
2017-06-03 00:00,38371754243152.0000000000
2017-06-04 00:00,39291444274002.0000000000
2017-06-05 00:00,39828834039852.0000000000
2017-06-06 00:00,41467730532518.0000000000
2017-06-07 00:00,41829684498879.0000000000
2017-06-08 00:00,41760674161064.0000000000
2017-06-09 00:00,43939891193463.0000000000
2017-06-10 00:00,45025182578530.0000000000
2017-06-11 00:00,44968294068819.0000000000
2017-06-12 00:00,46522075087971.0000000000
2017-06-13 00:00,47651607769747.0000000000
2017-06-14 00:00,48521860791531.0000000000
2017-06-15 00:00,49363897981452.0000000000
2017-06-16 00:00,50985969882110.0000000000
2017-06-17 00:00,51995669793454.0000000000
2017-06-18 00:00,52570822426350.0000000000
2017-06-19 00:00,53614719103983.0000000000
2017-06-20 00:00,54098240797200.0000000000
2017-06-21 00:00,54738964742491.0000000000
2017-06-22 00:00,54336704373890.0000000000
2017-06-23 00:00,55693605003757.0000000000
2017-06-24 00:00,56393524710369.0000000000
2017-06-25 00:00,58417112349132.0000000000
2017-06-26 00:00,58320978141848.0000000000
2017-06-27 00:00,59938051087500.0000000000
2017-06-28 00:00,61540789098593.0000000000
2017-06-29 00:00,61649495641450.0000000000
2017-06-30 00:00,62565703649500.0000000000
2017-07-01 00:00,63099816232763.0000000000
2017-07-02 00:00,65002338599111.0000000000
2017-07-03 00:00,66564360885704.0000000000
2017-07-04 00:00,64819978567358.0000000000
2017-07-05 00:00,65974487088450.0000000000
2017-07-06 00:00,67077555537398.0000000000
2017-07-07 00:00,67475713453228.0000000000
2017-07-08 00:00,68043932032263.0000000000
2017-07-09 00:00,69105357448269.0000000000
2017-07-10 00:00,68636544301587.0000000000
2017-07-11 00:00,66934754201803.0000000000
2017-07-12 00:00,67570452633878.0000000000
2017-07-13 00:00,66157611392631.0000000000
2017-07-14 00:00,68604712664505.0000000000
2017-07-15 00:00,70214316465202.0000000000
2017-07-16 00:00,66699855238819.0000000000
2017-07-17 00:00,68405207369200.0000000000
2017-07-18 00:00,71176220538012.0000000000
2017-07-19 00:00,73427793198749.0000000000
2017-07-20 00:00,73177456447550.0000000000
2017-07-21 00:00,72969298228549.0000000000
2017-07-22 00:00,75690247408162.0000000000
2017-07-23 00:00,73613003654415.0000000000
2017-07-24 00:00,77163027212658.0000000000
2017-07-25 00:00,76844126914345.0000000000
2017-07-26 00:00,75605726052384.0000000000
2017-07-27 00:00,77536893123692.0000000000
2017-07-28 00:00,76587712193575.0000000000
2017-07-29 00:00,79036254012639.0000000000
2017-07-30 00:00,80870476773081.0000000000
2017-07-31 00:00,80827530505399.0000000000
2017-08-01 00:00,79669656055409.0000000000
2017-08-02 00:00,76678415380719.0000000000
2017-08-03 00:00,79753467651343.0000000000
2017-08-04 00:00,78969008598029.0000000000
2017-08-05 00:00,80016730186190.0000000000
2017-08-06 00:00,82340643487617.0000000000
2017-08-07 00:00,83297114037169.0000000000
2017-08-08 00:00,84948343528036.0000000000
2017-08-09 00:00,83420854767183.0000000000
2017-08-10 00:00,84612950571944.0000000000
2017-08-11 00:00,87290695848031.0000000000
2017-08-12 00:00,87635589348478.0000000000
2017-08-13 00:00,89581393516323.0000000000
2017-08-14 00:00,90836494873348.0000000000
2017-08-15 00:00,91248373026761.0000000000
2017-08-16 00:00,92535537740725.0000000000
2017-08-17 00:00,91773692624084.0000000000
2017-08-18 00:00,95424273700766.0000000000
2017-08-19 00:00,93274287176701.0000000000
2017-08-20 00:00,95757569588099.0000000000
2017-08-21 00:00,95960991442831.0000000000
2017-08-22 00:00,98272645366046.0000000000
2017-08-23 00:00,97233837607220.0000000000
2017-08-24 00:00,95298874686829.0000000000
2017-08-25 00:00,95967825974359.0000000000
2017-08-26 00:00,95482570176750.0000000000
2017-08-27 00:00,92567335390140.0000000000
2017-08-28 00:00,99220957951685.0000000000
2017-08-29 00:00,99669559523407.0000000000
2017-08-30 00:00,97947765322725.0000000000
2017-08-31 00:00,98965237441495.0000000000
2017-09-01 00:00,98874661449838.0000000000
2017-09-02 00:00,98437959907366.0000000000
2017-09-03 00:00,99992590644828.0000000000
2017-09-04 00:00,100464519186490.0000000000
2017-09-05 00:00,99585601607870.0000000000
2017-09-06 00:00,101756550594400.0000000000
2017-09-07 00:00,106716493491660.0000000000
2017-09-08 00:00,104056581125800.0000000000
2017-09-09 00:00,102477841305420.0000000000
2017-09-10 00:00,102497581167686.0000000000
2017-09-11 00:00,108066800064060.0000000000
2017-09-12 00:00,103543309652420.0000000000
2017-09-13 00:00,105591558195860.0000000000
2017-09-14 00:00,109237978425240.0000000000
2017-09-15 00:00,107171646891020.0000000000
2017-09-16 00:00,108032157089500.0000000000
2017-09-17 00:00,105807740827190.0000000000
2017-09-18 00:00,108633939983640.0000000000
2017-09-19 00:00,107416384860160.0000000000
2017-09-20 00:00,109365187550280.0000000000
2017-09-21 00:00,108396930569380.0000000000
2017-09-22 00:00,103937808485240.0000000000
2017-09-23 00:00,106726599394790.0000000000
2017-09-24 00:00,101537180383960.0000000000
2017-09-25 00:00,102984514223520.0000000000
2017-09-26 00:00,105665834360470.0000000000
2017-09-27 00:00,101864865062530.0000000000
2017-09-28 00:00,97743120327242.0000000000
2017-09-29 00:00,97248907770733.0000000000
2017-09-30 00:00,101854408028010.0000000000
2017-10-01 00:00,101478644261270.0000000000
2017-10-02 00:00,101325580986480.0000000000
2017-10-03 00:00,104274857165030.0000000000
2017-10-04 00:00,107719603821870.0000000000
2017-10-05 00:00,102810717472320.0000000000
2017-10-06 00:00,100659958931260.0000000000
2017-10-07 00:00,104056142578230.0000000000
2017-10-08 00:00,104683502185760.0000000000
2017-10-09 00:00,106104971219040.0000000000
2017-10-10 00:00,109280939673000.0000000000
2017-10-11 00:00,105445572727640.0000000000
2017-10-12 00:00,110089657316210.0000000000
2017-10-13 00:00,105103065907430.0000000000
2017-10-14 00:00,108597951486660.0000000000
2017-10-15 00:00,111731904578690.0000000000
2017-10-16 00:00,114459112505680.0000000000
2017-10-17 00:00,113759231248420.0000000000
2017-10-18 00:00,117989667731756.0000000000
2017-10-19 00:00,117238821150850.0000000000
2017-10-20 00:00,116668819600260.0000000000
2017-10-21 00:00,118895505369490.0000000000
2017-10-22 00:00,117747115284920.0000000000
2017-10-23 00:00,121641692178940.0000000000
2017-10-24 00:00,118673607964520.0000000000
2017-10-25 00:00,114773222741110.0000000000
2017-10-31 00:00,120981632662830.0000000000
2017-11-01 00:00,115560010361330.0000000000
2017-11-02 00:00,113920221175180.0000000000
2017-11-03 00:00,111943269817370.0000000000
2017-11-04 00:00,117056719309308.0000000000
2017-11-05 00:00,114585660284740.0000000000
2017-11-06 00:00,113913683475880.0000000000
2017-11-07 00:00,116125614803750.0000000000
2017-11-08 00:00,114115178304720.0000000000
2017-11-09 00:00,115763909074260.0000000000
2017-11-10 00:00,115717580582960.0000000000
2017-11-11 00:00,118255012784580.0000000000
2017-11-12 00:00,117460009362610.0000000000
2017-11-13 00:00,114720045808620.0000000000
2017-11-14 00:00,115345249990620.0000000000
2017-11-15 00:00,111674481405850.0000000000
2017-11-16 00:00,112607951497860.0000000000
2017-11-17 00:00,111518292601010.0000000000
2017-11-18 00:00,112978516905890.0000000000
2017-11-19 00:00,120194442743430.0000000000
2017-11-20 00:00,118772015929330.0000000000
2017-11-21 00:00,118388702119580.0000000000
2017-11-22 00:00,122149426220030.0000000000
2017-11-23 00:00,124807826681320.0000000000
2017-11-24 00:00,125319280437740.0000000000
2017-11-25 00:00,125155284202080.0000000000
2017-11-26 00:00,123422418656400.0000000000
2017-11-27 00:00,121376286665420.0000000000
2017-11-28 00:00,123410568062090.0000000000
2017-11-29 00:00,124818010753220.0000000000
2017-11-30 00:00,125497470346090.0000000000
2017-12-01 00:00,125605486490460.0000000000
2017-12-02 00:00,121857522474160.0000000000
2017-12-03 00:00,125843696025640.0000000000
2017-12-04 00:00,123438986759100.0000000000
2017-12-05 00:00,123624915809870.0000000000
2017-12-06 00:00,125156984627450.0000000000
2017-12-07 00:00,127319291958280.0000000000
2017-12-08 00:00,128293290537240.0000000000
2017-12-09 00:00,126709536570270.0000000000
2017-12-10 00:00,128319253114190.0000000000
2017-12-11 00:00,128981535002790.0000000000
2017-12-12 00:00,134036381500000.0000000000
2017-12-13 00:00,137612597335270.0000000000
2017-12-14 00:00,143725774606250.0000000000
2017-12-15 00:00,141972695379730.0000000000
2017-12-16 00:00,142918324635650.0000000000
2017-12-17 00:00,147373025169700.0000000000
2017-12-18 00:00,144741471010950.0000000000
2017-12-19 00:00,143780474245120.0000000000
2017-12-20 00:00,143920485079630.0000000000
2017-12-21 00:00,143222510205960.0000000000
2017-12-22 00:00,149540215510300.0000000000
2017-12-23 00:00,148918504533100.0000000000
2017-12-24 00:00,150642951070870.0000000000
2017-12-25 00:00,151478703604140.0000000000
2017-12-26 00:00,152530029541290.0000000000
2017-12-27 00:00,156607334495610.0000000000
2017-12-28 00:00,153645075687590.0000000000
2017-12-29 00:00,154721672463480.0000000000
2017-12-30 00:00,156914020914800.0000000000
2017-12-31 00:00,159403492170397.0000000000
2018-01-01 00:00,159071599588750.0000000000
2018-01-02 00:00,158739066452980.0000000000
2018-01-03 00:00,162548273234740.0000000000
2018-01-04 00:00,166355485113170.0000000000
2018-01-05 00:00,163077108417770.0000000000
2018-01-06 00:00,168942803513020.0000000000
2018-01-07 00:00,168712808919630.0000000000
2018-01-08 00:00,170778577805600.0000000000
2018-01-09 00:00,174276216494990.0000000000
2018-01-10 00:00,179708431552900.0000000000
2018-01-11 00:00,180350876979540.0000000000
2018-01-12 00:00,181073237136750.0000000000
2018-01-13 00:00,185369549137810.0000000000
2018-01-14 00:00,181560500959180.0000000000
2018-01-15 00:00,187135717952850.0000000000
2018-01-16 00:00,190968657448280.0000000000
2018-01-17 00:00,189385723161977.0000000000
2018-01-18 00:00,188803626772820.0000000000
2018-01-19 00:00,196630223023580.0000000000
2018-01-20 00:00,192482795590580.0000000000
2018-01-21 00:00,197019474918330.0000000000
2018-01-22 00:00,196562080234430.0000000000
2018-01-23 00:00,201681362530660.0000000000
2018-01-24 00:00,203457127895070.0000000000
2018-01-25 00:00,203468789458570.0000000000
2018-01-26 00:00,202034183516560.0000000000
2018-01-27 00:00,204763715588173.0000000000
2018-01-28 00:00,213054001223510.0000000000
2018-01-29 00:00,210425511285270.0000000000
2018-01-30 00:00,215881196950560.0000000000
2018-01-31 00:00,220944472785690.0000000000
2018-02-01 00:00,224334960967330.0000000000
2018-02-02 00:00,223740928105640.0000000000
2018-02-03 00:00,223546448234460.0000000000
2018-02-04 00:00,229318790939430.0000000000
2018-02-05 00:00,226611982527780.0000000000
2018-02-06 00:00,231991499382600.0000000000
2018-02-07 00:00,229518642906670.0000000000
2018-02-08 00:00,232846657937900.0000000000
2018-02-09 00:00,234394889526780.0000000000
2018-02-10 00:00,236446662682800.0000000000
2018-02-11 00:00,241100094043710.0000000000
2018-02-12 00:00,242601631360604.0000000000
2018-02-13 00:00,236282408033950.0000000000
2018-02-14 00:00,238432858768810.0000000000
2018-02-15 00:00,243064928851660.0000000000
2018-02-16 00:00,243574974053330.0000000000
2018-02-17 00:00,243541277674140.0000000000
2018-02-18 00:00,242843487641810.0000000000
2018-02-19 00:00,239632359855470.0000000000
2018-02-20 00:00,241622810397300.0000000000
2018-02-21 00:00,243599880023080.0000000000
2018-02-22 00:00,245940670604850.0000000000
2018-02-23 00:00,244466633878540.0000000000
2018-02-24 00:00,250239336022880.0000000000
2018-02-25 00:00,247475638761650.0000000000
2018-02-26 00:00,243296196567300.0000000000
2018-02-27 00:00,252040977307280.0000000000
2018-02-28 00:00,253205046899790.0000000000
2018-03-01 00:00,254976235385980.0000000000
