date,ethe_open_interest
2020-08-25 00:00,2124898.8956
2020-08-26 00:00,2126183.4488
2020-08-27 00:00,2126523.8559
2020-08-28 00:00,2126523.8559
2020-08-29 00:00,2126523.8559
2020-08-30 00:00,2139785.4788
2020-08-31 00:00,2150524.0777
2020-09-01 00:00,2166437.1205
2020-09-02 00:00,2166456.8757
2020-09-03 00:00,2166738.1716
2020-09-04 00:00,2166738.1716
2020-09-05 00:00,2166738.1716
2020-09-06 00:00,2166738.1716
2020-09-07 00:00,2166144.6218
2020-09-08 00:00,2165996.1763
2020-09-09 00:00,2167341.7667
2020-09-10 00:00,2168388.5979
2020-09-11 00:00,2168388.5979
2020-09-12 00:00,2168388.5979
2020-09-13 00:00,2168288.342
2020-09-14 00:00,2168139.9208
2020-09-15 00:00,2177568.0687
2020-09-16 00:00,2177493.4246
2020-09-17 00:00,2177344.3427
2020-09-18 00:00,2177344.3427
2020-09-19 00:00,2177344.3427
2020-09-20 00:00,2199859.9301
2020-09-21 00:00,2199709.2756
2020-09-22 00:00,2226361.7889
2020-09-23 00:00,2263421.7781
2020-09-24 00:00,2263266.9814
2020-09-25 00:00,2263266.9814
2020-09-26 00:00,2263266.9814
2020-09-27 00:00,2262801.8635
2020-09-28 00:00,2262646.8242
2020-09-29 00:00,2262491.7849
2020-09-30 00:00,2262336.9883
2020-10-01 00:00,2262181.949
2020-10-02 00:00,2262181.949
2020-10-03 00:00,2262181.949
2020-10-04 00:00,2261717.0737
2020-10-05 00:00,2261562.2771
2020-10-06 00:00,2261407.2378
2020-10-07 00:00,2261252.4411
2020-10-08 00:00,2261097.6445
2020-10-09 00:00,2261097.6445
2020-10-10 00:00,2261097.6445
2020-10-11 00:00,2261097.6445
2020-10-12 00:00,2260478.2152
2020-10-13 00:00,2280324.8791
2020-10-14 00:00,2311282.0351
2020-10-15 00:00,2311393.8648
2020-10-16 00:00,2311393.8648
2020-10-17 00:00,2311393.8648
2020-10-18 00:00,2314439.1609
2020-10-19 00:00,2316655.2088
2020-10-20 00:00,2327111.6423
2020-10-21 00:00,2327222.2114
2020-10-22 00:00,2335265.0867
2020-10-23 00:00,2335265.0867
2020-10-24 00:00,2335265.0867
2020-10-25 00:00,2335995.591
2020-10-26 00:00,2337492.2531
2020-10-27 00:00,2337332.029
2020-10-28 00:00,2337367.4912
2020-10-29 00:00,2393870.521
2020-10-30 00:00,2393870.521
2020-10-31 00:00,2393870.521
2020-11-01 00:00,2412786.5789
2020-11-02 00:00,2433069.6693
2020-11-03 00:00,2432986.7988
2020-11-04 00:00,2533067.5944
2020-11-05 00:00,2541953.634
2020-11-06 00:00,2541953.634
2020-11-07 00:00,2541953.634
2020-11-08 00:00,2552432.602
2020-11-09 00:00,2552434.4404
2020-11-10 00:00,2552434.4404
2020-11-11 00:00,2552930.8129
2020-11-12 00:00,2575589.0414
2020-11-13 00:00,2575589.0414
2020-11-14 00:00,2575589.0414
2020-11-15 00:00,2580878.5501
2020-11-16 00:00,2583657.276
2020-11-17 00:00,2585097.5827
2020-11-18 00:00,2595347.2107
2020-11-19 00:00,2597390.4792
2020-11-20 00:00,2597390.4792
2020-11-21 00:00,2597390.4792
2020-11-22 00:00,2627190.1299
2020-11-23 00:00,2628766.0675
2020-11-24 00:00,2635097.8566
2020-11-25 00:00,2635097.8566
2020-11-26 00:00,2661207.4538
2020-11-27 00:00,2661207.4538
2020-11-28 00:00,2661207.4538
2020-11-29 00:00,2666548.1325
2020-11-30 00:00,2705717.1325
2020-12-01 00:00,2739207.7356
2020-12-02 00:00,2751395.8782
2020-12-03 00:00,2798674.0194
2020-12-04 00:00,2798674.0194
2020-12-05 00:00,2798674.0194
2020-12-06 00:00,2810499.3528
2020-12-07 00:00,2941753.2049
2020-12-08 00:00,2941551.614508
2020-12-09 00:00,2941350.3410980003
2020-12-10 00:00,2941148.7507220004
2020-12-11 00:00,2941148.7507220004
2020-12-12 00:00,2941148.7507220004
2020-12-13 00:00,2940544.2965599997
2020-12-14 00:00,2940343.02315
2020-12-15 00:00,2940141.7497400003
2020-12-16 00:00,2939940.159364
2020-12-17 00:00,2939738.2520219996
2020-12-18 00:00,2939738.2520219996
2020-12-19 00:00,2939738.2520219996
2020-12-20 00:00,2939133.480894
2020-12-21 00:00,2938933.792314
2020-12-22 00:00,2938731.25104
2020-12-23 00:00,2938531.56246
2020-12-24 00:00,2938531.56246
2020-12-25 00:00,2938531.56246
2020-12-26 00:00,2938531.56246
2020-12-27 00:00,2937727.1027519996
2020-12-28 00:00,2937524.561478
2020-12-29 00:00,2937324.8728980003
2020-12-30 00:00,2937122.331624
2020-12-31 00:00,2937122.331624
2021-01-01 00:00,2937122.331624
2021-01-02 00:00,2937122.331624
2021-01-03 00:00,2936317.871916
2021-01-04 00:00,2936115.330642
2021-01-05 00:00,2935915.642062
2021-01-06 00:00,2935713.100788
2021-01-07 00:00,2935513.412208
2021-01-08 00:00,2935513.412208
2021-01-09 00:00,2935513.412208
2021-01-10 00:00,2934911.493774
2021-01-11 00:00,2934708.9525
2021-01-12 00:00,2934509.2639200003
2021-01-13 00:00,2934306.722646
2021-01-14 00:00,2934107.034066
2021-01-15 00:00,2934107.034066
2021-01-16 00:00,2934107.034066
2021-01-17 00:00,2933502.2629380003
2021-01-18 00:00,2933302.574358
2021-01-19 00:00,2933102.885778
2021-01-20 00:00,2932900.3445039997
2021-01-21 00:00,2932700.655924
2021-01-22 00:00,2932700.655924
2021-01-23 00:00,2932700.655924
2021-01-24 00:00,2932095.884796
2021-01-25 00:00,2931896.196216
2021-01-26 00:00,2931696.507636
2021-01-27 00:00,2931493.9663620004
2021-01-28 00:00,2931294.277782
2021-01-29 00:00,2931294.277782
2021-01-30 00:00,2931294.277782
2021-01-31 00:00,2930692.359348
2021-02-01 00:00,2955488.4578589997
2021-02-02 00:00,3002487.97898
2021-02-03 00:00,3015171.810168
2021-02-04 00:00,3036284.12622
2021-02-05 00:00,3036284.12622
2021-02-06 00:00,3036284.12622
2021-02-07 00:00,3039237.891579
2021-02-08 00:00,3051687.812342
2021-02-09 00:00,3073623.825194
2021-02-10 00:00,3126353.96993
2021-02-11 00:00,3128580.9556159996
2021-02-12 00:00,3128580.9556159996
2021-02-13 00:00,3128580.9556159996
2021-02-14 00:00,3128580.9556159996
2021-02-15 00:00,3128628.735491
2021-02-16 00:00,3148724.185776
2021-02-17 00:00,3155746.813494
2021-02-18 00:00,3156060.9949800004
2021-02-19 00:00,3156060.9949800004
2021-02-20 00:00,3156060.9949800004
2021-02-21 00:00,3155458.1535
2021-02-22 00:00,3155358.755335
2021-02-23 00:00,3170880.107375
2021-02-24 00:00,3170718.057794
2021-02-25 00:00,3171465.707984
2021-02-26 00:00,3171465.707984
2021-02-27 00:00,3171465.707984
2021-02-28 00:00,3174813.2019960005
2021-03-01 00:00,3174596.464356
2021-03-02 00:00,3174445.341628
2021-03-03 00:00,3174865.225731
2021-03-04 00:00,3174645.343204
2021-03-05 00:00,3174645.343204
2021-03-06 00:00,3174645.343204
2021-03-07 00:00,3174031.8821860002
2021-03-08 00:00,3173815.0940759997
2021-03-09 00:00,3173595.208993
2021-03-10 00:00,3173378.420883
2021-03-11 00:00,3173161.632773
2021-03-12 00:00,3173161.632773
2021-03-13 00:00,3173161.632773
2021-03-14 00:00,3172511.268443
2021-03-15 00:00,3176958.18528
2021-03-16 00:00,3176741.07825
2021-03-17 00:00,3176523.97122
2021-03-18 00:00,3176321.20173
2021-03-19 00:00,3176321.20173
2021-03-20 00:00,3176321.20173
2021-03-21 00:00,3175669.8777
2021-03-22 00:00,3175492.668965
2021-03-23 00:00,3175275.558015
2021-03-24 00:00,3175058.447065
2021-03-25 00:00,3174841.336115
2021-03-26 00:00,3174841.336115
2021-03-27 00:00,3174841.336115
2021-03-28 00:00,3174190.003265
2021-03-29 00:00,3173972.892315
2021-03-30 00:00,3173755.7813649997
2021-03-31 00:00,3173535.56883
2021-04-01 00:00,3173318.45788
2021-04-02 00:00,3173318.45788
2021-04-03 00:00,3173318.45788
2021-04-04 00:00,3172667.1250299998
2021-04-05 00:00,3172450.01408
2021-04-06 00:00,3172232.90313
2021-04-07 00:00,3172015.79218
2021-04-08 00:00,3171798.68123
2021-04-09 00:00,3171798.68123
2021-04-10 00:00,3171798.68123
2021-04-11 00:00,3171147.3483800003
2021-04-12 00:00,3170930.2374299997
2021-04-13 00:00,3170713.12648
2021-04-14 00:00,3170496.0155300004
2021-04-15 00:00,3170278.90458
2021-04-16 00:00,3170278.90458
2021-04-17 00:00,3170277.9741045
2021-04-18 00:00,3169626.6412545
2021-04-19 00:00,3169409.5303045004
2021-04-20 00:00,3169192.4193545
2021-04-21 00:00,3168975.3084045
2021-04-22 00:00,3168758.1974544995
2021-04-23 00:00,3168758.1974544995
2021-04-24 00:00,3168758.1974544995
2021-04-25 00:00,3168107.174763
2021-04-26 00:00,3167890.063813
2021-04-27 00:00,3167673.2630215
2021-04-28 00:00,3167456.1520715
2021-04-29 00:00,3167239.35128
2021-04-30 00:00,3167239.35128
2021-05-01 00:00,3167239.35128
2021-05-02 00:00,3166588.638747
2021-05-03 00:00,3166371.527797
2021-05-04 00:00,3166154.7270055
2021-05-05 00:00,3165937.9262139997
2021-05-06 00:00,3165721.1254224996
2021-05-07 00:00,3165721.1254224996
2021-05-08 00:00,3165721.1254224996
2021-05-09 00:00,3165070.723048
2021-05-10 00:00,3164853.9222565
2021-05-11 00:00,3164637.121465
2021-05-12 00:00,3164420.3206735
2021-05-13 00:00,3164203.519882
2021-05-14 00:00,3164203.519882
2021-05-15 00:00,3164203.519882
2021-05-16 00:00,3163553.427666
2021-05-17 00:00,3163336.6268745004
2021-05-18 00:00,3163120.1362415003
2021-05-19 00:00,3162903.33545
2021-05-20 00:00,3162686.844817
2021-05-21 00:00,3162686.844817
2021-05-22 00:00,3162686.844817
2021-05-23 00:00,3162037.0627595
2021-05-24 00:00,3161820.261968
2021-05-25 00:00,3161603.7713349997
2021-05-26 00:00,3161387.280702
2021-05-27 00:00,3161170.7900690003
2021-05-28 00:00,3161170.7900690003
2021-05-29 00:00,3161170.7900690003
2021-05-30 00:00,3161170.7900690003
2021-05-31 00:00,3160304.827537
2021-06-01 00:00,3160088.336904
2021-06-02 00:00,3159871.846271
2021-06-03 00:00,3159655.3556379997
2021-06-04 00:00,3159655.3556379997
2021-06-05 00:00,3159655.3556379997
2021-06-06 00:00,3159006.1938974997
2021-06-07 00:00,3158790.013423
2021-06-08 00:00,3158573.52279
2021-06-09 00:00,3158357.032157
2021-06-10 00:00,3158140.8516825
2021-06-11 00:00,3158140.8516825
2021-06-12 00:00,3158140.8516825
2021-06-13 00:00,3157492.0001005
2021-06-14 00:00,3157275.819626
2021-06-15 00:00,3157059.328993
2021-06-16 00:00,3156843.1485185
2021-06-17 00:00,3156626.968044
2021-06-18 00:00,3156626.968044
2021-06-19 00:00,3156626.968044
2021-06-20 00:00,3155978.4266204997
2021-06-21 00:00,3155762.246146
2021-06-22 00:00,3155546.0656715
2021-06-23 00:00,3155329.885197
2021-06-24 00:00,3155113.7047225
2021-06-25 00:00,3155113.7047225
2021-06-26 00:00,3155113.7047225
2021-06-27 00:00,3154465.4734575
2021-06-28 00:00,3154249.6031415
2021-06-29 00:00,3154033.422667
2021-06-30 00:00,3153817.552351
2021-07-01 00:00,3153601.3718765
2021-07-02 00:00,3153601.3718765
2021-07-03 00:00,3153601.3718765
2021-07-04 00:00,3153601.3718765
2021-07-05 00:00,3152737.5804540003
2021-07-06 00:00,3152521.710138
2021-07-07 00:00,3152305.5296635
2021-07-08 00:00,3152089.6593475
2021-07-09 00:00,3152089.6593475
2021-07-10 00:00,3152089.6593475
2021-07-11 00:00,3151442.0483994996
2021-07-12 00:00,3151226.1780835
2021-07-13 00:00,3151010.3077675
2021-07-14 00:00,3150794.4374515
2021-07-15 00:00,3150578.8772940002
2021-07-16 00:00,3150578.8772940002
2021-07-17 00:00,3150578.8772940002
2021-07-18 00:00,3149931.5765045
2021-07-19 00:00,3149715.7061885
2021-07-20 00:00,3149499.8358724997
2021-07-21 00:00,3149284.275715
2021-07-22 00:00,3149068.405399
2021-07-23 00:00,3149068.405399
2021-07-24 00:00,3149068.405399
2021-07-25 00:00,3148421.4147679997
2021-07-26 00:00,3148205.8546105
2021-07-27 00:00,3147990.2944529997
2021-07-28 00:00,3147774.7342955
2021-07-29 00:00,3147559.1741380002
2021-07-30 00:00,3147559.1741380002
2021-07-31 00:00,3147559.1741380002
2021-08-01 00:00,3146912.183507
2021-08-02 00:00,3146696.6233495
2021-08-03 00:00,3146481.3733504997
2021-08-04 00:00,3146265.813193
2021-08-05 00:00,3146050.2530355
2021-08-06 00:00,3146050.2530355
2021-08-07 00:00,3146050.2530355
2021-08-08 00:00,3145403.8827215
2021-08-09 00:00,3145188.322564
2021-08-10 00:00,3144973.072565
2021-08-11 00:00,3144757.5124075
2021-08-12 00:00,3144542.2624084996
2021-08-13 00:00,3144542.2624084996
2021-08-14 00:00,3144542.2624084996
2021-08-15 00:00,3143896.202253
2021-08-16 00:00,3143680.6420954997
2021-08-17 00:00,3143465.3920965
2021-08-18 00:00,3143250.1420974997
2021-08-19 00:00,3143250.1420974997
2021-08-20 00:00,3143250.1420974997
2021-08-21 00:00,3143250.1420974997
2021-08-22 00:00,3142389.1421015
2021-08-23 00:00,3142173.8921025
2021-08-24 00:00,3141958.6421035
2021-08-25 00:00,3141743.3921045
2021-08-26 00:00,3141528.1421055
2021-08-27 00:00,3141528.1421055
2021-08-28 00:00,3141528.1421055
2021-08-29 00:00,3140882.702267
2021-08-30 00:00,3140667.452268
2021-08-31 00:00,3140452.5124275
2021-09-01 00:00,3140237.2624285
2021-09-02 00:00,3140022.3225880004
2021-09-03 00:00,3140022.3225880004
2021-09-04 00:00,3140022.3225880004
2021-09-05 00:00,3140022.3225880004
2021-09-06 00:00,3139161.942909
2021-09-07 00:00,3138947.0030685
2021-09-08 00:00,3138732.063228
2021-09-09 00:00,3138517.1233875
2021-09-10 00:00,3138517.1233875
2021-09-11 00:00,3138517.1233875
2021-09-12 00:00,3137872.303866
2021-09-13 00:00,3137657.3640255
2021-09-14 00:00,3137442.4241850004
2021-09-15 00:00,3137227.4843444997
2021-09-16 00:00,3137012.544504
2021-09-17 00:00,3137012.544504
2021-09-18 00:00,3137012.544504
2021-09-19 00:00,3136368.035141
2021-09-20 00:00,3136153.4054590003
2021-09-21 00:00,3135938.4656185
2021-09-22 00:00,3135723.525778
2021-09-23 00:00,3135508.896096
2021-09-24 00:00,3135508.896096
2021-09-25 00:00,3135508.896096
2021-09-26 00:00,3134864.6968915
2021-09-27 00:00,3134650.0672095
2021-09-28 00:00,3134435.127369
2021-09-29 00:00,3134220.4976870003
2021-09-30 00:00,3134005.868005
2021-10-01 00:00,3134005.868005
2021-10-02 00:00,3134005.868005
2021-10-03 00:00,3133360.7383250003
2021-10-04 00:00,3133146.72896
2021-10-05 00:00,3132932.719595
2021-10-06 00:00,3132718.7102300003
2021-10-07 00:00,3132504.700865
2021-10-08 00:00,3132504.700865
2021-10-09 00:00,3132504.700865
2021-10-10 00:00,3132504.700865
2021-10-11 00:00,3131645.56182
2021-10-12 00:00,3131431.5524549996
2021-10-13 00:00,3131217.54309
2021-10-14 00:00,3131003.533725
2021-10-15 00:00,3131003.533725
2021-10-16 00:00,3131003.533725
2021-10-17 00:00,3130358.4040449997
2021-10-18 00:00,3130144.39468
2021-10-19 00:00,3129930.385315
2021-10-20 00:00,3129716.37595
2021-10-21 00:00,3129502.366585
2021-10-22 00:00,3129502.366585
2021-10-23 00:00,3129502.366585
2021-10-24 00:00,3128857.236905
2021-10-25 00:00,3128643.2275400003
2021-10-26 00:00,3128429.218175
2021-10-27 00:00,3128215.20881
2021-10-28 00:00,3128001.199445
2021-10-29 00:00,3128001.199445
