,margin_call_s,margin_call_m,margin_call_l,margin_call_x,short_margin_call,long_margin_call,date
310,15555711.0,52528460.0,4395119.0,0.0,64476815.0,8002475.0,2021-04-30 00:00
311,3849852.6,11548700.2,1947890.0,0.0,10160666.5,7185776.300000001,2021-05-01 00:00
312,6044655.5,18030089.2,1818436.46,0.0,20035368.56,5857812.600000001,2021-05-02 00:00
313,14072094.2,52287541.9,10751736.0,0.0,75132701.0,1978671.1,2021-05-03 00:00
314,4137282.6,9894000.0,868068.0,0.0,10692846.3,4206504.3,2021-05-04 00:00
315,1889276.8,2532073.6,0.0,0.0,2210541.9000000004,2210808.5,2021-05-05 00:00
316,4643429.0,10662145.8,3892776.5,0.0,4062756.3,15135595.0,2021-05-06 00:00
317,3077966.86,8806286.4,748970.75,0.0,11067689.55,1565534.46,2021-05-07 00:00
318,3409747.06,7596085.0,0.0,0.0,8478862.5,2526969.56,2021-05-08 00:00
319,3218725.2,10491522.7,0.0,0.0,4276255.6,9433992.3,2021-05-09 00:00
320,9647837.0,31829419.0,5027654.0,0.0,23928846.2,22576063.8,2021-05-10 00:00
321,5272709.0,12167235.0,1519744.8,0.0,8883334.5,10076354.3,2021-05-11 00:00
322,12790032.8,51395180.0,17059911.0,0.0,70169798.0,11075325.8,2021-05-12 00:00
323,3851110.1,10997064.7,0.0,0.0,13533413.0,1314761.7999999998,2021-05-13 00:00
324,28269186.8,130656476.0,21487436.0,0.0,170303026.0,10110072.8,2021-05-14 00:00
325,7032903.9,20199641.0,943539.9,0.0,22977220.4,5198864.4,2021-05-15 00:00
326,5728977.7,15563191.0,1574549.0,0.0,14837429.5,8029288.2,2021-05-16 00:00
327,7648598.8,15539637.0,2916753.2,0.0,8013860.8,18091128.2,2021-05-17 00:00
328,12012602.5,29458606.0,7648476.4,0.0,19758257.9,29361427.0,2021-05-18 00:00
329,38958968.5,127637786.0,20674456.9,0.0,156614864.0,30656347.4,2021-05-19 00:00
330,9109216.2,23284161.5,3997771.5,0.0,26895656.5,9495492.7,2021-05-20 00:00
331,5421545.0,9899228.2,1039896.44,0.0,6461770.2,9898899.44,2021-05-21 00:00
332,11670116.0,30269607.0,2843694.2,0.0,22599039.0,22184378.2,2021-05-22 00:00
333,4485922.9,10119962.5,0.0,0.0,7713043.3,6892842.1,2021-05-23 00:00
334,4362413.5,2448917.1,0.0,0.0,3584057.6,3227273.0,2021-05-24 00:00
335,6540925.2,4569797.0,0.0,0.0,4999913.4,6110808.8,2021-05-25 00:00
336,5519077.4,1644634.3,0.0,0.0,3615636.7,3548075.0,2021-05-26 00:00
337,5618776.4,2910408.3000000003,0.0,0.0,5661781.4,2867403.3000000003,2021-05-27 00:00
338,5754025.4,3598862.0,0.0,0.0,6026772.8,3326114.6,2021-05-28 00:00
339,6396680.0,2258000.96,0.0,0.0,4390513.699999999,4264167.26,2021-05-29 00:00
340,5805732.0,2413887.2,0.0,0.0,3063918.8000000003,5155700.4,2021-05-30 00:00
341,6526744.2,3050148.8,0.0,0.0,5069633.4,4507259.6,2021-05-31 00:00
342,3997082.0,1002728.07,0.0,0.0,1787956.07,3211854.0,2021-06-01 00:00
343,4656875.2,2253893.0,0.0,0.0,3021946.8,3888821.4,2021-06-02 00:00
344,5420733.0,3155847.56,0.0,0.0,5449159.2,3127421.36,2021-06-03 00:00
345,4537715.2,2108881.84,0.0,0.0,3877148.1,2769448.94,2021-06-04 00:00
346,3154460.5,1679836.15,0.0,0.0,2567720.8,2266575.85,2021-06-05 00:00
347,2833389.7,1247564.16,0.0,0.0,1537574.62,2543379.24,2021-06-06 00:00
348,8042247.7,4724044.5,0.0,0.0,9017916.7,3748375.5,2021-06-07 00:00
349,5714461.5,3117989.5,0.0,0.0,3437436.0,5395015.0,2021-06-08 00:00
350,3377594.1,952861.83,0.0,0.0,2564707.43,1765748.5,2021-06-09 00:00
351,3160385.3,951073.56,0.0,0.0,2772345.6,1339113.26,2021-06-10 00:00
352,4577457.4,1782479.94,0.0,0.0,3858952.3,2500985.04,2021-06-11 00:00
353,2361062.3,457919.92,0.0,0.0,1794277.36,1024704.86,2021-06-12 00:00
354,3034443.6,1637476.83,0.0,0.0,1212810.43,3459110.0,2021-06-13 00:00
355,3064762.2,667393.55,0.0,0.0,1887382.05,1844773.7,2021-06-14 00:00
356,2533717.85,1148467.28,0.0,0.0,2912908.6,769276.53,2021-06-15 00:00
357,3067321.2,1317539.36,0.0,0.0,2683733.0,1701127.5599999998,2021-06-16 00:00
358,4203741.0,1644761.75,0.0,0.0,4363871.8,1484630.95,2021-06-17 00:00
359,4487122.0,1763602.7000000002,0.0,0.0,3403255.0,2847469.7,2021-06-18 00:00
360,3909076.1,1543314.84,0.0,0.0,3828903.0,1623487.9400000002,2021-06-19 00:00
361,9206942.5,6035625.2,0.0,0.0,8913155.5,6329412.2,2021-06-20 00:00
362,9327231.2,3929974.2,0.0,0.0,8484193.2,4773012.2,2021-06-21 00:00
363,5719674.4,2760092.3600000003,0.0,0.0,3932411.76,4547355.0,2021-06-22 00:00
364,3118505.4,768907.5,0.0,0.0,2170899.9,1716513.0,2021-06-23 00:00
365,4652195.5,1676411.46,0.0,0.0,4476795.9,1851811.06,2021-06-24 00:00
366,5170930.5,2647840.56,0.0,0.0,4887702.5,2931068.56,2021-06-25 00:00
367,3127195.5,1529180.35,0.0,0.0,2187505.75,2468870.1,2021-06-26 00:00
368,4144750.3,1755844.06,0.0,0.0,2007272.36,3893322.0,2021-06-27 00:00
369,4687722.7,2135862.6,0.0,0.0,3286865.9,3536719.4000000004,2021-06-28 00:00
370,4273755.0,2077985.16,0.0,0.0,4341043.3,2010696.86,2021-06-29 00:00
371,5377264.4,3527005.4000000004,0.0,0.0,4247184.0,4657085.800000001,2021-06-30 00:00
372,3466958.7,1363582.16,0.0,0.0,2950689.1,1879851.76,2021-07-01 00:00
373,2297957.25,1089565.7999999998,0.0,0.0,1383118.35,2004404.7,2021-07-02 00:00
374,2160007.5,1249510.8,0.0,0.0,1268322.6,2141195.7,2021-07-03 00:00
375,3612159.9,2017772.9,0.0,0.0,3568890.8,2061042.0,2021-07-04 00:00
376,3438259.1,2107071.06,0.0,0.0,2339550.16,3205780.0,2021-07-05 00:00
377,2306706.3,942869.24,0.0,0.0,1291895.9,1957679.64,2021-07-06 00:00
378,3725513.3,1471291.12,0.0,0.0,3816270.8,1380533.62,2021-07-07 00:00
379,4285631.4,2443246.2,0.0,0.0,3923954.0,2804923.6,2021-07-08 00:00
380,2596186.96,812431.8600000001,0.0,0.0,2208369.46,1200249.36,2021-07-09 00:00
381,2528945.6,380143.8,0.0,0.0,1369462.69,1539626.71,2021-07-10 00:00
382,1830286.86,1262242.04,0.0,0.0,1708938.9,1383590.0,2021-07-11 00:00
383,3760705.0,1771363.07,0.0,0.0,3838022.9,1694045.17,2021-07-12 00:00
384,4607819.8,2777257.2,0.0,0.0,4398017.4,2987059.6,2021-07-13 00:00
385,3182118.9,938940.66,0.0,0.0,2549436.96,1571622.6,2021-07-14 00:00
386,3676307.7,1917749.06,0.0,0.0,3350781.7,2243275.06,2021-07-15 00:00
387,2489748.4,1001284.5,0.0,0.0,2288943.15,1202089.75,2021-07-16 00:00
388,2490456.7,1495152.2,0.0,0.0,1649167.7000000002,2336441.2,2021-07-17 00:00
389,2499143.5,1568979.35,0.0,0.0,3060304.3,1007818.55,2021-07-18 00:00
390,2835720.5,2613714.1,0.0,0.0,3882215.6,1567219.0,2021-07-19 00:00
391,2390095.6,954070.85,0.0,0.0,1001455.95,2342710.5,2021-07-20 00:00
392,4413071.6,3224532.56,0.0,0.0,2789201.46,4848402.7,2021-07-21 00:00
393,2040004.94,716132.56,0.0,0.0,1208742.66,1547394.84,2021-07-22 00:00
394,3608736.9,1670774.95,0.0,0.0,1478202.65,3801309.2,2021-07-23 00:00
395,2930484.8,1164074.41,0.0,0.0,2061462.76,2033096.45,2021-07-24 00:00
396,4489875.6,5735268.5,0.0,0.0,2501040.6,7724103.5,2021-07-25 00:00
397,5027244.3,4368479.7,0.0,0.0,5300057.0,4095667.0,2021-07-26 00:00
398,3041347.0,1254319.72,0.0,0.0,2338545.25,1957121.47,2021-07-27 00:00
399,1803126.2,556168.1,0.0,0.0,1133970.4,1225323.9,2021-07-28 00:00
400,2298914.1,1090888.8199999998,0.0,0.0,1281166.22,2108636.7,2021-07-29 00:00
401,2494921.46,1139361.46,0.0,0.0,914249.62,2720033.3,2021-07-30 00:00
402,3557270.36,1858817.52,0.0,0.0,1115882.6800000002,4300205.199999999,2021-07-31 00:00
403,7251353.6,3927116.5,0.0,0.0,5707166.8,5471303.3,2021-08-01 00:00
404,3899212.6,2621504.6,0.0,0.0,4680132.2,1840585.0,2021-08-02 00:00
405,3491872.1,1459918.4,0.0,0.0,1786358.3,3165432.2,2021-08-03 00:00
406,5714938.0,4033054.9,0.0,0.0,4740485.6,5007507.300000001,2021-08-04 00:00
407,3448582.8,1314100.64,0.0,0.0,1915843.84,2846839.6,2021-08-05 00:00
408,5648333.9,4335238.98,0.0,0.0,2363470.88,7620102.0,2021-08-06 00:00
409,5398945.2,1946739.45,0.0,0.0,3729744.75,3615939.9,2021-08-07 00:00
410,6394245.7,2764522.46,0.0,0.0,4304408.26,4854359.9,2021-08-08 00:00
411,4828957.0,1802050.85,0.0,0.0,3146971.55,3484036.3000000003,2021-08-09 00:00
412,3314986.6,2523293.8,0.0,0.0,1649961.5,4188318.9,2021-08-10 00:00
413,4091220.7,2578275.2,0.0,0.0,4589012.4,2080483.5,2021-08-11 00:00
414,4470875.2,3480499.8,0.0,0.0,3004004.2,4947370.8,2021-08-12 00:00
415,3001672.0,2007091.0,0.0,0.0,1958429.9,3050333.1,2021-08-13 00:00
416,2219565.96,725057.38,0.0,0.0,1817242.18,1127381.16,2021-08-14 00:00
417,3767737.2,3054801.0,0.0,0.0,2868048.6,3954489.6,2021-08-15 00:00
418,3314735.1,3501092.5,0.0,0.0,4544480.7,2271346.9,2021-08-16 00:00
419,4997322.6,3120332.5,0.0,0.0,5808366.0,2309289.1,2021-08-17 00:00
420,3046956.3,1113018.3,0.0,0.0,2909444.1,1250530.5,2021-08-18 00:00
421,2969001.6,2842614.26,742120.75,0.0,706651.86,5847084.75,2021-08-19 00:00
422,2389036.5,2136371.44,0.0,0.0,1813415.94,2711992.0,2021-08-20 00:00
423,1626322.37,1014561.75,0.0,0.0,2253687.65,387196.47,2021-08-21 00:00
424,3101140.55,1795436.28,0.0,0.0,1190018.23,3706558.6,2021-08-22 00:00
425,3040023.8,1496087.98,0.0,0.0,3157477.7,1378634.08,2021-08-23 00:00
426,3846345.9,2852698.0,0.0,0.0,4471471.1,2227572.8,2021-08-24 00:00
427,3163258.75,2022700.7,0.0,0.0,3465707.0,1720252.45,2021-08-25 00:00
428,1867430.86,1506918.5,0.0,0.0,1303032.46,2071316.9,2021-08-26 00:00
429,968566.72,365734.14,0.0,0.0,405099.08,929201.78,2021-08-27 00:00
430,1259830.9,500016.79,0.0,0.0,1168064.98,591782.71,2021-08-28 00:00
431,1271639.54,384242.36,0.0,0.0,748042.1799999999,907839.72,2021-08-29 00:00
432,4432802.9,2544889.25,0.0,0.0,2253037.65,4724654.5,2021-08-30 00:00
433,2833755.4,1584763.33,0.0,0.0,1019739.53,3398779.2,2021-08-31 00:00
434,3534770.8,2528160.9,0.0,0.0,1627164.1,4435767.6,2021-09-01 00:00
435,3014805.6,2822398.25,0.0,0.0,1314773.75,4522430.1,2021-09-02 00:00
436,1615945.25,784969.75,0.0,0.0,1342406.78,1058508.22,2021-09-03 00:00
437,1868955.04,810125.97,0.0,0.0,1597086.6,1081994.41,2021-09-04 00:00
438,1675676.15,2706345.8600000003,980117.9,1865539.6,3577333.45,3650346.06,2021-09-05 00:00
439,5640506.7,17318205.0,5070317.2,3950356.8,24544376.5,7435009.2,2021-09-06 00:00
440,5378587.0,10328118.2,923684.7,0.0,10930422.9,5699967.0,2021-09-07 00:00
441,2910862.8,6647179.8,0.0,0.0,4221079.6,5336963.0,2021-09-08 00:00
442,2766614.8,4694400.0,0.0,0.0,5108682.4,2352332.4,2021-09-09 00:00
443,2159313.5,5621786.8,0.0,0.0,4774108.5,3006991.8,2021-09-10 00:00
444,1623570.96,3450344.7,0.0,0.0,2629487.26,2444428.4,2021-09-11 00:00
445,3561979.4000000004,9163902.3,0.0,0.0,8042104.7,4683777.0,2021-09-12 00:00
446,1648538.81,2320983.24,0.0,0.0,1003623.0,2965899.05,2021-09-13 00:00
447,1551873.26,3153536.3000000003,0.0,0.0,1183718.66,3521690.9000000004,2021-09-14 00:00
448,2325694.0,5050932.2,0.0,0.0,4090277.3,3286348.9,2021-09-15 00:00
449,2091516.45,4950628.94,0.0,0.0,5809914.2,1232231.19,2021-09-16 00:00
450,1737878.3,3206985.4,0.0,0.0,2779755.8,2165107.9,2021-09-17 00:00
451,1666699.12,3539609.4,0.0,0.0,4205709.4,1000599.12,2021-09-18 00:00
452,5059786.199999999,9534397.3,0.0,0.0,11771403.3,2822780.2,2021-09-19 00:00
453,4482862.7,9603593.5,0.0,0.0,7025581.0,7060875.2,2021-09-20 00:00
454,5249349.8,10025340.3,0.0,0.0,9213226.5,6061463.6,2021-09-21 00:00
455,2584770.2,4322410.2,0.0,0.0,2203900.2,4703280.2,2021-09-22 00:00
456,4636794.6,6462811.7,0.0,0.0,6650923.4,4448682.9,2021-09-23 00:00
457,2688733.8,5027725.7,0.0,0.0,3613141.1,4103318.4,2021-09-24 00:00
458,3270514.1,6380804.5,0.0,0.0,4540899.9,5110418.7,2021-09-25 00:00
459,2493258.3,4346400.359999999,0.0,0.0,1765303.06,5074355.6,2021-09-26 00:00
460,2927988.7,6326231.9,0.0,0.0,6885989.1,2368231.5,2021-09-27 00:00
461,2062669.6,2487746.6,0.0,0.0,2288348.9,2262067.3,2021-09-28 00:00
462,2531537.5,4700420.9,1006639.5,0.0,3146646.8,5091951.1,2021-09-29 00:00
463,2707159.35,6655990.7,0.0,0.0,2555725.95,6807424.1,2021-09-30 00:00
464,2179222.2,4964284.0,0.0,0.0,1648664.2999999998,5494841.9,2021-10-01 00:00
465,1969545.7,2323249.3,0.0,0.0,1719501.5,2573293.5,2021-10-02 00:00
466,2629663.3,4240365.4,0.0,0.0,4696857.3,2173171.4,2021-10-03 00:00
467,1905443.56,2974268.6,0.0,0.0,1824056.76,3055655.4,2021-10-04 00:00
468,3043545.6,7210071.2,0.0,0.0,3934994.3,6318622.5,2021-10-05 00:00
469,2270430.4,4169995.8,0.0,0.0,3958299.9,2482126.3,2021-10-06 00:00
470,1537421.9,3239712.2,0.0,0.0,2678923.1,2098211.0,2021-10-07 00:00
471,894500.06,912457.41,0.0,0.0,975272.94,831684.53,2021-10-08 00:00
472,1264543.47,1497067.24,0.0,0.0,2219568.9,542041.8099999999,2021-10-09 00:00
473,2032158.7,3167269.1,0.0,0.0,2721758.3,2477669.5,2021-10-10 00:00
474,2456790.9,5944725.9,0.0,0.0,5749774.2,2651742.6,2021-10-11 00:00
475,1385700.28,2953356.5,0.0,0.0,2466767.4,1872289.38,2021-10-12 00:00
476,3124746.75,11714803.8,0.0,0.0,3727004.55,11112546.0,2021-10-13 00:00
477,2111929.35,2591989.05,0.0,0.0,1959727.35,2744191.05,2021-10-14 00:00
478,1838466.8,2913913.75,1932401.1,0.0,1421770.65,5263011.0,2021-10-15 00:00
479,1115498.2999999998,1575582.88,0.0,0.0,1666001.64,1025079.54,2021-10-16 00:00
480,2244047.2,6096608.8,2176724.5,0.0,6124113.600000001,4393266.9,2021-10-17 00:00
481,1581466.7999999998,1408035.62,0.0,0.0,1344559.16,1644943.26,2021-10-18 00:00
482,2046653.02,3737418.04,718754.0,0.0,555602.46,5947222.6,2021-10-19 00:00
483,5266064.3,10214112.8,0.0,0.0,6309409.3,9170767.8,2021-10-20 00:00
484,2674353.3,3272501.0,0.0,0.0,3425111.8,2521742.5,2021-10-21 00:00
485,2129591.7,2036343.35,0.0,0.0,2242461.35,1923473.7,2021-10-22 00:00
486,1858961.3,2175246.2,1176094.5,0.0,2412084.8,2798217.2,2021-10-23 00:00
487,2012797.3,3072658.55,0.0,0.0,1695986.15,3389469.7,2021-10-24 00:00
488,1288748.84,1182087.6,0.0,0.0,1224471.94,1246364.5,2021-10-25 00:00
489,4448648.0,11803113.5,0.0,1475470.4,11740798.7,5986433.2,2021-10-26 00:00
490,2420522.1,6062464.2,1007488.7,0.0,3442554.9,6047920.100000001,2021-10-27 00:00
491,2814212.5,6898214.1,0.0,0.0,2329151.1,7383275.5,2021-10-28 00:00
492,1452784.54,2685428.0,0.0,0.0,2651466.8,1486745.74,2021-10-29 00:00
493,2024371.3,5510326.0,0.0,1443461.6,5043428.1,3934730.8,2021-10-30 00:00
494,489104.14,570915.1,0.0,0.0,189967.94,870051.3,2021-10-31 00:00
