date,avg_gas_cost
2015-10-10 00:00,25344306568.0617000000
2015-10-11 00:00,23430096924.7964000000
2015-10-12 00:00,24179897590.7956000000
2015-10-13 00:00,28798488267.7521000000
2015-10-14 00:00,26068239797.5562000000
2015-10-15 00:00,25817195554.8353000000
2015-10-16 00:00,23885689999.5403000000
2015-10-17 00:00,24820947855.2097000000
2015-10-18 00:00,23950081803.3520000000
2015-10-19 00:00,22420319145.5134000000
2015-10-20 00:00,25603564972.3976000000
2015-10-21 00:00,28504138450.7129000000
2015-10-22 00:00,24253044850.8915000000
2015-10-23 00:00,24280180782.3767000000
2015-10-24 00:00,22101273756.1128000000
2015-10-25 00:00,23233984210.8299000000
2015-10-26 00:00,24508846244.0161000000
2015-10-27 00:00,28566798122.6745000000
2015-10-28 00:00,27279375374.8154000000
2015-10-29 00:00,27917497290.9532000000
2015-10-30 00:00,27308700391.4342000000
2015-10-31 00:00,24490124650.1722000000
2015-11-01 00:00,23177234986.2170000000
2015-11-02 00:00,25541245118.2665000000
2015-11-03 00:00,24821838035.3387000000
2015-11-04 00:00,25451804880.0999000000
2015-11-05 00:00,26351250636.4403000000
2015-11-06 00:00,30746823122.8590000000
2015-11-07 00:00,31871223624.5383000000
2015-11-08 00:00,25858661628.2201000000
2015-11-09 00:00,28209688496.7016000000
2015-11-10 00:00,34058822474.6275000000
2015-11-11 00:00,31192724937.2217000000
2015-11-12 00:00,27771222143.5902000000
2015-11-13 00:00,24675976810.8114000000
2015-11-14 00:00,25009652866.7363000000
2015-11-15 00:00,29818949421.2266000000
2015-11-16 00:00,26853606482.6967000000
2015-11-17 00:00,25149446670.7235000000
2015-11-18 00:00,28993154407.2620000000
2015-11-19 00:00,24388718339.5300000000
2015-11-20 00:00,24780322800.2008000000
2015-11-21 00:00,27163357689.7809000000
2015-11-22 00:00,29083798900.8876000000
2015-11-23 00:00,28250990103.5365000000
2015-11-24 00:00,25216314869.4561000000
2015-11-25 00:00,24660167491.9496000000
2015-11-26 00:00,24250270124.8212000000
2015-11-27 00:00,23810918501.1070000000
2015-11-28 00:00,24094143953.0584000000
2015-11-29 00:00,28591504978.2459000000
2015-11-30 00:00,24712339547.4996000000
2015-12-01 00:00,24183110145.4030000000
2015-12-02 00:00,24813239476.2159000000
2015-12-03 00:00,25129864526.5545000000
2015-12-04 00:00,24889921973.6033000000
2015-12-05 00:00,26830599027.3686000000
2015-12-06 00:00,26189920999.9135000000
2015-12-07 00:00,25875481115.9886000000
2015-12-08 00:00,25251294086.4871000000
2015-12-09 00:00,27484720551.8806000000
2015-12-10 00:00,31828658564.8368000000
2015-12-11 00:00,30740411065.9880000000
2015-12-12 00:00,26268712801.6676000000
2015-12-13 00:00,43402465151.9978000000
2015-12-14 00:00,37837371085.8020000000
2015-12-15 00:00,33172248514.5333000000
2015-12-16 00:00,31154765595.2911000000
2015-12-17 00:00,32123460619.2653000000
2015-12-18 00:00,30022117989.1528000000
2015-12-19 00:00,29326126152.2656000000
2015-12-20 00:00,33102773288.9407000000
2015-12-21 00:00,32437279346.6570000000
2015-12-22 00:00,35979331411.0644000000
2015-12-23 00:00,35149391917.9994000000
2015-12-24 00:00,30263247106.2557000000
2015-12-25 00:00,31306419434.6239000000
2015-12-26 00:00,33284785116.5305000000
2015-12-27 00:00,33602250632.7154000000
2015-12-28 00:00,33606756569.5035000000
2015-12-29 00:00,33845120050.6177000000
2015-12-30 00:00,32431470025.2563000000
2015-12-31 00:00,27528497373.7345000000
2016-01-01 00:00,29610980283.0192000000
2016-01-02 00:00,29509521842.0777000000
2016-01-03 00:00,29827335528.0369000000
2016-01-04 00:00,33715770429.2663000000
2016-01-05 00:00,37502115641.4674000000
2016-01-06 00:00,35085686107.5647000000
2016-01-07 00:00,31538643916.8091000000
2016-01-08 00:00,33287512697.8476000000
2016-01-09 00:00,30643882244.5519000000
2016-01-10 00:00,30920400698.5571000000
2016-01-11 00:00,31779591035.6787000000
2016-01-12 00:00,33765252073.0554000000
2016-01-13 00:00,30983967996.2770000000
2016-01-14 00:00,30862583221.0161000000
2016-01-15 00:00,30373732068.4590000000
2016-01-16 00:00,27990025308.3300000000
2016-01-17 00:00,31811308920.7851000000
2016-01-18 00:00,32663621610.8494000000
2016-01-19 00:00,29567133180.9454000000
2016-01-20 00:00,31482057574.7014000000
2016-01-21 00:00,31840178274.9900000000
2016-01-22 00:00,32059888899.6646000000
2016-01-23 00:00,35018751539.1370000000
2016-01-24 00:00,37058068271.1535000000
2016-01-25 00:00,43253105270.1683000000
2016-01-26 00:00,39843819488.6558000000
2016-01-27 00:00,36963444097.7745000000
2016-01-28 00:00,38127967770.1197000000
2016-01-29 00:00,39476528691.1758000000
2016-01-30 00:00,40119113685.8454000000
2016-01-31 00:00,36325031964.1725000000
2016-02-01 00:00,36230896657.5195000000
2016-02-02 00:00,43176097131.8252000000
2016-02-03 00:00,43486614546.1845000000
2016-02-04 00:00,47011072754.3569000000
2016-02-05 00:00,57667986806.2037000000
2016-02-06 00:00,38043513841.9790000000
2016-02-07 00:00,40967082446.9712000000
2016-02-08 00:00,69243919612.2398000000
2016-02-09 00:00,83485141274.7382000000
2016-02-10 00:00,43657157766.8484000000
2016-02-11 00:00,38761572038.7789000000
2016-02-12 00:00,38006992696.4214000000
2016-02-13 00:00,35262214214.6860000000
2016-02-14 00:00,39221174387.2227000000
2016-02-15 00:00,36519686119.1530000000
2016-02-16 00:00,36588319755.6224000000
2016-02-17 00:00,36144417899.8692000000
2016-02-18 00:00,36874910181.4306000000
2016-02-19 00:00,35289938776.0984000000
2016-02-20 00:00,37169413059.5614000000
2016-02-21 00:00,46429004507.7094000000
2016-02-22 00:00,41030095517.9996000000
2016-02-23 00:00,38645835251.9236000000
2016-02-24 00:00,42737136300.8298000000
2016-02-25 00:00,37658997063.1539000000
2016-02-26 00:00,37945459480.3103000000
2016-02-27 00:00,38993111235.8002000000
2016-02-28 00:00,40116019223.3427000000
2016-02-29 00:00,38449167531.9551000000
2016-03-01 00:00,42365807081.3270000000
2016-03-02 00:00,37105461969.3610000000
2016-03-03 00:00,30197305878.1486000000
2016-03-04 00:00,29603813457.5732000000
2016-03-05 00:00,29245434276.7783000000
2016-03-06 00:00,29155901699.5567000000
2016-03-07 00:00,26946733054.9703000000
2016-03-08 00:00,22652727654.8016000000
2016-03-09 00:00,19542740336.6688000000
2016-03-10 00:00,16022527399.1335000000
2016-03-11 00:00,17480507033.5007000000
2016-03-12 00:00,17932586278.6348000000
2016-03-13 00:00,17830756575.7737000000
2016-03-14 00:00,17309244871.2607000000
2016-03-15 00:00,16987542830.9089000000
2016-03-16 00:00,17773651372.7465000000
2016-03-17 00:00,18123569076.3870000000
2016-03-18 00:00,20923539608.2415000000
2016-03-19 00:00,18056259091.4969000000
2016-03-20 00:00,17090827544.0140000000
2016-03-21 00:00,16150828291.8582000000
2016-03-22 00:00,16738016716.0850000000
2016-03-23 00:00,18119392086.9674000000
2016-03-24 00:00,19955002295.8173000000
2016-03-25 00:00,18211532025.6637000000
2016-03-26 00:00,16245783255.6626000000
2016-03-27 00:00,16435335393.8808000000
2016-03-28 00:00,17083261009.5739000000
2016-03-29 00:00,17071028792.9631000000
2016-03-30 00:00,16801072150.7575000000
2016-03-31 00:00,16498334677.5019000000
2016-04-01 00:00,15603983775.3703000000
2016-04-02 00:00,15571584863.7927000000
2016-04-03 00:00,16780613719.8748000000
2016-04-04 00:00,16095083169.0988000000
2016-04-05 00:00,16178439740.3424000000
2016-04-06 00:00,15482097949.5758000000
2016-04-07 00:00,16328374329.0326000000
2016-04-08 00:00,15457856070.2852000000
2016-04-09 00:00,16515190672.8158000000
2016-04-10 00:00,15897772421.9360000000
2016-04-11 00:00,16290021514.2381000000
2016-04-12 00:00,16276765028.8457000000
2016-04-13 00:00,17053754030.7467000000
2016-04-14 00:00,15805935235.7807000000
2016-04-15 00:00,15610929579.3015000000
2016-04-16 00:00,16444510714.5413000000
2016-04-17 00:00,16080834770.2763000000
2016-04-18 00:00,15980226939.8140000000
2016-04-19 00:00,16502415154.8873000000
2016-04-20 00:00,16598524837.7317000000
2016-04-21 00:00,15993590714.3432000000
2016-04-22 00:00,15717120844.5300000000
2016-04-23 00:00,16305117812.0525000000
2016-04-24 00:00,16238969401.7734000000
2016-04-25 00:00,17059463330.3108000000
2016-04-26 00:00,16455852888.1158000000
2016-04-27 00:00,16662205659.3915000000
2016-04-28 00:00,17017169157.6149000000
2016-04-29 00:00,17340471632.4163000000
2016-04-30 00:00,17677612806.7020000000
2016-05-01 00:00,17566200398.2944000000
2016-05-02 00:00,17717220447.1001000000
2016-05-03 00:00,17100351404.5627000000
2016-05-04 00:00,17459950835.8004000000
2016-05-05 00:00,17453505685.7232000000
2016-05-06 00:00,17365444422.6697000000
2016-05-07 00:00,17216006743.3251000000
2016-05-08 00:00,16838921648.8809000000
2016-05-09 00:00,17547442810.6083000000
2016-05-10 00:00,17499329634.4246000000
2016-05-11 00:00,18726225566.5411000000
2016-05-12 00:00,19006727839.4296000000
2016-05-13 00:00,19571046498.0534000000
2016-05-14 00:00,17326692762.9405000000
2016-05-15 00:00,17166277768.9165000000
2016-05-16 00:00,17325543215.8868000000
2016-05-17 00:00,17520252381.8245000000
2016-05-18 00:00,17614339065.9281000000
2016-05-19 00:00,18097346620.5968000000
2016-05-20 00:00,17343406349.5193000000
2016-05-21 00:00,16902597967.4052000000
2016-05-22 00:00,17929419466.4984000000
2016-05-23 00:00,18045466291.4714000000
2016-05-24 00:00,17769390984.6049000000
2016-05-25 00:00,17458811130.6759000000
2016-05-26 00:00,18020189126.7070000000
2016-05-27 00:00,18847007839.5820000000
2016-05-28 00:00,17873459386.4223000000
2016-05-29 00:00,17398980429.8815000000
2016-05-30 00:00,17595824292.7188000000
2016-05-31 00:00,17092551831.9790000000
2016-06-01 00:00,16806929407.6840000000
2016-06-02 00:00,16901591985.3460000000
2016-06-03 00:00,16436937554.7573000000
2016-06-04 00:00,16724858282.3497000000
2016-06-05 00:00,16921022553.0512000000
2016-06-06 00:00,17594734532.8227000000
2016-06-07 00:00,16888375910.6414000000
2016-06-08 00:00,16798471225.9993000000
2016-06-09 00:00,17311636689.9832000000
2016-06-10 00:00,16938351013.4581000000
2016-06-11 00:00,16977403344.9550000000
2016-06-12 00:00,17723676432.8813000000
2016-06-13 00:00,17971687960.1498000000
2016-06-14 00:00,17433469549.7598000000
2016-06-15 00:00,18053768874.0753000000
2016-06-16 00:00,15366622252.5259000000
2016-06-17 00:00,12769113880.3425000000
2016-06-18 00:00,12741059003.9688000000
2016-06-19 00:00,13097297716.1770000000
2016-06-20 00:00,14247642354.0300000000
2016-06-21 00:00,13345317892.0526000000
2016-06-22 00:00,12878189385.7090000000
2016-06-23 00:00,13010805832.0339000000
2016-06-24 00:00,14621000199.5042000000
2016-06-25 00:00,16449696432.4451000000
2016-06-26 00:00,17127354507.0041000000
2016-06-27 00:00,17261220853.8535000000
2016-06-28 00:00,17588901344.3120000000
2016-06-29 00:00,18400013277.4596000000
2016-06-30 00:00,16707826205.1551000000
2016-07-01 00:00,16833787646.0428000000
2016-07-02 00:00,16850416423.0673000000
2016-07-03 00:00,17233774980.7195000000
2016-07-04 00:00,17445147010.3664000000
2016-07-05 00:00,16595694049.8385000000
2016-07-06 00:00,16499657357.9319000000
2016-07-07 00:00,16797657179.6429000000
2016-07-08 00:00,16806782405.6151000000
2016-07-09 00:00,16426507020.6138000000
2016-07-10 00:00,16677222340.2115000000
2016-07-11 00:00,17027185000.0140000000
2016-07-12 00:00,16297400860.2129000000
2016-07-13 00:00,16338278186.3786000000
2016-07-14 00:00,16109525127.1820000000
2016-07-15 00:00,15796185570.0303000000
2016-07-16 00:00,16130539827.5822000000
2016-07-17 00:00,16286658145.5731000000
2016-07-18 00:00,15986710388.3975000000
2016-07-19 00:00,16441295525.2602000000
2016-07-20 00:00,16566164555.5873000000
2016-07-21 00:00,16678726128.1138000000
2016-07-22 00:00,16135163600.1331000000
2016-07-23 00:00,17649371817.7420000000
2016-07-24 00:00,18463626291.8962000000
2016-07-25 00:00,18742626694.8831000000
2016-07-26 00:00,17611387226.4235000000
2016-07-27 00:00,18212012110.9903000000
2016-07-28 00:00,17285141787.7140000000
2016-07-29 00:00,16140473412.1179000000
2016-07-30 00:00,16748282163.2403000000
2016-07-31 00:00,16617346508.3387000000
2016-08-01 00:00,17724186913.4433000000
2016-08-02 00:00,16721683070.3524000000
2016-08-03 00:00,16356424024.8786000000
2016-08-04 00:00,16172074539.1113000000
2016-08-05 00:00,15281701764.4450000000
2016-08-06 00:00,15327974406.9413000000
2016-08-07 00:00,16029446353.0555000000
2016-08-08 00:00,16098572783.8197000000
2016-08-09 00:00,16386624977.1615000000
2016-08-10 00:00,16171780132.5966000000
2016-08-11 00:00,15553412643.8555000000
2016-08-12 00:00,15125958051.7853000000
2016-08-13 00:00,15081528740.0958000000
2016-08-14 00:00,15442518125.1202000000
2016-08-15 00:00,15602945116.1934000000
2016-08-16 00:00,15193793094.6340000000
2016-08-17 00:00,15058079776.1757000000
2016-08-18 00:00,14577082635.2265000000
2016-08-19 00:00,14332944444.9671000000
2016-08-20 00:00,14640063956.8540000000
2016-08-21 00:00,14799879923.3942000000
2016-08-22 00:00,16105855270.4527000000
2016-08-23 00:00,14627398494.6446000000
2016-08-24 00:00,15171338520.4381000000
2016-08-25 00:00,14924453900.6414000000
2016-08-26 00:00,14394910070.1378000000
2016-08-27 00:00,14188627062.3365000000
2016-08-28 00:00,16655526551.8583000000
2016-08-29 00:00,15049724051.3973000000
2016-08-30 00:00,14891212397.7924000000
2016-08-31 00:00,16057079543.4906000000
2016-09-01 00:00,16306683637.4213000000
2016-09-02 00:00,15563911082.5591000000
2016-09-03 00:00,15923426239.5821000000
2016-09-04 00:00,14782159113.5360000000
2016-09-05 00:00,15029630097.3134000000
2016-09-06 00:00,15091789331.7151000000
2016-09-07 00:00,17697741803.9488000000
2016-09-08 00:00,15907192268.7563000000
2016-09-09 00:00,14997115857.5021000000
2016-09-10 00:00,15952891259.5593000000
2016-09-11 00:00,15338162807.1184000000
2016-09-12 00:00,15917192935.9585000000
2016-09-13 00:00,16093905818.5559000000
2016-09-14 00:00,16280136846.0126000000
2016-09-15 00:00,16744037429.0935000000
2016-09-16 00:00,16078568086.7336000000
2016-09-17 00:00,15063842733.1688000000
2016-09-18 00:00,15285514770.7347000000
2016-09-19 00:00,17758231182.8716000000
2016-09-20 00:00,17728079868.1943000000
2016-09-21 00:00,14011917609.6408000000
2016-09-22 00:00,11097187131.5472000000
2016-09-23 00:00,14040917864.7158000000
2016-09-24 00:00,16705735321.4118000000
2016-09-25 00:00,18929042557.2562000000
2016-09-26 00:00,15596718525.1672000000
2016-09-27 00:00,16196239900.6281000000
2016-09-28 00:00,14165196236.2524000000
2016-09-29 00:00,13281273692.7613000000
2016-09-30 00:00,13429951994.0888000000
2016-10-01 00:00,12643377104.8693000000
2016-10-02 00:00,13895691344.5600000000
2016-10-03 00:00,11896119720.0815000000
2016-10-04 00:00,9933569360.9916000000
2016-10-05 00:00,9978217825.2735000000
2016-10-06 00:00,10980411937.9456000000
2016-10-07 00:00,12471251795.7750000000
2016-10-08 00:00,12618841987.2091000000
2016-10-09 00:00,12743845237.5022000000
2016-10-10 00:00,10685329439.2332000000
2016-10-11 00:00,9094671592.7046000000
2016-10-12 00:00,23244746789.0607000000
2016-10-13 00:00,19298922173.8383000000
2016-10-14 00:00,30725683961.7831000000
2016-10-15 00:00,26383955989.3987000000
2016-10-16 00:00,35020139317.3907000000
2016-10-17 00:00,31306291469.7768000000
2016-10-18 00:00,16098092071.9063000000
2016-10-19 00:00,15812125753.9093000000
2016-10-20 00:00,15570296990.4563000000
2016-10-21 00:00,15239904219.9818000000
2016-10-22 00:00,16203708715.5803000000
2016-10-23 00:00,16001711046.5410000000
2016-10-24 00:00,16658637266.7732000000
2016-10-25 00:00,16305499394.0735000000
2016-10-26 00:00,16048894322.0605000000
2016-10-27 00:00,16379693711.7919000000
2016-10-28 00:00,16686866316.3686000000
2016-10-29 00:00,16592038786.3895000000
2016-10-30 00:00,16763102896.9345000000
2016-10-31 00:00,16891277004.6530000000
2016-11-01 00:00,18308139867.3441000000
2016-11-02 00:00,17876436826.0518000000
2016-11-03 00:00,14821732600.8787000000
2016-11-04 00:00,13324643542.4588000000
2016-11-05 00:00,14520187452.0872000000
2016-11-06 00:00,16859400034.5717000000
2016-11-07 00:00,16177376932.0581000000
2016-11-08 00:00,18783919040.7319000000
2016-11-09 00:00,17386952262.6361000000
2016-11-10 00:00,22163844805.7288000000
2016-11-11 00:00,16714452519.6476000000
2016-11-12 00:00,16825143890.2410000000
2016-11-13 00:00,16978510701.2317000000
2016-11-14 00:00,16739876147.2709000000
2016-11-15 00:00,16132163662.4012000000
2016-11-16 00:00,14756302009.5869000000
2016-11-17 00:00,16402774704.2579000000
2016-11-18 00:00,12812569519.4668000000
2016-11-19 00:00,13592844757.9179000000
2016-11-20 00:00,14771078443.4751000000
2016-11-21 00:00,13660410937.1749000000
2016-11-22 00:00,14803382791.9820000000
2016-11-23 00:00,15953019063.1513000000
2016-11-24 00:00,12382704546.1401000000
2016-11-25 00:00,14525671041.2193000000
2016-11-26 00:00,14340897247.8775000000
2016-11-27 00:00,14644267632.4323000000
2016-11-28 00:00,14828687548.0052000000
2016-11-29 00:00,12730495817.1366000000
2016-11-30 00:00,13142728705.0023000000
2016-12-01 00:00,13205819871.5534000000
2016-12-02 00:00,12258694866.7146000000
2016-12-03 00:00,12555540712.0207000000
2016-12-04 00:00,13907839961.7295000000
2016-12-05 00:00,14539848493.7909000000
2016-12-06 00:00,14125713482.1533000000
2016-12-07 00:00,5934830457331.7100000000
2016-12-08 00:00,13686217877.2977000000
2016-12-09 00:00,13259272827.5516000000
2016-12-10 00:00,13400065809.6015000000
2016-12-11 00:00,14727317642.4674000000
2016-12-12 00:00,15393002737.2231000000
2016-12-13 00:00,14738567729.1921000000
2016-12-14 00:00,14839087139.4751000000
2016-12-15 00:00,14315101448.4849000000
2016-12-16 00:00,16902267505.2874000000
2016-12-17 00:00,18344205113.5340000000
2016-12-18 00:00,15733589879.5269000000
2016-12-19 00:00,16643791216.3856000000
2016-12-20 00:00,18748425948.9554000000
2016-12-21 00:00,16145523724.3897000000
2016-12-22 00:00,15632728390.8401000000
2016-12-23 00:00,14314182807.2636000000
2016-12-24 00:00,13863199607.6832000000
2016-12-25 00:00,14546437236.2730000000
2016-12-26 00:00,15581084936.8795000000
2016-12-27 00:00,15239026429.0778000000
2016-12-28 00:00,15927212227.0210000000
2016-12-29 00:00,15944242593.8464000000
2016-12-30 00:00,14303589867.6337000000
2016-12-31 00:00,14161721338.4826000000
2017-01-01 00:00,14884622147.4751000000
2017-01-02 00:00,16108328068.2696000000
2017-01-03 00:00,16791158905.3014000000
2017-01-04 00:00,16249002467.2448000000
2017-01-05 00:00,16232770973.9511000000
2017-01-06 00:00,15652032031.2243000000
2017-01-07 00:00,15059909749.2995000000
2017-01-08 00:00,15737506514.4954000000
2017-01-09 00:00,15501822054.5620000000
2017-01-10 00:00,15158581103.5758000000
2017-01-11 00:00,15875941086.6800000000
2017-01-12 00:00,14607725968.3593000000
2017-01-13 00:00,14508016072.4684000000
2017-01-14 00:00,14637627258.2350000000
2017-01-15 00:00,15626574128.7322000000
2017-01-16 00:00,15918357093.8027000000
2017-01-17 00:00,15746476240.6373000000
2017-01-18 00:00,14936008229.4912000000
2017-01-19 00:00,15255616426.7045000000
2017-01-20 00:00,15464267840.8323000000
2017-01-21 00:00,15226805666.9650000000
2017-01-22 00:00,15307216460.0213000000
2017-01-23 00:00,15086197299.4709000000
2017-01-24 00:00,15306001475.6368000000
2017-01-25 00:00,15550973848.8661000000
2017-01-26 00:00,14906501623.6182000000
2017-01-27 00:00,14316016965.5575000000
2017-01-28 00:00,14196493151.4327000000
2017-01-29 00:00,13896459141.4401000000
2017-01-30 00:00,15352542875.8616000000
2017-01-31 00:00,14995032649.0666000000
2017-02-01 00:00,14965694731.4305000000
2017-02-02 00:00,14917702027.4908000000
2017-02-03 00:00,15620148486.8342000000
2017-02-04 00:00,14584715140.1348000000
2017-02-05 00:00,15137568431.3851000000
2017-02-06 00:00,15466079797.9193000000
2017-02-07 00:00,16627006936.9631000000
2017-02-08 00:00,16471532493.6646000000
2017-02-09 00:00,16241657366.3914000000
2017-02-10 00:00,14930885134.8907000000
2017-02-11 00:00,15376606805.6757000000
2017-02-12 00:00,16368370866.0137000000
2017-02-13 00:00,16843357786.7524000000
2017-02-14 00:00,16521870667.8294000000
2017-02-15 00:00,15833188917.4851000000
2017-02-16 00:00,15370378304.4100000000
2017-02-17 00:00,15659619711.8895000000
2017-02-18 00:00,14739781156.1844000000
2017-02-19 00:00,14842200329.3613000000
2017-02-20 00:00,15402168096.6552000000
2017-02-21 00:00,15341541780.7222000000
2017-02-22 00:00,15301113211.1495000000
2017-02-23 00:00,15627529472.2612000000
2017-02-24 00:00,15451929862.1565000000
2017-02-25 00:00,15563615051.1202000000
2017-02-26 00:00,16484560492.5753000000
2017-02-27 00:00,16700540666.0424000000
2017-02-28 00:00,16488394837.2962000000
2017-03-01 00:00,18194049660.8659000000
2017-03-02 00:00,18556858938.4998000000
2017-03-03 00:00,17171965122.6301000000
2017-03-04 00:00,16403275857.6088000000
2017-03-05 00:00,16464511578.2501000000
2017-03-06 00:00,16915733032.6596000000
2017-03-07 00:00,16348894901.1115000000
2017-03-08 00:00,16900030269.0687000000
2017-03-09 00:00,50894619984.6056000000
2017-03-10 00:00,17936054659.7989000000
2017-03-11 00:00,17518469215.2647000000
2017-03-12 00:00,18850525384.3639000000
2017-03-13 00:00,18349447757.1042000000
2017-03-14 00:00,18547513061.3949000000
2017-03-15 00:00,19555500195.4768000000
2017-03-16 00:00,52788468796.1646000000
2017-03-17 00:00,18140571423.0008000000
2017-03-18 00:00,18214979553.6513000000
2017-03-19 00:00,17678078462.6827000000
2017-03-20 00:00,17568593931.9904000000
2017-03-21 00:00,18933364068.1843000000
2017-03-22 00:00,20149007317.4596000000
2017-03-23 00:00,18357928772.4702000000
2017-03-24 00:00,18526374176.8714000000
2017-03-25 00:00,17867799949.7385000000
2017-03-26 00:00,17470508980.4720000000
2017-03-27 00:00,17599919030.8720000000
2017-03-28 00:00,18099181377.8417000000
2017-03-29 00:00,17995837714.8481000000
2017-03-30 00:00,18821218144.9049000000
2017-03-31 00:00,17201273637.7540000000
2017-04-01 00:00,17599443843.4316000000
2017-04-02 00:00,17785894945.7391000000
2017-04-03 00:00,18323735579.5384000000
2017-04-04 00:00,17454226053.7912000000
2017-04-05 00:00,19073936520.9406000000
2017-04-06 00:00,17772476618.3865000000
2017-04-07 00:00,17030358992.8903000000
2017-04-08 00:00,17344707560.4563000000
2017-04-09 00:00,18141142428.8479000000
2017-04-10 00:00,17235908476.5428000000
2017-04-11 00:00,17930540061.1658000000
2017-04-12 00:00,18412689803.5950000000
2017-04-13 00:00,18047631193.4849000000
2017-04-14 00:00,17687407659.8764000000
2017-04-15 00:00,17360146541.8510000000
2017-04-16 00:00,19436675807.2264000000
2017-04-17 00:00,19839990044.7391000000
2017-04-18 00:00,18195794884.3001000000
2017-04-19 00:00,18172409833.0956000000
2017-04-20 00:00,18028145171.0754000000
2017-04-21 00:00,17369938686.4018000000
2017-04-22 00:00,16852630506.7046000000
2017-04-23 00:00,18504440926.5777000000
2017-04-24 00:00,17978314872.9166000000
2017-04-25 00:00,18186672000.7433000000
2017-04-26 00:00,19429220893.6657000000
2017-04-27 00:00,18589999318.7804000000
2017-04-28 00:00,27127653943.0825000000
2017-04-29 00:00,18856692819.2350000000
2017-04-30 00:00,19994402846.3430000000
2017-05-01 00:00,19284579221.2209000000
2017-05-02 00:00,18837568066.2595000000
2017-05-03 00:00,19485292421.7527000000
2017-05-04 00:00,19317516245.8863000000
2017-05-05 00:00,18244994771.2344000000
2017-05-06 00:00,18690274058.7160000000
2017-05-07 00:00,18949191305.1718000000
2017-05-08 00:00,18898267393.9381000000
2017-05-09 00:00,18265214158.7185000000
2017-05-10 00:00,18398074114.9306000000
2017-05-11 00:00,18165904625.8657000000
2017-05-12 00:00,17676485872.5706000000
2017-05-13 00:00,18431870569.2075000000
2017-05-14 00:00,18407463973.8709000000
2017-05-15 00:00,18499769644.4253000000
2017-05-16 00:00,21075062595.6608000000
2017-05-17 00:00,19305081287.5007000000
2017-05-18 00:00,19221099802.0835000000
2017-05-19 00:00,18414984758.8790000000
2017-05-20 00:00,18614596096.7668000000
2017-05-21 00:00,19311916150.8906000000
2017-05-22 00:00,18629287653.7053000000
2017-05-23 00:00,18956617626.2219000000
2017-05-24 00:00,18710993147.2101000000
2017-05-25 00:00,18469779617.1988000000
2017-05-26 00:00,17870264438.3072000000
2017-05-27 00:00,17607329035.6035000000
2017-05-28 00:00,18128071325.3103000000
2017-05-29 00:00,18810498971.6483000000
2017-05-30 00:00,24050522956.0096000000
2017-05-31 00:00,18987056214.8910000000
2017-06-01 00:00,16607699077.3719000000
2017-06-02 00:00,16621528235.1608000000
2017-06-03 00:00,17698283581.8504000000
2017-06-04 00:00,17075475323.4791000000
2017-06-05 00:00,17699644496.3193000000
2017-06-06 00:00,17133001206.5070000000
2017-06-07 00:00,16472729310.4062000000
2017-06-08 00:00,15957971841.1812000000
2017-06-09 00:00,16238415819.8121000000
2017-06-10 00:00,16641865888.1189000000
2017-06-11 00:00,20512031843.7945000000
2017-06-12 00:00,62612940919.2456000000
2017-06-13 00:00,14649645943.1177000000
2017-06-14 00:00,14349974704.6490000000
2017-06-15 00:00,13718623942.0838000000
2017-06-16 00:00,13347664563.1281000000
2017-06-17 00:00,12768293486.7698000000
2017-06-18 00:00,13209270001.9514000000
2017-06-19 00:00,30265968830.4705000000
2017-06-20 00:00,45880525373.9034000000
2017-06-21 00:00,28044625676.2892000000
2017-06-22 00:00,21851729401.5004000000
2017-06-23 00:00,24729375237.9735000000
2017-06-24 00:00,21839866715.0583000000
2017-06-25 00:00,23721999870.3549000000
2017-06-26 00:00,21228358108.5359000000
2017-06-27 00:00,22824287549.7240000000
2017-06-28 00:00,21031526727.4080000000
2017-06-29 00:00,19942111141.4448000000
2017-06-30 00:00,20239131971.3316000000
2017-07-01 00:00,20069091412.1963000000
2017-07-02 00:00,19688445222.2738000000
2017-07-03 00:00,18829823380.8176000000
2017-07-04 00:00,19363952916.6997000000
2017-07-05 00:00,18829289713.0283000000
2017-07-06 00:00,17139446745.6446000000
2017-07-07 00:00,13979054977.3747000000
2017-07-08 00:00,13306014104.7487000000
2017-07-09 00:00,12709843978.7636000000
2017-07-10 00:00,11417879382.9254000000
2017-07-11 00:00,12170883753.3542000000
2017-07-12 00:00,11814727296.4980000000
2017-07-13 00:00,11652968705.7783000000
2017-07-14 00:00,11901198062.7219000000
2017-07-15 00:00,11074248776.6365000000
2017-07-16 00:00,11797284810.1666000000
2017-07-17 00:00,12341705409.2131000000
2017-07-18 00:00,12216741742.5730000000
2017-07-19 00:00,12329059424.5378000000
2017-07-20 00:00,12344830473.8950000000
2017-07-21 00:00,11872119738.9561000000
2017-07-22 00:00,11443544575.4097000000
2017-07-23 00:00,11829368325.0703000000
2017-07-24 00:00,11714582126.1336000000
2017-07-25 00:00,11759746240.1413000000
2017-07-26 00:00,11907110493.3054000000
2017-07-27 00:00,11788672512.4396000000
2017-07-28 00:00,11913295427.0856000000
2017-07-29 00:00,11497161503.9543000000
2017-07-30 00:00,11935606326.9160000000
2017-07-31 00:00,11639157580.7636000000
2017-08-01 00:00,11016101900.8872000000
2017-08-02 00:00,11182826382.7636000000
2017-08-03 00:00,10967745491.6342000000
2017-08-04 00:00,11016432736.8651000000
2017-08-05 00:00,10968632361.8966000000
