date,unit_computing_income
2017-07-17 00:00,0.0741000000
2017-07-18 00:00,0.0789000000
2017-07-19 00:00,0.0744000000
2017-07-20 00:00,0.0750000000
2017-07-21 00:00,0.0765000000
2017-07-22 00:00,0.0758000000
2017-07-23 00:00,0.0764000000
2017-07-24 00:00,0.0708000000
2017-07-25 00:00,0.0660000000
2017-07-26 00:00,0.0670000000
2017-07-27 00:00,0.0654000000
2017-07-28 00:00,0.0614000000
2017-07-29 00:00,0.0635000000
2017-07-30 00:00,0.0600000000
2017-07-31 00:00,0.0593000000
2017-08-01 00:00,0.0607000000
2017-08-02 00:00,0.0628000000
2017-08-03 00:00,0.0616000000
2017-08-04 00:00,0.0660000000
2017-08-05 00:00,0.0717000000
2017-08-06 00:00,0.0735000000
2017-08-07 00:00,0.0762000000
2017-08-08 00:00,0.0793000000
2017-08-09 00:00,0.0809000000
2017-08-10 00:00,0.0818000000
2017-08-11 00:00,0.0822000000
2017-08-12 00:00,0.0773000000
2017-08-13 00:00,0.0772000000
2017-08-14 00:00,0.0745000000
2017-08-15 00:00,0.0804000000
2017-08-16 00:00,0.0794000000
2017-08-17 00:00,0.0810000000
2017-08-18 00:00,0.0743000000
2017-08-19 00:00,0.0729000000
2017-08-20 00:00,0.0799000000
2017-08-21 00:00,0.0768000000
2017-08-22 00:00,0.0770000000
2017-08-23 00:00,0.0781000000
2017-08-24 00:00,0.0694000000
2017-08-25 00:00,0.0670000000
2017-08-26 00:00,0.0688000000
2017-08-27 00:00,0.0725000000
2017-08-28 00:00,0.0747000000
2017-08-29 00:00,0.0779000000
2017-08-30 00:00,0.0829000000
2017-08-31 00:00,0.0815000000
2017-09-01 00:00,0.0742000000
2017-09-02 00:00,0.0701000000
2017-09-03 00:00,0.0656000000
2017-09-04 00:00,0.0632000000
2017-09-05 00:00,0.0720000000
2017-09-06 00:00,0.0698000000
2017-09-07 00:00,0.0669000000
2017-09-08 00:00,0.0599000000
2017-09-09 00:00,0.0604000000
2017-09-10 00:00,0.0590000000
2017-09-11 00:00,0.0586000000
2017-09-12 00:00,0.0544000000
2017-09-13 00:00,0.0498000000
2017-09-14 00:00,0.0479000000
2017-09-15 00:00,0.0509000000
2017-09-16 00:00,0.0486000000
2017-09-17 00:00,0.0571000000
