date,activate_address
2016-09-19 00:00,24691.0000000000
2016-09-20 00:00,21017.0000000000
2016-09-21 00:00,17555.0000000000
2016-09-22 00:00,18106.0000000000
2016-09-23 00:00,18601.0000000000
2016-09-24 00:00,17909.0000000000
2016-09-25 00:00,17905.0000000000
2016-09-26 00:00,17565.0000000000
2016-09-27 00:00,18841.0000000000
2016-09-28 00:00,19838.0000000000
2016-09-29 00:00,17829.0000000000
2016-09-30 00:00,19740.0000000000
2016-10-01 00:00,20500.0000000000
2016-10-02 00:00,19456.0000000000
2016-10-03 00:00,55156.0000000000
2016-10-04 00:00,47372.0000000000
2016-10-05 00:00,45320.0000000000
2016-10-06 00:00,40241.0000000000
2016-10-07 00:00,19657.0000000000
2016-10-08 00:00,20140.0000000000
2016-10-09 00:00,51837.0000000000
2016-10-10 00:00,2268374.0000000000
2016-10-11 00:00,7157280.0000000000
2016-10-12 00:00,4981628.0000000000
2016-10-13 00:00,1015335.0000000000
2016-10-14 00:00,713717.0000000000
2016-10-15 00:00,1183332.0000000000
2016-10-16 00:00,1078243.0000000000
2016-10-17 00:00,879352.0000000000
2016-10-18 00:00,15912.0000000000
2016-10-19 00:00,21053.0000000000
2016-10-20 00:00,23376.0000000000
2016-10-21 00:00,19156.0000000000
2016-10-22 00:00,17804.0000000000
2016-10-23 00:00,20429.0000000000
2016-10-24 00:00,19711.0000000000
2016-10-25 00:00,19223.0000000000
2016-10-26 00:00,18879.0000000000
2016-10-27 00:00,18942.0000000000
2016-10-28 00:00,17205.0000000000
2016-10-29 00:00,15495.0000000000
2016-10-30 00:00,20037.0000000000
2016-10-31 00:00,20742.0000000000
2016-11-01 00:00,21235.0000000000
2016-11-02 00:00,19484.0000000000
2016-11-03 00:00,13432.0000000000
2016-11-04 00:00,16560.0000000000
2016-11-05 00:00,15047.0000000000
2016-11-06 00:00,18230.0000000000
2016-11-07 00:00,17031.0000000000
2016-11-08 00:00,17588.0000000000
2016-11-09 00:00,16269.0000000000
2016-11-10 00:00,17758.0000000000
2016-11-11 00:00,16318.0000000000
2016-11-12 00:00,17723.0000000000
2016-11-13 00:00,16280.0000000000
2016-11-14 00:00,17250.0000000000
2016-11-15 00:00,16124.0000000000
2016-11-16 00:00,15974.0000000000
2016-11-17 00:00,16559.0000000000
2016-11-18 00:00,15769.0000000000
2016-11-19 00:00,16851.0000000000
2016-11-20 00:00,16661.0000000000
2016-11-21 00:00,30778.0000000000
2016-11-22 00:00,38946.0000000000
2016-11-23 00:00,16481.0000000000
2016-11-24 00:00,42503.0000000000
2016-11-25 00:00,16771.0000000000
2016-11-26 00:00,17184.0000000000
2016-11-27 00:00,16711.0000000000
2016-11-28 00:00,15773.0000000000
2016-11-29 00:00,16497.0000000000
2016-11-30 00:00,14980.0000000000
2016-12-01 00:00,18721.0000000000
2016-12-02 00:00,19945.0000000000
2016-12-03 00:00,21085.0000000000
2016-12-04 00:00,20691.0000000000
2016-12-05 00:00,18729.0000000000
2016-12-06 00:00,16703.0000000000
2016-12-07 00:00,15462.0000000000
2016-12-08 00:00,16500.0000000000
2016-12-09 00:00,17310.0000000000
2016-12-10 00:00,15745.0000000000
2016-12-11 00:00,16118.0000000000
2016-12-12 00:00,15094.0000000000
2016-12-13 00:00,17799.0000000000
2016-12-14 00:00,18176.0000000000
2016-12-15 00:00,16398.0000000000
2016-12-16 00:00,15788.0000000000
2016-12-17 00:00,13841.0000000000
2016-12-18 00:00,17890.0000000000
2016-12-19 00:00,17050.0000000000
2016-12-20 00:00,17457.0000000000
2016-12-21 00:00,24176.0000000000
2016-12-22 00:00,18054.0000000000
2016-12-23 00:00,15411.0000000000
2016-12-24 00:00,13952.0000000000
2016-12-25 00:00,14071.0000000000
2016-12-26 00:00,15960.0000000000
2016-12-27 00:00,15838.0000000000
2016-12-28 00:00,16203.0000000000
2016-12-29 00:00,16553.0000000000
2016-12-30 00:00,16138.0000000000
2016-12-31 00:00,14151.0000000000
2017-01-01 00:00,15485.0000000000
2017-01-02 00:00,16354.0000000000
2017-01-03 00:00,18683.0000000000
2017-01-04 00:00,20009.0000000000
2017-01-05 00:00,18010.0000000000
2017-01-06 00:00,17303.0000000000
2017-01-07 00:00,16390.0000000000
2017-01-08 00:00,18046.0000000000
2017-01-09 00:00,17743.0000000000
2017-01-10 00:00,16946.0000000000
2017-01-11 00:00,18977.0000000000
2017-01-12 00:00,18732.0000000000
2017-01-13 00:00,17115.0000000000
2017-01-14 00:00,16719.0000000000
2017-01-15 00:00,17191.0000000000
2017-01-16 00:00,19087.0000000000
2017-01-17 00:00,17183.0000000000
2017-01-18 00:00,17218.0000000000
2017-01-19 00:00,19347.0000000000
2017-01-20 00:00,16770.0000000000
2017-01-21 00:00,16881.0000000000
2017-01-22 00:00,17053.0000000000
2017-01-23 00:00,19095.0000000000
2017-01-24 00:00,17242.0000000000
2017-01-25 00:00,17956.0000000000
2017-01-26 00:00,17361.0000000000
2017-01-27 00:00,17099.0000000000
2017-01-28 00:00,16159.0000000000
2017-01-29 00:00,17535.0000000000
2017-01-30 00:00,17247.0000000000
2017-01-31 00:00,17600.0000000000
2017-02-01 00:00,17427.0000000000
2017-02-02 00:00,17311.0000000000
2017-02-03 00:00,17739.0000000000
2017-02-04 00:00,17796.0000000000
2017-02-05 00:00,16672.0000000000
2017-02-06 00:00,18328.0000000000
2017-02-07 00:00,18426.0000000000
2017-02-08 00:00,18095.0000000000
2017-02-09 00:00,18097.0000000000
2017-02-10 00:00,16865.0000000000
2017-02-11 00:00,18263.0000000000
2017-02-12 00:00,18919.0000000000
2017-02-13 00:00,20869.0000000000
2017-02-14 00:00,20349.0000000000
2017-02-15 00:00,18792.0000000000
2017-02-16 00:00,18573.0000000000
2017-02-17 00:00,18706.0000000000
2017-02-18 00:00,17710.0000000000
2017-02-19 00:00,19102.0000000000
2017-02-20 00:00,21529.0000000000
2017-02-21 00:00,19682.0000000000
2017-02-22 00:00,19069.0000000000
2017-02-23 00:00,21062.0000000000
2017-02-24 00:00,21459.0000000000
2017-02-25 00:00,19597.0000000000
2017-02-26 00:00,20997.0000000000
2017-02-27 00:00,24893.0000000000
2017-02-28 00:00,26725.0000000000
2017-03-01 00:00,33198.0000000000
2017-03-02 00:00,28419.0000000000
2017-03-03 00:00,24423.0000000000
2017-03-04 00:00,24133.0000000000
2017-03-05 00:00,23739.0000000000
2017-03-06 00:00,23360.0000000000
2017-03-07 00:00,22992.0000000000
2017-03-08 00:00,26629.0000000000
2017-03-09 00:00,26680.0000000000
2017-03-10 00:00,25795.0000000000
2017-03-11 00:00,27333.0000000000
2017-03-12 00:00,35536.0000000000
2017-03-13 00:00,32741.0000000000
2017-03-14 00:00,33740.0000000000
2017-03-15 00:00,47082.0000000000
2017-03-16 00:00,45251.0000000000
2017-03-17 00:00,37692.0000000000
2017-03-18 00:00,32823.0000000000
2017-03-19 00:00,33244.0000000000
2017-03-20 00:00,35166.0000000000
2017-03-21 00:00,32126.0000000000
2017-03-22 00:00,32317.0000000000
2017-03-23 00:00,38359.0000000000
2017-03-24 00:00,35203.0000000000
2017-03-25 00:00,31541.0000000000
2017-03-26 00:00,38226.0000000000
2017-03-27 00:00,34999.0000000000
2017-03-28 00:00,41235.0000000000
2017-03-29 00:00,42746.0000000000
2017-03-30 00:00,47520.0000000000
2017-03-31 00:00,34177.0000000000
2017-04-01 00:00,37213.0000000000
2017-04-02 00:00,44533.0000000000
2017-04-03 00:00,38352.0000000000
2017-04-04 00:00,38493.0000000000
2017-04-05 00:00,43038.0000000000
2017-04-06 00:00,35021.0000000000
2017-04-07 00:00,31504.0000000000
2017-04-08 00:00,30809.0000000000
2017-04-09 00:00,33353.0000000000
2017-04-10 00:00,33559.0000000000
2017-04-11 00:00,36503.0000000000
2017-04-12 00:00,37197.0000000000
2017-04-13 00:00,35104.0000000000
2017-04-14 00:00,32773.0000000000
2017-04-15 00:00,29251.0000000000
2017-04-16 00:00,31022.0000000000
2017-04-17 00:00,37841.0000000000
2017-04-18 00:00,38186.0000000000
2017-04-19 00:00,39040.0000000000
2017-04-20 00:00,38928.0000000000
2017-04-21 00:00,34137.0000000000
2017-04-22 00:00,32714.0000000000
2017-04-23 00:00,38252.0000000000
2017-04-24 00:00,37822.0000000000
2017-04-25 00:00,45570.0000000000
2017-04-26 00:00,53794.0000000000
2017-04-27 00:00,47351.0000000000
2017-04-28 00:00,43079.0000000000
2017-04-29 00:00,44762.0000000000
2017-04-30 00:00,57885.0000000000
2017-05-01 00:00,51912.0000000000
2017-05-02 00:00,45814.0000000000
2017-05-03 00:00,58927.0000000000
2017-05-04 00:00,53821.0000000000
2017-05-05 00:00,49814.0000000000
2017-05-06 00:00,54955.0000000000
2017-05-07 00:00,60596.0000000000
2017-05-08 00:00,60053.0000000000
2017-05-09 00:00,58582.0000000000
2017-05-10 00:00,60042.0000000000
2017-05-11 00:00,54663.0000000000
2017-05-12 00:00,50476.0000000000
2017-05-13 00:00,51594.0000000000
2017-05-14 00:00,62892.0000000000
2017-05-15 00:00,62286.0000000000
2017-05-16 00:00,69985.0000000000
2017-05-17 00:00,70035.0000000000
2017-05-18 00:00,84428.0000000000
2017-05-19 00:00,69626.0000000000
2017-05-20 00:00,72591.0000000000
2017-05-21 00:00,88977.0000000000
2017-05-22 00:00,103059.0000000000
2017-05-23 00:00,103375.0000000000
2017-05-24 00:00,97959.0000000000
2017-05-25 00:00,90523.0000000000
2017-05-26 00:00,79221.0000000000
2017-05-27 00:00,78339.0000000000
2017-05-28 00:00,85165.0000000000
2017-05-29 00:00,107769.0000000000
2017-05-30 00:00,117355.0000000000
2017-05-31 00:00,110757.0000000000
2017-06-01 00:00,109071.0000000000
2017-06-02 00:00,94118.0000000000
2017-06-03 00:00,99721.0000000000
2017-06-04 00:00,105113.0000000000
2017-06-05 00:00,111267.0000000000
2017-06-06 00:00,114830.0000000000
2017-06-07 00:00,104188.0000000000
2017-06-08 00:00,121228.0000000000
2017-06-09 00:00,117672.0000000000
2017-06-10 00:00,138178.0000000000
2017-06-11 00:00,162808.0000000000
2017-06-12 00:00,158034.0000000000
2017-06-13 00:00,142630.0000000000
2017-06-14 00:00,144954.0000000000
2017-06-15 00:00,132476.0000000000
2017-06-16 00:00,129456.0000000000
2017-06-17 00:00,134689.0000000000
2017-06-18 00:00,160451.0000000000
2017-06-19 00:00,171211.0000000000
2017-06-20 00:00,133996.0000000000
2017-06-21 00:00,169666.0000000000
2017-06-22 00:00,161079.0000000000
2017-06-23 00:00,150141.0000000000
2017-06-24 00:00,139969.0000000000
2017-06-25 00:00,178299.0000000000
2017-06-26 00:00,148927.0000000000
2017-06-27 00:00,155121.0000000000
2017-06-28 00:00,150857.0000000000
2017-06-29 00:00,148216.0000000000
2017-06-30 00:00,133428.0000000000
2017-07-01 00:00,132632.0000000000
2017-07-02 00:00,162221.0000000000
2017-07-03 00:00,154629.0000000000
2017-07-04 00:00,151739.0000000000
2017-07-05 00:00,140211.0000000000
2017-07-06 00:00,162261.0000000000
2017-07-07 00:00,141105.0000000000
2017-07-08 00:00,130203.0000000000
2017-07-09 00:00,154780.0000000000
2017-07-10 00:00,155516.0000000000
